"date","tow.id","species","length","length.unit","length.precision","comment"
"2012-08-21","GP001F",40,12,NA,NA,""
"2012-08-21","GP001F",40,13,NA,NA,""
"2012-08-21","GP001F",40,13,NA,NA,""
"2012-08-21","GP001F",40,13,NA,NA,""
"2012-08-21","GP001F",40,14,NA,NA,""
"2012-08-21","GP001F",40,15,NA,NA,""
"2012-08-21","GP001F",40,15,NA,NA,""
"2012-08-21","GP001F",40,15,NA,NA,""
"2012-08-21","GP001F",40,15,NA,NA,""
"2012-08-21","GP001F",40,16,NA,NA,""
"2012-08-21","GP001F",40,16,NA,NA,""
"2012-08-21","GP001F",40,17,NA,NA,""
"2012-08-21","GP001F",40,18,NA,NA,""
"2012-08-21","GP001F",40,18,NA,NA,""
"2012-08-21","GP001F",40,18,NA,NA,""
"2012-08-21","GP001F",40,18,NA,NA,""
"2012-08-21","GP001F",40,19,NA,NA,""
"2012-08-21","GP001F",40,19,NA,NA,""
"2012-08-21","GP001F",40,20,NA,NA,""
"2012-08-21","GP001F",40,20,NA,NA,""
"2012-08-21","GP001F",40,20,NA,NA,""
"2012-08-21","GP001F",40,21,NA,NA,""
"2012-08-21","GP001F",40,22,NA,NA,""
"2012-08-21","GP001F",40,22,NA,NA,""
"2012-08-21","GP001F",40,23,NA,NA,""
"2012-08-21","GP001F",40,24,NA,NA,""
"2012-08-21","GP001F",40,24,NA,NA,""
"2012-08-21","GP001F",40,24,NA,NA,""
"2012-08-21","GP001F",40,25,NA,NA,""
"2012-08-21","GP001F",40,25,NA,NA,""
"2012-08-21","GP001F",40,25,NA,NA,""
"2012-08-21","GP001F",40,25,NA,NA,""
"2012-08-21","GP001F",40,28,NA,NA,""
"2012-08-21","GP001F",40,29,NA,NA,""
"2012-08-21","GP001F",40,29,NA,NA,""
"2012-08-21","GP001F",40,29,NA,NA,""
"2012-08-21","GP001F",40,31,NA,NA,""
"2012-08-21","GP001F",60,32,NA,NA,""
"2012-08-21","GP001F",114,16,NA,NA,""
"2012-08-21","GP001F",302,17,NA,NA,""
"2012-08-21","GP001F",302,17,NA,NA,""
"2012-08-21","GP001F",302,18,NA,NA,""
"2012-08-21","GP001F",302,20,NA,NA,""
"2012-08-21","GP001F",302,21,NA,NA,""
"2012-08-21","GP001F",512,19,NA,NA,""
"2012-08-21","GP001F",512,20,NA,NA,""
"2012-08-21","GP004F",40,13,NA,NA,""
"2012-08-21","GP004F",40,15,NA,NA,""
"2012-08-21","GP004F",40,16,NA,NA,""
"2012-08-21","GP004F",40,16,NA,NA,""
"2012-08-21","GP004F",40,16,NA,NA,""
"2012-08-21","GP004F",40,17,NA,NA,""
"2012-08-21","GP004F",40,18,NA,NA,""
"2012-08-21","GP004F",40,19,NA,NA,""
"2012-08-21","GP004F",40,19,NA,NA,""
"2012-08-21","GP004F",40,20,NA,NA,""
"2012-08-21","GP004F",40,20,NA,NA,""
"2012-08-21","GP004F",40,21,NA,NA,""
"2012-08-21","GP004F",40,21,NA,NA,""
"2012-08-21","GP004F",40,22,NA,NA,""
"2012-08-21","GP004F",40,22,NA,NA,""
"2012-08-21","GP004F",40,24,NA,NA,""
"2012-08-21","GP004F",40,25,NA,NA,""
"2012-08-21","GP004F",40,25,NA,NA,""
"2012-08-21","GP004F",40,26,NA,NA,""
"2012-08-21","GP004F",40,27,NA,NA,""
"2012-08-21","GP004F",40,27,NA,NA,""
"2012-08-21","GP004F",40,28,NA,NA,""
"2012-08-21","GP004F",40,28,NA,NA,""
"2012-08-21","GP004F",40,29,NA,NA,""
"2012-08-21","GP004F",40,31,NA,NA,""
"2012-08-21","GP004F",40,31,NA,NA,""
"2012-08-21","GP004F",622,10,NA,NA,""
"2012-08-21","GP004F",622,12,NA,NA,""
"2012-08-21","GP004F",622,12,NA,NA,""
"2012-08-21","GP004F",622,14,NA,NA,""
"2012-08-21","GP004F",647,19,NA,NA,""
"2012-08-21","GP006F",10,45,NA,NA,""
"2012-08-21","GP006F",40,6,NA,NA,""
"2012-08-21","GP006F",40,6,NA,NA,""
"2012-08-21","GP006F",40,8,NA,NA,""
"2012-08-21","GP006F",40,12,NA,NA,""
"2012-08-21","GP006F",40,12,NA,NA,""
"2012-08-21","GP006F",40,12,NA,NA,""
"2012-08-21","GP006F",40,12,NA,NA,""
"2012-08-21","GP006F",40,12,NA,NA,""
"2012-08-21","GP006F",40,13,NA,NA,""
"2012-08-21","GP006F",40,14,NA,NA,""
"2012-08-21","GP006F",40,14,NA,NA,""
"2012-08-21","GP006F",40,14,NA,NA,""
"2012-08-21","GP006F",40,14,NA,NA,""
"2012-08-21","GP006F",40,14,NA,NA,""
"2012-08-21","GP006F",40,14,NA,NA,""
"2012-08-21","GP006F",40,14,NA,NA,""
"2012-08-21","GP006F",40,14,NA,NA,""
"2012-08-21","GP006F",40,14,NA,NA,""
"2012-08-21","GP006F",40,14,NA,NA,""
"2012-08-21","GP006F",40,15,NA,NA,""
"2012-08-21","GP006F",40,15,NA,NA,""
"2012-08-21","GP006F",40,15,NA,NA,""
"2012-08-21","GP006F",40,15,NA,NA,""
"2012-08-21","GP006F",40,15,NA,NA,""
"2012-08-21","GP006F",40,15,NA,NA,""
"2012-08-21","GP006F",40,15,NA,NA,""
"2012-08-21","GP006F",40,15,NA,NA,""
"2012-08-21","GP006F",40,16,NA,NA,""
"2012-08-21","GP006F",40,16,NA,NA,""
"2012-08-21","GP006F",40,16,NA,NA,""
"2012-08-21","GP006F",40,16,NA,NA,""
"2012-08-21","GP006F",40,16,NA,NA,""
"2012-08-21","GP006F",40,16,NA,NA,""
"2012-08-21","GP006F",40,16,NA,NA,""
"2012-08-21","GP006F",40,16,NA,NA,""
"2012-08-21","GP006F",40,16,NA,NA,""
