"date","cruise","set.number","species","specimen","sex","length","weight","egg.condition","fish.number","age.material","shell.condition","maturity","chela","missing.legs","disc.width","comment"
"2007-07-19","O030",1,2550,1,1,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,2,1,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,3,2,89,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,4,2,85,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,5,2,84,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,6,1,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,7,2,72,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,8,1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,9,2,68,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,10,1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,11,1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,12,2,66,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,13,1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,14,2,61,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,15,2,59,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,16,2,58,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",1,2550,17,2,52,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,1,2,142,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,2,2,102,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,3,2,96,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,4,2,80,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,5,1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,6,1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,7,2,79,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,8,2,76,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,9,1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,10,2,69,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,11,1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,12,2,67,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,13,1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-19","O030",2,2550,14,2,64,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",3,2550,1,1,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",3,2550,2,1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",3,2550,3,1,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",3,2550,4,2,70,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",3,2550,5,2,69,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",3,2550,6,1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",3,2550,7,1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,1,1,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,2,2,107,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,3,2,106,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,4,1,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,5,1,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,6,1,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,7,2,80,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,8,1,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,9,2,71,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,10,2,69,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,11,2,69,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,12,2,64,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,13,2,61,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",4,2550,14,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",5,2550,1,2,83,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",5,2550,2,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",5,2550,3,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",6,2550,1,2,134,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",6,2550,2,2,67,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",7,2550,1,2,97,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",7,2550,2,2,94,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",7,2550,3,2,80,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",7,2550,4,2,80,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",7,2550,5,2,79,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",8,2550,1,2,68,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",8,2550,2,1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,1,2,120,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,2,2,107,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,3,1,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,4,2,99,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,5,2,97,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,6,1,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,7,1,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,8,2,91,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,9,2,89,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,10,2,87,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,11,1,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,12,1,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,13,1,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,14,1,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,15,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,16,1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,17,2,77,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,18,2,74,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,19,2,71,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,20,2,71,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,21,2,71,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,22,2,70,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,23,2,70,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,24,2,69,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,25,2,69,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,26,2,69,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,27,2,68,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,28,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,29,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,30,2,64,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,31,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,32,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,33,2,61,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,34,1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,35,2,59,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,36,2,52,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-20","O030",10,2550,37,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,1,1,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,2,1,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,3,1,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,4,1,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,5,2,81,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,6,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,7,2,80,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,8,2,79,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,9,1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,10,1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,11,2,79,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,12,2,78,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,13,2,78,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,14,1,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,15,2,77,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,16,2,76,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,17,2,76,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,18,1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,19,1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,20,1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,21,1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,22,2,75,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,23,2,74,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,24,1,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,25,2,74,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,26,2,74,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,27,2,72,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,28,2,72,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,29,1,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,30,2,72,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,31,2,72,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,32,2,71,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,33,2,71,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,34,2,71,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,35,2,71,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,36,2,70,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,37,2,70,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,38,2,70,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,39,2,70,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,40,2,69,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,41,1,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,42,2,69,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,43,2,68,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,44,2,68,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,45,1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,46,2,68,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,47,2,68,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,48,1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,49,2,67,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,50,2,66,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,51,1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,52,2,66,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,53,1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,54,2,64,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,55,2,64,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,56,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,57,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,58,2,64,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,59,2,63,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,60,2,63,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,61,2,63,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,62,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,63,2,63,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,64,2,63,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,65,2,63,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,66,1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,67,2,61,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,68,2,60,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,69,2,60,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,70,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,71,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,72,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,73,2,60,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,74,2,59,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,75,2,59,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,76,2,59,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,77,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,78,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,79,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,80,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,81,2,58,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,82,1,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,83,1,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,84,2,58,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,85,2,57,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,86,2,57,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,87,2,55,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,88,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,89,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,90,2,55,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,91,2,55,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,92,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,93,2,54,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,94,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,95,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,96,2,52,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,97,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,98,2,52,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,99,2,52,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,100,2,52,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,101,2,51,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,102,1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,103,2,49,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,104,1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,105,1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,106,1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,107,2,48,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,108,2,47,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,109,2,47,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,110,2,47,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,111,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,112,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,113,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,114,1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,115,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2007-07-21","O030",11,2550,116,2,43,NA,0,NA,NA,NA,NA,NA,NA,NA,""
