"date","zone","tow.id","tow.number","valid","longitude","latitude","longitude.start.logbook","longitude.end.logbook","latitude.start.logbook","latitude.end.logbook","start.time","end.time","start.time.logbook","end.time.logbook","depth","bottom.temperature","warp","swept.area","swept.area.method","groundfish.sample","water.sample","comment","haul.time","touchdown.time","liftoff.time"
"2019-07-28","12","GP127F",8,1,6312009,4657523,6312093,6311903,4657459,4657574,"15:30:27","","15:30:27","15:35:28",32,0.1,100,2573,"model",0,NA,"Stable ~ 2.1 kts","15:39:10","15:30:10","15:37:01"
"2019-07-28","12","GP125F",9,1,6317232,4700341,6317280,6317159,4700258,4700417,"16:53:53","","16:53:53","16:58:54",32,0.2,100,2915,"average",0,NA,"Accroche et force ~ 2.1 kts","17:02:44","16:53:20","17:00:33"
"2019-07-28","12","GP113F",10,1,6319013,4654547,6319064,6318940,4654456,4654626,"18:11:01","","18:11:01","18:16:10",30,0.3,100,2752,"average",0,NA,"Stable ~ 2.1 kts","18:19:47","18:10:28","18:18:03"
"2019-07-28","12","GP084F",11,0,NA,NA,6330876,6330778,4657200,4657366,"","","19:50:46","19:55:44",26,NA,75,NA,"",0,NA,"Chalut dechire (belly) - accrochages ~ 2.1 kts","19:58:33","        ","        "
"2019-07-28","12","GP084A1",12,0,NA,NA,6333837,6333685,4659075,4659229,"","","20:39:16","20:44:24",25,NA,75,NA,"",0,NA,"Chalut dechire (poche et belly) - accroche et force ~ 2.1 kts","20:47:09","        ","        "
"2019-07-29","12","GP084A2",1,1,6334960,4655274,6335022,6334889,4655192,4655350,"05:44:26","","05:44:26","05:49:28",25,1.4,75,2547,"model",0,NA,"Stable ~ 2.1 kts","5:52:03","5:44:14","5:51:03"
"2019-07-29","12","GP077F",2,1,6344022,4657690,6344113,6343915,4657633,4657734,"07:09:28","","07:09:28","07:14:26",23,1.9,75,2909,"model",0,NA,"Accrochages ~ 2.1 kts","7:17:05","7:09:09","7:16:05"
"2019-07-29","12","GP068F",3,1,6342375,4705730,6342488,6342257,4705679,4705766,"08:34:52","","08:34:52","08:39:58",30,0.8,100,3555,"model",0,NA,"Stable ~ 2.1 kts","8:43:46","8:34:04","8:41:35"
"2019-07-29","12","GP049F",4,0,NA,NA,6348977,6348720,4711882,4711895,"","","10:13:31","10:18:32",25,NA,75,NA,"",0,NA,"Chalut brise - accroche et force ~ 2.2 kts","10:21:16","        ","        "
"2019-07-29","12","GP049A1",5,0,NA,NA,6351963,6351715,4713287,4713347,"","","13:14:37","13:19:38",22,NA,75,NA,"",0,NA,"Chalut dechire (poche et belly) - accroche et force ~ 2.2 kts","13:22:09","        ","        "
"2019-07-29","12","GP049A2",6,1,6351458,4711232,6351585,6351345,4711178,4711267,"14:55:54","","14:55:24","15:00:26",20,1.8,50,1606,"model",0,NA,"Accroche et force ~ 2.2 kts","15:02:14","14:55:55","15:00:39"
"2019-07-29","12","GP061F",7,1,6346098,4711704,6346209,6345973,4711668,4711743,"15:55:47","","15:55:59","16:01:01",30,0.2,100,3076,"model",1,NA,"Stable ~ 2.1 kts","16:04:48","15:55:46","16:03:05"
"2019-07-29","12","GP076F",8,1,6338511,4714284,6338638,6338372,4714278,4714285,"16:57:48","","16:57:59","17:03:02",35,0,100,3996,"model",1,NA,"Stable ~ 2.1 kts","17:06:40","16:57:47","17:03:40"
"2019-07-29","12","GP080F",9,0,NA,NA,6334310,6334105,4709601,4709473,"","","17:55:17","18:00:19",30,NA,100,NA,"",0,NA,"Chalut dechire (belly) - accrochages ~ 2.1 kts","18:02:59","        ","        "
"2019-07-29","12","GP080A1",10,1,6331749,4710151,6331799,6331679,4710073,4710233,"18:43:39","","18:43:57","18:48:57",30,0.1,100,2992,"model",0,NA,"Accroche et force ~ 2.2 kts","18:52:20","18:43:37","18:50:58"
"2019-07-29","12","GP088F",11,1,6333772,4706397,6333848,6333681,4706326,4706462,"19:51:10","","19:51:10","19:56:11",30,0.9,100,3421,"model",0,NA,"Stable ~ 2.1 kts","19:59:46","19:50:58","19:58:10"
"2019-07-30","12","GP106F",1,1,6319523,4704912,6319644,6319396,4704883,4704925,"05:46:49","","05:46:49","05:51:50",31,0.6,100,2589,"model",1,NA,"Stable ~ 2.1 kts","5:55:08","5:46:30","5:53:41"
"2019-07-30","12","GP105F",2,0,NA,NA,6321019,6320787,4709939,4710012,"","","07:04:17","07:09:19",33,NA,100,NA,"",0,NA,"Chalut dechire (poche et belly) - accroche et force ~ 2.2 kts","7:13:02","        ","        "
"2019-07-30","12","GP105A1",3,0,NA,NA,6322736,6322572,4711933,4712074,"","","08:27:13","08:32:15",31,NA,100,NA,"",0,NA,"Chalut dechire (poche et belly) - accroche et force ~ 2.2 kts","8:36:01","        ","        "
"2019-07-30","12","GP105A2",4,1,6319261,4711148,6319354,6319166,4711085,4711208,"09:19:23","","09:19:23","09:24:23",32,0.2,100,2900,"model",0,NA,"Stable ~ 2.1 kts","9:27:42","9:19:04","9:26:18"
"2019-07-30","12","GP124F",5,1,6314762,4710519,6314837,6314681,4710452,4710589,"10:21:14","","10:21:19","10:26:19",36,0.1,100,3284,"model",0,NA,"Stable ~ 2.1 kts","10:29:44","10:21:05","10:28:10"
"2019-07-30","12","GP097F",6,1,6320695,4716097,6320635,6320758,4716022,4716182,"11:34:20","","11:34:40","11:39:42",33,0.2,100,3479,"model",0,NA,"Stable ~ 2.1 kts","11:43:25","11:34:16","11:41:37"
"2019-07-30","12","GP079F",7,1,6329224,4722002,6329165,6329271,4721925,4722080,"13:00:12","","13:00:12","13:05:14",40,0.1,125,2402,"model",0,NA,"Force a cause de vase ~ 2.2 kts","13:10:10","12:59:46","13:08:01"
"2019-07-30","12","GP090F",8,1,6330971,4720399,6331053,6330892,4720329,4720470,"14:01:58","","14:01:58","14:06:58",38,0,125,3614,"model",0,NA,"Force a cause de vase ~ 2.1 kts","14:12:08","14:01:41","14:10:17"
"2019-07-30","12","GP067F",9,0,NA,NA,6342748,6342554,4723263,4723382,"","","15:45:40","15:50:40",36,NA,100,NA,"",0,NA,"Chalut dechire (poche) - force ~ 2.2 kts","15:54:08","        ","        "
"2019-07-30","12","GP067A1",10,1,6348144,4721993,6348169,6348101,4722078,4721906,"16:56:51","","16:57:00","17:02:02",35,0,100,3212,"model",0,NA,"Force a cause de vase ~ 2.1 kts","17:05:41","16:56:44","17:04:24"
"2019-07-30","12","GP066F",11,1,6343360,4730561,6343432,6343280,4730489,4730632,"18:28:32","","18:28:32","18:33:33",39,0,125,2666,"model",0,NA,"Force a cause de vase ~ 2.2 kts","18:38:10","18:28:09","18:36:29"
"2019-07-30","12","GP050F",12,1,6353905,4729289,6353777,6354031,4729311,4729264,"19:50:10","","19:50:10","19:55:10",33,0,100,2932,"model",0,NA,"Stable ~ 2.1 kts","19:58:37","19:49:48","19:57:16"
"2019-07-30","12","GP048F",13,1,6350196,4726564,6350295,6350093,4726623,4726507,"20:39:57","","20:40:03","20:45:04",33,0,100,3468,"model",0,NA,"Stable ~ 2.1 kts","20:48:38","20:39:52","20:47:11"
"2019-07-31","12","GP046F",1,1,6356977,4719858,6357068,6356865,4719800,4719899,"05:48:18","","05:48:18","05:53:15",23,1,75,2405,"model",1,NA,"Accrochages ~ 2.1 kts","5:55:48","5:47:32","5:54:45"
"2019-07-31","12","GP044F",2,1,6405063,4724904,6405179,6404955,4724850,4724935,"07:23:47","","07:23:15","07:28:17",20,3.8,50,1866,"model",1,NA,"Accrochages ~ 2.2 kts","7:30:03","7:23:32","7:29:16"
"2019-07-31","12","GP025F",3,1,6411527,4718858,6411637,6411408,4718812,4718896,"08:55:05","","08:55:05","09:00:06",24,0.7,75,3238,"model",0,NA,"Accroche et force ~ 2.2 kts","9:02:39","8:54:45","9:01:31"
"2019-07-31","12","GP036F",4,1,6405753,4713413,6405835,6405655,4713348,4713471,"10:17:07","","10:17:08","10:22:09",20,1.5,75,2655,"average",0,NA,"Stable ~ 2.2 kts","10:23:59","10:17:02","10:22:43"
"2019-07-31","12","GP026F",5,1,6411298,4705137,6411373,6411209,4705069,4705208,"11:55:41","","11:55:52","12:00:54",21,1.7,75,3449,"model",0,NA,"Stable ~ 2.1 kts","12:03:20","11:55:38","12:02:30"
"2019-07-31","12","GP024F",6,1,6414759,4711279,6414763,6414754,4711190,4711370,"13:01:49","","13:01:49","13:06:50",23,1.1,75,2811,"model",0,NA,"Stable ~ 2.1 kts","13:09:33","13:01:27","13:08:32"
"2019-07-31","12","GP016F",7,1,6426665,4718021,6426656,6426678,4717943,4718117,"14:38:24","","14:38:52","14:43:53",23,0.9,75,2731,"model",1,NA,"Stable ~ 2.1 kts","14:46:38","14:38:32","14:45:43"
"2019-07-31","12","GP023F",8,1,6417068,4721485,6417134,6416998,4721410,4721560,"15:56:20","","15:56:20","16:01:18",29,0.5,75,2155,"model",0,NA,"Force a cause de vase ~ 2.1 kts","16:05:56","15:55:50","16:04:57"
"2019-07-31","12","GP019F",9,1,6420841,4726079,6420785,6420906,4726001,4726155,"16:57:57","","16:57:57","17:02:56",30,0.6,100,1770,"model",0,NA,"Force a cause de vase ~ 2.1 kts","17:06:35","16:57:43","17:05:59"
"2019-07-31","12","GP018F",10,1,6423594,4730218,6423725,6423463,4730240,4730203,"18:08:09","","18:08:09","18:13:09",24,1.6,75,2483,"model",0,NA,"Stable ~ 2.1 kts","18:16:12","18:07:55","18:14:43"
"2019-07-31","12","GP028F",11,1,6410841,4732624,6410974,6410721,4732630,4732612,"19:32:05","","19:31:55","19:36:53",35,0.2,100,1563,"model",0,NA,"Force a cause de vase ~ 2.1 kts","19:40:37","19:31:59","19:38:42"
"2019-07-31","12","GP032F",12,1,6407838,4733151,6407966,6407702,4733146,4733151,"20:16:14","","20:16:23","20:21:24",36,0.2,100,2087,"model",0,NA,"Force a cause de vase ~ 2.1 kts","20:25:24","20:16:04","20:23:04"
"2019-08-01","12","GP047F",1,0,NA,NA,6357708,6357707,4738424,4738422,"","","05:54:55","05:55:06",28,NA,75,NA,"",0,NA,"Accroche avant 5 minutes - force ~ 2.2 kts","5:57:30","        ","        "
"2019-08-01","12","GP047A1",2,0,NA,NA,6355385,6355469,4734745,4734573,"","","06:50:20","06:55:20",28,NA,75,NA,"",0,NA,"Chalut dechire (poche) - force ~ 2.2 kts","6:57:57","        ","        "
"2019-08-01","12","GP047A2",3,0,NA,NA,6353977,6354047,4737791,4737619,"","","07:57:36","08:02:34",29,NA,75,NA,"",0,NA,"Chalut dechire (poche et belly) - force ~ 2.2 kts","8:04:58","        ","        "
"2019-08-01","12","GP047A3",4,0,NA,NA,6352958,6352723,4740647,4740581,"","","09:15:18","09:20:22",32,NA,100,NA,"",0,NA,"Chalut dechire (poche et belly) - accroche et force ~ 2.2 kts","9:24:03","        ","        "
"2019-08-01","12","GP040F",5,1,6405688,4740875,6405773,6405606,4740936,4740804,"10:57:57","","10:58:11","11:03:13",41,0.2,125,1508,"model",0,NA,"Force a cause de vase ~ 2.2 kts","11:06:48","10:57:47","11:03:51"
"2019-08-01","12","GP022F",6,1,6409606,4739529,6409503,6409728,4739570,4739487,"11:45:36","","11:45:57","11:50:58",39,0.2,125,1906,"model",1,NA,"Force a cause de vase ~ 2.2 kts","11:55:53","11:45:33","11:55:07"
"2019-08-01","12","GP030F",7,1,6409494,4741869,6409535,6409439,4741788,4741948,"12:57:54","","12:57:54","13:02:53",39,0.2,125,1781,"model",0,NA,"Force a cause de vase ~ 2.2 kts","13:07:43","12:57:13","13:06:26"
"2019-08-01","12","GP042F",8,1,6400488,4745783,6400611,6400348,4745767,4745797,"14:20:40","","14:21:00","14:26:01",45,0.5,125,1854,"model",0,NA,"Force a cause de vase ~ 2.2 kts","14:31:00","14:20:35","14:27:16"
"2019-08-01","12","GP052F",9,1,6352673,4745220,6352789,6352522,4745215,4745218,"15:27:02","","15:27:32","15:32:33",40,0.2,125,2451,"model",1,NA,"Force a cause de vase ~ 2.1 kts","15:37:26","15:27:01","15:35:39"
"2019-08-01","12","GP051F",10,1,6352484,4749315,6352611,6352355,4749329,4749295,"16:45:24","","16:45:27","16:50:28",45,0.5,125,2197,"model",0,NA,"Force a cause de vase ~ 2.2 kts","16:55:00","16:45:16","16:52:50"
"2019-08-01","12","GP041F",11,1,6401250,4749412,6401372,6401126,4749438,4749380,"18:26:37","","18:26:43","18:31:42",48,0.4,150,1910,"model",1,NA,"Force a cause de vase ~ 2.2 kts","18:37:36","18:26:26","18:35:03"
"2019-08-01","12","GP031F",12,1,6411240,4751799,6411346,6411140,4751855,4751738,"20:22:00","","20:22:00","20:26:58",23,0.9,75,2111,"model",0,NA,"Force ~ 2.2 kts","20:29:58","20:21:38","20:28:05"
"2019-08-02","12","GP039F",1,1,6403383,4756681,6403484,6403268,4756628,4756737,"05:52:27","","05:52:46","05:57:48",35,0.5,100,3551,"model",0,NA,"Stable ~ 2.1 kts","6:01:41","5:52:31","5:59:32"
"2019-08-02","12","GP045F",2,1,6358009,4756408,6358129,6357878,4756383,4756433,"07:00:14","","07:00:24","07:05:23",50,0.5,150,2335,"model",0,NA,"Force a cause de vase ~ 2.2 kts","7:11:52","7:00:01","7:07:58"
"2019-08-02","12","GP053F",3,1,6356495,4802336,6356632,6356369,4802348,4802324,"08:35:40","","08:35:30","08:40:32",44,0.6,125,1874,"model",0,NA,"Force a cause de vase ~ 2.2 kts","8:44:21","8:35:28","8:42:10"
"2019-08-02","12","GP043F",4,0,NA,NA,6404177,6403904,4806495,4806468,"","","10:27:07","10:32:08",22,NA,75,NA,"",0,NA,"Chalut dechire (belly) - accroche et force ~ 2.2 kts","10:34:01","        ","        "
"2019-08-07","12","GP009F",1,1,6459067,4753211,6458979,6459150,4753150,4753286,"15:52:23","","15:52:36","15:57:38",26,1.4,75,2887,"model",0,NA,"Stable ~ 2.1 kts","16:00:22","15:52:22","15:59:08"
"2019-08-07","12","GP008F",2,1,6508321,4753817,6508211,6508427,4753771,4753871,"17:04:58","","17:04:58","17:10:04",42,0.2,125,1823,"model",1,NA,"Accroche et force ~ 2.2 kts","17:14:25","17:04:43","17:13:13"
"2019-08-07","12","GP006F",3,1,6512432,4753631,6512328,6512522,4753575,4753696,"17:51:19","","17:51:19","17:56:19",39,0.2,125,2157,"model",0,NA,"Force ~ 2.2 kts","18:00:40","17:50:48","17:59:11"
"2019-08-07","12","GP002F",4,1,6532380,4747229,6532251,6532505,4747220,4747250,"20:03:41","","20:03:41","20:08:41",23,2.4,75,2804,"model",1,NA,"Force a cause de vase ~ 2.2 kts","20:11:19","20:03:31","20:09:51"
"2019-08-08","12","GP001F",1,1,6537787,4758502,6537702,6537873,4758432,4758569,"06:15:12","","06:15:13","06:20:14",26,3.2,75,2578,"average",0,NA,"Force ~ 2.1 kts","6:22:46","6:15:06","6:20:58"
"2019-08-08","12","GP003F",2,1,6529546,4754976,6529510,6529606,4754887,4755057,"08:00:06","","08:00:03","08:05:05",25,0.9,75,2921,"model",0,NA,"Stable ~ 2.1 kts","8:07:44","8:00:01","8:05:13"
"2019-08-08","12","GP004F",3,1,6528979,4751712,6529010,6528937,4751627,4751795,"09:03:29","","09:03:29","09:08:31",33,1.5,100,1778,"model",0,NA,"Force a cause de vase ~ 2.1 kts","9:12:12","9:03:28","9:09:04"
"2019-08-08","12","GP005F",4,1,6520715,4757572,6520684,6520779,4757500,4757665,"10:22:07","","10:22:43","10:27:45",26,2,75,2512,"model",0,NA,"Force a cause de vase ~ 2.2 kts","10:30:28","10:22:13","10:28:42"
"2019-08-08","12","GP007F",5,1,6511166,4755706,6511142,6511194,4755625,4755794,"12:13:50","","12:13:50","12:18:51",41,0.2,125,1957,"model",1,NA,"Force a cause de vase ~ 2.2 kts","12:23:34","12:13:29","12:20:38"
"2019-08-08","12","GP011F",6,1,6500906,4757094,6500905,6500911,4757010,4757188,"13:44:44","","13:44:56","13:49:58",43,0.2,125,1990,"model",0,NA,"Force a cause de vase ~ 2.1 kts","13:54:21","13:44:39","13:51:52"
"2019-08-08","12","GP010F",7,1,6459449,4802508,6459425,6459476,4802420,4802596,"14:50:43","","14:50:43","14:55:44",43,0.4,125,3003,"model",1,NA,"Force ~ 2.1 kts","15:00:06","14:50:24","14:57:37"
"2019-08-08","12","GP012F",8,1,6446535,4803876,6446517,6446558,4803788,4803968,"16:37:18","","16:37:24","16:42:27",46,0.3,150,2157,"model",0,NA,"Force a cause de vase ~ 2.2 kts","16:47:40","16:37:09","16:43:52"
"2019-08-08","12","GP013F",9,1,6440618,4814635,6440579,6440663,4814548,4814722,"18:32:37","","18:32:40","18:37:47",51,0.6,150,1943,"model",1,NA,"Force a cause de vase ~ 2.2 kts","18:43:06","18:32:33","18:38:04"
"2019-08-09","12","GP015F",1,1,6428227,4807141,6428186,6428258,4807050,4807232,"06:13:53","","06:13:53","06:18:55",25,2.5,75,2667,"model",0,NA,"Variable 2 a 2.4 noeuds","6:21:30","6:13:36","6:19:48"
"2019-08-09","12","GP017F",2,1,6425446,4811818,6425408,6425472,4811735,4811903,"10:12:57","","10:12:57","10:17:57",52,0.5,150,1957,"model",0,NA,"Force a cause de vase ~ 2.2 kts","10:23:19","10:12:46","10:20:42"
"2019-08-09","12","GP014F",3,0,NA,NA,6424028,6423909,4821822,4821976,"","","11:55:19","12:00:20",37,NA,100,NA,"",0,NA,"Chalut dechire (poche) - force ~ 2.2 kts","12:03:52","        ","        "
"2019-08-09","12","GP014A1",4,1,6421703,4820652,6421682,6421704,4820572,4820746,"13:02:59","","13:03:09","13:08:10",62,0.6,175,2303,"model",0,NA,"Force a cause de vase ~ 2.2 kts","13:14:30","13:02:48","13:09:54"
"2019-08-09","12","GP020F",5,1,6420022,4816183,6419919,6420117,4816125,4816243,"14:37:51","","14:37:51","14:42:52",60,0.6,175,1678,"model",0,NA,"Force a cause de vase ~ 2.2 kts","14:49:13","14:37:21","14:43:38"
"2019-08-09","12","GP021F",6,1,6418371,4815205,6418256,6418484,4815164,4815249,"15:34:52","","15:34:52","15:39:52",58,0.6,175,2742,"model",0,NA,"Force a cause de vase ~ 2.2 kts","15:46:21","15:33:50","15:40:55"
"2019-08-09","12","GP037F",7,1,6404110,4814026,6403977,6404235,4814024,4814001,"17:32:10","","17:32:10","17:37:11",39,0.7,125,1951,"model",1,NA,"Stable ~ 2.1 kts","17:40:48","17:31:51","17:38:37"
"2019-08-09","12","GP055F",8,1,6357776,4810609,6357648,6357912,4810605,4810589,"18:43:58","","18:44:13","18:49:13",30,0.7,100,2302,"model",0,NA,"Stable ~ 2.1 kts","18:51:48","18:43:57","18:49:39"
"2019-08-09","12","GP043A1",9,0,NA,NA,6403336,6403465,4803247,4803087,"","","19:56:45","20:01:44",22,NA,75,NA,"",0,NA,"Chalut dechire (poche et belly) - accroche et force ~ 2.1 kts","20:04:13","        ","        "
"2019-08-10","12","GP043A2",1,0,NA,NA,6402731,6402746,4808210,4808026,"","","05:57:04","06:02:06",24,NA,75,NA,"",0,NA,"Chalut dechire (poche et belly) - accroche et force ~ 2.2 kts","6:04:33","        ","        "
"2019-08-10","12","GP043A3",2,0,NA,NA,6402719,6402727,4803971,4803793,"","","06:47:38","06:52:41",22,NA,75,NA,"",0,NA,"Chalut brise - accroche et force ~ 2.1 kts","6:55:09","        ","        "
"2019-08-10","12","GP071F",3,1,6349284,4810465,6349381,6349181,4810411,4810520,"08:36:33","","08:36:43","08:41:38",49,0.6,150,2473,"model",1,NA,"Force a cause de vase ~ 2.2 kts","8:46:52","8:36:21","8:42:44"
"2019-08-10","12","GP029F",4,1,6401292,4816243,6401163,6401436,4816233,4816238,"10:15:42","","10:15:53","10:20:58",36,0.6,100,3507,"model",0,NA,"Stable ~ 2.1 kts","10:24:29","10:15:41","10:22:15"
"2019-08-10","12","GP058F",5,1,6350401,4820502,6350535,6350269,4820479,4820522,"11:43:42","","11:43:42","11:48:47",59,1.2,175,2496,"model",0,NA,"Force a cause de vase ~ 2.2 kts","11:55:03","11:43:30","11:49:55"
"2019-08-10","12","GP059F",6,0,NA,NA,6349981,6349957,4823489,4823560,"","","12:51:18","12:53:43",61,NA,175,NA,"",0,NA,"Accroche avant 5 minutes - force ~ 2.2 kts","13:00:59","        ","        "
"2019-08-10","12","GP059A1",7,1,6353483,4824795,6353517,6353442,4824714,4824887,"13:43:46","","13:44:05","13:49:06",53,0.8,150,3644,"model",0,NA,"Stable ~ 2.2 kts","13:54:11","13:43:44","13:49:43"
"2019-08-10","12","GP073F",8,1,6340965,4821595,6341087,6340824,4821622,4821565,"15:12:17","","15:12:36","15:17:36",49,0.8,150,4100,"model",0,NA,"Accrochages ~ 2.1 kts","15:22:53","15:12:20","15:17:54"
"2019-08-10","12","GP065F",9,1,6344126,4827387,6343991,6344261,4827368,4827387,"16:31:10","","16:31:10","16:36:10",83,2.2,250,3108,"model",1,NA,"Force a cause de vase ~ 2.1 kts","16:46:02","16:28:25","16:40:42"
"2019-08-10","12","GP057F",10,1,6359604,4833475,6359539,6359662,4833397,4833559,"18:31:22","","18:31:25","18:36:29",51,0.8,150,3242,"model",0,NA,"Accroche et force ~ 2.1 kts","18:41:39","18:31:12","18:38:36"
"2019-08-10","12","GP034F",11,1,6406974,4827409,6406866,6407094,4827461,4827361,"20:00:28","","20:00:38","20:05:38",36,0.6,100,4111,"model",0,NA,"Force ~ 2.1 kts","20:09:06","20:00:22","20:07:25"
"2019-08-11","12","GP033F",1,1,6407527,4832556,6407657,6407394,4832569,4832548,"06:14:08","","06:14:08","06:19:09",56,1.1,175,1971,"model",0,NA,"Force a cause de vase ~ 2.2 kts","6:25:08","6:13:46","6:20:03"
"2019-08-11","12","GP027F",2,1,6410628,4832292,6410715,6410540,4832355,4832224,"07:32:24","","07:32:26","07:37:28",45,0.7,125,1983,"model",1,NA,"Force a cause de vase ~ 2.2 kts","7:41:46","7:32:10","7:38:27"
"2019-08-11","12","GP038F",3,0,NA,NA,6403163,6402938,4837464,4837560,"","","08:50:47","08:55:47",46,NA,150,NA,"",0,NA,"Chalut dechire (poche) - force ~ 2.2 kts","9:00:50","        ","        "
"2019-08-11","12","GP038A1",4,1,6400603,4836621,6400724,6400476,4836661,4836585,"09:42:30","","09:42:30","09:47:32",48,0.7,150,3737,"model",0,NA,"Stable ~ 2.1 kts","9:52:54","9:42:15","9:49:30"
"2019-08-11","12","GP056F",5,1,6350824,4837319,6350866,6350781,4837404,4837233,"11:02:40","","11:02:40","11:07:42",91,3.9,275,3784,"model",0,NA,"Force ~ 2.1 kts","11:18:24","11:02:26","11:10:21"
"2019-08-11","12","GP074F",6,1,6347772,4836264,6347851,6347694,4836335,4836185,"12:00:00","","12:00:17","12:05:19",77,2.5,225,3379,"model",0,NA,"Force ~ 2.2 kts","12:13:49","11:59:53","12:07:52"
"2019-08-11","12","GP083F",7,1,6336946,4832890,6337044,6336840,4832949,4832828,"13:31:13","","13:31:16","13:36:18",65,1.8,200,3513,"model",1,NA,"Force ~ 2.1 kts","13:43:13","13:31:05","13:38:05"
"2019-08-11","12","GP096F",8,0,NA,NA,6321940,6321719,4835888,4835778,"","","15:24:43","15:29:43",86,NA,250,NA,"",0,NA,"Chalut dechire (poche et belly) - accroche et force ~ 2.2 kts","15:39:22","        ","        "
"2019-08-11","12","GP096A1",9,0,NA,NA,6321160,6320993,4833169,4833030,"","","16:43:06","16:48:06",76,NA,225,NA,"",0,NA,"Chalut dechire (aile et poche) - force ~ 2.2 kts","16:56:13","        ","        "
"2019-08-11","12","GP096A2",10,1,6325265,4834525,6325322,6325205,4834599,4834442,"18:01:55","","18:02:07","18:07:07",73,2.7,225,3069,"model",1,NA,"Force ~ 2.2 kts","18:15:13","18:01:51","18:10:04"
"2019-08-11","12","GP107F",11,0,NA,NA,6327512,6327394,4837626,4837466,"","","19:39:40","19:44:41",86,NA,250,NA,"",0,NA,"Chalut dechire (belly) - force ~ 2.2 kts","19:53:30","        ","        "
"2019-08-12","12","GP107A1",1,1,6328657,4837951,6328802,6328509,4837920,4837981,"06:00:56","","06:01:28","06:06:37",86,4,250,3041,"model",1,NA,"Force ~ 2.2 kts","6:15:59","6:00:47","6:07:11"
"2019-08-12","12","GP078F",2,1,6339419,4837023,6339471,6339368,4836944,4837111,"07:51:10","","07:51:22","07:56:24",66,1.9,200,3578,"model",1,NA,"Force ~ 2.1 kts","8:03:18","7:51:03","7:57:59"
"2019-08-12","12","GP064F",3,1,6349286,4839586,6349371,6349191,4839520,4839649,"09:27:04","","09:27:10","09:32:11",78,2.6,225,2969,"model",0,NA,"Force ~ 2.2 kts","9:39:55","9:26:53","9:34:43"
"2019-08-12","12","GP054F",4,1,6357628,4843915,6357752,6357484,4843937,4843898,"11:15:20","","11:15:35","11:20:36",79,2.4,225,3173,"model",0,NA,"Force ~ 2.2 kts","11:28:27","11:15:21","11:22:19"
"2019-08-12","12","GP035F",5,1,6403716,4845526,6403717,6403716,4845613,4845434,"12:43:21","","12:43:28","12:48:29",43,0.1,125,2442,"model",0,NA,"Force ~ 2.1 kts","12:52:46","12:43:10","12:49:27"
"2019-08-12","12","GP072F",6,1,6345913,4849179,6345990,6345819,4849248,4849107,"14:57:57","","14:58:13","15:03:15",100,4.6,300,3219,"model",0,NA,"Force ~ 2.2 kts","15:14:32","14:57:51","15:05:02"
"2019-08-12","12","GP085F",7,1,6333308,4850057,6333381,6333218,4850124,4849978,"17:15:39","","17:16:03","17:21:03",133,5.9,400,3238,"model",0,NA,"Force a cause de vase ~ 2.2 kts","17:37:20","17:15:41","17:25:07"
"2019-08-12","12","GP081F",8,1,6335321,4853825,6335398,6335234,4853892,4853754,"19:14:15","","19:14:31","19:19:30",168,6.3,500,3131,"average",0,NA,"Force a cause de vase ~ 2.2 kts","19:38:06","19:14:21","19:27:13"
"2019-08-13","12","GP098F",1,1,6325560,4856117,6325689,6325428,4856140,4856090,"06:51:52","","06:53:37","06:58:38",190,6.4,525,3126,"model",0,NA,"Force a cause de vase ~ 2.2 kts","7:21:41","6:52:03","7:07:36"
"2019-08-13","12","GP120F",2,1,6315333,4855035,6315457,6315210,4855065,4855005,"08:34:13","","08:34:13","08:39:13",210,6.3,525,3513,"model",1,NA,"Force a cause de vase ~ 2.2 kts","9:07:09","8:33:59","8:45:04"
"2019-08-13","12","GP109F",3,1,6320937,4850221,6320863,6321003,4850296,4850142,"10:22:20","","10:22:15","10:27:19",168,6.3,500,3187,"average",0,NA,"Force a cause de vase ~ 2.2 kts","10:47:53","10:22:30","10:36:18"
"2019-08-13","12","GP122F",4,1,6315999,4845212,6316052,6315953,4845300,4845135,"11:55:59","","11:55:31","12:00:33",148,5.9,450,3136,"model",1,NA,"Force a cause de vase ~ 2.2 kts","12:18:33","11:56:03","12:07:28"
"2019-08-13","12","GP121F",5,1,6314611,4840109,6314659,6314562,4840184,4840022,"13:17:52","","13:18:07","13:23:09",125,5.2,375,2522,"model",0,NA,"Force a cause de vase ~ 2.2 kts","13:37:29","13:17:47","13:29:54"
"2019-08-13","E","GP142F",6,1,6306542,4842693,6306653,6306397,4842720,4842658,"14:59:16","","14:59:45","15:04:47",188,6.3,525,2916,"model",1,NA,"Force a cause de vase ~ 2.2 kts","15:26:24","14:59:20","15:14:06"
"2019-08-13","E","GP156F",7,1,6256168,4835719,6256279,6256082,4835786,4835667,"17:06:19","","17:05:39","17:10:42",200,6.3,525,2897,"average",0,NA,"Force a cause de vase ~ 2.2 kts","17:33:27","17:06:25","17:21:09"
"2019-08-13","E","GP139F",8,1,6308042,4832871,6308108,6307975,4832945,4832796,"19:40:52","","19:40:57","19:45:56",122,4.6,375,2897,"average",0,NA,"Force a cause de vase ~ 2.1 kts","20:00:33","19:40:34","19:52:31"
"2019-08-14","12","GP134F",1,0,NA,NA,6314823,6314651,4831929,4831784,"","","06:12:55","06:17:58",66,NA,200,NA,"",0,NA,"Accroche et force ~ 2.2 kts","6:24:57","        ","        "
