"date","start.time","cruise","station","stratum","block.number","valid","experiment","distance","duration","longitude.start","longitude.end","latitude.start","latitude.end","card.type","set.number","gear","auxiliary","speed","depth.start","depth.end","wind.direction","wind.force","tide","surface.temperature","bottom.temperature","warp.port","warp.starboard","comment"
"2011-07-21","15:40:00","O129","243",402,3,1,1,0.17,5,6423.14,6423.17,4623.95,4624.12,5,2,14,0,2,17,17,4,4,1,NA,15.9,NA,NA,""
"2011-07-22","09:27:00","O129","169",NA,1,1,1,0.16,5,6440.12,6439.88,4638.04,4638.04,5,3,14,0,2,12,13,2,2,3,NA,15.9,NA,NA,""
"2011-07-22","11:18:00","O129","121",421,1,1,1,0.19,5,6440.51,6440.27,4650.3,4650.23,5,4,14,0,2,23,24,2,2,3,NA,7.5,NA,NA,"stn 121"
"2011-07-22","13:26:00","O129","53",NA,1,1,1,0.15,5,6440.12,6439.91,4700.01,4659.99,5,5,14,0,2,20,21,2,3,3,NA,7.1,NA,NA,"stn 53"
"2011-07-22","14:49:00","O129","51",NA,1,1,1,0.17,5,6445.56,6445.38,4700.31,4700.43,5,6,14,0,2,8,9,2,3,1,NA,12.3,NA,NA,""
"2011-07-22","16:05:00","O129","92",NA,1,1,1,0.15,5,6448.41,6448.24,4654.29,4654.38,5,7,14,0,2,12,12,2,3,1,NA,11.7,NA,NA,""
"2011-07-23","07:56:00","O129","234",402,3,1,1,0.16,5,6423.18,6423.14,4626.2,4626.04,5,8,14,0,2,18,18,5,2,1,NA,16.4,NA,NA,"stn 234"
"2011-07-23","09:41:00","O129","174",NA,2,1,1,0.17,5,6425.96,6425.86,4637.78,4637.62,5,9,14,0,2,14,14,5,2,1,NA,16.4,NA,NA,""
"2011-07-23","11:30:00","O129","151",NA,1,0,3,0.14,5,6439.9,6439.74,4644.02,4643.94,5,10,14,0,2,17,18,5,3,1,NA,9.5,NA,NA,"tear in bottom belly; picked up large shale (rock) null set"
"2011-07-23","14:27:00","O129","224",NA,3,1,1,0.16,5,6426.08,6426.28,4627.67,4627.76,5,11,14,0,2,11,11,5,4,1,NA,17.3,NA,NA,"Stn 224"
"2011-07-23","15:15:00","O129","232",NA,3,1,1,0.19,5,6429.22,6429.3,4626.12,4626.3,5,12,14,0,2,11,11,5,3,1,NA,18.1,NA,NA,""
"2011-07-24","08:22:00","O129","222",NA,3,1,1,0.15,5,6431.32,6431.15,4627.78,4627.69,5,13,14,0,2,10,10,8,4,1,NA,17.9,NA,NA,"stn 222"
"2011-07-24","10:15:00","O129","193",421,3,1,1,0.15,5,6423.04,6423.15,4633.88,4633.75,5,14,14,0,2,22,22,8,4,1,NA,13.6,NA,NA,""
"2011-07-24","11:11:00","O129","194",402,3,1,1,0.15,5,6420.02,6419.88,4633.84,4633.73,5,15,14,0,2,13,14,8,3,1,NA,17,NA,NA,"stn 194"
"2011-07-24","13:19:00","O129","198",NA,3,1,1,0.17,5,6409.19,6409.41,4633.9,4633.83,5,16,14,0,2,6,6,8,3,2,NA,18.6,NA,NA,"stn 198"
"2011-07-24","14:09:00","O129","196",NA,3,1,1,0.15,5,6414.73,6414.83,4633.77,4633.64,5,17,14,0,2,10,10,8,3,2,NA,17.3,NA,NA,"stn 196"
"2011-07-25","08:31:00","O129","202",NA,3,1,1,0.16,5,6431.76,6431.75,4631.66,4631.5,5,18,14,0,2,13,13,7,3,1,NA,16.2,NA,NA,"stn 202"
"2011-07-25","10:45:00","O129","137",421,2,1,1,0.16,5,6428.8,6428.77,4647.88,4647.72,5,19,14,0,2,25,24,7,2,1,NA,6.8,NA,NA,"stn 137"
"2011-07-25","12:08:00","O129","87",421,2,1,1,0.15,5,6425.98,6425.96,4655.81,4655.66,5,20,14,0,2,34,34,7,2,1,NA,5.5,NA,NA,"stn 87"
"2011-07-25","13:23:00","O129","72",421,2,1,1,0.17,5,6428.78,6428.77,4657.85,4657.68,5,21,14,0,2,34,34,6,2,1,NA,5.2,NA,NA,"stn 72"
"2011-07-25","14:15:00","O129","57",420,2,1,1,0.17,5,6428.9,6428.87,4659.77,4659.6,5,22,14,0,2,33,33,6,2,1,NA,5,NA,NA,"stn 57"
"2011-07-25","14:58:00","O129","58",420,2,1,1,0.17,5,6426.23,6426.22,4659.79,4659.63,5,23,14,0,2,38,38,5,2,1,NA,4.6,NA,NA,"stn 58"
"2011-07-25","16:37:00","O129","127",402,2,1,1,0.19,5,6423.06,6422.87,4650.04,4650.19,5,24,14,0,2,24,24,5,2,1,NA,6.5,NA,NA,"stn 127"
"2011-07-27","08:30:00","O129","203",NA,3,1,1,0.2,5,6429.33,6429.52,4632.37,4632.53,5,25,14,0,2,15,16,0,0,4,NA,12.4,NA,NA,"stn 203"
"2011-07-27","09:28:00","O129","162",NA,2,1,1,0.23,5,6429.02,6429,4642.33,4642.56,5,26,14,0,2,13,14,2,2,4,NA,17.3,NA,NA,"stn 162"
"2011-07-27","12:44:00","O129","115",421,2,1,1,0.2,5,6423.17,6422.99,4652.24,4652.4,5,27,14,0,2,29,28,2,4,4,NA,5.9,NA,NA,"stn 115"
"2011-07-27","14:27:00","O129","62",421,2,1,1,0.17,5,6414.55,6414.46,4700.31,4700.47,5,28,14,0,2,33,33,2,4,1,NA,4.3,NA,NA,"stn 62"
"2011-07-27","15:17:00","O129","78",NA,2,1,1,0.2,5,6411.96,6412.13,4657.82,4657.66,5,29,14,0,2,22,22,2,4,1,NA,6.5,NA,NA,"stn 78"
"2011-07-27","17:31:00","O129","157",NA,2,1,1,0.27,5,6426.08,6426.2,4643.48,4643.22,5,30,14,0,2,14,15,2,4,4,NA,15.5,NA,NA,"stn 157 caught rocks"
"2011-07-28","10:22:00","O129","152",NA,1,1,1,0.18,5,6437.6,6437.77,4644.59,4644.45,5,31,14,0,2,18,18,1,4,1,NA,9.8,NA,NA,"stn 152"
"2011-07-28","13:23:00","O129","97",421,1,1,1,0.21,5,6434.4,6434.45,4653.77,4653.98,5,32,14,0,2,28,27,1,3,5,NA,6.8,NA,NA,"stn 97"
"2011-07-28","14:02:00","O129","111",421,1,1,1,0.18,5,6434.86,6434.9,4651.88,4651.71,5,33,14,0,2,26,26,1,3,5,NA,7.1,NA,NA,"stn 111"
"2011-07-28","15:03:00","O129","134",421,1,1,1,0.2,5,6437.44,6437.43,4647.69,4647.49,5,34,14,0,2,20,21,1,2,4,NA,8.9,NA,NA,"srn 134"
"2011-07-28","15:51:00","O129","145",421,1,1,1,0.18,5,6434.44,6434.41,4645.83,4645.65,5,35,14,0,2,21,21,1,2,4,NA,8.1,NA,NA,"stn 145"
"2011-07-29","07:33:00","O129","282",NA,3,1,1,0.2,5,6417.52,6417.64,4618.38,4618.56,5,36,14,0,2,12,13,6,3,1,NA,NA,NA,NA,"stn  282"
"2011-07-29","08:50:00","O129","237",402,3,1,1,0.21,5,6414.51,6414.54,4626.31,4626.52,5,37,14,0,2,15,16,6,3,4,NA,17.9,NA,NA,"stn 237"
"2011-07-29","09:50:00","O129","209",402,3,1,1,0.18,5,6412.33,6412.57,4632.12,4632.2,5,38,14,0,2,13,13,6,4,1,NA,17.9,NA,NA,"stn 209"
"2011-07-29","11:16:00","O129","230",NA,3,1,1,0.17,5,6408.86,6409.02,4627.97,4627.84,5,39,14,0,2,10,10,6,2,1,NA,18.9,NA,NA,"stn 230"
"2011-07-29","13:39:00","O129","247",402,3,1,1,0.17,5,6411.69,6411.82,4624.16,4624.02,5,40,14,0,2,14,13,6,3,1,NA,19.5,NA,NA,"stn 247"
"2011-08-02","09:34:00","O129","283",402,3,1,1,0.17,5,6415.07,6415.25,4618.25,4618.36,5,41,14,0,2,16,16,4,4,1,NA,19,NA,NA,"stn 283"
"2011-08-02","10:50:00","O129","271",402,3,1,1,0.17,5,6409.14,6409.36,4619.95,4620.03,5,42,14,0,2,14,14,4,5,1,NA,19.3,NA,NA,"stn 271"
"2011-08-02","11:42:00","O129","285",402,3,1,1,0.18,5,6409.42,6409.67,4617.98,4618.02,5,43,14,0,2,14,15,4,5,1,NA,18.9,NA,NA,"stn 285"
"2011-08-02","13:18:00","O129","300",402,3,1,1,0.22,5,6409.44,6409.72,4616.02,4616.13,5,44,14,0,2,14,14,4,4,4,NA,18.9,NA,NA,"stn 300"
"2011-08-03","09:00:00","O129","B1",NA,3,1,1,0.2,5,6403.03,6402.92,4612.19,4612.38,5,45,14,0,2,11,12,4,4,1,NA,18.1,NA,NA,"stn B-1"
"2011-08-03","10:10:00","O129","288",402,3,1,1,0.16,5,6400.34,6400.56,4618.11,4618.17,5,46,14,0,2,16,16,4,4,1,NA,17.2,NA,NA,"stn 288"
"2011-08-03","10:55:00","O129","289",402,3,1,1,0.17,5,6357.58,6357.8,4618.1,4618.16,5,47,14,0,2,14,14,4,5,1,NA,17.2,NA,NA,"stn 289"
"2011-08-03","13:18:00","O129","308",402,3,1,1,0.23,5,6346.55,6346.84,4616.34,4616.45,5,48,14,0,2,17,16,4,4,1,NA,17.9,NA,NA,"stn 308"
"2011-08-03","15:20:00","O129","320",NA,3,1,1,0.17,5,6340.71,6341.01,4613.46,4613.41,5,49,14,0,2,13,15,4,4,1,NA,19,NA,NA,"stn 320"
"2011-08-04","07:56:00","O129","324",402,3,1,1,0.21,5,6346.5,6346.76,4612.24,4612.35,5,50,14,0,2,25,23,4,4,4,NA,17.6,NA,NA,"stn 324"
"2011-08-04","08:54:00","O129","325",402,3,1,1,0.2,5,6343.56,6343.85,4612.06,4612.08,5,51,14,0,2,20,22,4,4,4,NA,17.9,NA,NA,"stn 325"
"2011-08-04","10:11:00","O129","356",402,5,1,1,0.19,5,6337.71,6337.96,4606.04,4606.09,5,52,14,0,2,24,30,3,5,4,NA,16.1,NA,NA,"stn 356"
"2011-08-04","11:25:00","O129","374",402,5,1,1,0.17,5,6337.55,6337.75,4603.9,4603.8,5,53,14,0,2,14,14,4,4,4,NA,16.8,NA,NA,"stn 374"
"2011-08-04","13:42:00","O129","390",NA,5,1,1,0.16,5,6345.25,6345.03,4602,4602.01,5,54,14,0,2,11,11,4,3,1,NA,17.8,NA,NA,"stn 390"
"2011-08-05","09:47:00","O129","428",NA,5,1,1,0.18,5,6348.15,6347.92,4557.8,4557.73,5,55,14,0,2,11,11,2,3,1,NA,18.2,NA,NA,"stn 428"
"2011-08-05","10:48:00","O129","430",402,5,1,1,0.17,5,6342.49,6342.26,4557.77,4557.72,5,56,14,0,2,12,12,2,3,1,NA,17,NA,NA,"stn 430"
"2011-08-10","11:14:00","O129","402",402,5,1,1,0.13,5,6311.95,6312.14,4601.82,4601.84,5,57,14,0,2,19,20,4,4,1,NA,15.3,NA,NA,"stn 402"
"2011-08-10","13:12:00","O129","380",402,5,1,1,0.17,5,6320.56,6320.77,4604.07,4604.15,5,58,14,0,2,19,19,4,4,1,NA,14.2,NA,NA,"stn 380"
