"date","tow.number","tow.id","species","number.caught","weight.caught","presence","comment"
"2012-07-10",1,"GP325F",10,18,0,1,""
"2012-07-10",1,"GP325F",11,5,0,1,""
"2012-07-10",1,"GP325F",30,1,0,1,""
"2012-07-10",1,"GP325F",40,12,0,1,""
"2012-07-10",1,"GP325F",41,22,0,1,""
"2012-07-10",1,"GP325F",201,8,0,1,""
"2012-07-10",1,"GP325F",202,10,0,1,""
"2012-07-10",1,"GP325F",340,3,0,1,""
"2012-07-10",1,"GP325F",410,3,0,1,""
"2012-07-10",1,"GP325F",2220,2,0,1,""
"2012-07-10",1,"GP325F",2523,7,0,1,""
"2012-07-10",1,"GP325F",6100,13,0,1,""
"2012-07-10",1,"GP325F",8300,2,0,1,""
"2012-07-10",2,"GP319F",10,6,0,1,""
"2012-07-10",2,"GP319F",40,2,0,1,""
"2012-07-10",2,"GP319F",202,1,0,1,""
"2012-07-10",2,"GP319F",302,3,0,1,""
"2012-07-10",2,"GP319F",314,2,0,1,""
"2012-07-10",2,"GP319F",320,1,0,1,""
"2012-07-10",2,"GP319F",1823,146,0,1,""
"2012-07-10",2,"GP319F",2220,1,0,1,""
"2012-07-10",2,"GP319F",2520,9,0,1,""
"2012-07-10",2,"GP319F",4320,5,0,1,""
"2012-07-10",2,"GP319F",6100,11,0,1,""
"2012-07-10",2,"GP319F",6400,14,0,1,""
"2012-07-10",2,"GP319F",6600,4,0,1,""
"2012-07-10",2,"GP319F",8500,2,0,1,""
"2012-07-10",3,"GP315F",10,2,0,1,""
"2012-07-10",3,"GP315F",40,2,0,1,""
"2012-07-10",3,"GP315F",42,1,0,1,""
"2012-07-10",3,"GP315F",301,2,0,1,""
"2012-07-10",3,"GP315F",302,8,0,1,""
"2012-07-10",3,"GP315F",880,5,0,1,""
"2012-07-10",3,"GP315F",1823,99,0,1,""
"2012-07-10",3,"GP315F",2520,6,0,1,""
"2012-07-10",3,"GP315F",4320,1,0,1,""
"2012-07-10",3,"GP315F",6100,3,0,1,""
"2012-07-10",3,"GP315F",6300,14,0,1,""
"2012-07-10",3,"GP315F",6400,19,0,1,""
"2012-07-10",3,"GP315F",6600,5,0,1,""
"2012-07-10",3,"GP315F",8500,2,0,1,""
