"tow.id","date","time","tow.number","species","sampler","crab.number","carapace.width","chela.height","abdomen.width","sex","shell.condition","missing.legs","comment","maturity"
"GP233F","2023-07-25","10:59:41",2,2521,"Murray McWilliams",3,31.69,NA,16.22,2,"1","**********","16.22 imm","immature"
"GP233F","2023-07-25","11:00:11",2,2521,"Murray McWilliams",4,23.96,NA,10.32,2,"1","**********","10.32 imm","immature"
"GP233F","2023-07-25","11:00:22",2,2527,"Murray McWilliams",5,68.02,17.37,NA,1,"1","**********","",""
"GP229F","2023-07-25","12:22:18",3,2527,"Murray McWilliams",1,69.32,19.82,NA,1,"1","**********","",""
"GP229F","2023-07-25","12:22:40",3,2527,"Murray McWilliams",2,80.35,22.23,NA,1,"1","*******1**","",""
"GP229F","2023-07-25","12:22:52",3,2527,"Murray McWilliams",3,80.76,23.9,NA,1,"1","**********","",""
"GP229F","2023-07-25","12:23:06",3,2527,"Murray McWilliams",4,84.21,24.34,NA,1,"1","1*****1***","",""
"GP229F","2023-07-25","12:23:19",3,2527,"Murray McWilliams",5,14.13,NA,NA,1,"1","**********","",""
"GP229F","2023-07-25","12:23:33",3,2521,"Murray McWilliams",6,67.91,19.58,NA,1,"1","**1*******","",""
"GP229F","2023-07-25","12:23:54",3,2521,"Murray McWilliams",7,52.08,12.89,NA,1,"1","**********","",""
"GP229F","2023-07-25","12:24:04",3,2521,"Murray McWilliams",8,45.5,11.12,NA,1,"1","**********","",""
"GP229F","2023-07-25","12:24:17",3,2521,"Murray McWilliams",9,19.99,NA,NA,1,"1","**********","",""
"GP229F","2023-07-25","12:24:57",3,2521,"Murray McWilliams",10,15.99,NA,NA,1,"1","**********","",""
"GP229F","2023-07-25","12:25:06",3,2521,"Murray McWilliams",11,12.91,NA,NA,1,"1","**********","",""
"GP229F","2023-07-25","12:25:14",3,2521,"Murray McWilliams",12,40.29,NA,NA,1,"1","****1*****","",""
"GP229F","2023-07-25","12:25:53",3,2521,"Murray McWilliams",13,31.55,NA,15.77,1,"1","**********","15.77 imm","immature"
"GP229F","2023-07-25","12:26:06",3,2521,"Murray McWilliams",14,27.1,NA,13.41,1,"1","**********","13.41 imm","immature"
"GP229F","2023-07-25","12:26:16",3,2521,"Murray McWilliams",15,24.51,NA,11.34,1,"1","**********","11.34 imm","immature"
"GP229F","2023-07-25","12:26:28",3,2521,"Murray McWilliams",16,23.04,NA,9.88,1,"1","**********","9.88 imm","immature"
"GP229F","2023-07-25","12:26:42",3,2521,"Murray McWilliams",17,22.93,NA,9.86,1,"1","**********","9.86 imm","immature"
"GP229F","2023-07-25","12:26:56",3,2521,"Murray McWilliams",18,15.6,NA,6.95,1,"1","**********","6.95 imm","immature"
"GP229F","2023-07-25","12:27:10",3,2521,"Murray McWilliams",19,26.39,NA,12.51,1,"1","**********","12.51 imm","immature"
"GP229F","2023-07-25","12:27:21",3,2521,"Murray McWilliams",20,32.43,NA,16.27,1,"1","**********","16.27 imm","immature"
"GP244FR1","2023-07-25","14:16:53",4,2527,"Murray McWilliams",1,76.72,21.96,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:17:18",4,2527,"Murray McWilliams",2,70.02,16.79,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:17:26",4,2527,"Murray McWilliams",3,81.55,22.2,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:17:36",4,2527,"Murray McWilliams",4,70.42,18.43,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:17:44",4,2527,"Murray McWilliams",5,72.1,21.11,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:17:52",4,2527,"Murray McWilliams",6,76.79,20.81,NA,1,"1","1*********","",""
"GP244FR1","2023-07-25","14:18:15",4,2527,"Murray McWilliams",7,63.88,14.69,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:18:28",4,2527,"Murray McWilliams",8,65.6,15.51,NA,1,"1","1*********","",""
"GP244FR1","2023-07-25","14:18:41",4,2527,"Murray McWilliams",9,64.24,14.66,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:18:49",4,2527,"Murray McWilliams",10,84.09,23.47,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:19:02",4,2527,"Murray McWilliams",11,68.72,15.98,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:19:12",4,2527,"Murray McWilliams",12,79.55,23.68,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:19:23",4,2527,"Murray McWilliams",13,65.49,15.55,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:19:31",4,2527,"Murray McWilliams",14,81.32,23.98,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:19:40",4,2527,"Murray McWilliams",15,74.57,21.71,NA,1,"1","**1*******","",""
"GP244FR1","2023-07-25","14:19:53",4,2527,"Murray McWilliams",16,80.19,24.56,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:20:03",4,2527,"Murray McWilliams",17,67.18,19.04,NA,1,"1","*1********","",""
"GP244FR1","2023-07-25","14:20:14",4,2527,"Murray McWilliams",18,78.43,22.62,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:20:22",4,2527,"Murray McWilliams",19,84.49,23.2,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:20:32",4,2527,"Murray McWilliams",20,74.64,22.07,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:20:41",4,2527,"Murray McWilliams",21,72.46,20.01,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:20:48",4,2527,"Murray McWilliams",22,59.94,13.38,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:20:56",4,2527,"Murray McWilliams",23,79.5,24.6,NA,1,"1","**1*******","",""
"GP244FR1","2023-07-25","14:21:07",4,2527,"Murray McWilliams",24,56.1,13.04,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:21:15",4,2527,"Murray McWilliams",25,76.19,20.19,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:21:23",4,2527,"Murray McWilliams",26,62.6,17.28,NA,1,"1","*1****1*1*","",""
"GP244FR1","2023-07-25","14:21:34",4,2527,"Murray McWilliams",27,69.83,20.61,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:21:44",4,2527,"Murray McWilliams",28,77.07,23.49,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:22:00",4,2527,"Murray McWilliams",29,70.68,19.62,NA,1,"1","**1***1***","",""
"GP244FR1","2023-07-25","14:22:10",4,2527,"Murray McWilliams",30,67.44,19.69,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:22:20",4,2527,"Murray McWilliams",31,61.36,17.09,NA,1,"1","*1********","",""
"GP244FR1","2023-07-25","14:22:30",4,2521,"Murray McWilliams",32,53.9,13.28,NA,1,"1","*********1","",""
"GP244FR1","2023-07-25","14:22:51",4,2521,"Murray McWilliams",33,64.41,14.98,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:23:01",4,2521,"Murray McWilliams",34,78.75,22.96,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:23:22",4,2521,"Murray McWilliams",35,74.1,20.39,NA,1,"1","**********","",""
"GP244FR1","2023-07-25","14:23:31",4,2521,"Murray McWilliams",36,57.68,14.03,NA,1,"1","**********","",""
"GP255F","2023-07-25","14:57:03",5,2527,"Murray McWilliams",1,75.84,22.41,NA,1,"1","*********1","",""
"GP255F","2023-07-25","14:57:48",5,2527,"Murray McWilliams",2,82.04,25.5,NA,1,"1","**********","",""
"GP255F","2023-07-25","14:58:06",5,2527,"Murray McWilliams",3,77.35,22.12,NA,1,"1","**********","",""
"GP255F","2023-07-25","14:58:20",5,2527,"Murray McWilliams",4,75.49,23.55,NA,1,"1","***1******","",""
"GP255F","2023-07-25","14:58:57",5,2527,"Murray McWilliams",5,48.09,NA,NA,2,"1","**********","",""
"GP255F","2023-07-25","14:59:27",5,2527,"Murray McWilliams",6,46.13,NA,NA,2,"1","*2********","",""
"GP255F","2023-07-25","14:59:48",5,2527,"Murray McWilliams",7,43.4,NA,NA,2,"1","**********","",""
"GP255F","2023-07-25","14:59:58",5,2527,"Murray McWilliams",8,46.32,NA,NA,2,"1","**********","",""
"GP255F","2023-07-25","15:00:10",5,2521,"Murray McWilliams",9,68.68,20.17,NA,1,"1","*1***1****","",""
"GP255F","2023-07-25","15:00:30",5,2521,"Murray McWilliams",10,70.71,NA,NA,1,"1","1****1****","",""
"GP255F","2023-07-25","15:00:42",5,2521,"Murray McWilliams",11,72.36,20.36,NA,1,"1","**********","",""
"GP255F","2023-07-25","15:00:53",5,2521,"Murray McWilliams",12,19.77,NA,NA,1,"1","**********","",""
"GP255F","2023-07-25","15:01:03",5,2521,"Murray McWilliams",13,26.12,NA,NA,1,"1","********11","",""
"GP255F","2023-07-25","15:01:12",5,2521,"Murray McWilliams",14,42.98,NA,NA,2,"1","*******1**","",""
"GP255F","2023-07-25","15:01:28",5,2521,"Murray McWilliams",15,34.94,NA,16.33,2,"1","**********","16.33 imm","immature"
"GP255F","2023-07-25","15:01:52",5,2521,"Murray McWilliams",16,33,NA,16.33,2,"1","**********","16.33 imm","immature"
"GP252F","2023-07-25","19:55:50",6,2521,"Murray McWilliams",1,42.26,9.98,NA,1,"1","***1******","",""
"GP252F","2023-07-25","19:56:23",6,2521,"Murray McWilliams",2,64.61,19.69,NA,1,"1","**********","",""
"GP252F","2023-07-25","19:56:34",6,2521,"Murray McWilliams",3,76.29,22.71,NA,1,"1","**********","",""
"GP252F","2023-07-25","19:56:47",6,2527,"Murray McWilliams",4,73.69,21.12,NA,1,"1","****1*****","",""
"GP252F","2023-07-25","19:57:05",6,2527,"Murray McWilliams",5,78.85,23.46,NA,1,"1","******1***","",""
"GP252F","2023-07-25","19:57:20",6,2527,"Murray McWilliams",6,66.36,15.52,NA,1,"1","**********","",""
"GP252F","2023-07-25","19:57:32",6,2527,"Murray McWilliams",7,83.15,24.17,NA,1,"1","**********","",""
"GP245FR1","2023-07-26","05:59:40",1,2527,"Yves Larocque",1,85.06,24.4,NA,1,"1","******11*1","",""
"GP245FR1","2023-07-26","06:00:09",1,2521,"Yves Larocque",2,69.26,18.03,NA,1,"1","**********","",""
"GP245FR1","2023-07-26","06:00:25",1,2521,"Yves Larocque",3,44.35,10.39,NA,1,"1","**********","",""
"GP245FR1","2023-07-26","06:00:35",1,2521,"Yves Larocque",4,43.96,9.91,NA,1,"1","2*********","",""
"GP245FR1","2023-07-26","06:00:54",1,2521,"Yves Larocque",5,40.13,9,NA,1,"1","1*****122*","",""
"GP245FR1","2023-07-26","06:01:10",1,2521,"Yves Larocque",6,34.35,NA,17.93,2,"1","**11******","17.93 imm","immature"
"GP245FR1","2023-07-26","06:01:36",1,2521,"Yves Larocque",7,28.96,NA,16.46,2,"1","1*********","16.46 imm","immature"
"GP245FR1","2023-07-26","06:01:59",1,2521,"Yves Larocque",8,27.61,NA,13.51,2,"1","**********","13.51 imm","immature"
"GP245FR1","2023-07-26","06:02:17",1,2521,"Yves Larocque",9,26.68,NA,14.6,2,"1","**********","14.60 imm","immature"
"GP245FR1","2023-07-26","06:02:30",1,2521,"Yves Larocque",10,31.5,NA,17,2,"1","**********","17.00 imm","immature"
"GP248F","2023-07-26","07:43:21",2,2521,"Yves Larocque",1,43.9,9.83,NA,1,"1","*1********","",""
"GP248F","2023-07-26","07:43:41",2,2521,"Yves Larocque",2,26.92,NA,NA,1,"1","**********","",""
"GP248F","2023-07-26","07:43:47",2,2521,"Yves Larocque",3,13.03,NA,NA,1,"1","**********","",""
"GP248F","2023-07-26","07:43:53",2,2521,"Yves Larocque",4,26.82,NA,11.67,2,"1","**********","11.67imm","immature"
"GP248F","2023-07-26","07:44:12",2,2521,"Yves Larocque",5,30.76,NA,16.02,2,"1","**********","16.02 imm","immature"
"GP263F","2023-07-26","08:27:35",3,2521,"Yves Larocque",1,52.05,11.58,NA,1,"1","**********","",""
"GP263F","2023-07-26","08:28:02",3,2521,"Yves Larocque",2,36.58,NA,NA,1,"1","*1*1******","",""
"GP263F","2023-07-26","08:28:10",3,2521,"Yves Larocque",3,23.84,NA,12.82,2,"1","**********","12.82 imm","immature"
"GP259F","2023-07-26","09:22:01",4,2521,"Yves Larocque",1,68.48,19.83,NA,1,"1","********1*","",""
"GP259F","2023-07-26","09:22:27",4,2521,"Yves Larocque",2,56.87,13.44,NA,1,"1","***11*****","",""
"GP259F","2023-07-26","09:23:03",4,2521,"Yves Larocque",3,59.27,19.13,NA,1,"1","**********","",""
"GP259F","2023-07-26","09:23:33",4,2521,"Yves Larocque",4,46.03,11,NA,1,"1","**********","",""
"GP259F","2023-07-26","09:23:41",4,2521,"Yves Larocque",5,51.35,12.36,NA,1,"1","**********","",""
"GP259F","2023-07-26","09:23:50",4,2521,"Yves Larocque",6,51.77,12.71,NA,1,"1","**********","",""
"GP259F","2023-07-26","09:23:57",4,2521,"Yves Larocque",7,52.31,13.76,NA,1,"1","**********","",""
"GP259F","2023-07-26","09:24:04",4,2521,"Yves Larocque",8,59.2,13.23,NA,1,"1","**********","",""
"GP259F","2023-07-26","09:24:14",4,2521,"Yves Larocque",9,62.52,18.61,NA,1,"1","******1***","",""
"GP259F","2023-07-26","09:24:23",4,2521,"Yves Larocque",10,50.56,13.58,NA,1,"1","*****11***","",""
"GP259F","2023-07-26","09:24:40",4,2521,"Yves Larocque",11,68.59,20.24,NA,1,"1","********1*","",""
"GP259F","2023-07-26","09:24:54",4,2521,"Yves Larocque",12,41.22,10.22,NA,1,"1","**2*******","",""
"GP259F","2023-07-26","09:25:05",4,2521,"Yves Larocque",13,30.08,NA,NA,1,"1","**1*******","",""
"GP259F","2023-07-26","09:25:17",4,2521,"Yves Larocque",14,27.95,NA,NA,1,"1","**********","",""
"GP259F","2023-07-26","09:25:22",4,2521,"Yves Larocque",15,36.68,NA,NA,1,"1","**********","",""
"GP259F","2023-07-26","09:25:27",4,2521,"Yves Larocque",16,40.19,8.71,NA,1,"1","**********","",""
"GP259F","2023-07-26","09:25:39",4,2521,"Yves Larocque",17,24.49,NA,NA,1,"1","**********","",""
"GP259F","2023-07-26","09:25:43",4,2521,"Yves Larocque",18,38.25,NA,NA,1,"1","**********","",""
"GP259F","2023-07-26","09:25:54",4,2521,"Yves Larocque",19,53.11,14.34,NA,1,"1","111***1***","",""
"GP259F","2023-07-26","09:26:06",4,2521,"Yves Larocque",20,34.36,NA,NA,2,"1","**********","",""
"GP259F","2023-07-26","09:26:22",4,2521,"Yves Larocque",21,41.4,NA,NA,2,"1","*12***12**","",""
"GP259F","2023-07-26","09:26:38",4,2521,"Yves Larocque",22,42.16,NA,NA,2,"1","**********","",""
"GP259F","2023-07-26","09:26:46",4,2521,"Yves Larocque",23,38.26,NA,NA,2,"1","**********","",""
"GP259F","2023-07-26","09:26:54",4,2521,"Yves Larocque",24,45.51,NA,NA,2,"1","**********","",""
"GP259F","2023-07-26","09:27:01",4,2521,"Yves Larocque",25,41.85,NA,NA,2,"1","*1********","",""
"GP259F","2023-07-26","09:27:08",4,2521,"Yves Larocque",26,43.94,NA,NA,2,"1","**1*******","",""
"GP259F","2023-07-26","09:27:22",4,2521,"Yves Larocque",27,32.96,NA,NA,2,"1","**********","",""
"GP259F","2023-07-26","09:27:30",4,2521,"Yves Larocque",28,30.05,NA,NA,2,"1","**********","",""
"GP259F","2023-07-26","09:27:42",4,2521,"Yves Larocque",29,27.23,NA,13.34,2,"1","**********","13.34 imm","immature"
"GP259F","2023-07-26","09:28:01",4,2521,"Yves Larocque",30,33.19,NA,16.2,2,"1","**********","16.20 imm","immature"
"GP259F","2023-07-26","09:28:13",4,2521,"Yves Larocque",31,33.32,NA,17.51,2,"1","*******1**","17.51imm","immature"
"GP259F","2023-07-26","09:28:34",4,2521,"Yves Larocque",32,27.95,NA,14.48,2,"1","**********","14.48 imm","immature"
"GP259F","2023-07-26","09:28:47",4,2521,"Yves Larocque",33,24.34,NA,12.43,2,"1","**********","12.43 imm","immature"
"GP292FR1","2023-07-26","11:30:04",5,2527,"Yves Larocque",1,79.58,22.52,NA,1,"1","**********","",""
"GP292FR1","2023-07-26","11:32:13",5,2527,"Yves Larocque",2,40.98,NA,NA,1,"1","1*1*111**1","",""
"GP292FR1","2023-07-26","11:32:38",5,2527,"Yves Larocque",3,71.23,18.99,NA,1,"1","*1********","",""
"GP292FR1","2023-07-26","11:32:49",5,2527,"Yves Larocque",4,55.97,15.34,NA,1,"1","1*********","",""
"GP292FR1","2023-07-26","11:34:09",5,2527,"Yves Larocque",5,36.55,NA,NA,1,"1","**********","",""
"GP292FR1","2023-07-26","11:34:19",5,2527,"Yves Larocque",6,12.94,NA,NA,1,"1","**********","",""
"GP292FR1","2023-07-26","11:34:27",5,2527,"Yves Larocque",7,46.68,NA,NA,2,"1","**********","",""
"GP292FR1","2023-07-26","11:34:44",5,2521,"Yves Larocque",8,70.37,21.12,NA,1,"1","*******1**","",""
"GP292FR1","2023-07-26","11:35:05",5,2521,"Yves Larocque",9,60.7,17.16,NA,1,"1","1******1**","",""
"GP292FR1","2023-07-26","11:35:17",5,2521,"Yves Larocque",10,59.63,16.24,NA,1,"1","*****1****","",""
"GP292FR1","2023-07-26","11:35:32",5,2521,"Yves Larocque",11,39.01,NA,NA,1,"1","**********","",""
"GP292FR1","2023-07-26","11:35:40",5,2521,"Yves Larocque",12,48.04,11.39,NA,1,"1","**********","",""
"GP292FR1","2023-07-26","11:35:48",5,2521,"Yves Larocque",13,54.03,12.72,NA,1,"1","**********","",""
"GP292FR1","2023-07-26","11:35:57",5,2521,"Yves Larocque",14,43.64,10.82,NA,1,"1","******1111","",""
"GP292FR1","2023-07-26","11:36:13",5,2521,"Yves Larocque",15,29.1,NA,NA,1,"1","**********","",""
"GP292FR1","2023-07-26","11:36:21",5,2521,"Yves Larocque",16,44.58,NA,NA,2,"1","**11****1*","",""
"GP292FR1","2023-07-26","11:36:49",5,2521,"Yves Larocque",17,28.79,NA,13.17,2,"1","**********","13.17 imm","immature"
"GP292FR1","2023-07-26","11:37:14",5,2521,"Yves Larocque",18,25.83,NA,13.73,2,"1","*****11***","13.73 imm","immature"
"GP292FR1","2023-07-26","11:37:38",5,2521,"Yves Larocque",19,25.29,NA,12.15,2,"1","**********","12.15 imm","immature"
"GP292FR1","2023-07-26","11:37:50",5,2521,"Yves Larocque",20,24.69,NA,12.52,2,"1","**********","12.52 imm","immature"
"GP292FR1","2023-07-26","11:38:04",5,2521,"Yves Larocque",21,25.43,NA,NA,1,"1","**********","",""
"GP192F","2023-07-27","05:55:59",1,2527,"Murray McWilliams",1,71.58,20.26,NA,1,"1","**********","",""
"GP192F","2023-07-27","05:56:46",1,2527,"Murray McWilliams",2,21.32,NA,NA,1,"1","**********","",""
"GP192F","2023-07-27","05:56:52",1,2527,"Murray McWilliams",3,47.13,NA,NA,2,"1","*1********","",""
"GP192F","2023-07-27","05:57:14",1,2521,"Murray McWilliams",4,67.86,20.47,NA,1,"1","**11*1****","",""
"GP192F","2023-07-27","05:57:31",1,2521,"Murray McWilliams",5,74.41,20.89,NA,1,"1","1***1**1**","",""
"GP192F","2023-07-27","05:57:48",1,2521,"Murray McWilliams",6,60.39,14.14,NA,1,"1","********11","",""
"GP192F","2023-07-27","05:58:11",1,2521,"Murray McWilliams",7,47.75,12.13,NA,1,"1","1*1***1***","",""
"GP192F","2023-07-27","05:58:40",1,2521,"Murray McWilliams",8,40.77,9.18,NA,1,"1","1*********","",""
"GP192F","2023-07-27","05:59:17",1,2521,"Murray McWilliams",9,25.67,NA,NA,1,"1","**********","",""
"GP192F","2023-07-27","05:59:26",1,2521,"Murray McWilliams",10,30.26,NA,NA,1,"1","**********","",""
"GP192F","2023-07-27","05:59:33",1,2521,"Murray McWilliams",11,26.52,NA,NA,1,"1","**********","",""
"GP192F","2023-07-27","05:59:43",1,2521,"Murray McWilliams",12,21.81,NA,NA,1,"1","**********","",""
"GP192F","2023-07-27","05:59:52",1,2521,"Murray McWilliams",13,28.27,NA,NA,1,"1","**********","",""
"GP192F","2023-07-27","06:00:00",1,2521,"Murray McWilliams",14,41.92,NA,NA,2,"1","*1**1**1*1","",""
"GP197FR1","2023-07-27","07:52:11",2,2527,"Murray McWilliams",1,79.52,22.52,NA,1,"1","**********","",""
"GP189FR1","2023-07-27","09:43:27",3,2521,"Murray McWilliams",1,21.79,NA,9,2,"1","**********","9.00 imm","immature"
"GP174F","2023-07-27","11:10:49",4,2527,"Murray McWilliams",1,23.42,NA,NA,1,"1","*1********","",""
"GP174F","2023-07-27","11:11:31",4,2527,"Murray McWilliams",2,26.3,NA,NA,1,"1","**********","",""
"GP174F","2023-07-27","11:11:38",4,2521,"Murray McWilliams",3,25.33,NA,NA,1,"1","**2*******","",""
"GP174F","2023-07-27","11:11:52",4,2521,"Murray McWilliams",4,31.1,NA,NA,1,"1","**********","",""
"GP174F","2023-07-27","11:12:01",4,2521,"Murray McWilliams",5,43.29,9.74,NA,1,"1","**********","",""
"GP174F","2023-07-27","11:12:19",4,2521,"Murray McWilliams",6,21.79,NA,NA,1,"1","**********","",""
"GP174F","2023-07-27","11:12:28",4,2521,"Murray McWilliams",7,33.89,NA,NA,2,"1","*1****1***","",""
"GP174F","2023-07-27","11:12:56",4,2521,"Murray McWilliams",8,48.13,NA,NA,2,"1","**********","",""
"GP162F","2023-07-27","12:10:02",5,2521,"Murray McWilliams",1,22.07,NA,9.95,2,"1","*********1","9.95 imm","immature"
"GP154FR2","2023-07-27","15:16:27",6,2527,"Murray McWilliams",1,86.27,25.48,NA,1,"1","**********","",""
"GP154FR2","2023-07-27","15:16:55",6,2527,"Murray McWilliams",2,67.17,19.58,NA,1,"1","**********","",""
"GP154FR2","2023-07-27","15:17:12",6,2527,"Murray McWilliams",3,74.94,20.15,NA,1,"1","**1**1****","",""
"GP154FR2","2023-07-27","15:17:24",6,2527,"Murray McWilliams",4,64.06,19.52,NA,1,"1","**********","",""
"GP154FR2","2023-07-27","15:17:39",6,2521,"Murray McWilliams",5,32.03,NA,NA,1,"1","**********","",""
"GP154FR2","2023-07-27","15:18:02",6,2521,"Murray McWilliams",6,19.33,NA,NA,1,"1","**********","",""
"GP154FR2","2023-07-27","15:18:09",6,2521,"Murray McWilliams",7,23.57,NA,NA,1,"1","**********","",""
"GP154FR2","2023-07-27","15:18:15",6,2521,"Murray McWilliams",8,18.39,NA,NA,1,"1","**********","",""
"GP154FR2","2023-07-27","15:18:24",6,2521,"Murray McWilliams",9,25.73,NA,11.86,2,"1","**********","11.86 imm","immature"
"GP154FR2","2023-07-27","15:18:39",6,2521,"Murray McWilliams",10,26.33,NA,12.07,2,"1","**********","12.07 imm","immature"
"GP154FR2","2023-07-27","15:18:50",6,2521,"Murray McWilliams",11,31.74,NA,15.59,2,"1","**********","15.59",""
"GP170F","2023-07-27","16:32:40",7,2527,"Murray McWilliams",1,75.3,20.47,NA,1,"1","*******11*","",""
"GP170F","2023-07-27","16:32:57",7,2521,"Murray McWilliams",2,77.09,21.9,NA,1,"1","**********","",""
"GP141F","2023-07-27","17:53:14",8,2521,"Murray McWilliams",1,67.22,19.13,NA,1,"1","**********","",""
"GP141F","2023-07-27","17:53:41",8,2521,"Murray McWilliams",2,18.05,NA,NA,1,"1","****2*****","",""
"GP141F","2023-07-27","17:53:52",8,2521,"Murray McWilliams",3,27.03,NA,NA,1,"1","********11","",""
"GP141F","2023-07-27","17:53:59",8,2521,"Murray McWilliams",4,20.82,NA,9.4,2,"1","**********","9.40 imm","immature"
"GP141F","2023-07-27","17:54:15",8,2521,"Murray McWilliams",5,31.5,NA,16.02,2,"1","**********","16.02 imm","immature"
"GP133F","2023-07-27","18:56:21",9,2521,"Murray McWilliams",1,24.58,NA,12.3,2,"1","**********","12.30",""
"GP128F","2023-07-27","20:12:57",10,2527,"Murray McWilliams",1,73.18,21.07,NA,1,"1","**********","",""
"GP128F","2023-07-27","20:13:10",10,2521,"Murray McWilliams",2,23.73,NA,11.19,2,"1","**********","11.19 imm","immature"
"GP147F","2023-07-28","06:19:12",1,2521,"Yves Larocque",1,67.11,19.48,NA,1,"1","1***1*1***","",""
"GP147F","2023-07-28","06:19:43",1,2521,"Yves Larocque",2,56.02,16.74,NA,1,"1","**********","",""
"GP147F","2023-07-28","06:19:55",1,2521,"Yves Larocque",3,64.89,18.21,NA,1,"1","**********","",""
"GP147F","2023-07-28","06:20:05",1,2521,"Yves Larocque",4,68.68,19.01,NA,1,"1","**********","",""
"GP147F","2023-07-28","06:20:25",1,2521,"Yves Larocque",5,12.67,NA,NA,1,"1","**********","",""
"GP147F","2023-07-28","06:20:37",1,2521,"Yves Larocque",6,23.71,NA,10.56,2,"1","**********","10.56 imm","immature"
"GP147F","2023-07-28","06:20:54",1,2521,"Yves Larocque",7,24.26,NA,11.48,2,"1","*1*1**1***","11.48 imm","immature"
"GP159F","2023-07-28","07:40:44",2,2521,"Yves Larocque",1,29.55,NA,15.18,2,"1","**********","15.18 imm","immature"
"GP184F","2023-07-28","09:23:58",3,2521,"Yves Larocque",1,53.78,12.92,NA,1,"1","*****1***1","",""
"GP184F","2023-07-28","09:24:15",3,2521,"Yves Larocque",2,70.38,21.5,NA,1,"1","**11****1*","",""
"GP184F","2023-07-28","09:24:27",3,2521,"Yves Larocque",3,60.79,16.73,NA,1,"1","****1*****","",""
"GP184F","2023-07-28","09:24:37",3,2521,"Yves Larocque",4,67.27,18.88,NA,1,"1","**********","",""
"GP184F","2023-07-28","09:24:44",3,2521,"Yves Larocque",5,70.49,19.31,NA,1,"1","******2***","",""
"GP184F","2023-07-28","09:24:54",3,2521,"Yves Larocque",6,18.78,NA,NA,1,"1","**********","",""
"GP184F","2023-07-28","09:25:02",3,2527,"Yves Larocque",7,74.95,20.51,NA,1,"1","******1111","",""
"GP202F","2023-07-28","10:56:07",4,2521,"Yves Larocque",1,64.9,18.38,NA,1,"1","**********","",""
"GP202F","2023-07-28","10:56:23",4,2521,"Yves Larocque",2,60.1,14.37,NA,1,"1","**********","",""
"GP202F","2023-07-28","10:56:31",4,2521,"Yves Larocque",3,64.8,19.07,NA,1,"1","11********","",""
"GP202F","2023-07-28","10:56:42",4,2521,"Yves Larocque",4,50.72,11.92,NA,1,"1","**********","",""
"GP202F","2023-07-28","10:56:49",4,2521,"Yves Larocque",5,39.69,NA,NA,1,"1","******1***","",""
"GP202F","2023-07-28","10:56:59",4,2521,"Yves Larocque",6,26.82,NA,NA,1,"1","**********","",""
"GP202F","2023-07-28","10:57:04",4,2521,"Yves Larocque",7,20.63,NA,NA,1,"1","*11*******","",""
"GP202F","2023-07-28","10:57:19",4,2521,"Yves Larocque",8,18.34,NA,NA,1,"1","**********","",""
"GP202F","2023-07-28","10:57:27",4,2521,"Yves Larocque",9,25.11,NA,11.67,2,"1","**********","11.67 imm","immature"
"GP202F","2023-07-28","10:57:47",4,2521,"Yves Larocque",10,21.87,NA,10.48,2,"1","*1**1*****","10.48 imm","immature"
"GP202F","2023-07-28","10:58:01",4,2521,"Yves Larocque",11,23.56,NA,10.5,2,"1","**********","10.50 imm","immature"
"GP202F","2023-07-28","10:58:17",4,2521,"Yves Larocque",12,23.84,NA,10.6,2,"1","**********","10.60 imm","immature"
"GP202F","2023-07-28","10:58:27",4,2521,"Yves Larocque",13,18.31,NA,7.12,2,"1","**********","7.12 imm","immature"
"GP202F","2023-07-28","10:58:50",4,2521,"Yves Larocque",14,21.67,NA,10.25,2,"1","*1********","10.25 imm","immature"
"GP202F","2023-07-28","10:59:07",4,2527,"Yves Larocque",15,76.79,22.52,NA,1,"1","*****1****","",""
"GP202F","2023-07-28","10:59:17",4,2527,"Yves Larocque",16,74.98,21.2,NA,1,"1","**1*****1*","",""
