"date","cruise","set.number","species","specimen","sex","length","weight","egg.condition","fish.number","age.material","shell.condition","maturity","chela","missing.legs","disc.width","comment"
"1999-07-06","O901",2,2513,1,2,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",2,2513,2,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",2,2550,1,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",2,2550,2,2,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",3,2550,1,2,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",3,2550,2,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",4,2513,1,1,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",5,2513,1,2,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",5,2513,2,2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",5,2513,3,1,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",5,2513,4,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",5,2550,1,2,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; berried; old"
"1999-07-06","O901",6,2513,1,2,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",6,2513,2,2,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",6,2550,1,2,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",6,2550,2,1,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",6,2550,3,2,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",6,2550,4,2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",6,2550,5,2,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",7,2513,1,2,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",7,2513,2,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",7,2539,1,2,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-06","O901",7,2550,1,1,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",7,2550,2,1,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",7,2550,3,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",7,2550,4,1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-06","O901",7,2550,5,2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-07","O901",8,2550,1,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-07","O901",8,2550,2,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-07","O901",9,2550,1,1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-07","O901",9,2550,2,2,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-07","O901",15,2550,1,2,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; berried; old"
"1999-07-07","O901",16,2526,1,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-07","O901",17,2527,1,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-08","O901",19,2527,1,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-08","O901",21,2550,1,2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; berried; old"
"1999-07-08","O901",27,2550,1,2,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; berried; old"
"1999-07-08","O901",27,2550,2,2,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; berried; old"
"1999-07-12","O901",31,2513,1,1,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-12","O901",31,2513,2,1,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-12","O901",32,2550,1,2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; berried; old"
"1999-07-12","O901",32,2550,2,2,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-12","O901",32,2550,3,2,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; berried; old"
"1999-07-12","O901",34,2513,1,2,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-12","O901",35,2513,1,1,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-12","O901",35,2513,2,2,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1999-07-12","O901",35,2550,1,2,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; berried; old"
"1999-07-12","O901",35,2550,2,1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hard; ;"
"1999-07-12","O901",36,2513,1,1,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
