"date","cruise","set.number","species","size.class","specimen","length","sex","disc.width","not.intact","carapace.condition","egg.condition","comment","length.unit","length.interval","measurement.type","weight.unit"
"2020-07-07","P150",1,42,1,375,24,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,42,1,376,25,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,42,1,377,24,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,398,22,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,399,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,400,19,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,401,17,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,402,17,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,403,24,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,404,15,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,405,15,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,406,15,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,407,17,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,408,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,409,21,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,410,18,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,411,25,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,412,19,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,413,18,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,414,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,415,20,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,416,23,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,417,23,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,418,21,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,419,22,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,420,22,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,421,26,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,422,21,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,423,24,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,424,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,425,19,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,426,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,427,18,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,428,23,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,429,11,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,430,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,431,23,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,432,17,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,433,19,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,434,17,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,435,19,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,436,18,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,437,19,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,438,13,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,439,9,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,440,11,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,441,17,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,442,12,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,443,9,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,444,20,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,445,14,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,446,11,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,447,12,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,448,11,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,449,14,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,450,14,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,451,21,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,452,22,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,453,23,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,454,13,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,455,20,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,456,20,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,457,21,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,458,15,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,459,22,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,460,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,461,21,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,462,12,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,463,23,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,464,22,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,465,24,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,466,13,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,467,21,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,468,21,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,469,19,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,470,17,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,471,11,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,472,23,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,473,24,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,474,18,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,475,25,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,476,26,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,477,15,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,478,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,479,30,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,480,17,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,481,11,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,482,20,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,483,12,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,484,21,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,485,19,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,486,13,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,487,23,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,488,23,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,489,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,490,20,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,491,12,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,492,22,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,493,18,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,494,13,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,495,14,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,496,13,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,497,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,498,14,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,499,14,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,500,12,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,43,1,501,8,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,62,1,378,25,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,62,1,379,22,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,62,1,380,22,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,502,28,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,503,28,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,504,30,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,505,28,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,506,28,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,507,26,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,508,26,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,509,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,510,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,511,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,512,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,513,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,514,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,515,30,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,516,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,517,28,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,518,28,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,519,29,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,520,28,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,521,26,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,522,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,523,29,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,524,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,525,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,526,29,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,527,29,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,528,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,529,26,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,530,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,531,31,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,532,28,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,533,28,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,534,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,535,27,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,536,32,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,537,28,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,538,25,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,539,30,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,540,28,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,70,1,541,30,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,381,21,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,382,14,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,383,13,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,384,19,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,385,20,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,386,19,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,387,20,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,388,24,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,389,23,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,390,17,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,391,10,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,392,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,393,21,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,394,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,395,20,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,396,22,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,143,1,397,16,NA,NA,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,204,1,1,35,1,23,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,204,1,2,31,2,21,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,204,1,3,38,1,25,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,204,1,4,36,2,23,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,204,1,5,23,2,15,"0",NA,NA,"","cm",1,2,"g"
"2020-07-07","P150",1,2550,1,6,86,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,7,73,NA,NA,"0",2,2,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,8,86,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,9,79,1,NA,"0",1,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,10,45,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,11,70,1,NA,"0",1,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,12,59,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,13,45,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,14,58,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,15,40,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,16,45,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,17,43,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,18,76,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,19,48,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,20,75,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,21,50,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,22,45,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,23,58,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,24,49,1,NA,"0",1,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,25,67,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,26,66,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,27,79,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,28,50,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,29,54,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,30,45,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,31,36,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,32,53,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,33,54,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,34,42,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,35,39,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,36,42,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,37,48,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,38,49,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,39,87,1,NA,"0",1,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,40,39,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,41,39,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,42,73,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,43,38,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,44,55,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,45,73,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,46,72,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,47,63,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,48,55,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,49,74,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,50,37,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,51,49,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,52,52,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,53,48,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,54,69,1,NA,"0",1,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,55,43,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,56,67,1,NA,"0",1,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,57,53,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,58,36,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,59,44,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,60,79,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,61,65,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,62,54,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,63,44,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,64,50,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,65,42,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,66,59,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,67,58,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,68,48,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,69,88,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,70,77,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,71,52,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,72,63,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,73,56,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,74,46,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,75,51,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,76,60,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,77,42,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,78,41,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,79,51,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,80,52,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,81,40,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,82,32,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,83,42,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,84,46,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,85,36,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,86,46,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,87,46,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,88,58,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,89,44,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,90,38,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,91,72,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,92,50,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,93,62,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,94,52,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,95,39,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,96,42,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,97,36,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,98,50,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,99,51,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,100,54,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,101,48,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,102,58,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,103,35,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,104,44,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,105,36,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,106,43,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,107,82,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,108,67,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,109,45,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,110,76,2,NA,"0",1,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,111,69,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,112,72,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,113,74,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,114,64,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,115,48,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,116,57,1,NA,"0",2,NA,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,117,57,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,118,46,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,119,70,2,NA,"0",2,0,"","mm",1,2,"g"
"2020-07-07","P150",1,2550,1,120,71,1,NA,"0",2,NA,"","mm",1,2,"g"
