"date","set.number","species","cruise","valid","experiment","number.caught","weight.caught","number.basket","extra","weight.sampled","comment"
"2011-07-25",21,6120,"O129",1,1,0,0.483,1,"",0,""
"2011-07-25",21,6511,"O129",1,1,0,0.019,1,"",0,""
"2011-07-25",21,8511,"O129",1,1,0,1.63,1,"",0,""
"2011-07-25",21,8600,"O129",1,1,0,0.329,1,"",0,""
"2011-07-25",22,10,"O129",1,1,2,0.085,1,"",0.085,""
"2011-07-25",22,40,"O129",1,1,3,0.05,1,"",0.05,""
"2011-07-25",22,42,"O129",1,1,63,2.16,1,"",2.16,""
"2011-07-25",22,43,"O129",1,1,18,1.16,1,"",1.16,""
"2011-07-25",22,2411,"O129",1,1,0,0.045,1,"",0,""
"2011-07-25",22,2513,"O129",1,1,69,8.07,1,"",8.07,""
"2011-07-25",22,2527,"O129",1,1,2,0.168,1,"",0.168,""
"2011-07-25",22,2550,"O129",1,1,1,0.276,1,"",0.276,""
"2011-07-25",22,2568,"O129",1,1,0,0.02,1,"",0,""
"2011-07-25",22,4000,"O129",1,1,0,1.58,1,"",0,""
"2011-07-25",22,4211,"O129",1,1,1,0.03,1,"",0.03,""
"2011-07-25",22,4304,"O129",1,1,0,0.139,1,"",0,""
"2011-07-25",22,4319,"O129",1,1,0,0.001,1,"",0,""
"2011-07-25",22,6110,"O129",1,1,0,0.79,1,"",0,""
"2011-07-25",22,6113,"O129",1,1,0,0.05,1,"",0,""
"2011-07-25",22,6121,"O129",1,1,0,0.221,2,"",0,""
"2011-07-25",22,6123,"O129",1,1,0,0.167,1,"",0,""
"2011-07-25",22,6211,"O129",1,1,0,0.001,1,"",0,""
"2011-07-25",22,6511,"O129",1,1,0,0.02,1,"",0,""
"2011-07-25",22,6600,"O129",1,1,0,0.073,1,"",0,""
"2011-07-25",22,8324,"O129",1,1,0,0.004,1,"",0,""
"2011-07-25",22,8511,"O129",1,1,0,0.59,1,"",0,""
"2011-07-25",22,8600,"O129",1,1,0,0.425,1,"",0,""
"2011-07-25",22,9301,"O129",1,1,0,0.02,1,"",0,""
"2011-07-25",22,9304,"O129",1,1,0,0.008,1,"",0,""
"2011-07-25",23,40,"O129",1,1,6,0.04,1,"",0.04,""
"2011-07-25",23,42,"O129",1,1,9,0.37,1,"",0.37,""
"2011-07-25",23,43,"O129",1,1,18,1.34,1,"",1.34,""
"2011-07-25",23,300,"O129",1,1,6,0.63,1,"",0.63,""
"2011-07-25",23,631,"O129",1,1,1,0.028,1,"",0.028,""
"2011-07-25",23,1511,"O129",1,1,0,0.017,1,"",0,""
"2011-07-25",23,2411,"O129",1,1,0,0.188,1,"",0,""
