% Instrument type = SBE56
% Serial Number = 05608356
% Firmware Version = SBE56 V0.96
% Conversion Date = 2024-09-05
% Source file = C:\Users\renee\Desktop\WCB 2024\SBE05608356_2024-09-05.xml
% Calibration Date = 2018-01-23
% Coefficients: 
%       A0 = -1.408019E-3
%       A1 = 3.609966E-4
%       A2 = -7.014319E-6
%       A3 = 2.119844E-7
"Date","Time","Temperature"
"2023-08-29","09:17:27","22.1308"
"2023-08-29","10:17:27","22.1295"
"2023-08-29","11:17:27","22.5475"
"2023-08-29","12:17:27","22.8811"
"2023-08-29","13:17:27","22.8053"
"2023-08-29","14:17:27","23.1701"
"2023-08-29","15:17:27","23.4207"
"2023-08-29","16:17:27","23.3752"
"2023-08-29","17:17:27","23.1423"
"2023-08-29","18:17:27","22.8424"
"2023-08-29","19:17:27","22.6963"
"2023-08-29","20:17:27","22.5171"
"2023-08-29","21:17:27","22.5352"
"2023-08-29","22:17:27","22.5310"
"2023-08-29","23:17:27","22.3172"
"2023-08-30","00:17:27","22.0941"
"2023-08-30","01:17:27","22.0831"
"2023-08-30","02:17:27","22.0163"
"2023-08-30","03:17:27","21.9719"
"2023-08-30","04:17:27","21.9229"
"2023-08-30","05:17:27","21.9060"
"2023-08-30","06:17:27","21.9138"
"2023-08-30","07:17:27","22.0046"
"2023-08-30","08:17:27","21.9279"
"2023-08-30","09:17:27","21.9026"
"2023-08-30","10:17:27","21.9619"
"2023-08-30","11:17:27","21.9795"
"2023-08-30","12:17:27","21.8765"
"2023-08-30","13:17:27","21.9841"
"2023-08-30","14:17:27","22.0651"
"2023-08-30","15:17:27","22.2170"
"2023-08-30","16:17:27","22.1437"
"2023-08-30","17:17:27","22.1535"
"2023-08-30","18:17:27","22.1354"
"2023-08-30","19:17:27","22.1062"
"2023-08-30","20:17:27","21.9106"
"2023-08-30","21:17:27","21.7871"
"2023-08-30","22:17:27","21.6804"
"2023-08-30","23:17:27","21.6111"
"2023-08-31","00:17:27","21.6626"
"2023-08-31","01:17:27","21.7096"
"2023-08-31","02:17:27","21.7315"
"2023-08-31","03:17:27","21.7344"
"2023-08-31","04:17:27","21.7276"
"2023-08-31","05:17:27","21.7040"
"2023-08-31","06:17:27","21.6829"
"2023-08-31","07:17:27","21.6903"
"2023-08-31","08:17:27","21.0767"
"2023-08-31","09:17:27","19.8394"
"2023-08-31","10:17:27","19.1074"
"2023-08-31","11:17:27","18.7327"
"2023-08-31","12:17:27","18.5120"
"2023-08-31","13:17:27","18.5695"
"2023-08-31","14:17:27","18.9586"
"2023-08-31","15:17:27","19.4957"
"2023-08-31","16:17:27","19.8181"
"2023-08-31","17:17:27","19.7311"
"2023-08-31","18:17:27","20.4287"
"2023-08-31","19:17:27","21.1272"
"2023-08-31","20:17:27","22.2186"
"2023-08-31","21:17:27","22.6105"
"2023-08-31","22:17:27","22.6111"
"2023-08-31","23:17:27","22.2906"
"2023-09-01","00:17:27","22.2910"
"2023-09-01","01:17:27","22.2912"
"2023-09-01","02:17:27","22.5712"
"2023-09-01","03:17:27","22.4761"
"2023-09-01","04:17:27","22.3817"
"2023-09-01","05:17:27","22.4214"
"2023-09-01","06:17:27","22.3792"
"2023-09-01","07:17:27","22.7847"
"2023-09-01","08:17:27","23.2404"
"2023-09-01","09:17:27","23.5111"
"2023-09-01","10:17:27","23.8144"
"2023-09-01","11:17:27","23.9862"
"2023-09-01","12:17:27","24.1351"
"2023-09-01","13:17:27","24.2650"
"2023-09-01","14:17:27","24.4372"
"2023-09-01","15:17:27","24.3573"
"2023-09-01","16:17:27","24.1031"
"2023-09-01","17:17:27","23.8609"
"2023-09-01","18:17:27","23.5632"
"2023-09-01","19:17:27","23.5201"
"2023-09-01","20:17:27","23.8737"
"2023-09-01","21:17:27","23.7760"
"2023-09-01","22:17:27","23.4184"
"2023-09-01","23:17:27","23.6858"
"2023-09-02","00:17:27","23.9260"
"2023-09-02","01:17:27","23.8801"
"2023-09-02","02:17:27","24.2126"
"2023-09-02","03:17:27","24.0062"
"2023-09-02","04:17:27","23.9545"
"2023-09-02","05:17:27","24.0255"
"2023-09-02","06:17:27","24.1434"
"2023-09-02","07:17:27","24.6063"
"2023-09-02","08:17:27","24.9840"
"2023-09-02","09:17:27","24.9424"
"2023-09-02","10:17:27","1.1641"
"2023-09-02","11:17:27","1.3271"
"2023-09-02","12:17:27","1.2798"
"2023-09-02","13:17:27","1.2556"
"2023-09-02","14:17:27","1.2631"
"2023-09-02","15:17:27","1.2568"
"2023-09-02","16:17:27","1.2466"
"2023-09-02","17:17:27","1.2522"
"2023-09-02","18:17:27","1.2439"
"2023-09-02","19:17:27","1.2520"
"2023-09-02","20:17:27","1.3138"
"2023-09-02","21:17:27","1.3802"
"2023-09-02","22:17:27","1.4331"
"2023-09-02","23:17:27","1.4667"
"2023-09-03","00:17:27","1.4531"
"2023-09-03","01:17:27","1.4511"
"2023-09-03","02:17:27","1.4900"
"2023-09-03","03:17:27","1.5369"
"2023-09-03","04:17:27","1.6156"
"2023-09-03","05:17:27","1.7322"
"2023-09-03","06:17:27","1.8161"
"2023-09-03","07:17:27","2.0005"
"2023-09-03","08:17:27","2.1196"
"2023-09-03","09:17:27","2.1365"
"2023-09-03","10:17:27","2.1688"
"2023-09-03","11:17:27","2.2210"
"2023-09-03","12:17:27","2.2302"
"2023-09-03","13:17:27","2.2307"
"2023-09-03","14:17:27","2.2393"
"2023-09-03","15:17:27","2.2333"
"2023-09-03","16:17:27","2.2206"
"2023-09-03","17:17:27","2.2145"
"2023-09-03","18:17:27","2.2178"
"2023-09-03","19:17:27","2.2191"
"2023-09-03","20:17:27","2.2269"
"2023-09-03","21:17:27","2.2370"
"2023-09-03","22:17:27","2.2462"
"2023-09-03","23:17:27","2.2519"
"2023-09-04","00:17:27","2.2553"
"2023-09-04","01:17:27","2.2623"
"2023-09-04","02:17:27","2.2666"
"2023-09-04","03:17:27","2.2630"
"2023-09-04","04:17:27","2.2598"
"2023-09-04","05:17:27","2.2512"
"2023-09-04","06:17:27","2.2503"
"2023-09-04","07:17:27","2.2490"
"2023-09-04","08:17:27","2.2595"
"2023-09-04","09:17:27","2.2682"
"2023-09-04","10:17:27","2.2783"
"2023-09-04","11:17:27","2.2935"
"2023-09-04","12:17:27","2.2895"
"2023-09-04","13:17:27","2.3125"
"2023-09-04","14:17:27","2.3227"
"2023-09-04","15:17:27","2.3186"
"2023-09-04","16:17:27","2.3162"
"2023-09-04","17:17:27","2.3126"
"2023-09-04","18:17:27","2.3139"
"2023-09-04","19:17:27","2.3063"
"2023-09-04","20:17:27","2.2993"
"2023-09-04","21:17:27","2.3006"
"2023-09-04","22:17:27","2.3021"
"2023-09-04","23:17:27","2.3000"
"2023-09-05","00:17:27","2.2987"
"2023-09-05","01:17:27","2.2959"
"2023-09-05","02:17:27","2.2992"
"2023-09-05","03:17:27","2.3043"
"2023-09-05","04:17:27","2.3078"
"2023-09-05","05:17:27","2.3006"
"2023-09-05","06:17:27","2.2987"
"2023-09-05","07:17:27","2.3021"
"2023-09-05","08:17:27","2.2963"
"2023-09-05","09:17:27","2.2841"
"2023-09-05","10:17:27","2.2820"
"2023-09-05","11:17:27","2.2807"
"2023-09-05","12:17:27","2.2786"
"2023-09-05","13:17:27","2.2893"
"2023-09-05","14:17:27","2.2864"
"2023-09-05","15:17:27","2.2884"
"2023-09-05","16:17:27","2.2825"
"2023-09-05","17:17:27","2.2749"
"2023-09-05","18:17:27","2.2667"
"2023-09-05","19:17:27","2.2649"
"2023-09-05","20:17:27","2.2643"
"2023-09-05","21:17:27","2.2603"
"2023-09-05","22:17:27","2.2755"
"2023-09-05","23:17:27","2.2756"
"2023-09-06","00:17:27","2.2657"
"2023-09-06","01:17:27","2.2464"
"2023-09-06","02:17:27","2.2188"
"2023-09-06","03:17:27","2.2100"
"2023-09-06","04:17:27","2.1460"
"2023-09-06","05:17:27","1.9607"
"2023-09-06","06:17:27","1.9050"
"2023-09-06","07:17:27","1.9648"
"2023-09-06","08:17:27","1.9705"
"2023-09-06","09:17:27","1.9700"
"2023-09-06","10:17:27","2.0019"
"2023-09-06","11:17:27","2.0896"
"2023-09-06","12:17:27","2.0235"
"2023-09-06","13:17:27","2.0598"
"2023-09-06","14:17:27","2.1088"
"2023-09-06","15:17:27","2.1107"
"2023-09-06","16:17:27","2.0600"
"2023-09-06","17:17:27","2.0349"
"2023-09-06","18:17:27","2.0318"
"2023-09-06","19:17:27","2.0231"
"2023-09-06","20:17:27","2.0436"
"2023-09-06","21:17:27","2.0614"
"2023-09-06","22:17:27","2.0437"
"2023-09-06","23:17:27","2.0327"
"2023-09-07","00:17:27","2.0152"
"2023-09-07","01:17:27","2.0136"
"2023-09-07","02:17:27","2.0103"
"2023-09-07","03:17:27","1.9982"
"2023-09-07","04:17:27","1.9772"
"2023-09-07","05:17:27","1.9846"
"2023-09-07","06:17:27","2.0269"
"2023-09-07","07:17:27","2.0231"
"2023-09-07","08:17:27","2.0207"
"2023-09-07","09:17:27","2.0223"
"2023-09-07","10:17:27","2.0221"
"2023-09-07","11:17:27","2.1073"
"2023-09-07","12:17:27","2.1256"
"2023-09-07","13:17:27","2.1288"
"2023-09-07","14:17:27","2.1237"
"2023-09-07","15:17:27","2.1827"
"2023-09-07","16:17:27","2.1872"
"2023-09-07","17:17:27","2.1710"
"2023-09-07","18:17:27","2.1853"
"2023-09-07","19:17:27","2.2440"
"2023-09-07","20:17:27","2.2771"
"2023-09-07","21:17:27","2.3295"
"2023-09-07","22:17:27","2.4430"
"2023-09-07","23:17:27","2.5156"
"2023-09-08","00:17:27","2.5831"
"2023-09-08","01:17:27","2.5830"
"2023-09-08","02:17:27","2.6027"
"2023-09-08","03:17:27","2.6123"
"2023-09-08","04:17:27","2.5924"
"2023-09-08","05:17:27","2.5674"
"2023-09-08","06:17:27","2.5061"
"2023-09-08","07:17:27","2.4334"
"2023-09-08","08:17:27","2.4959"
"2023-09-08","09:17:27","2.3890"
"2023-09-08","10:17:27","2.3471"
"2023-09-08","11:17:27","2.2950"
"2023-09-08","12:17:27","2.2163"
"2023-09-08","13:17:27","2.4965"
"2023-09-08","14:17:27","2.4741"
"2023-09-08","15:17:27","2.5055"
"2023-09-08","16:17:27","2.5004"
"2023-09-08","17:17:27","2.4919"
"2023-09-08","18:17:27","2.4693"
"2023-09-08","19:17:27","2.4178"
"2023-09-08","20:17:27","2.3824"
"2023-09-08","21:17:27","2.3576"
"2023-09-08","22:17:27","2.3815"
"2023-09-08","23:17:27","2.3842"
"2023-09-09","00:17:27","2.3837"
"2023-09-09","01:17:27","2.3831"
"2023-09-09","02:17:27","2.3718"
"2023-09-09","03:17:27","2.3592"
"2023-09-09","04:17:27","2.3616"
"2023-09-09","05:17:27","2.3669"
"2023-09-09","06:17:27","2.3495"
"2023-09-09","07:17:27","2.3309"
"2023-09-09","08:17:27","2.3247"
"2023-09-09","09:17:27","2.1346"
"2023-09-09","10:17:27","2.0448"
"2023-09-09","11:17:27","2.0284"
"2023-09-09","12:17:27","2.3063"
"2023-09-09","13:17:27","2.2936"
"2023-09-09","14:17:27","2.2388"
"2023-09-09","15:17:27","2.2781"
"2023-09-09","16:17:27","2.3280"
"2023-09-09","17:17:27","2.3237"
"2023-09-09","18:17:27","2.2806"
"2023-09-09","19:17:27","2.2454"
"2023-09-09","20:17:27","2.1879"
"2023-09-09","21:17:27","2.1393"
"2023-09-09","22:17:27","2.1528"
"2023-09-09","23:17:27","2.1585"
"2023-09-10","00:17:27","2.1397"
"2023-09-10","01:17:27","2.1874"
