"date","cruise","set.number","species","specimen","sex","length","weight","egg.condition","fish.number","age.material","shell.condition","maturity","chela","missing.legs","disc.width","comment"
"2009-07-08","O029",1,2550,1,1,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,2,1,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,3,1,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,4,1,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,5,1,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,6,2,83,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,7,1,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,8,2,81,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,9,2,78,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,10,2,77,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,11,2,72,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,12,2,69,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,13,1,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,14,1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,15,2,67,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,16,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,17,2,59,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",1,2550,18,1,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",2,2550,1,1,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",2,2550,2,1,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",2,2550,3,1,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2009-07-08","O029",2,2550,4,1,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
