"date","set.number","species","cruise","valid","experiment","number.caught","weight.caught","number.basket","extra","weight.sampled","comment"
"2003-05-16",1,204,"O320",1,1,1,0.2,0,"",NA,""
"2003-05-16",1,2550,"O320",1,1,1,0.5,0,"",NA,""
"2003-05-16",2,2513,"O320",1,1,1,0.4,0,"",NA,""
"2003-05-16",2,2550,"O320",1,1,1,0.3,0,"",NA,""
"2003-05-16",3,43,"O320",1,1,3,0.8,0,"",NA,""
"2003-05-16",3,63,"O320",1,1,1,0.01,0,"",NA,""
"2003-05-16",3,143,"O320",1,1,2,0.05,0,"",NA,""
"2003-05-16",3,204,"O320",1,1,2,0.5,0,"",NA,""
"2003-05-16",4,43,"O320",1,1,2,0.03,0,"",NA,""
"2003-05-16",4,63,"O320",1,1,2,0.01,0,"",NA,""
"2003-05-16",4,143,"O320",1,1,1,0.08,0,"",NA,""
"2003-05-16",4,204,"O320",1,1,10,3.3,0,"",NA,""
"2003-05-16",4,300,"O320",1,1,1,0.1,0,"",NA,""
"2003-05-16",4,610,"O320",1,1,50,0.3,0,"",NA,""
"2003-05-16",4,2550,"O320",1,1,19,4.3,0,"",NA,""
"2003-05-16",5,43,"O320",1,1,3,0.12,0,"",NA,""
"2003-05-16",5,60,"O320",1,1,2,0.3,0,"",NA,""
"2003-05-16",5,63,"O320",1,1,4,0.1,0,"",NA,""
"2003-05-16",5,118,"O320",1,1,5,0.01,0,"",NA,""
"2003-05-16",5,143,"O320",1,1,1,0.13,0,"",NA,""
"2003-05-16",5,204,"O320",1,1,3,0.3,0,"",NA,""
"2003-05-16",5,300,"O320",1,1,1,0.1,0,"",NA,""
"2003-05-16",5,361,"O320",1,1,1,0.001,0,"",NA,""
"2003-05-16",5,610,"O320",1,1,15,0.03,0,"",NA,""
"2003-05-16",6,42,"O320",1,1,2,0.28,0,"",NA,""
"2003-05-16",6,43,"O320",1,1,10,0.9,0,"",NA,""
"2003-05-16",6,118,"O320",1,1,5,0.005,0,"",NA,""
"2003-05-16",6,204,"O320",1,1,4,0.9,0,"",NA,""
"2003-05-16",6,361,"O320",1,1,5,0.005,0,"",NA,""
