"date","tow.number","tow.id","species","number.caught","weight.caught","presence","comment"
"2013-07-09",3,"GP110A2",10,10,5100,1,""
"2013-07-09",3,"GP110A2",23,1,90,1,""
"2013-07-09",3,"GP110A2",40,30,2090,1,""
"2013-07-09",3,"GP110A2",41,1,500,1,""
"2013-07-09",3,"GP110A2",202,1,100,1,""
"2013-07-09",3,"GP110A2",313,1,50,1,""
"2013-07-09",3,"GP110A2",620,1,210,1,""
"2013-07-09",3,"GP110A2",6100,9,140,1,""
"2013-07-09",3,"GP110A2",6400,1,20,1,""
"2013-07-09",3,"GP110A2",8600,1,170,1,""
"2013-07-09",4,"GP152F",10,20,6410,1,""
"2013-07-09",4,"GP152F",40,15,1100,1,""
"2013-07-09",4,"GP152F",304,1,30,1,""
"2013-07-09",4,"GP152F",320,1,530,1,""
"2013-07-09",4,"GP152F",340,1,20,1,""
"2013-07-09",4,"GP152F",502,1,10,1,""
"2013-07-09",4,"GP152F",1823,44,3950,1,""
"2013-07-09",4,"GP152F",2521,2,240,1,""
"2013-07-09",4,"GP152F",2560,1,30,1,""
"2013-07-09",4,"GP152F",6100,5,50,1,""
"2013-07-09",4,"GP152F",6300,4,1160,1,""
"2013-07-09",4,"GP152F",6400,50,1130,1,""
"2013-07-09",4,"GP152F",6600,1,200,1,""
"2013-07-09",4,"GP152F",8600,2,1600,1,""
"2013-07-09",5,"GP131F",10,22,3990,1,""
"2013-07-09",5,"GP131F",40,12,1710,1,""
"2013-07-09",5,"GP131F",300,1,260,1,""
"2013-07-09",5,"GP131F",301,2,20,1,""
"2013-07-09",5,"GP131F",502,2,40,1,""
"2013-07-09",5,"GP131F",1823,24,2580,1,""
"2013-07-09",5,"GP131F",2220,2,20,1,""
"2013-07-09",5,"GP131F",2521,15,1120,1,""
"2013-07-09",5,"GP131F",2527,2,30,1,""
"2013-07-09",5,"GP131F",6100,6,940,1,""
"2013-07-09",5,"GP131F",6300,15,3120,1,""
"2013-07-09",5,"GP131F",6400,97,2300,1,""
"2013-07-09",5,"GP131F",8300,1,40,1,""
"2013-07-09",6,"GP130F",10,5,2060,1,""
"2013-07-09",6,"GP130F",40,5,620,1,""
"2013-07-09",6,"GP130F",301,1,170,1,""
"2013-07-09",6,"GP130F",302,2,200,1,""
"2013-07-09",6,"GP130F",1823,68,7710,1,""
"2013-07-09",6,"GP130F",2220,4,110,1,""
"2013-07-09",6,"GP130F",2521,5,2160,1,""
"2013-07-09",6,"GP130F",2527,1,400,1,""
"2013-07-09",6,"GP130F",2560,1,50,1,""
"2013-07-09",6,"GP130F",6300,41,9470,1,""
"2013-07-09",6,"GP130F",6400,27,780,1,""
"2013-07-09",6,"GP130F",6600,1,400,1,""
"2013-07-09",6,"GP130F",8300,1,40,1,""
"2013-07-09",6,"GP130F",8600,4,1540,1,""
"2013-07-09",7,"GP151F",40,91,9220,1,""
"2013-07-09",7,"GP151F",42,3,190,1,""
"2013-07-09",7,"GP151F",118,3,580,1,""
"2013-07-09",7,"GP151F",300,1,180,1,""
"2013-07-09",7,"GP151F",301,5,1770,1,""
"2013-07-09",7,"GP151F",302,5,540,1,""
"2013-07-09",7,"GP151F",2521,7,740,1,""
"2013-07-09",7,"GP151F",2560,1,50,1,""
"2013-07-09",7,"GP151F",4210,4,150,1,""
"2013-07-09",7,"GP151F",6100,23,3360,1,""
"2013-07-09",7,"GP151F",6400,158,15060,1,""
"2013-07-09",7,"GP151F",6500,231,8360,1,""
"2013-07-09",7,"GP151F",8300,1,630,1,""
"2013-07-09",8,"GP150F",10,4,1020,1,""
"2013-07-09",8,"GP150F",40,27,2220,1,""
"2013-07-09",8,"GP150F",201,4,640,1,""
"2013-07-09",8,"GP150F",1224,1,0,1,""
"2013-07-09",8,"GP150F",2220,13,30,1,""
"2013-07-09",8,"GP150F",2521,2,840,1,""
"2013-07-09",8,"GP150F",2560,6,20,1,""
"2013-07-09",8,"GP150F",6100,2,180,1,""
"2013-07-09",8,"GP150F",6300,5,1760,1,""
"2013-07-09",8,"GP150F",6400,63,2030,1,""
"2013-07-09",8,"GP150F",6500,14,280,1,""
"2013-07-09",8,"GP150F",8600,2,1960,1,""
"2013-07-09",10,"GP169A1",10,1,560,1,""
"2013-07-09",10,"GP169A1",40,27,212,1,""
"2013-07-09",10,"GP169A1",42,1,560,1,""
"2013-07-09",10,"GP169A1",340,1,10,1,""
"2013-07-09",10,"GP169A1",1510,1,60,1,""
"2013-07-09",10,"GP169A1",2220,22,90,1,""
"2013-07-09",10,"GP169A1",2521,1,10,1,""
"2013-07-09",10,"GP169A1",2560,4,120,1,""
"2013-07-09",10,"GP169A1",4210,1,30,1,""
"2013-07-09",10,"GP169A1",4320,1,40,1,""
"2013-07-09",10,"GP169A1",6100,4,370,1,""
"2013-07-09",10,"GP169A1",6300,13,2950,1,""
"2013-07-09",10,"GP169A1",6400,61,1860,1,""
"2013-07-09",12,"GP187FR",10,5,4300,1,""
"2013-07-09",12,"GP187FR",40,22,1760,1,""
"2013-07-09",12,"GP187FR",201,4,520,1,""
"2013-07-09",12,"GP187FR",1510,8,40,1,""
"2013-07-09",12,"GP187FR",2560,4,40,1,""
"2013-07-09",12,"GP187FR",4210,5,90,1,""
"2013-07-09",12,"GP187FR",6100,3,150,1,""
"2013-07-09",12,"GP187FR",6300,36,8230,1,""
