"date","cruise","set.number","species","specimen","sex","length","weight","egg.condition","fish.number","age.material","shell.condition","maturity","chela","missing.legs","disc.width","comment"
"2013-07-17","P126",2,10,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,43,NA,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,43,NA,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,43,NA,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,43,NA,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,43,NA,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,60,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,60,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,60,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,60,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,60,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,60,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2013-07-17","P126",2,63,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
