year,month,day,tow.id,crab.number,sex,shell.condition,body.part,colour.L,colour.a,colour.b
2017,8,3,GP060F,2,1,2,chela,63.83,-3.18,-0.01
2017,8,3,GP071F,9,1,2,chela,58.95,-2.69,1.27
2017,8,3,GP071F,17,1,1,chela,61.91,-3.04,-2.13
2017,8,3,GP071F,21,1,2,chela,55.38,-2.32,-0.4
2017,8,3,GP075F,25,1,4,chela,55.95,-1.07,13.45
2017,8,3,GP058F,1,1,2,chela,49.95,-1.61,5.06
2017,8,3,GP058F,2,1,2,chela,59.2,-2.15,3.26
2017,8,3,GP058F,5,1,3,chela,49.29,-0.11,10.48
2017,8,3,GP058F,13,1,3,chela,64.74,-3.24,2.33
2017,8,3,GP058F,22,1,3M,chela,50.7,-0.75,8.86
2017,8,3,GP058F,27,1,3M,chela,55.47,-1.87,7.14
2017,8,3,GP059F,2,1,2,chela,65.77,-3.69,1.19
2017,8,3,GP059F,3,1,2,chela,53.43,-1.9,0.84
2017,8,3,GP059F,4,1,3,chela,53.86,-0.73,17.48
2017,8,3,GP059F,28,1,3,chela,59.42,-2.39,1.71
2017,8,3,GP065F,1,1,3,chela,49.74,-0.54,6.96
2017,8,4,GP034F,1,1,2,chela,62.32,-3.01,1.99
2017,8,4,GP027F,1,1,2,chela,61.85,-3.05,1.63
2017,8,4,GP027F,2,1,2,chela,61.45,-2.82,-2.39
2017,8,4,GP033F,1,1,3M,chela,61.64,-1.6,12.33
2017,8,4,GP033F,2,1,2,chela,61.79,-3.17,-0.39
2017,8,4,GP033F,3,1,1,chela,52.96,-2.15,1.7
2017,8,4,GP033F,4,1,2,chela,54.63,-2.37,1.63
2017,8,4,GP033F,28,1,3M,chela,50.67,-0.72,8.02
2017,8,4,GP033F,40,1,4,chela,45.44,0.56,9.99
2017,8,4,GP033F,48,1,1,chela,61.75,-2.54,-0.32
2017,8,4,GP033F,49,1,4,chela,46.7,0.22,10.77
2017,8,4,GP038F,2,1,3,chela,55.05,-0.17,9.95
2017,8,4,GP054F,10,1,3,chela,57.71,-1.61,13.85
2017,8,4,GP054F,11,1,3,chela,53.27,-0.23,15.81
2017,8,4,GP054F,13,1,2,chela,63.74,-3.13,-0.09
2017,8,4,GP054F,15,1,2,chela,53.48,-2.54,0.8
2017,8,4,GP056F,2,1,3,chela,53.12,-0.28,13.84
2017,8,10,GP157F,6,1,3,chela,58.15,-1.84,16.56
2017,8,10,GP157F,7,1,3,chela,58.19,-2.3,11.73
2017,8,10,GP157F,8,1,3M,chela,57.39,0.44,20.55
2017,8,10,GP172F,6,1,2,chela,64.7,-3.14,1.64
2017,8,10,GP172F,16,1,3,chela,57.81,-1.65,3.45
2017,8,10,GP172F,17,1,4,chela,59.09,-1.3,15.92
2017,8,10,GP172F,21,1,3,chela,58.55,-2.37,12.23
2017,8,10,GP172F,29,1,3M,chela,54.35,-1.2,14.21
2017,8,10,GP172F,30,1,1,chela,64.41,-2.89,-0.73
2017,8,10,GP183F,22,1,2,chela,60.11,-2.68,-0.38
2017,8,10,GP183F,28,1,2,chela,58.06,-2.44,0.78
2017,8,10,GP183F,29,1,3,chela,51.28,0.25,10.23
2017,8,10,GP185F,7,1,3,chela,61.41,-2.47,8.94
2017,8,10,GP185F,14,1,2,chela,61.03,-2.58,-0.94
2017,8,10,GP185F,15,1,2,chela,63.63,-2.98,1.65
2017,8,10,GP185F,20,1,3,chela,49.52,1.2,15.98
2017,8,10,GP180F,2,1,3,chela,64.92,-2.76,8.35
2017,8,10,GP180F,4,1,3,chela,55.52,-1.2,14.66
2017,8,10,GP180F,5,1,2,chela,62.45,-2.5,-1.51
2017,8,10,GP169F,7,1,3,chela,58.57,-2.13,10.37
2017,8,10,GP153F,3,1,5,chela,55.18,-0.9,14.89
2017,8,10,GP153F,4,1,2,chela,63.63,-2.7,-0.61
2017,8,10,GP153F,10,1,2,chela,56.42,-1.28,-0.27
2017,8,10,GP152F,8,1,2,chela,65.02,-3.05,1.78
2017,8,10,GP152F,17,1,4,chela,54.5,-0.08,17.98
2017,8,10,GP138F,1,1,2,chela,63.2,-3.94,7.27
2017,8,10,GP138F,3,1,4,chela,58.22,-2.01,13.21
2017,8,10,GP138F,7,1,3,chela,55.66,-1.51,13.37
2017,8,10,GP138F,9,1,3M,chela,58.46,-0.9,15.93
2017,8,11,GP208F,1,1,5,chela,45.74,0.78,15.93
2017,8,11,GP208F,6,1,2,chela,59.7,-1.99,6.55
2017,8,11,GP207F,2,1,2,chela,55.9,-2.76,-1.21
2017,8,11,GP207F,17,1,2,chela,53.05,-2.79,1.87
2017,8,11,GP207F,19,1,2,chela,61.5,-2.41,11.87
2017,8,11,GP227F,1,1,2,chela,64.92,-3.39,0.09
2017,8,11,GP227F,3,1,2,chela,60.32,-2.78,-1.54
2017,8,11,GP227F,8,1,4,chela,53.54,0.55,18.55
2017,8,11,GP230F,4,1,2,chela,50.24,-1.31,5.06
2017,8,11,GP230F,8,1,2,chela,51.56,-1.68,7.02
2017,8,11,GP230F,9,1,3M,chela,44.29,0.87,10.34
2017,8,11,GP230F,13,1,1,chela,57.55,-2.03,-2.92
2017,8,11,GP230F,15,1,3M,chela,56.26,-2.14,9.85
2017,8,11,GP217F,1,1,2,chela,42.97,0.32,9.71
2017,8,11,GP217F,2,1,2,chela,59.78,-2.75,0.39
2017,8,11,GP218F,1,1,2,chela,60.91,-2.42,0.28
2017,8,11,GP218F,3,1,2,chela,53.01,-2.08,0.61
2017,8,11,GP218F,4,1,3M,chela,54.34,-2.45,11.03
2017,8,11,GP218F,10,1,3,chela,58.53,-2.09,13.03
2017,8,11,GP218F,12,1,4,chela,46.01,1.24,14.15
2017,8,11,GP218F,13,1,3,chela,54.63,-0.6,15.04
2017,8,11,GP204A1,7,1,2,chela,63.23,-2.58,-0.2
2017,8,11,GP204A1,8,1,2,chela,62.45,-3.11,-0.51
2017,8,11,GP209F,6,1,4,chela,53.08,-0.15,14.85
2017,8,11,GP209F,9,1,3,chela,52.57,-2.08,11.52
2017,8,11,GP209F,10,1,2,chela,62.99,-2.9,7.02
2017,8,11,GP209F,17,1,4,chela,56.93,-1.43,13.58
2017,8,11,GP209F,33,1,2,chela,61.41,-2.34,0.52
2017,8,11,GP178F,12,1,2,chela,60.47,-2,3.39
2017,8,11,GP178F,14,1,2,chela,59.86,-2.53,1.17
2017,8,11,GP178F,30,1,4,chela,48.31,0.01,13.92
2017,8,11,GP168F,4,1,2,chela,64.69,-3.16,1.73
2017,8,11,GP168F,15,1,2,chela,54.73,-1.7,8.9
2017,8,11,GP168F,25,1,3,chela,60.89,-2.16,4.89
2017,8,11,GP168F,29,1,3,chela,55.97,-1.69,10.7
2017,8,11,GP168F,34,1,3M,chela,44.39,0.8,9.4
2017,8,12,GP303F,3,1,2,chela,63.72,-1.76,2.03
2017,8,12,GP303F,5,1,2,chela,60.21,-1.38,0.11
2017,8,12,GP303F,13,1,1,chela,59.34,1.42,-1.18
2017,8,12,GP290F,4,1,2,chela,56.61,-1.98,4.26
2017,8,12,GP290F,16,1,2,chela,48.33,0.12,14.45
2017,8,12,GP273F,8,1,2,chela,67.25,-3.43,1.42
2017,8,12,GP273F,9,1,2,chela,62.98,-3.4,3.13
2017,8,12,GP273F,32,1,3,chela,63.98,-3.91,6.23
2017,8,12,GP278A1,10,1,2,chela,56.73,-0.07,-0.22
2017,8,12,GP278A1,11,1,2,chela,63.99,-2.12,7.19
2017,8,12,GP261F,12,1,2,chela,54.53,-2.89,1.18
2017,8,12,GP261F,14,1,3M,chela,58.55,-2.5,12.22
2017,8,12,GP261F,20,1,3M,chela,57.12,-2.25,17.29
2017,8,12,GP261F,23,1,2,chela,62.47,-3.63,1.76
2017,8,12,GP257F,1,1,2,chela,61.65,-2.99,2.39
2017,8,12,GP257F,2,1,2,chela,61.42,-3.05,-0.78
2017,8,12,GP257F,5,1,3,chela,61.74,-2.95,10.58
2017,8,12,GP257F,13,1,3,chela,62.33,-2.34,11.6
2017,8,12,GP257F,20,1,3M,chela,57.37,-0.88,17.21
2017,8,12,GP243F,2,1,3M,chela,51.85,-0.2,12.75
2017,8,19,GP233F,1,1,2,chela,62.71,-2.54,6.06
2017,8,19,GP233F,2,1,1,chela,61.78,-3.68,0.82
2017,8,19,GP233F,7,1,2,chela,56.84,-1.72,13.09
2017,8,19,GP233F,12,1,3M,chela,54.02,-1.32,11.9
2017,8,19,GP233F,23,1,3,chela,58.63,-1.88,15.15
2017,8,19,GP233F,26,1,1,chela,63.04,-3.3,1.8
2017,8,19,GP233F,31,1,3M,chela,49.94,-0.68,10.19
2017,8,21,GP249F,15,1,2,chela,52.64,0.75,12.57
2017,8,21,GP236F,1,1,2,chela,63.97,-2.6,1.27
2017,8,21,GP236F,2,1,2,chela,61.09,-0.82,0.49
2017,8,21,GP223F,22,1,2,chela,64.37,-3.72,0.26
2017,8,21,GP223F,25,1,2,chela,64.43,-3.23,-0.81
2017,8,21,GP223F,30,1,3M,chela,52.15,-0.81,17.23
2017,8,21,GP223F,36,1,3M,chela,54.51,-0.08,18.29
2017,8,21,GP223F,37,1,4,chela,51.85,0.52,19.11
2017,8,21,GP216F,1,1,2,chela,61.16,-1.94,1.39
2017,8,21,GP216F,16,1,2,chela,57.96,-2.53,0.84
2017,8,21,GP216F,49,1,3,chela,57.52,-1.48,11.99
2017,8,21,GP228F,1,1,2,chela,62.59,-2.82,-0.24
2017,8,21,GP228F,8,1,2,chela,63.9,-2.83,-0.03
2017,8,21,GP224A2,1,1,2,chela,64.71,-2.48,0.12
2017,8,21,GP224A2,2,1,2,chela,59.88,-2.55,7.92
2017,8,21,GP224A2,9,1,3M,chela,55.36,-1.71,9.48
2017,8,21,GP224A2,20,1,3,chela,55.99,-1.11,12.94
2017,8,21,GP224A2,87,1,4,chela,54.77,0.81,19.24
2017,8,21,GP224A2,88,1,4,chela,49.8,0.22,15.67
2017,8,21,GP213F,16,1,2,chela,63.29,-2.61,-1.52
2017,8,21,GP213F,18,1,2,chela,56.08,-2.24,0
2017,8,21,GP213F,31,1,3,chela,59.38,-2.33,9.44
2017,8,21,GP205F,1,1,4,chela,50.54,-0.53,14.31
2017,8,21,GP205F,2,1,3,chela,56.44,-1.47,12.78
2017,8,21,GP205F,3,1,3,chela,61.65,-2,11.7
2017,8,21,GP205F,28,1,4,chela,56.62,-0.39,16.05
2017,8,21,GP205F,29,1,2,chela,55.43,-2.03,3.77
2017,8,21,GP205F,54,1,2,chela,59.12,-2.2,-0.74
2017,8,21,GP194F,1,1,3,chela,52.64,0.61,16.31
2017,8,21,GP194F,2,1,2,chela,63.9,-2.51,3.93
2017,8,21,GP194F,6,1,3,chela,60.27,-3.1,5.3
2017,8,21,GP194F,14,1,2,chela,59.26,-2.33,11.81
2017,8,21,GP194F,26,1,4,chela,50.86,-0.62,15.73
2017,8,21,GP194F,40,1,4,chela,55.53,1.99,23.5
2017,8,21,GP186F,6,1,2,chela,56.13,-2.32,5.81
2017,8,21,GP186F,21,1,3,chela,52.58,-0.57,6
2017,8,21,GP186F,22,1,3,chela,43.56,1.55,12.68
2017,8,21,GP186F,39,1,2,chela,57.71,-2.16,-0.17
2017,8,22,GP206F,2,1,2,chela,60.34,-1.38,5.39
2017,8,22,GP206F,3,1,2,chela,58.42,-2.09,2.45
2017,8,22,GP206F,36,1,3,chela,53.72,0.35,7.09
2017,8,22,GP206F,37,1,3,chela,51.06,0.19,12.73
2017,8,22,GP215F,2,1,2,chela,66.21,-3.08,1.89
2017,8,22,GP215F,3,1,2,chela,65.02,-3.39,2.33
2017,8,22,GP215F,10,1,3,chela,51.81,-1.1,10.73
2017,8,22,GP215F,14,1,3,chela,48.59,-0.43,10.29
2017,8,22,GP215F,44,1,4,chela,55.37,-1.36,16.37
2017,8,22,GP215F,68,1,3M,chela,52.29,-1.06,13.52
2017,8,22,GP198A1,3,1,2,chela,62.94,1.07,6.7
2017,8,22,GP198A1,4,1,2,chela,65.15,-1.93,4.35
2017,8,22,GP191F,1,1,2,chela,60.31,-0.48,8.3
2017,8,22,GP191F,2,1,4,chela,52.01,1.18,18.85
2017,8,22,GP191F,4,1,2,chela,64.18,-3.03,8.31
2017,8,22,GP179F,1,1,2,chela,65.14,-3.13,2.85
2017,8,22,GP179F,3,1,3M,chela,42.62,8.77,10.29
2017,8,22,GP179F,11,1,2,chela,53.46,-2.31,2.69
2017,8,22,GP179F,13,1,3,chela,58.88,-2,9.26
2017,8,22,GP179F,14,1,3,chela,64.87,-2.06,10.58
2017,8,22,GP179F,17,1,4,chela,52.01,1.84,20.1
2017,8,22,GP176FR,1,1,2,chela,57.79,-2.2,0.62
2017,8,22,GP176FR,2,1,2,chela,63.25,-2.85,2.19
2017,8,22,GP176FR,3,1,3,chela,53.03,-1.03,9.93
2017,8,22,GP176FR,6,1,3,chela,58.37,-1.83,11.52
2017,8,22,GP176FR,25,1,3M,chela,49.95,0.54,12.32
2017,8,22,GP176FR,91,1,3M,chela,48.44,0.46,11.69
2017,8,22,GP158F,1,1,2,chela,62.01,-2.43,3.63
2017,8,22,GP158F,2,1,4,chela,48.29,1.88,19.22
2017,8,22,GP158F,3,1,2,chela,61.76,-2.74,2.97
2017,8,22,GP158F,4,1,4,chela,48.24,1.46,19.14
2017,8,22,GP158F,33,1,3,chela,56.49,-2.39,6.2
2017,8,22,GP158F,53,1,3,chela,60.17,-2.12,8.85
2017,8,22,GP149F,1,1,2,chela,49.45,-1.09,4.35
2017,8,22,GP149F,2,1,2,chela,52.68,-1.06,3.03
2017,8,22,GP149F,6,1,3,chela,46.7,1.2,12.45
2017,8,22,GP149F,14,1,3,chela,62.25,-1.9,11.16
2017,8,22,GP149F,28,1,4,chela,52.54,1.09,15.91
2017,8,22,GP149F,40,1,3M,chela,41.71,3.21,11.15
2017,8,22,GP149F,49,1,3M,chela,58.01,-1.36,11.13
2017,8,22,GP149F,91,1,4,chela,55.3,0.11,17.61
2017,8,22,GP147F,3,1,3,chela,44.87,1.15,10.28
2017,8,22,GP147F,4,1,2,chela,62.89,-2.7,3.26
2017,8,22,GP147F,5,1,3,chela,57.78,-0.75,15.73
2017,8,22,GP147F,6,1,2,chela,54.82,-1.57,2.03
2017,8,22,GP147F,110,1,3M,chela,48.31,2.58,11.6
2017,8,24,GP202F,1,1,2,chela,52.28,-1.53,3.26
2017,8,24,GP202F,5,1,2,chela,59.45,-2.93,4.53
2017,8,24,GP202F,32,1,4,chela,47.74,0.46,16.59
2017,8,24,GP202F,106,1,3M,chela,46.31,1.25,13.43
2017,8,24,GP184F,1,1,2,chela,66.58,-3.76,2.58
2017,8,24,GP184F,2,1,2,chela,61.4,-3.72,7.11
2017,8,24,GP184F,220,1,3,chela,52.53,-1.47,9.11
2017,8,24,GP159A2,8,1,2,chela,62.81,-3.18,1.27
2017,8,24,GP159A2,16,1,3,chela,59.32,-1.51,10.38
2017,8,24,GP159A2,17,1,2,chela,67.48,-3.65,2.43
2017,8,24,GP159A2,27,1,3,chela,52.74,-1.34,7.6
2017,8,24,GP150A3,7,1,2,chela,64.02,-1.7,1.21
2017,8,24,GP150A3,11,1,3,chela,48.59,1.76,9.83
2017,8,24,GP150A3,12,1,2,chela,62.14,-1.94,2.38
2017,8,24,GP106A1,8,1,2,chela,62.3,-2.01,1.01
2017,8,24,GP106A1,9,1,2,chela,58.32,-2.14,0.39
2017,8,24,GP106A1,10,1,3,chela,48.45,1.48,9.66
2017,8,24,GP106A1,11,1,3,chela,56.71,-0.41,11.89
2017,8,24,GP106A1,14,1,3M,chela,50.4,1.55,10.2
2017,8,24,GP105F,3,1,2,chela,55.99,-1.63,2.33
2017,8,24,GP105F,16,1,2,chela,64.71,-2.63,0.6
2017,8,24,GP105F,39,1,3,chela,57.37,-0.67,6.63
2017,8,24,GP105F,55,1,3,chela,50.81,0.14,10.19
2017,8,25,GP069F,12,1,4,chela,50.51,0.89,15.89
2017,8,25,GP062F,4,1,3M,chela,57.43,-0.91,14.88
2017,8,25,GP062F,5,1,3M,chela,46.08,0.53,10.63
2017,8,25,GP062F,6,1,2,chela,62.64,-2.79,-0.06
2017,8,25,GP062F,7,1,2,chela,54.47,-2.16,-1.41
2017,8,25,GP062F,8,1,4,chela,47.36,-0.16,11.09
2017,8,25,GP062F,10,1,3,chela,46.43,-0.05,10.28
2017,8,25,GP062F,13,1,3M,chela,47.16,1.69,16.9
2017,8,25,GP062F,22,1,3,chela,50.87,-0.17,12.95
2017,8,25,GP045F,3,1,2,chela,61.51,-2.85,0.1
2017,8,25,GP045F,4,1,2,chela,59.02,-2.33,4.04
2017,8,25,GP045F,8,1,3,chela,43.72,-0.02,8.91
2017,8,25,GP045F,9,1,3,chela,44.41,0.17,10.2
2017,8,25,GP039F,1,1,2,chela,64.88,-2.51,1.79
2017,8,25,GP039F,2,1,2,chela,61.56,-2.37,3.25
2017,8,25,GP031F,5,1,4,chela,55.25,0.16,16.98
2017,8,25,GP031F,25,1,3M,chela,59.05,-0.8,8.74
2017,8,25,GP031F,26,1,2,chela,59.32,-2.05,2.37
2017,8,25,GP030F,1,1,2,chela,44.85,1.22,13.52
2017,8,25,GP030F,2,1,2,chela,46.88,-1.95,1.32
2017,8,25,GP030F,12,1,3M,chela,48.85,-0.33,9.29
2017,8,25,GP030F,13,1,3M,chela,55.91,-2,10.82
2017,8,25,GP030F,14,1,3,chela,54.11,2.15,24.68
2017,8,25,GP030F,18,1,3M,chela,40.21,0.55,10.52
2017,8,25,GP022F,1,1,2,chela,63.25,-3.08,-0.24
2017,8,25,GP022F,4,1,2,chela,52.5,-2.17,0.71
2017,8,25,GP022F,9,1,3M,chela,45.88,0.68,9.9
2017,8,25,GP040F,1,1,2,chela,55.11,-2.05,2.82
2017,8,25,GP040F,2,1,3M,chela,46.2,0.85,12.49
2017,8,25,GP040F,3,1,3M,chela,50.55,-0.18,10.48
2017,8,25,GP040F,4,1,2,chela,59.23,-2.13,-1.76
2017,8,25,GP040F,10,1,3,chela,48.94,0.35,12.04
2017,8,25,GP040F,11,1,3,chela,42.9,2.14,11.94
2017,8,25,GP040F,19,1,4,chela,41.98,0.72,10.24
2017,8,25,GP042F,1,1,2,chela,53.62,-1.22,-0.23
2017,8,25,GP042F,2,1,3M,chela,53.88,-1.21,4.58
2017,8,25,GP042F,3,1,2,chela,61.07,-2.3,-0.46
2017,8,25,GP042F,4,1,3M,chela,43.49,0.72,11.09
2017,8,25,GP041FR,1,1,2,chela,61.31,-2.18,-0.28
2017,8,25,GP041FR,2,1,3,chela,57.25,-0.85,12.54
2017,8,25,GP041FR,4,1,4,chela,51.82,0.26,14.42
2017,8,25,GP041FR,7,1,4,chela,51.17,1.17,20.74
2017,8,25,GP041FR,28,1,5,chela,39.11,4.94,18.82
2017,8,25,GP051F,1,1,2,chela,64.5,-2.61,0.78
2017,8,25,GP051F,3,1,3,chela,50,-0.1,11.47
2017,8,25,GP051F,4,1,3,chela,48.92,0.5,10.14
2017,8,25,GP051F,6,1,2,chela,61.09,-2.22,0.33
2017,8,25,GP051F,13,1,3M,chela,55,-1.49,6.9
2017,8,26,GP052F,1,1,2,chela,60.96,-3.16,0.53
2017,8,26,GP052F,2,1,2,chela,59.16,-2.59,8.24
2017,8,26,GP052F,12,1,3,chela,48.18,-0.73,9.39
2017,8,26,GP052F,13,1,3M,chela,42.6,1.14,11.99
2017,8,26,GP063A1,1,1,2,chela,60.85,-2.79,1.07
2017,8,26,GP063A1,8,1,2,chela,62.26,-3.1,-0.57
2017,8,26,GP063A1,25,1,3M,chela,44.59,3.56,13.35
2017,8,26,GP063A1,32,1,4,chela,58.3,-0.62,16.27
2017,8,26,GP070F,1,1,2,chela,61.86,-2.87,-1.12
2017,8,26,GP070F,3,1,3M,chela,46.42,0.06,10.45
2017,8,26,GP070F,5,1,3,chela,44.56,1.04,13.21
2017,8,26,GP070F,10,1,2,chela,58.64,-2.32,2.2
2017,8,26,GP070F,11,1,3,chela,53.44,-1.85,9.42
2017,8,26,GP070F,12,1,4,chela,48.04,0.78,16.7
2017,8,26,GP070F,18,1,3M,chela,45.19,1.59,14.17
2017,8,26,GP093A1,1,1,2,chela,60.28,-2.97,-0.14
2017,8,26,GP093A1,2,1,4,chela,49.78,-0.4,16.53
2017,8,26,GP093A1,8,1,2,chela,61.57,-2.8,2.18
2017,8,26,GP093A1,12,1,3M,chela,55.74,-2.19,7.31
2017,8,26,GP093A1,16,1,4,chela,45.42,3.5,24.8
2017,8,26,GP093A1,17,1,3,chela,56.37,-0.66,15.02
2017,8,26,GP091F,1,1,2,chela,58.25,-2.8,-0.76
2017,8,26,GP091F,2,1,2,chela,60.96,-2.63,2
2017,8,26,GP091F,11,1,3,chela,50.45,-0.45,18.93
2017,8,26,GP066F,2,1,2,chela,53.49,-1.73,1.36
2017,8,26,GP066F,12,1,2,chela,60.42,-2.44,2.44
2017,8,26,GP066F,33,1,3,chela,46.04,1.38,15.02
2017,8,26,GP066F,52,1,3,chela,41.46,0.93,10.95
2017,8,26,GP050A1,1,1,2,chela,53.94,-1.83,0.94
2017,8,26,GP050A1,8,1,2,chela,63.04,-2.7,2.32
2017,8,26,GP050A1,9,1,4,chela,49.69,-1.16,13.32
2017,8,26,GP050A1,27,1,3M,chela,56.86,0.68,17.8
2017,8,26,GP050A1,59,1,3M,chela,54.43,-0.94,12.29
2017,8,26,GP048F,16,1,2,chela,53.55,-1.63,2.29
2017,8,26,GP048F,21,1,2,chela,59.63,-1.98,0.9
2017,8,26,GP048F,29,1,3M,chela,41.84,2.51,13.19
2017,8,26,GP048F,30,1,3,chela,54.53,0.55,14.43
2017,8,26,GP067F,2,1,4,chela,44.48,4.4,21.34
2017,8,26,GP067F,3,1,3M,chela,54.63,-0.67,13.95
2017,8,26,GP067F,5,1,2,chela,61.46,-2.65,-0.15
2017,8,26,GP067F,15,1,4,chela,47.74,3.17,21.97
2017,8,26,GP067F,26,1,2,chela,63.77,-1.86,2.28
2017,8,27,GP195A1,1,1,2,chela,58.73,-1.84,2.07
2017,8,27,GP195A1,3,1,3M,chela,50.08,-0.48,12.67
2017,8,27,GP195A1,4,1,3M,chela,45.71,1.18,13.42
2017,8,27,GP195A1,19,1,3,chela,43.86,-0.25,9.97
2017,8,27,GP195A1,33,1,2,chela,59.14,-3.27,0.5
2017,8,27,GP195A1,73,1,3,chela,48.12,-0.29,7.31
2017,8,27,GP173F,1,1,2,chela,64.83,-3.17,2.91
2017,8,27,GP173F,3,1,4,chela,53.7,-2.11,15.84
2017,8,27,GP173F,4,1,4,chela,49.58,0.75,13.82
2017,8,27,GP173F,8,1,2,chela,51.61,-0.21,11.68
2017,8,27,GP171F,1,1,3,chela,58.31,-1.6,11.33
2017,8,27,GP171F,2,1,2,chela,64.99,-3.18,1.89
2017,8,27,GP171F,5,1,3M,chela,53.21,0.33,16.44
2017,8,27,GP171F,6,1,4,chela,44.18,2.69,12.66
2017,8,27,GP171F,7,1,4,chela,48.1,1.65,17.82
2017,8,27,GP171F,8,1,3,chela,60.09,-2.05,10.34
2017,8,27,GP171F,9,1,2,chela,56.45,-2.64,1.64
2017,8,27,GP155F,1,1,2,chela,62.31,-1.67,0.8
2017,8,27,GP155F,13,1,4,chela,46.2,3.82,16.06
2017,8,27,GP155F,17,1,2,chela,62.48,-2.66,0.62
2017,8,27,GP137F,4,1,4,chela,52.36,1.26,14.79
2017,8,27,GP137F,6,1,3,chela,46.54,0.66,9.96
2017,8,27,GP137F,7,1,3M,chela,51.83,-0.17,10.35
2017,8,27,GP137F,17,1,2,chela,63.51,-2.77,3.8
2017,8,27,GP137F,19,1,2,chela,62.79,-1.88,1.43
2017,8,27,GP137F,21,1,3M,chela,58.07,0.28,10.04
2017,8,27,GP137F,40,1,3,chela,58.23,-2.11,6.83
2017,8,27,GP137F,47,1,4,chela,48.35,1.62,18.39
2017,8,27,GP132F,9,1,2,chela,53.16,-0.99,-1
2017,8,27,GP132F,18,1,2,chela,62.96,-2.95,0.06
2017,8,27,GP132F,23,1,3M,chela,45.57,1.76,13.34
2017,8,27,GP132F,30,1,5,chela,44.57,1.52,17.94
2017,8,27,GP132F,46,1,3M,chela,62.66,-3.25,9.24
2017,8,27,GP132F,59,1,4,chela,41.02,2.22,12.87
2017,8,27,GP132F,91,1,3,chela,56.31,-0.42,12.75
2017,8,27,GP119F,2,1,3,chela,56.38,0.06,18.59
2017,8,27,GP119F,4,1,2,chela,62.02,-2.2,0.81
2017,8,27,GP119F,6,1,3M,chela,55.65,-1.59,7.36
2017,8,27,GP119F,8,1,3M,chela,60.04,-1.36,12.72
2017,8,27,GP119F,15,1,2,chela,52.39,-1.45,2.65
2017,8,27,GP119F,20,1,3,chela,42.9,1.91,12.31
2017,9,6,GP256F,7,1,2,chela,64.23,-2.46,4.2
2017,9,6,GP256F,10,1,2,chela,62.35,-2.28,4.5
2017,9,6,GP256F,12,1,3,chela,65.14,-1.87,7.84
2017,9,6,GP256F,16,1,3,chela,54.68,-0.99,7.17
2017,9,8,GP262F,1,1,2,chela,60.69,-2.53,2.53
2017,9,8,GP262F,2,1,2,chela,62.84,-2.92,2.74
2017,9,8,GP262F,26,1,4,chela,58.04,-1.17,13.79
2017,9,8,GP264F,7,1,2,chela,64.93,-2.71,4.61
2017,9,8,GP264F,8,1,2,chela,64.02,-2.71,6.08
2017,9,8,GP264F,18,1,3,chela,59.29,-1.83,10.54
2017,9,8,GP264F,19,1,3,chela,63.83,-1.83,9.73
2017,9,8,GP270F,2,1,2,chela,55.61,-1.55,1.11
2017,9,8,GP270F,5,1,2,chela,61.46,-2.43,4.01
2017,9,8,GP270F,33,1,3,chela,59.04,-1.55,9.04
2017,9,8,GP270F,50,1,3,chela,58.09,-1.64,6.55
2017,9,8,GP271F,1,1,2,chela,65.35,-3.01,4.33
2017,9,8,GP271F,3,1,2,chela,61.56,-2.19,5.69
2017,9,8,GP271F,38,1,3,chela,60.04,-2.09,5.4
2017,9,8,GP277F,1,1,2,chela,65.98,-2.88,3.91
2017,9,8,GP277F,2,1,2,chela,48.29,-0.73,6.16
2017,9,8,GP266F,2,1,2,chela,52.89,-0.68,9.43
2017,9,8,GP266F,3,1,2,chela,63.48,-2.17,1.84
2017,9,8,GP254F,1,1,2,chela,50.82,-0.97,7.35
2017,9,8,GP254F,2,1,2,chela,64.67,-2.25,6.7
2017,9,8,GP254F,49,1,3,chela,63.54,-1.91,4.79
2017,9,8,GP267F,2,1,2,chela,60.05,-1.6,1.74
2017,9,8,GP267F,3,1,2,chela,61.57,-2.26,-0.55
2017,9,9,GP272F,2,1,2,chela,63.11,-1.74,4.48
2017,9,9,GP272F,3,1,2,chela,57.08,-2.78,0.47
2017,9,9,GP274F,4,1,2,chela,62.29,-3.01,1.12
2017,9,9,GP274F,33,1,2,chela,60.53,-2.59,2.15
2017,9,9,GP274F,35,1,3M,chela,51.13,1.37,9.05
2017,9,9,GP274F,58,1,3M,chela,51.37,0.65,15.82
2017,9,9,GP268F,2,1,2,chela,62.92,-3.3,5.19
2017,9,9,GP268F,7,1,3M,chela,58.53,-1.67,12.12
2017,9,9,GP268F,8,1,3,chela,64.08,-3.51,5.67
2017,9,9,GP268F,9,1,2,chela,57.17,-2.34,6.85
2017,9,9,GP268F,20,1,3M,chela,56.93,-1.83,7.4
2017,9,9,GP268F,24,1,5,chela,43.16,4.26,15.39
2017,9,9,GP268F,25,1,4,chela,47.28,1.79,18.76
2017,9,9,GP259F,1,1,2,chela,65.42,-3.2,3.07
2017,9,9,GP259F,2,1,2,chela,62.64,-2.58,4.81
2017,9,9,GP248F,1,1,2,chela,56.42,-2.38,8.51
2017,9,9,GP248F,2,1,2,chela,63.33,-3.08,4.48
2017,9,9,GP248F,6,1,3M,chela,41.79,0.18,11.75
2017,9,9,GP248F,15,1,3M,chela,53.05,-1.6,9.43
