year,month,day,tow.id,crab.number,sex,shell.condition,body.part,colour.L,colour.a,colour.b
2017,9,9,GP248F,40,1,3M,chela,45.46,0.14,11.82
2017,9,9,GP245F,3,1,4,chela,57.93,-0.27,19.41
2017,9,9,GP245F,6,1,2,chela,64.64,-3.52,6.08
2017,9,9,GP245F,8,1,2,chela,59.09,-2.91,3.94
2017,9,9,GP245F,11,1,3M,chela,53.6,0.08,13.76
2017,9,9,GP263F,3,1,3M,chela,54.58,-0.83,10.89
2017,9,9,GP263F,4,1,3M,chela,58.06,-0.83,13.67
2017,9,9,GP263F,6,1,2,chela,64.98,-2.29,7.71
2017,9,9,GP263F,7,1,3,chela,62.06,-2.25,11.51
2017,9,9,GP263F,14,1,2,chela,64.32,-3.18,2.98
2017,9,9,GP252F,1,1,2,chela,62.03,-2.71,2.62
2017,9,9,GP252F,2,1,2,chela,66.83,-3.93,2.26
2017,9,9,GP252F,27,1,3,chela,45.23,1.55,13.83
2017,9,9,GP252F,76,1,3,chela,52.68,-0.15,11.83
2017,9,9,GP252F,90,1,3M,chela,55.21,-1.9,9.87
2017,9,9,GP244F,6,1,2,chela,63.06,-2.92,3.06
2017,9,9,GP244F,19,1,2,chela,67.54,-3.45,3.45
2017,9,9,GP244F,26,1,4,chela,44.25,2.96,15.15
2017,9,10,GP221F,32,1,2,chela,60.73,-2.91,0.4
2017,9,10,GP221F,33,1,2,chela,64.33,-3.17,3.98
2017,9,10,GP210F,6,1,3M,chela,51.78,-0.58,11.01
2017,9,10,GP210F,70,1,2,chela,62.25,-3.24,4.28
2017,9,10,GP210F,71,1,2,chela,51.82,-1.69,8.88
2017,9,10,GP210F,120,1,3M,chela,63.96,-2.53,11.91
2017,9,13,GP097F,2,1,4,chela,37.54,1.04,11.84
2017,9,13,GP097F,3,1,2,chela,50.75,-1.64,6.52
2017,9,13,GP097F,5,1,4,chela,41.35,2.53,16.59
2017,9,13,GP097F,34,1,2,chela,62.01,-2.74,3.12
2017,9,13,GP097F,35,1,3M,chela,58.31,-1.17,14.08
2017,9,13,GP097F,99,1,3M,chela,57.84,-1.78,9.7
2017,9,13,GP090F,1,1,2,chela,61.94,-2.56,3.85
2017,9,13,GP090F,2,1,4,chela,55.24,-0.22,16.66
2017,9,13,GP090F,8,1,4,chela,51.93,0.69,19.21
2017,9,13,GP090F,21,1,2,chela,46.15,-0.74,6.51
2017,9,13,GP090F,23,1,2,chela,60.59,-2.3,5.32
2017,9,13,GP090F,61,1,3M,chela,52.45,-0.83,13.63
2017,9,13,GP090F,68,1,3M,chela,52.63,-0.69,11.4
2017,9,13,GP079F,4,1,3M,chela,51.07,-1.44,8.98
2017,9,13,GP079F,5,1,2,chela,49.71,-1.58,2.1
2017,9,13,GP079F,6,1,2,chela,54.51,-1.83,6.47
2017,9,13,GP079F,10,1,3M,chela,55.14,-0.91,10.86
2017,9,13,GP079F,11,1,4,chela,56.36,-1.03,13.41
2017,9,13,GP079F,29,1,4,chela,42.37,1.86,11.96
2017,9,13,GP104F,1,1,2,chela,61.01,-2.17,6.6
2017,9,13,GP104F,2,1,2,chela,59.22,-1.99,6.17
2017,9,13,GP104F,5,1,3M,chela,45.48,1.04,12.44
2017,9,13,GP104F,12,1,4,chela,43.61,1.23,11.05
2017,9,13,GP104F,18,1,4,chela,45.23,0.73,11.6
2017,9,13,GP104F,23,1,3M,chela,52.52,-0.65,7.4
2017,9,13,GP117F,3,1,4,chela,50.08,4.13,22.13
2017,9,13,GP117F,4,1,4,chela,43.86,2.22,14.08
2017,9,13,GP117F,5,1,2,chela,58.42,-2.35,5.38
2017,9,13,GP117F,6,1,3M,chela,56.16,-0.81,14.04
2017,9,13,GP117F,7,1,2,chela,65.08,-3.13,3.33
2017,9,13,GP117F,8,1,3M,chela,45.9,2.08,15.16
2017,9,13,GP108F,1,1,2,chela,61.98,-2.64,3.83
2017,9,13,GP108F,2,1,2,chela,66.31,-1.48,8.49
2017,9,13,GP108F,3,1,4,chela,49.9,0.79,13.13
2017,9,13,GP108F,8,1,4,chela,45.67,2.63,17.52
2017,9,13,GP108F,12,1,3M,chela,49.14,0.47,12.32
2017,9,13,GP108F,15,1,3M,chela,43.37,2.29,11.19
2017,9,13,GP102F,1,1,2,chela,62.37,-2.79,3.85
2017,9,13,GP102F,2,1,3M,chela,57.94,-1.59,9.93
2017,9,13,GP102F,3,1,4,chela,46.57,0.73,11.32
2017,9,13,GP102F,4,1,2,chela,59.62,-2.15,4.93
2017,9,13,GP102F,13,1,4,chela,45.8,1.31,12.8
2017,9,13,GP102F,14,1,3M,chela,44.48,0.6,12.19
2017,9,13,GP148F,1,1,3M,chela,62.43,-1.27,6.88
2017,9,13,GP148F,2,1,3M,chela,47.86,0.45,10.21
2017,9,14,GP140F,2,1,2,chela,63.14,-3.75,3.52
2017,9,14,GP140F,5,1,3,chela,59.15,-2.45,9.88
2017,9,14,GP140F,6,1,3M,chela,57.52,-2.08,11.63
2017,9,14,GP140F,8,1,2,chela,48.83,-1.66,3.33
2017,9,14,GP140F,12,1,3M,chela,58.01,-1.88,9.61
2017,9,14,GP140F,19,1,4,chela,51.53,0.06,11.79
2017,9,14,GP140F,27,1,4,chela,46.23,1.78,12.28
2017,9,14,GP140F,50,1,3,chela,60.32,-1.42,14.61
2017,9,14,GP160F,8,1,3M,chela,59.41,-2.41,9.35
2017,9,14,GP160F,9,1,2,chela,48.72,-1.98,5.1
2017,9,14,GP160F,11,1,2,chela,62.79,-3.15,3.11
2017,9,14,GP161A1,1,1,2,chela,65.11,-3.54,1.14
2017,9,14,GP161A1,2,1,2,chela,63.38,-3.61,2.52
2017,9,14,GP146F,1,1,2,chela,66.22,-3.8,4.63
2017,9,14,GP146F,2,1,2,chela,63.5,-3.13,2.7
2017,9,14,GP146F,14,1,3M,chela,48.49,0.36,12.46
2017,9,14,GP146F,15,1,3M,chela,47.2,-0.66,9.53
2017,9,14,GP146F,36,1,4,chela,51.73,1.44,18.53
2017,9,14,GP146F,42,1,4,chela,47.16,2.02,19.18
2017,9,14,GP116F,1,1,4,chela,54.33,0.37,16.82
2017,9,14,GP116F,8,1,2,chela,63.51,-2.53,4.13
2017,9,14,GP116F,9,1,3M,chela,51.5,-1.97,10.18
2017,9,14,GP116F,10,1,3M,chela,61.83,-3.38,8.14
2017,9,14,GP116F,11,1,2,chela,55.08,-1.97,3.45
2017,9,14,GP116F,45,1,4,chela,50.82,1.4,20.01
2017,9,14,GP124F,1,1,3M,chela,60.72,-4.23,7.09
2017,9,14,GP124F,2,1,2,chela,50.71,-1.87,3.83
2017,9,14,GP124F,6,1,3M,chela,58.28,-0.64,11.43
2017,9,14,GP124F,17,1,2,chela,64.25,-3.52,3.3
2017,9,14,GP151FR,1,1,2,chela,51.22,-1.59,4.98
2017,9,14,GP151FR,6,1,2,chela,66.03,-3.63,2.78
2017,9,14,GP151FR,16,1,3M,chela,47.74,-0.05,11.21
2017,9,14,GP151FR,22,1,3M,chela,48.45,-0.4,9.68
2017,9,15,GP164F,1,1,2,chela,66.68,-3.83,3.23
2017,9,15,GP164F,2,1,2,chela,58.14,-3.35,2.15
2017,9,15,GP164F,10,1,4,chela,48.7,0.3,19.73
2017,9,15,GP164F,26,1,3M,chela,57.18,-1.94,11.87
2017,9,15,GP164F,52,1,3M,chela,49.27,0.76,13.99
2017,9,15,GP163F,1,1,3M,chela,42.02,0.47,10.54
2017,9,15,GP163F,2,1,2,chela,69.04,-3.32,6.87
2017,9,15,GP163F,12,1,2,chela,64.64,-3.66,3.72
2017,9,15,GP163F,16,1,3M,chela,48.13,-0.66,10.55
2017,9,15,GP163F,107,1,3,chela,62.04,-2.22,12.18
2017,9,15,GP177F,4,1,4,chela,49.53,0.76,17.71
2017,9,15,GP177F,5,1,4,chela,58.16,-1.6,15.98
2017,9,15,GP177F,8,1,3M,chela,38.41,0.68,8.33
2017,9,15,GP177F,9,1,2,chela,41.6,-1.78,5.85
2017,9,15,GP177F,21,1,2,chela,62.04,-3.37,1.67
2017,9,15,GP177F,24,1,3M,chela,58.93,-2.21,11.33
2017,9,15,GP177F,44,1,3,chela,60.05,-2.21,11.89
2017,9,15,GP190F,2,1,3M,chela,51.77,-1.49,10.14
2017,9,15,GP190F,4,1,3,chela,57.91,-1.97,10.63
2017,9,15,GP190F,8,1,3M,chela,54.62,-1.34,12.55
2017,9,15,GP190F,9,1,4,chela,53.95,-1.29,13.35
2017,9,15,GP190F,48,1,4,chela,50.79,-0.56,14.8
2017,9,15,GP190F,55,1,3,chela,59.76,-2.09,8.47
2017,9,15,GP190F,58,1,2,chela,69.65,-4.1,2.2
2017,9,15,GP190F,59,1,2,chela,48.54,-2.08,3.25
2017,9,15,GP188F,1,1,2,chela,66.76,-3.62,2.51
2017,9,15,GP188F,2,1,4,chela,40.29,0.5,13.19
2017,9,15,GP188F,3,1,4,chela,56.27,0.25,14.91
2017,9,15,GP188F,30,1,2,chela,63.94,-3.38,1.99
2017,9,15,GP188F,34,1,3,chela,48.05,1.24,14.97
2017,9,15,GP188F,35,1,3,chela,64.75,-3.75,4.13
2017,9,15,GP188F,48,1,3M,chela,61.91,-0.25,14.32
2017,9,15,GP188F,55,1,3M,chela,57.35,-1.69,11.79
2017,9,15,GP196F,3,1,3M,chela,52.35,-0.2,14.84
2017,9,15,GP196F,4,1,3,chela,60.85,-2.08,11.17
2017,9,15,GP196F,5,1,2,chela,64.35,-3.31,0.84
2017,9,15,GP196F,6,1,3M,chela,50.64,0.03,10.48
2017,9,15,GP196F,7,1,3,chela,57.71,-2.73,5.81
2017,9,15,GP196F,29,1,2,chela,61.96,-2.88,1.79
2017,9,15,GP196F,66,1,4,chela,49.55,1.32,17.69
2017,9,15,GP182F,1,1,3M,chela,49.76,-0.47,9.16
2017,9,15,GP182F,15,1,3M,chela,52.81,-0.18,11.81
2017,9,15,GP182F,16,1,3,chela,50.32,1.05,13.55
2017,9,15,GP182F,22,1,4,chela,56.21,-0.02,13.94
2017,9,15,GP182F,30,1,2,chela,58.26,-2.36,1.35
2017,9,15,GP182F,84,1,2,chela,67.65,-2.92,4.53
2017,9,15,GP199F,1,1,3M,chela,56.9,-1.82,14.13
2017,9,15,GP199F,2,1,2,chela,61.09,-3.18,1.36
2017,9,15,GP199F,71,1,4,chela,54.61,-1.43,15.08
2017,9,15,GP199F,72,1,2,chela,60.43,-3.14,0.74
2017,9,15,GP199F,106,1,3,chela,51.4,-2.26,6.82
2017,9,15,GP199F,108,1,4,chela,53.08,-0.3,15.25
2017,9,15,GP199F,109,1,3,chela,59.54,-1.47,12.28
2017,9,15,GP199F,115,1,3M,chela,55.98,-1.78,11.97
2017,9,16,GP294F,1,1,2,chela,62.63,-2.55,-1.55
2017,9,16,GP294F,2,1,2,chela,59.11,-2.54,-1.46
2017,9,16,GP284F,20,1,2,chela,52.58,-1.03,7.27
2017,9,16,GP284F,21,1,2,chela,60.68,-2.81,-0.75
2017,9,16,GP276F,1,1,2,chela,52.81,-2.09,2.5
2017,9,16,GP276F,2,1,2,chela,63.06,-2.88,0.11
2017,9,16,GP276F,15,1,5,chela,34.77,9,15.94
2017,9,16,GP280F,1,1,2,chela,61.27,-2.55,6.4
2017,9,16,GP280F,2,1,2,chela,63.12,-2.51,4.11
2017,9,16,GP280F,32,1,3,chela,60.67,-2.41,3.97
2017,9,16,GP280F,51,1,4,chela,58.58,-1.42,11.53
2017,9,16,GP301A1,35,1,2,chela,62.75,-2.97,3.32
2017,9,16,GP301A1,41,1,4,chela,60.8,-1.84,6.34
2017,9,16,GP298A1,1,1,4,chela,54.13,-0.35,16.31
2017,9,16,GP298A1,2,1,2,chela,67.25,-3.15,0.46
2017,9,16,GP298A1,3,1,4,chela,44.89,5.13,18.16
2017,9,16,GP289F,1,1,4,chela,52.77,-0.51,16.62
2017,9,16,GP289F,2,1,4,chela,55.64,1.05,20.56
2017,9,16,GP289F,3,1,3M,chela,60.64,-1.49,15.93
2017,9,16,GP289F,4,1,3M,chela,49.16,0.46,15.15
2017,9,16,GP292F,22,1,4,chela,55.34,1.14,22.59
2017,9,16,GP292F,23,1,4,chela,53.46,0.99,17.29
2017,9,16,GP286F,1,1,3M,chela,54.74,-0.9,15.69
2017,9,16,GP286F,2,1,3M,chela,58.67,-1.76,9.83
2017,9,16,GP286F,3,1,3,chela,65.84,-2.74,4.24
2017,9,16,GP286F,4,1,2,chela,54.05,-1.93,2.34
2017,9,16,GP286F,5,1,2,chela,55.72,-2.98,4.11
2017,9,16,GP286F,6,1,4,chela,53.02,2.84,20.96
2017,9,16,GP286F,10,1,4,chela,49.88,2.8,18.61
2017,9,17,GP340F,2,1,3,chela,49.13,-0.65,9.73
2017,9,17,GP340F,3,1,3M,chela,48.95,0.11,10.61
2017,9,17,GP340F,4,1,2,chela,66.14,-3.33,3.17
2017,9,17,GP340F,6,1,2,chela,55.81,-1.57,4.47
2017,9,17,GP340F,10,1,3M,chela,67.93,-2.66,10.71
2017,9,17,GP340F,11,1,3,chela,49.29,-0.14,12.27
2017,9,17,GP339F,1,1,2,chela,65.58,-2.82,3.9
2017,9,17,GP339F,2,1,3,chela,48.75,-1.12,9.56
2017,9,17,GP339F,3,1,3,chela,55.28,-2.17,4.9
2017,9,17,GP349F,1,1,3,chela,60.47,-1.69,13.65
2017,9,17,GP349F,2,1,2,chela,70.09,-3.51,2.32
2017,9,17,GP349F,3,1,3M,chela,55.07,0.14,18.83
2017,9,17,GP345F,1,1,2,chela,69.89,-3.27,1.59
2017,9,18,GP337F,1,1,4,chela,45.56,1.09,15.02
2017,9,18,GP337F,2,1,4,chela,45.53,0.83,17.05
2017,9,18,GP337F,3,1,3M,chela,57.04,-1.53,14.57
2017,9,18,GP337F,5,1,3,chela,56.26,-2.43,8.69
2017,9,18,GP337F,10,1,3,chela,62.27,-2.9,7
2017,9,18,GP337F,12,1,3M,chela,57.58,-2.17,15.35
2017,9,18,GP338F,1,1,2,chela,64.25,-3.37,-0.35
2017,9,18,GP338F,2,1,3,chela,59.13,-3.36,5.69
2017,9,18,GP338F,3,1,3,chela,64.96,-3.3,5.34
2017,9,18,GP338F,4,1,2,chela,67.23,-3.71,0.1
2017,9,18,GP338F,11,1,3M,chela,55.43,-2.72,4.8
2017,9,18,GP328F,5,1,2,chela,55.34,-2.31,-0.08
2017,9,18,GP328F,6,1,2,chela,61.79,-3.34,1.71
2017,9,18,GP328F,27,1,3M,chela,57.26,-1.92,10.62
2017,9,18,GP328F,28,1,3M,chela,49.21,-0.56,16.35
2017,9,18,GP321F,1,1,2,chela,56.66,-2.82,0.27
2017,9,18,GP321F,5,1,2,chela,48.95,-1.12,5.95
2017,9,18,GP321F,6,1,2,chela,54.69,-1.24,-0.44
2017,9,18,GP321F,15,1,2,chela,52.65,-2.62,2.47
2017,9,18,GP308F,11,1,2,chela,57.67,-3.07,2.47
2017,9,18,GP308F,12,1,2,chela,65.74,-3.38,1.34
2017,9,18,GP314F,1,1,2,chela,54.14,-2.18,1.68
2017,9,18,GP314F,2,1,2,chela,63.02,-2.98,0.23
2017,9,18,GP314F,17,1,3M,chela,52.74,-1.13,13.13
2017,9,18,GP314F,47,1,3,chela,47.66,-0.8,9.47
2017,9,18,GP333F,1,1,2,chela,59.02,-2.87,1.88
2017,9,18,GP333F,2,1,3M,chela,61.61,-2.27,3.54
2017,9,18,GP333F,3,1,2,chela,54.87,-2.82,0.46
2017,9,18,GP333F,15,1,3,chela,62.08,-2.78,5.78
2017,9,18,GP333F,16,1,3M,chela,61.97,-1.73,8.55
2017,9,18,GP333F,36,1,3,chela,61.96,-2.79,7.82
2017,9,18,GP329F,1,1,2,chela,65.45,-3.1,1.56
2017,9,18,GP329F,2,1,2,chela,56.89,-1.95,3.79
2017,9,18,GP329F,3,1,3M,chela,53.4,-1.4,11.42
2017,9,18,GP329F,4,1,3M,chela,61.98,-2.18,11.42
2017,9,18,GP311F,8,1,2,chela,62.79,-3.25,0.17
2017,9,18,GP311F,9,1,3M,chela,57.13,-1.84,7.85
2017,9,18,GP311F,10,1,2,chela,64.93,-3.81,0.13
2017,9,18,GP311F,11,1,3M,chela,51.46,-0.92,10.87
2017,9,18,GP311F,15,1,3,chela,56.76,-2.32,7.69
2017,9,18,GP317F,1,1,2,chela,65.04,-2.87,3.22
2017,9,18,GP317F,2,1,2,chela,63.96,-3.06,2.13
2017,9,18,GP317F,11,1,3M,chela,55.83,-1.22,16.15
2017,9,18,GP317F,13,1,3,chela,52.95,-1.36,7.31
2017,9,18,GP317F,16,1,4,chela,55.42,0.15,16.83
2017,9,19,GP307F,19,1,2,chela,65.63,-2.28,4.39
2017,9,19,GP307F,20,1,2,chela,64.23,-3.65,2.77
2017,9,19,GP322F,1,1,2,chela,62.39,-2.62,4.02
2017,9,19,GP322F,2,1,3M,chela,49.98,-0.53,9.32
2017,9,19,GP322F,3,1,3M,chela,42.99,1.17,11.65
2017,9,19,GP322F,4,1,4,chela,47.9,0.7,14.51
2017,9,19,GP322F,5,1,2,chela,55.71,-2.34,1.83
2017,9,19,GP322F,6,1,3,chela,64.37,-2.49,6.4
2017,9,19,GP322F,7,1,4,chela,61.76,-1.42,16.62
2017,9,19,GP327F,1,1,2,chela,64.72,-3.11,1.97
2017,9,19,GP327F,2,1,2,chela,67.4,-2.95,2.85
2017,9,19,GP327F,3,1,3M,chela,59.79,-0.59,19.12
2017,9,19,GP327F,5,1,3M,chela,48.49,0.29,13.49
2017,9,19,GP327F,10,1,4,chela,39.48,1.54,14.22
2017,9,19,GP327F,23,1,3,chela,62.58,-2.78,7.08
2017,9,19,GP332F,1,1,3M,chela,63.77,-1.39,13.1
2017,9,19,GP332F,2,1,3M,chela,43.28,0.93,11.01
2017,9,19,GP332F,7,1,2,chela,65.23,-2.86,3.55
2017,9,19,GP332F,14,1,2,chela,66.79,-3.23,4.23
2017,9,19,GP332F,36,1,4,chela,49.79,-0.37,14.29
2017,9,19,GP336F,1,1,3M,chela,57.43,1.94,25.4
2017,9,19,GP336F,2,1,3M,chela,61.29,-2.11,9.01
2017,9,19,GP336F,3,1,2,chela,61.51,-1.37,9.13
2017,9,19,GP336F,4,1,2,chela,59.99,-2.15,3.14
2017,9,19,GP336F,13,1,3,chela,57.44,-2,7.48
2017,9,19,GP336F,16,1,4,chela,57.27,0.49,18.4
2017,9,19,GP336F,18,1,3,chela,63.52,-2.16,10.56
2017,9,19,GP330F,1,1,3M,chela,57.75,0.24,19.66
2017,9,19,GP330F,2,1,2,chela,59.41,-1.9,4.85
2017,9,19,GP318F,1,1,2,chela,62.6,-2.58,1.26
2017,9,19,GP318F,2,1,2,chela,61.1,-2.29,5.13
2017,9,19,GP318F,6,1,3M,chela,47.92,0.01,12.83
2017,9,19,GP318F,21,1,4,chela,45.41,0.36,13.33
2017,9,19,GP318F,25,1,3M,chela,61.71,-1.56,14.52
2017,9,19,GP318F,56,1,4,chela,48.55,-0.68,10.77
2017,9,19,GP309F,1,1,3M,chela,57.33,-1.3,16.82
2017,9,19,GP309F,2,1,2,chela,53.34,-2.49,4.51
2017,9,19,GP302F,1,1,2,chela,60.86,-3.32,5.94
2017,9,19,GP302F,2,1,2,chela,60.69,-3.1,4.63
2017,9,19,GP302F,7,1,3M,chela,51.55,0.3,15.09
2017,9,19,GP302F,8,1,3M,chela,64.42,-2.74,9.98
2017,9,19,GP291F,14,1,2,chela,54.79,-2.48,1.35
2017,9,19,GP291F,31,1,2,chela,57.97,-2.38,5.46
2017,9,20,GP296F,2,1,2,chela,60.48,-2.28,3.49
2017,9,20,GP296F,22,1,2,chela,61.56,-2.6,0.3
2017,9,20,GP296F,59,1,3M,chela,52.48,0.7,17.4
2017,9,21,GP297F,2,1,3M,chela,45.22,0.27,11.98
2017,9,21,GP297F,3,1,2,chela,60.05,-2.53,1.3
2017,9,21,GP297F,4,1,2,chela,60,-2.72,5.89
2017,9,21,GP297F,41,1,3M,chela,46.15,0.24,13.87
2017,9,21,GP279F,1,1,2,chela,60.42,-2.46,-3.14
2017,9,21,GP279F,2,1,2,chela,66.66,-4.44,5.42
2017,9,21,GP275F,1,1,2,chela,66.36,-3.19,2.48
2017,9,21,GP275F,2,1,3,chela,58.81,-0.43,17.81
2017,9,21,GP275F,3,1,3,chela,60.56,-2.38,12.8
2017,9,21,GP275F,4,1,2,chela,60.03,-2.94,4.64
2017,9,21,GP275F,48,1,3M,chela,45.88,-0.05,11.24
2017,9,21,GP283F,1,1,2,chela,60.28,-3.05,2.1
2017,9,21,GP283F,2,1,3,chela,54.02,-0.94,15.66
2017,9,21,GP283F,3,1,2,chela,69.18,-4.12,3.02
2017,9,21,GP283F,10,1,4,chela,51.64,1.79,18.48
2017,9,21,GP283F,14,1,3,chela,65.29,-2.84,10.77
2017,9,21,GP283F,17,1,3M,chela,49.15,-0.41,11.96
2017,9,21,GP283F,23,1,3M,chela,56.98,-1.04,13.83
2017,9,21,GP288F,1,1,3M,chela,57.36,-1.93,9.6
2017,9,21,GP288F,2,1,2,chela,61.98,-2.57,5.47
2017,9,21,GP288F,3,1,4,chela,53.96,1.55,22.1
2017,9,21,GP288F,4,1,3,chela,51.93,-0.98,15.09
2017,9,21,GP288F,5,1,4,chela,56.64,0.56,20.35
2017,9,21,GP288F,6,1,3M,chela,64.18,-1.44,16.69
2017,9,21,GP288F,7,1,2,chela,68.18,-4.18,2.67
2017,9,22,GP305F,1,1,4,chela,49.86,0.44,16.81
2017,9,22,GP305F,2,1,4,chela,53.14,-0.97,15.62
2017,9,22,GP305F,3,1,3M,chela,53.76,-0.55,12.48
2017,9,22,GP306F,1,1,3M,chela,58.09,-1.12,12.45
2017,9,22,GP306F,2,1,3M,chela,57.6,-1.44,12.98
2017,9,22,GP306F,3,1,3,chela,62.98,1.88,10.98
2017,9,22,GP306F,4,1,4,chela,57.97,-0.81,16.03
2017,9,22,GP306F,24,1,4,chela,53.18,0.75,19.79
2017,9,22,GP299F,1,1,3M,chela,58.85,-1.02,15.83
2017,9,22,GP299F,2,1,4,chela,46.04,2.32,19.04
2017,9,22,GP299F,3,1,4,chela,55.68,1.63,21.47
2017,9,22,GP299F,4,1,3M,chela,59.79,-1.43,14.19
2017,9,22,GP304F,1,1,2,chela,64.47,-3.15,3.27
2017,9,22,GP304F,2,1,2,chela,64.48,-3.01,1.28
2017,9,22,GP304F,3,1,3M,chela,54.26,-1.64,9.33
2017,9,22,GP304F,4,1,3M,chela,56.55,0.21,19.66
2017,9,22,GP319F,7,1,2,chela,66.43,-2.37,4.29
2017,9,22,GP319F,8,1,3M,chela,45.94,2.69,10.85
