date,tow.id,probe,location,position,event,time
2017-07-12,GP295F,Star Oddi DST-Tilt,footrope,center,touchdown,18:13:50
2017-07-12,GP293F,Star Oddi DST-Tilt,footrope,center,touchdown,20:16:01
2017-07-13,GP282F,Star Oddi DST-Tilt,footrope,center,touchdown,5:25:39
2017-07-13,GP269F,Star Oddi DST-Tilt,footrope,center,touchdown,7:31:13
2017-07-13,GP260F,Star Oddi DST-Tilt,footrope,center,touchdown,9:21:26
2017-07-13,GP250F,Star Oddi DST-Tilt,footrope,center,touchdown,10:43:04
2017-07-13,GP251F,Star Oddi DST-Tilt,footrope,center,touchdown,12:10:28
2017-07-13,GP237F,Star Oddi DST-Tilt,footrope,center,touchdown,14:10:27
2017-07-13,GP235F,Star Oddi DST-Tilt,footrope,center,touchdown,15:34:37
2017-07-13,GP203F,Star Oddi DST-Tilt,footrope,center,touchdown,18:20:53
2017-07-13,GP187F,Star Oddi DST-Tilt,footrope,center,touchdown,20:38:14
2017-07-14,GP072F,Star Oddi DST-Tilt,footrope,center,touchdown,5:32:09
2017-07-14,GP085F,Star Oddi DST-Tilt,footrope,center,touchdown,7:13:25
2017-07-14,GP081F,Star Oddi DST-Tilt,footrope,center,touchdown,8:25:37
2017-07-14,GP098F,Star Oddi DST-Tilt,footrope,center,touchdown,10:00:32
2017-07-14,GP120F,Star Oddi DST-Tilt,footrope,center,touchdown,11:29:25
2017-07-14,GP109F,Star Oddi DST-Tilt,footrope,center,touchdown,13:22:05
2017-07-14,GP122F,Star Oddi DST-Tilt,footrope,center,touchdown,14:48:41
2017-07-14,GP142F,Star Oddi DST-Tilt,footrope,center,touchdown,16:44:47
2017-07-14,GP156F,Star Oddi DST-Tilt,footrope,center,touchdown,19:03:38
2017-07-15,GP281F,Star Oddi DST-Tilt,footrope,center,touchdown,5:20:38
2017-07-15,GP258F,Star Oddi DST-Tilt,footrope,center,touchdown,6:42:11
2017-07-15,GP247F,Star Oddi DST-Tilt,footrope,center,touchdown,7:36:45
2017-07-15,GP242A2,Star Oddi DST-Tilt,footrope,center,touchdown,11:30:08
2017-07-15,GP253F,Star Oddi DST-Tilt,footrope,center,touchdown,12:24:47
2017-07-15,GP239F,Star Oddi DST-Tilt,footrope,center,touchdown,13:44:02
2017-07-15,GP222F,Star Oddi DST-Tilt,footrope,center,touchdown,15:32:03
2017-07-15,GP211F,Star Oddi DST-Tilt,footrope,center,touchdown,16:41:30
2017-07-15,GP219F,Star Oddi DST-Tilt,footrope,center,touchdown,18:02:55
2017-07-20,GP240F,Star Oddi DST-Tilt,footrope,center,touchdown,5:27:51
2017-07-20,GP234F,Star Oddi DST-Tilt,footrope,center,touchdown,7:03:49
2017-07-20,GP226A1,Star Oddi DST-Tilt,footrope,center,touchdown,9:05:16
2017-07-20,GP220F,Star Oddi DST-Tilt,footrope,center,touchdown,10:07:17
2017-07-20,GP197A2,Star Oddi DST-Tilt,footrope,center,touchdown,14:26:32
2017-07-20,GP192F,Star Oddi DST-Tilt,footrope,center,touchdown,15:18:29
2017-07-20,GP189F,Star Oddi DST-Tilt,footrope,center,touchdown,16:19:42
2017-07-20,GP174F,Star Oddi DST-Tilt,footrope,center,touchdown,18:05:08
2017-07-20,GP170F,Star Oddi DST-Tilt,footrope,center,touchdown,19:40:30
2017-07-21,GP162F,Star Oddi DST-Tilt,footrope,center,touchdown,5:32:51
2017-07-21,GP154F,Star Oddi DST-Tilt,footrope,center,touchdown,7:16:45
2017-07-21,GP133F,Star Oddi DST-Tilt,footrope,center,touchdown,8:28:10
2017-07-21,GP141F,Star Oddi DST-Tilt,footrope,center,touchdown,9:18:39
2017-07-21,GP128A2,Star Oddi DST-Tilt,footrope,center,touchdown,12:47:36
2017-07-21,GP123F,Star Oddi DST-Tilt,footrope,center,touchdown,13:46:40
2017-07-21,GP099F,Star Oddi DST-Tilt,footrope,center,touchdown,15:13:11
2017-07-21,GP094F,Star Oddi DST-Tilt,footrope,center,touchdown,16:04:16
2017-07-21,GP113F,Star Oddi DST-Tilt,footrope,center,touchdown,17:43:19
2017-07-21,GP127F,Star Oddi DST-Tilt,footrope,center,touchdown,19:37:59
2017-07-22,GP084F,Star Oddi DST-Tilt,footrope,center,touchdown,16:19:50
2017-07-22,GP077F,Star Oddi DST-Tilt,footrope,center,touchdown,17:24:18
2017-07-22,GP068F,Star Oddi DST-Tilt,footrope,center,touchdown,18:56:46
2017-07-22,GP088F,Star Oddi DST-Tilt,footrope,center,touchdown,20:06:38
2017-07-23,GP076F,Star Oddi DST-Tilt,footrope,center,touchdown,14:03:24
2017-07-23,GP061F,Star Oddi DST-Tilt,footrope,center,touchdown,15:22:41
2017-07-23,GP049F,Star Oddi DST-Tilt,footrope,center,touchdown,16:26:09
2017-07-23,GP026F,Star Oddi DST-Tilt,footrope,center,touchdown,19:01:07
2017-07-23,GP024F,Star Oddi DST-Tilt,footrope,center,touchdown,20:13:45
2017-07-24,GP036F,Star Oddi DST-Tilt,footrope,center,touchdown,5:32:24
2017-07-24,GP046F,Star Oddi DST-Tilt,footrope,center,touchdown,7:06:59
2017-07-24,GP044F,Star Oddi DST-Tilt,footrope,center,touchdown,8:36:39
2017-07-24,GP025F,Star Oddi DST-Tilt,footrope,center,touchdown,9:57:39
2017-07-24,GP023F,Star Oddi DST-Tilt,footrope,center,touchdown,11:01:21
2017-07-24,GP016F,Star Oddi DST-Tilt,footrope,center,touchdown,12:22:22
2017-07-24,GP019F,Star Oddi DST-Tilt,footrope,center,touchdown,13:54:44
2017-07-24,GP018F,Star Oddi DST-Tilt,footrope,center,touchdown,14:51:53
2017-07-24,GP028F,Star Oddi DST-Tilt,footrope,center,touchdown,16:16:36
2017-07-24,GP032F,Star Oddi DST-Tilt,footrope,center,touchdown,17:12:17
2017-07-24,GP047A1,Star Oddi DST-Tilt,footrope,center,touchdown,19:45:58
2017-07-25,GP100F,Star Oddi DST-Tilt,footrope,center,touchdown,5:45:02
2017-07-25,GP087F,Star Oddi DST-Tilt,footrope,center,touchdown,6:55:51
2017-07-25,GP092F,Star Oddi DST-Tilt,footrope,center,touchdown,8:18:17
2017-07-25,GP095F,Star Oddi DST-Tilt,footrope,center,touchdown,9:33:23
2017-07-25,GP111F,Star Oddi DST-Tilt,footrope,center,touchdown,10:57:11
2017-07-25,GP110F,Star Oddi DST-Tilt,footrope,center,touchdown,11:56:13
2017-07-25,GP131F,Star Oddi DST-Tilt,footrope,center,touchdown,13:35:33
2017-07-25,GP145F,Star Oddi DST-Tilt,footrope,center,touchdown,14:44:26
2017-07-25,GP135F,Star Oddi DST-Tilt,footrope,center,touchdown,15:49:59
2017-07-25,GP136F,Star Oddi DST-Tilt,footrope,center,touchdown,16:42:44
2017-07-25,GP144F,Star Oddi DST-Tilt,footrope,center,touchdown,17:41:57
2017-07-25,GP129F,Star Oddi DST-Tilt,footrope,center,touchdown,18:54:26
2017-07-25,GP143F,Star Oddi DST-Tilt,footrope,center,touchdown,20:30:47
2017-07-26,GP118F,Star Oddi DST-Tilt,footrope,center,touchdown,5:34:23
2017-07-26,GP126F,Star Oddi DST-Tilt,footrope,center,touchdown,6:45:50
2017-07-26,GP114F,Star Oddi DST-Tilt,footrope,center,touchdown,8:06:46
2017-07-26,GP101F,Star Oddi DST-Tilt,footrope,center,touchdown,9:27:39
2017-07-26,GP082F,Star Oddi DST-Tilt,footrope,center,touchdown,11:01:29
2017-08-01,GP002F,Star Oddi DST-Tilt,footrope,center,touchdown,5:44:45
2017-08-01,GP003F,Star Oddi DST-Tilt,footrope,center,touchdown,9:01:55
2017-08-01,GP001F,Star Oddi DST-Tilt,footrope,center,touchdown,10:19:03
2017-08-01,GP005F,Star Oddi DST-Tilt,footrope,center,touchdown,12:06:19
2017-08-01,GP006F,Star Oddi DST-Tilt,footrope,center,touchdown,13:28:32
2017-08-01,GP007F,Star Oddi DST-Tilt,footrope,center,touchdown,14:29:44
2017-08-01,GP008F,Star Oddi DST-Tilt,footrope,center,touchdown,15:21:32
2017-08-01,GP009F,Star Oddi DST-Tilt,footrope,center,touchdown,16:27:49
2017-08-01,GP011F,Star Oddi DST-Tilt,footrope,center,touchdown,17:28:34
2017-08-01,GP010F,Star Oddi DST-Tilt,footrope,center,touchdown,18:42:56
2017-08-01,GP012F,Star Oddi DST-Tilt,footrope,center,touchdown,20:25:18
2017-08-02,GP013F,Star Oddi DST-Tilt,footrope,center,touchdown,5:43:21
2017-08-02,GP017F,Star Oddi DST-Tilt,footrope,center,touchdown,7:51:06
2017-08-02,GP014F,Star Oddi DST-Tilt,footrope,center,touchdown,9:33:50
2017-08-02,GP020F,Star Oddi DST-Tilt,footrope,center,touchdown,12:24:10
2017-08-02,GP021F,Star Oddi DST-Tilt,footrope,center,touchdown,13:21:52
2017-08-02,GP015F,Star Oddi DST-Tilt,footrope,center,touchdown,14:49:22
2017-08-02,GP037F,Star Oddi DST-Tilt,footrope,center,touchdown,16:49:24
2017-08-02,GP029F,Star Oddi DST-Tilt,footrope,center,touchdown,18:02:24
2017-08-03,GP053A1,Star Oddi DST-Tilt,footrope,center,touchdown,8:50:38
2017-08-03,GP060F,Star Oddi DST-Tilt,footrope,center,touchdown,10:17:17
2017-08-03,GP071F,Star Oddi DST-Tilt,footrope,center,touchdown,11:31:09
2017-08-03,GP075F,Star Oddi DST-Tilt,footrope,center,touchdown,12:46:44
2017-08-03,GP089F,Star Oddi DST-Tilt,footrope,center,touchdown,14:05:22
2017-08-03,GP086F,Star Oddi DST-Tilt,footrope,center,touchdown,15:09:45
2017-08-03,GP073F,Star Oddi DST-Tilt,footrope,center,touchdown,16:36:22
2017-08-03,GP058F,Star Oddi DST-Tilt,footrope,center,touchdown,18:02:32
2017-08-03,GP059F,Star Oddi DST-Tilt,footrope,center,touchdown,19:09:17
2017-08-03,GP065F,Star Oddi DST-Tilt,footrope,center,touchdown,20:29:40
2017-08-04,GP057F,Star Oddi DST-Tilt,footrope,center,touchdown,5:56:54
2017-08-04,GP034F,Star Oddi DST-Tilt,footrope,center,touchdown,7:59:12
2017-08-04,GP027F,Star Oddi DST-Tilt,footrope,center,touchdown,9:05:46
2017-08-04,GP033F,Star Oddi DST-Tilt,footrope,center,touchdown,10:26:37
2017-08-04,GP038F,Star Oddi DST-Tilt,footrope,center,touchdown,11:45:21
2017-08-04,GP035F,Star Oddi DST-Tilt,footrope,center,touchdown,13:38:38
2017-08-04,GP054F,Star Oddi DST-Tilt,footrope,center,touchdown,14:51:48
2017-08-04,GP056F,Star Oddi DST-Tilt,footrope,center,touchdown,16:48:09
2017-08-04,GP064F,Star Oddi DST-Tilt,footrope,center,touchdown,17:48:27
2017-08-04,GP078F,Star Oddi DST-Tilt,footrope,center,touchdown,19:17:40
2017-08-04,GP083F,Star Oddi DST-Tilt,footrope,center,touchdown,20:27:48
2017-08-09,GP107F,Star Oddi DST-Tilt,footrope,center,touchdown,7:27:55
2017-08-09,GP096A1,Star Oddi DST-Tilt,footrope,center,touchdown,9:25:57
2017-08-09,GP121F,Star Oddi DST-Tilt,footrope,center,touchdown,11:05:03
2017-08-09,GP139F,Star Oddi DST-Tilt,footrope,center,touchdown,12:51:41
2017-08-09,GP134F,Star Oddi DST-Tilt,footrope,center,touchdown,14:13:00
2017-08-09,GP112A1,Star Oddi DST-Tilt,footrope,center,touchdown,16:21:57
2017-08-09,GP115F,Star Oddi DST-Tilt,footrope,center,touchdown,17:58:20
2017-08-09,GP103F,Star Oddi DST-Tilt,footrope,center,touchdown,19:30:43
2017-08-10,GP172F,Star Oddi DST-Tilt,footrope,center,touchdown,6:57:45
2017-08-10,GP183F,Star Oddi DST-Tilt,footrope,center,touchdown,7:56:16
2017-08-10,GP185F,Star Oddi DST-Tilt,footrope,center,touchdown,9:23:59
2017-08-10,GP180F,Star Oddi DST-Tilt,footrope,center,touchdown,10:21:42
2017-08-10,GP169F,Star Oddi DST-Tilt,footrope,center,touchdown,11:48:07
2017-08-10,GP153F,Star Oddi DST-Tilt,footrope,center,touchdown,13:00:59
2017-08-10,GP152F,Star Oddi DST-Tilt,footrope,center,touchdown,14:27:34
2017-08-10,GP130F,Star Oddi DST-Tilt,footrope,center,touchdown,15:47:28
2017-08-10,GP138F,Star Oddi DST-Tilt,footrope,center,touchdown,17:09:39
2017-08-10,GP166F,Star Oddi DST-Tilt,footrope,center,touchdown,18:07:47
2017-08-10,GP165F,Star Oddi DST-Tilt,footrope,center,touchdown,19:14:11
2017-08-10,GP181F,Star Oddi DST-Tilt,footrope,center,touchdown,20:40:00
2017-08-11,GP201F,Star Oddi DST-Tilt,footrope,center,touchdown,5:50:54
2017-08-11,GP208F,Star Oddi DST-Tilt,footrope,center,touchdown,6:57:22
2017-08-11,GP207F,Star Oddi DST-Tilt,footrope,center,touchdown,8:09:55
2017-08-11,GP227F,Star Oddi DST-Tilt,footrope,center,touchdown,9:09:43
2017-08-11,GP230F,Star Oddi DST-Tilt,footrope,center,touchdown,9:52:58
2017-08-11,GP217F,Star Oddi DST-Tilt,footrope,center,touchdown,11:20:48
2017-08-11,GP218F,Star Oddi DST-Tilt,footrope,center,touchdown,12:12:30
2017-08-11,GP200F,Star Oddi DST-Tilt,footrope,center,touchdown,13:18:58
2017-08-11,GP204A1,Star Oddi DST-Tilt,footrope,center,touchdown,15:18:56
2017-08-11,GP209F,Star Oddi DST-Tilt,footrope,center,touchdown,16:16:48
2017-08-11,GP193F,Star Oddi DST-Tilt,footrope,center,touchdown,17:37:19
2017-08-11,GP178F,Star Oddi DST-Tilt,footrope,center,touchdown,19:05:40
2017-08-11,GP168F,Star Oddi DST-Tilt,footrope,center,touchdown,20:13:39
2017-08-12,GP300F,Star Oddi DST-Tilt,footrope,center,touchdown,5:54:32
2017-08-12,GP303F,Star Oddi DST-Tilt,footrope,center,touchdown,6:44:23
2017-08-12,GP290F,Star Oddi DST-Tilt,footrope,center,touchdown,7:59:11
2017-08-12,GP287F,Star Oddi DST-Tilt,footrope,center,touchdown,8:59:48
2017-08-12,GP273F,Star Oddi DST-Tilt,footrope,center,touchdown,10:48:06
2017-08-12,GP257F,Star Oddi DST-Tilt,footrope,center,touchdown,16:22:48
2017-08-12,GP243F,Star Oddi DST-Tilt,footrope,center,touchdown,17:11:23
2017-08-19,GP233F,Star Oddi DST-Tilt,footrope,center,touchdown,6:16:09
2017-08-19,GP225A1,Star Oddi DST-Tilt,footrope,center,touchdown,13:34:24
2017-08-21,GP249F,Star Oddi DST-Tilt,footrope,center,touchdown,6:08:12
2017-08-21,GP236F,Star Oddi DST-Tilt,footrope,center,touchdown,7:33:13
2017-08-21,GP223F,Star Oddi DST-Tilt,footrope,center,touchdown,10:11:38
2017-08-21,GP216F,Star Oddi DST-Tilt,footrope,center,touchdown,11:33:06
2017-08-21,GP228F,Star Oddi DST-Tilt,footrope,center,touchdown,12:47:35
2017-08-21,GP224A2,Star Oddi DST-Tilt,footrope,center,touchdown,15:06:52
2017-08-21,GP213F,Star Oddi DST-Tilt,footrope,center,touchdown,16:28:55
2017-08-21,GP205F,Star Oddi DST-Tilt,footrope,center,touchdown,17:27:28
2017-08-21,GP194F,Star Oddi DST-Tilt,footrope,center,touchdown,18:55:39
2017-08-21,GP186F,Star Oddi DST-Tilt,footrope,center,touchdown,19:58:43
2017-09-16,GP284F,Star Oddi DST-Tilt,footrope,center,touchdown,8:07:08
2017-09-16,GP276F,Star Oddi DST-Tilt,footrope,center,touchdown,9:05:24
2017-09-16,GP280F,Star Oddi DST-Tilt,footrope,center,touchdown,10:22:18
2017-09-16,GP301A1,Star Oddi DST-Tilt,footrope,center,touchdown,13:02:29
2017-09-16,GP298A1,Star Oddi DST-Tilt,footrope,center,touchdown,15:24:51
2017-09-16,GP289F,Star Oddi DST-Tilt,footrope,center,touchdown,16:25:38
2017-09-16,GP292F,Star Oddi DST-Tilt,footrope,center,touchdown,17:31:31
2017-09-16,GP286F,Star Oddi DST-Tilt,footrope,center,touchdown,18:46:53
2017-09-17,GP340F,Star Oddi DST-Tilt,footrope,center,touchdown,6:51:01
2017-09-17,GP339F,Star Oddi DST-Tilt,footrope,center,touchdown,8:15:44
2017-09-17,GP343F,Star Oddi DST-Tilt,footrope,center,touchdown,9:23:06
2017-09-17,GP349F,Star Oddi DST-Tilt,footrope,center,touchdown,12:01:06
2017-09-17,GP347F,Star Oddi DST-Tilt,footrope,center,touchdown,18:02:09
2017-09-17,GP345F,Star Oddi DST-Tilt,footrope,center,touchdown,19:05:56
2017-09-18,GP337F,Star Oddi DST-Tilt,footrope,center,touchdown,6:51:12
2017-09-18,GP338F,Star Oddi DST-Tilt,footrope,center,touchdown,8:03:51
2017-09-18,GP328F,Star Oddi DST-Tilt,footrope,center,touchdown,9:12:41
2017-09-18,GP321F,Star Oddi DST-Tilt,footrope,center,touchdown,10:28:37
2017-09-18,GP310F,Star Oddi DST-Tilt,footrope,center,touchdown,11:25:19
2017-09-18,GP308F,Star Oddi DST-Tilt,footrope,center,touchdown,12:21:05
2017-09-18,GP314F,Star Oddi DST-Tilt,footrope,center,touchdown,13:09:03
2017-09-18,GP333F,Star Oddi DST-Tilt,footrope,center,touchdown,14:59:29
2017-09-18,GP329F,Star Oddi DST-Tilt,footrope,center,touchdown,16:20:02
2017-09-18,GP311F,Star Oddi DST-Tilt,footrope,center,touchdown,17:52:20
2017-09-18,GP317F,Star Oddi DST-Tilt,footrope,center,touchdown,18:54:58
2017-09-19,GP307F,Star Oddi DST-Tilt,footrope,center,touchdown,6:52:37
2017-09-19,GP327F,Star Oddi DST-Tilt,footrope,center,touchdown,9:28:51
2017-09-19,GP332F,Star Oddi DST-Tilt,footrope,center,touchdown,10:24:51
2017-09-19,GP336F,Star Oddi DST-Tilt,footrope,center,touchdown,11:44:13
2017-09-19,GP330F,Star Oddi DST-Tilt,footrope,center,touchdown,13:00:54
2017-09-19,GP318F,Star Oddi DST-Tilt,footrope,center,touchdown,14:22:50
2017-09-19,GP309F,Star Oddi DST-Tilt,footrope,center,touchdown,15:39:16
2017-09-19,GP302F,Star Oddi DST-Tilt,footrope,center,touchdown,17:17:51
2017-09-19,GP291F,Star Oddi DST-Tilt,footrope,center,touchdown,18:26:42
2017-09-20,GP296F,Star Oddi DST-Tilt,footrope,center,touchdown,6:52:17
2017-09-21,GP297F,Star Oddi DST-Tilt,footrope,center,touchdown,12:36:26
2017-09-21,GP285F,Star Oddi DST-Tilt,footrope,center,touchdown,13:53:59
2017-09-21,GP279F,Star Oddi DST-Tilt,footrope,center,touchdown,14:56:42
