"date","tow.id","species","length","length.unit","length.precision","comment"
"2011-08-28","GP019F",10,28,NA,NA,""
"2011-08-28","GP019F",10,28,NA,NA,""
"2011-08-28","GP019F",31,17,NA,NA,""
"2011-08-28","GP019F",31,17,NA,NA,""
"2011-08-28","GP019F",31,18,NA,NA,""
"2011-08-28","GP019F",31,20,NA,NA,""
"2011-08-28","GP019F",31,25,NA,NA,""
"2011-08-28","GP019F",40,12,NA,NA,""
"2011-08-28","GP019F",40,14,NA,NA,""
"2011-08-28","GP019F",40,14,NA,NA,""
"2011-08-28","GP019F",40,14,NA,NA,""
"2011-08-28","GP019F",40,15,NA,NA,""
"2011-08-28","GP019F",40,16,NA,NA,""
"2011-08-28","GP019F",40,17,NA,NA,""
"2011-08-28","GP019F",40,17,NA,NA,""
"2011-08-28","GP019F",40,17,NA,NA,""
"2011-08-28","GP019F",40,18,NA,NA,""
"2011-08-28","GP019F",40,18,NA,NA,""
"2011-08-28","GP019F",40,19,NA,NA,""
"2011-08-28","GP019F",40,19,NA,NA,""
"2011-08-28","GP019F",40,19,NA,NA,""
"2011-08-28","GP019F",40,19,NA,NA,""
"2011-08-28","GP019F",40,19,NA,NA,""
"2011-08-28","GP019F",40,20,NA,NA,""
"2011-08-28","GP019F",40,20,NA,NA,""
"2011-08-28","GP019F",40,20,NA,NA,""
"2011-08-28","GP019F",40,20,NA,NA,""
"2011-08-28","GP019F",40,21,NA,NA,""
"2011-08-28","GP019F",40,21,NA,NA,""
"2011-08-28","GP019F",40,22,NA,NA,""
"2011-08-28","GP019F",40,22,NA,NA,""
"2011-08-28","GP019F",40,22,NA,NA,""
"2011-08-28","GP019F",40,22,NA,NA,""
"2011-08-28","GP019F",40,22,NA,NA,""
"2011-08-28","GP019F",40,22,NA,NA,""
"2011-08-28","GP019F",40,22,NA,NA,""
"2011-08-28","GP019F",40,22,NA,NA,""
"2011-08-28","GP019F",40,23,NA,NA,""
"2011-08-28","GP019F",40,23,NA,NA,""
"2011-08-28","GP019F",40,23,NA,NA,""
"2011-08-28","GP019F",40,23,NA,NA,""
"2011-08-28","GP019F",40,23,NA,NA,""
"2011-08-28","GP019F",40,24,NA,NA,""
"2011-08-28","GP019F",40,24,NA,NA,""
"2011-08-28","GP019F",40,24,NA,NA,""
"2011-08-28","GP019F",40,24,NA,NA,""
"2011-08-28","GP019F",40,24,NA,NA,""
"2011-08-28","GP019F",40,25,NA,NA,""
"2011-08-28","GP019F",40,25,NA,NA,""
"2011-08-28","GP019F",40,25,NA,NA,""
"2011-08-28","GP019F",40,25,NA,NA,""
"2011-08-28","GP019F",40,26,NA,NA,""
"2011-08-28","GP019F",40,27,NA,NA,""
"2011-08-28","GP019F",40,27,NA,NA,""
"2011-08-28","GP019F",40,27,NA,NA,""
"2011-08-28","GP019F",40,28,NA,NA,""
"2011-08-28","GP019F",40,28,NA,NA,""
"2011-08-28","GP019F",40,30,NA,NA,""
"2011-08-28","GP019F",40,32,NA,NA,""
"2011-08-28","GP019F",40,33,NA,NA,""
"2011-08-28","GP019F",40,36,NA,NA,""
"2011-08-28","GP019F",40,38,NA,NA,""
"2011-08-28","GP019F",40,39,NA,NA,""
"2011-08-28","GP019F",40,40,NA,NA,""
"2011-08-28","GP019F",340,17,NA,NA,""
"2011-08-28","GP019F",340,18,NA,NA,""
"2011-08-28","GP019F",340,18,NA,NA,""
