"date","cruise","set.number","species","specimen","sex","length","weight","egg.condition","fish.number","age.material","shell.condition","maturity","chela","missing.legs","disc.width","comment"
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2014-07-16","P021",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
