"date","set.number","species","cruise","valid","experiment","number.caught","weight.caught","number.basket","extra","weight.sampled","comment"
"2018-07-10",2,17,"P041",1,1,59,5.62,1,"",5.62,""
"2018-07-10",2,43,"P041",1,1,40,2.72,1,"",2.72,""
"2018-07-10",2,60,"P041",1,1,2,0.058,1,"",0.058,""
"2018-07-10",2,63,"P041",1,1,908,15.6,2,"",5,""
"2018-07-10",2,70,"P041",1,1,2,0.368,1,"",0.368,""
"2018-07-10",2,122,"P041",1,1,4,0.41,1,"",0.41,""
"2018-07-10",2,204,"P041",1,1,4,2.84,1,"",2.84,""
"2018-07-10",2,2550,"P041",1,1,353,65.6,4,"",65.6,""
"2018-07-10",2,8500,"P041",1,1,0,0.051,1,"",0,""
"2018-07-11",3,42,"P041",1,1,11,0.803,1,"",0.803,""
"2018-07-11",3,43,"P041",1,1,26,2.04,1,"",2.04,""
"2018-07-11",3,60,"P041",1,1,1,0.033,1,"",0.033,""
"2018-07-11",3,63,"P041",1,1,287,5.44,2,"",3.96,""
"2018-07-11",3,143,"P041",1,1,1,0.114,1,"",0.114,""
"2018-07-11",3,204,"P041",1,1,1,0.035,1,"",0.035,""
"2018-07-11",3,300,"P041",1,1,1,0.143,1,"",0.143,""
"2018-07-11",3,2550,"P041",1,1,307,79.9,4,"",65.5,""
"2018-07-11",3,8500,"P041",1,1,0,1.5,1,"",0,""
"2018-07-11",4,43,"P041",1,1,61,4.04,1,"",4.04,""
"2018-07-11",4,63,"P041",1,1,23,0.289,1,"",0.289,""
"2018-07-11",4,143,"P041",1,1,3,0.45,1,"",0.45,""
"2018-07-11",4,2550,"P041",1,1,228,62.4,3,"",62.4,""
"2018-07-11",4,4511,"P041",1,1,1,0.101,1,"",0.101,""
"2018-07-11",4,8500,"P041",1,1,0,0.24,1,"",0,""
"2018-07-11",5,43,"P041",1,1,29,5.7,1,"",5.7,""
"2018-07-11",5,2550,"P041",1,1,136,32.3,2,"",32.3,""
"2018-07-11",5,8500,"P041",1,1,0,0.253,1,"",0,""
"2018-07-11",6,43,"P041",1,1,76,5.1,1,"",5.1,""
"2018-07-11",6,63,"P041",1,1,88,1.14,1,"",1.14,""
"2018-07-11",6,70,"P041",1,1,1,0.203,1,"",0.203,""
"2018-07-11",6,122,"P041",1,1,1,0.184,1,"",0.184,""
"2018-07-11",6,204,"P041",1,1,2,1.89,1,"",1.89,""
"2018-07-11",6,2550,"P041",1,1,154,34.6,3,"",34.6,""
"2018-07-11",6,8500,"P041",1,1,0,0.09,1,"",0,""
"2018-07-11",6,9300,"P041",1,1,0,0.571,1,"",0,""
"2018-07-12",7,43,"P041",1,1,2,0.334,1,"",0.334,""
"2018-07-12",7,143,"P041",1,1,1,0.054,1,"",0.054,""
"2018-07-12",7,204,"P041",1,1,3,2.18,1,"",2.18,""
"2018-07-12",7,2539,"P041",1,1,4,0.568,1,"",0.568,""
"2018-07-12",7,2550,"P041",1,1,172,28.8,2,"",28.8,""
"2018-07-12",7,8500,"P041",1,1,0,0.314,1,"",0,""
"2018-07-12",7,9300,"P041",1,1,0,0.03,1,"",0,""
"2018-07-12",8,42,"P041",1,1,2,0.069,1,"",0.069,""
"2018-07-12",8,43,"P041",1,1,20,0.812,1,"",0.812,""
"2018-07-12",8,60,"P041",1,1,1,0.033,1,"",0.033,""
"2018-07-12",8,122,"P041",1,1,4,0.269,1,"",0.269,""
"2018-07-12",8,611,"P041",1,1,110,1.72,1,"",1.72,""
"2018-07-12",8,2527,"P041",1,1,1,0.01,1,"",0.01,""
"2018-07-12",8,2550,"P041",1,1,40,8.41,1,"",8.41,""
"2018-07-12",8,6212,"P041",1,1,0,0.003,1,"",0,""
"2018-07-12",8,6511,"P041",1,1,0,0.019,1,"",0,""
"2018-07-12",8,8500,"P041",1,1,0,0.035,1,"",0,""
"2018-07-12",8,8600,"P041",1,1,0,2,2,"",0,""
"2018-07-12",8,9300,"P041",1,1,0,0.072,1,"",0,""
"2018-07-12",9,43,"P041",1,1,5,0.203,1,"",0.203,""
"2018-07-12",9,340,"P041",1,1,1,0.002,1,"",0.002,""
"2018-07-12",9,2550,"P041",1,1,4,0.639,1,"",0.639,""
