"date","set.number","experiment","species","size.class","sex","ratio","length","length.unit","comment","cruise"
"2008-07-17",1,1,43,1,4,1,9,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,9,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,12,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,12,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,13,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,14,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,14,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,14,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,15,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,15,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,15,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,16,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,16,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,16,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,17,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,17,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,17,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,18,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,18,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,19,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,19,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,19,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,22,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,22,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,27,"cm","","O022"
"2008-07-17",1,1,43,1,4,1,30,"cm","","O022"
"2008-07-17",1,1,62,1,4,1,18,"cm","","O022"
"2008-07-17",1,1,63,1,4,1,14,"cm","","O022"
"2008-07-17",1,1,63,1,4,1,15,"cm","","O022"
"2008-07-17",1,1,63,1,4,1,15,"cm","","O022"
"2008-07-17",1,1,63,1,4,1,18,"cm","","O022"
"2008-07-17",1,1,204,1,1,1,27,"cm","","O022"
"2008-07-17",1,1,2550,1,1,1,95,"mm","","O022"
"2008-07-17",2,1,43,1,1,1,8,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,13,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,13,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,13,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,17,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,17,"cm","","O022"
"2008-07-17",2,1,610,1,4,1,18,"cm","","O022"
"2008-07-17",2,1,2539,1,1,1,76,"mm","","O022"
"2008-07-17",2,1,2539,1,1,1,82,"mm","","O022"
"2008-07-17",2,1,2539,1,1,1,93,"mm","","O022"
"2008-07-17",2,1,2539,1,1,1,100,"mm","","O022"
"2008-07-17",2,1,2539,1,1,1,103,"mm","","O022"
"2008-07-17",2,1,2550,1,2,1,77,"mm","","O022"
"2008-07-17",3,1,62,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,62,1,4,1,18,"cm","","O022"
"2008-07-17",3,1,62,1,4,1,24,"cm","","O022"
"2008-07-17",3,1,62,1,4,1,24,"cm","","O022"
"2008-07-17",3,1,63,1,4,1,11,"cm","","O022"
"2008-07-17",3,1,63,1,4,1,12,"cm","","O022"
"2008-07-17",3,1,63,1,4,1,13,"cm","","O022"
"2008-07-17",3,1,63,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,63,1,4,1,20,"cm","","O022"
"2008-07-17",3,1,70,1,4,1,27,"cm","","O022"
"2008-07-17",3,1,70,1,4,1,27,"cm","","O022"
"2008-07-17",3,1,122,1,4,1,11,"cm","","O022"
"2008-07-17",3,1,122,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,204,1,1,1,32,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,13,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,13,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,13,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,14,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,15,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,16,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,17,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,17,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,18,"cm","","O022"
"2008-07-17",3,1,610,1,4,1,18,"cm","","O022"
"2008-07-17",3,1,2539,1,1,1,94,"mm","","O022"
"2008-07-17",3,1,2550,1,1,1,77,"mm","","O022"
"2008-07-17",3,1,2550,1,1,1,79,"mm","","O022"
"2008-07-17",3,1,2550,1,1,1,91,"mm","","O022"
"2008-07-17",3,1,2550,1,2,1,67,"mm","","O022"
"2008-07-17",3,1,2550,1,2,1,71,"mm","","O022"
"2008-07-17",3,1,2550,1,2,1,77,"mm","","O022"
"2008-07-17",3,1,2550,1,2,1,77,"mm","","O022"
"2008-07-17",3,1,2550,1,2,1,77,"mm","","O022"
"2008-07-17",3,1,2550,1,2,1,79,"mm","","O022"
"2008-07-17",4,1,43,1,4,1,13,"cm","","O022"
"2008-07-17",4,1,43,1,4,1,13,"cm","","O022"
"2008-07-17",4,1,43,1,4,1,13,"cm","","O022"
"2008-07-17",4,1,43,1,4,1,14,"cm","","O022"
"2008-07-17",4,1,43,1,4,1,14,"cm","","O022"
"2008-07-17",4,1,43,1,4,1,15,"cm","","O022"
"2008-07-17",4,1,43,1,4,1,15,"cm","","O022"
"2008-07-17",4,1,43,1,4,1,17,"cm","","O022"
"2008-07-17",4,1,43,1,4,1,18,"cm","","O022"
"2008-07-17",4,1,43,1,4,1,20,"cm","","O022"
"2008-07-17",4,1,43,1,4,1,21,"cm","","O022"
