"date","set.number","experiment","species","size.class","sex","ratio","length","length.unit","comment","cruise"
"2012-07-17",2,1,17,1,9,1,20,"cm","","O026"
"2012-07-17",2,1,43,1,1,1,13,"cm","","O026"
"2012-07-17",2,1,43,1,1,1,14,"cm","","O026"
"2012-07-17",2,1,43,1,1,1,14,"cm","","O026"
"2012-07-17",2,1,43,1,1,1,15,"cm","","O026"
"2012-07-17",2,1,43,1,1,1,17,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,13,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,14,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,15,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,15,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,16,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,16,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,16,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,16,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,18,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,18,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,19,"cm","","O026"
"2012-07-17",2,1,43,1,2,1,24,"cm","","O026"
"2012-07-17",2,1,43,1,9,1,9,"cm","","O026"
"2012-07-17",2,1,43,1,9,1,10,"cm","","O026"
"2012-07-17",2,1,43,1,9,1,11,"cm","","O026"
"2012-07-17",2,1,43,1,9,1,11,"cm","","O026"
"2012-07-17",2,1,63,1,9,1,8,"cm","","O026"
"2012-07-17",2,1,63,1,9,1,9,"cm","","O026"
"2012-07-17",2,1,63,1,9,1,9,"cm","","O026"
"2012-07-17",2,1,63,1,9,1,9,"cm","","O026"
"2012-07-17",2,1,63,1,9,1,9,"cm","","O026"
"2012-07-17",2,1,63,1,9,1,9,"cm","","O026"
"2012-07-17",2,1,63,1,9,1,10,"cm","","O026"
"2012-07-17",2,1,63,1,9,1,10,"cm","","O026"
"2012-07-17",2,1,63,1,9,1,10,"cm","","O026"
"2012-07-17",2,1,63,1,9,1,11,"cm","","O026"
