date,tow.id,probe,location,position,event,time
2014-09-09,GP077F,Star Oddi DST-Tilt,footrope,center,touchdown,15:37:58
2014-09-09,GP085F,Star Oddi DST-Tilt,footrope,center,touchdown,16:32:57
2014-09-10,GP117F,Star Oddi DST-Tilt,footrope,center,touchdown,6:38:19
2014-09-10,GP353F,Star Oddi DST-Tilt,footrope,center,touchdown,19:07:17
2014-09-10,GP100F,Star Oddi DST-Tilt,footrope,center,touchdown,8:09:53
2014-09-10,GP108F,Star Oddi DST-Tilt,footrope,center,touchdown,9:30:38
2014-09-10,GP122F,Star Oddi DST-Tilt,footrope,center,touchdown,10:44:12
2014-09-10,GP123F,Star Oddi DST-Tilt,footrope,center,touchdown,12:04:48
2014-09-10,GP125F,Star Oddi DST-Tilt,footrope,center,touchdown,13:25:05
2014-09-10,GP113F,Star Oddi DST-Tilt,footrope,center,touchdown,14:38:25
2014-09-10,GP094F,Star Oddi DST-Tilt,footrope,center,touchdown,16:28:08
2014-09-10,GP102F,Star Oddi DST-Tilt,footrope,center,touchdown,17:36:20
2014-09-11,GP145F,Star Oddi DST-Tilt,footrope,center,touchdown,6:32:03
2014-09-11,GP159F,Star Oddi DST-Tilt,footrope,center,touchdown,7:44:19
2014-09-11,GP160F,Star Oddi DST-Tilt,footrope,center,touchdown,8:53:04
2014-09-15,GP131F,Star Oddi DST-Tilt,footrope,center,touchdown,17:54:21
2014-09-15,GP157F,Star Oddi DST-Tilt,footrope,center,touchdown,9:27:40
2014-09-15,GP148F,Star Oddi DST-Tilt,footrope,center,touchdown,10:32:50
2014-09-15,GP146F,Star Oddi DST-Tilt,footrope,center,touchdown,11:22:51
2014-09-15,GP158F,Star Oddi DST-Tilt,footrope,center,touchdown,12:27:04
2014-09-15,GP126A2,Star Oddi DST-Tilt,footrope,center,touchdown,16:46:14
2014-09-16,GP196F,Star Oddi DST-Tilt,footrope,center,touchdown,17:22:02
2014-09-16,GP183F,Star Oddi DST-Tilt,footrope,center,touchdown,18:48:03
2014-09-16,GP149A1,Star Oddi DST-Tilt,footrope,center,touchdown,8:02:13
2014-09-16,GP167F,Star Oddi DST-Tilt,footrope,center,touchdown,10:56:30
2014-09-16,GP174F,Star Oddi DST-Tilt,footrope,center,touchdown,11:54:20
2014-09-16,GP171A1,Star Oddi DST-Tilt,footrope,center,touchdown,13:52:26
2014-09-16,GP186F,Star Oddi DST-Tilt,footrope,center,touchdown,15:29:18
2014-09-16,GP191F,Star Oddi DST-Tilt,footrope,center,touchdown,16:14:17
2014-09-17,GP200F,Star Oddi DST-Tilt,footrope,center,touchdown,6:50:52
2014-09-17,GP207A2,Star Oddi DST-Tilt,footrope,center,touchdown,8:01:07
2014-09-17,GP226F,Star Oddi DST-Tilt,footrope,center,touchdown,11:18:36
2014-09-30,GP195F,Star Oddi DST-Tilt,footrope,center,touchdown,7:10:20
2014-09-30,GP187F,Star Oddi DST-Tilt,footrope,center,touchdown,8:09:13
2014-09-30,GP189F,Star Oddi DST-Tilt,footrope,center,touchdown,9:11:20
2014-09-30,GP216A1,Star Oddi DST-Tilt,footrope,center,touchdown,10:50:57
2014-09-30,GP204A1,Star Oddi DST-Tilt,footrope,center,touchdown,14:04:20
2014-09-30,GP219F,Star Oddi DST-Tilt,footrope,center,touchdown,15:10:03
2014-09-30,GP229F,Star Oddi DST-Tilt,footrope,center,touchdown,16:21:43
2014-09-30,GP222F,Star Oddi DST-Tilt,footrope,center,touchdown,17:34:00
2014-10-01,GP252F,Star Oddi DST-Tilt,footrope,center,touchdown,7:04:47
2014-10-01,GP245F,Star Oddi DST-Tilt,footrope,center,touchdown,17:31:19
2014-10-01,GP242F,Star Oddi DST-Tilt,footrope,center,touchdown,8:06:06
2014-10-01,GP250F,Star Oddi DST-Tilt,footrope,center,touchdown,9:02:28
2014-10-01,GP246A1,Star Oddi DST-Tilt,footrope,center,touchdown,11:04:38
2014-10-01,GP274F,Star Oddi DST-Tilt,footrope,center,touchdown,15:02:23
2014-10-01,GP257F,Star Oddi DST-Tilt,footrope,center,touchdown,16:31:20
2014-10-02,GP284F,Star Oddi DST-Tilt,footrope,center,touchdown,8:49:46
2014-07-09,GP343A1,Star Oddi DST-Tilt,footrope,center,touchdown,8:12:35
2014-07-09,GP332F,Star Oddi DST-Tilt,footrope,center,touchdown,11:03:17
2014-07-10,GP322F,Star Oddi DST-Tilt,footrope,center,touchdown,5:19:19
2014-07-10,GP354A1,Star Oddi DST-Tilt,footrope,center,touchdown,19:18:18
2014-07-10,GP328F,Star Oddi DST-Tilt,footrope,center,touchdown,7:28:04
2014-07-10,GP317F,Star Oddi DST-Tilt,footrope,center,touchdown,10:24:17
2014-07-10,GP314F,Star Oddi DST-Tilt,footrope,center,touchdown,12:00:15
2014-07-10,GP310F,Star Oddi DST-Tilt,footrope,center,touchdown,14:12:45
2014-07-10,GP312F,Star Oddi DST-Tilt,footrope,center,touchdown,16:02:23
2014-07-11,GP301A1,Star Oddi DST-Tilt,footrope,center,touchdown,5:11:22
2014-07-11,GP298A1,Star Oddi DST-Tilt,footrope,center,touchdown,7:08:12
2014-07-11,GP287F,Star Oddi DST-Tilt,footrope,center,touchdown,10:58:40
2014-07-11,GP293F,Star Oddi DST-Tilt,footrope,center,touchdown,11:58:37
2014-07-11,GP291F,Star Oddi DST-Tilt,footrope,center,touchdown,14:03:26
2014-07-12,GP256F,Star Oddi DST-Tilt,footrope,center,touchdown,18:10:28
2014-07-12,GP248F,Star Oddi DST-Tilt,footrope,center,touchdown,19:17:47
2014-07-12,GP234F,Star Oddi DST-Tilt,footrope,center,touchdown,20:46:59
2014-07-12,GP276A1,Star Oddi DST-Tilt,footrope,center,touchdown,10:19:20
2014-07-12,GP259A1,Star Oddi DST-Tilt,footrope,center,touchdown,14:01:53
2014-07-12,GP255F,Star Oddi DST-Tilt,footrope,center,touchdown,15:39:37
2014-07-12,GP254F,Star Oddi DST-Tilt,footrope,center,touchdown,17:11:54
2014-07-13,GP238F,Star Oddi DST-Tilt,footrope,center,touchdown,18:52:38
2014-07-13,GP243A1,Star Oddi DST-Tilt,footrope,center,touchdown,7:08:03
2014-07-13,GP244F,Star Oddi DST-Tilt,footrope,center,touchdown,8:52:43
2014-07-13,GP224F,Star Oddi DST-Tilt,footrope,center,touchdown,11:44:23
2014-07-13,GP221F,Star Oddi DST-Tilt,footrope,center,touchdown,13:11:21
2014-07-13,GP211F,Star Oddi DST-Tilt,footrope,center,touchdown,14:39:45
2014-07-13,GP225A1,Star Oddi DST-Tilt,footrope,center,touchdown,17:18:46
2014-07-20,GP210F,Star Oddi DST-Tilt,footrope,center,touchdown,17:40:17
2014-07-20,GP218F,Star Oddi DST-Tilt,footrope,center,touchdown,19:16:41
2014-07-20,GP231A1,Star Oddi DST-Tilt,footrope,center,touchdown,10:05:26
2014-07-20,GP237A3,Star Oddi DST-Tilt,footrope,center,touchdown,14:54:08
2014-07-20,GP232F,Star Oddi DST-Tilt,footrope,center,touchdown,16:03:13
2014-07-21,GP197F,Star Oddi DST-Tilt,footrope,center,touchdown,7:38:32
2014-07-21,GP179F,Star Oddi DST-Tilt,footrope,center,touchdown,10:38:44
2014-07-21,GP176F,Star Oddi DST-Tilt,footrope,center,touchdown,12:05:19
2014-07-21,GP177F,Star Oddi DST-Tilt,footrope,center,touchdown,13:25:52
2014-07-21,GP162F,Star Oddi DST-Tilt,footrope,center,touchdown,14:48:49
2014-07-21,GP163F,Star Oddi DST-Tilt,footrope,center,touchdown,16:15:54
2014-07-21,GP150F,Star Oddi DST-Tilt,footrope,center,touchdown,17:47:57
2014-07-22,GP026F,Star Oddi DST-Tilt,footrope,center,touchdown,5:28:58
2014-07-22,GP032F,Star Oddi DST-Tilt,footrope,center,touchdown,17:17:08
2014-07-22,GP022F,Star Oddi DST-Tilt,footrope,center,touchdown,19:09:23
2014-07-22,GP030F,Star Oddi DST-Tilt,footrope,center,touchdown,20:21:43
2014-07-22,GP024F,Star Oddi DST-Tilt,footrope,center,touchdown,6:42:21
2014-07-22,GP036F,Star Oddi DST-Tilt,footrope,center,touchdown,7:54:44
2014-07-22,GP025F,Star Oddi DST-Tilt,footrope,center,touchdown,9:13:21
2014-07-22,GP015F,Star Oddi DST-Tilt,footrope,center,touchdown,10:52:48
2014-07-22,GP023F,Star Oddi DST-Tilt,footrope,center,touchdown,12:10:08
2014-07-22,GP019F,Star Oddi DST-Tilt,footrope,center,touchdown,13:17:11
2014-07-22,GP017F,Star Oddi DST-Tilt,footrope,center,touchdown,14:52:18
2014-07-24,GP041F,Star Oddi DST-Tilt,footrope,center,touchdown,17:02:16
2014-07-24,GP048F,Star Oddi DST-Tilt,footrope,center,touchdown,18:39:11
2014-07-24,GP069F,Star Oddi DST-Tilt,footrope,center,touchdown,20:11:15
2014-07-24,GP046A1,Star Oddi DST-Tilt,footrope,center,touchdown,9:13:28
2014-07-24,GP070F,Star Oddi DST-Tilt,footrope,center,touchdown,10:51:08
2014-07-24,GP063F,Star Oddi DST-Tilt,footrope,center,touchdown,12:02:43
2014-07-24,GP049F,Star Oddi DST-Tilt,footrope,center,touchdown,13:15:10
2014-07-24,GP043F,Star Oddi DST-Tilt,footrope,center,touchdown,14:23:24
2014-07-24,GP031F,Star Oddi DST-Tilt,footrope,center,touchdown,15:40:59
2014-07-25,GP038A1,Star Oddi DST-Tilt,footrope,center,touchdown,6:30:44
2014-07-25,GP039F,Star Oddi DST-Tilt,footrope,center,touchdown,7:58:34
2014-07-25,GP045F,Star Oddi DST-Tilt,footrope,center,touchdown,9:02:18
2014-07-25,GP062F,Star Oddi DST-Tilt,footrope,center,touchdown,10:35:22
2014-07-25,GP051F,Star Oddi DST-Tilt,footrope,center,touchdown,11:53:27
2014-07-25,GP060F,Star Oddi DST-Tilt,footrope,center,touchdown,12:56:12
2014-07-25,GP053F,Star Oddi DST-Tilt,footrope,center,touchdown,13:49:27
2014-07-25,GP037F,Star Oddi DST-Tilt,footrope,center,touchdown,15:54:45
2014-07-31,GP027F,Star Oddi DST-Tilt,footrope,center,touchdown,17:51:27
2014-07-31,GP033F,Star Oddi DST-Tilt,footrope,center,touchdown,19:08:54
2014-07-31,GP040F,Star Oddi DST-Tilt,footrope,center,touchdown,20:36:06
2014-08-01,GP180F,Star Oddi DST-Tilt,footrope,center,touchdown,5:43:11
2014-08-01,GP269A1,Star Oddi DST-Tilt,footrope,center,touchdown,18:03:24
2014-08-01,GP268F,Star Oddi DST-Tilt,footrope,center,touchdown,19:41:09
2014-08-01,GP173F,Star Oddi DST-Tilt,footrope,center,touchdown,7:13:12
2014-08-01,GP184F,Star Oddi DST-Tilt,footrope,center,touchdown,8:12:41
2014-08-01,GP355A1,Star Oddi DST-Tilt,footrope,center,touchdown,10:32:37
2014-08-01,GP214F,Star Oddi DST-Tilt,footrope,center,touchdown,11:30:31
2014-08-01,GP223F,Star Oddi DST-Tilt,footrope,center,touchdown,13:14:13
2014-08-01,GP227F,Star Oddi DST-Tilt,footrope,center,touchdown,14:15:35
2014-08-01,GP249F,Star Oddi DST-Tilt,footrope,center,touchdown,15:53:37
2014-08-02,GP247FR,Star Oddi DST-Tilt,footrope,center,touchdown,6:47:28
2014-08-02,GP235F,Star Oddi DST-Tilt,footrope,center,touchdown,8:27:45
2014-08-02,GP233F,Star Oddi DST-Tilt,footrope,center,touchdown,10:12:08
2014-08-02,GP205F,Star Oddi DST-Tilt,footrope,center,touchdown,13:07:00
2014-08-02,GP203A1,Star Oddi DST-Tilt,footrope,center,touchdown,15:09:40
2014-08-02,GP188F,Star Oddi DST-Tilt,footrope,center,touchdown,17:35:56
2014-08-05,GP035F,Star Oddi DST-Tilt,footrope,center,touchdown,10:03:10
2014-08-05,GP052F,Star Oddi DST-Tilt,footrope,center,touchdown,11:43:24
2014-08-05,GP072F,Star Oddi DST-Tilt,footrope,center,touchdown,13:09:13
2014-08-05,GP084F,Star Oddi DST-Tilt,footrope,center,touchdown,14:40:39
2014-08-05,GP081F,Star Oddi DST-Tilt,footrope,center,touchdown,16:17:15
2014-08-05,GP101F,Star Oddi DST-Tilt,footrope,center,touchdown,17:57:13
2014-08-05,GP120F,Star Oddi DST-Tilt,footrope,center,touchdown,19:40:14
2014-08-06,GP097A1,Star Oddi DST-Tilt,footrope,center,touchdown,6:57:13
2014-08-06,GP099F,Star Oddi DST-Tilt,footrope,center,touchdown,9:18:44
2014-08-06,GP121F,Star Oddi DST-Tilt,footrope,center,touchdown,10:52:53
2014-08-06,GP141F,Star Oddi DST-Tilt,footrope,center,touchdown,12:37:48
2014-08-06,GP115F,Star Oddi DST-Tilt,footrope,center,touchdown,14:39:44
2014-08-06,GP132F,Star Oddi DST-Tilt,footrope,center,touchdown,16:15:49
2014-08-06,GP139F,Star Oddi DST-Tilt,footrope,center,touchdown,19:55:52
2014-08-07,GP164F,Star Oddi DST-Tilt,footrope,center,touchdown,5:57:21
2014-08-07,GP165F,Star Oddi DST-Tilt,footrope,center,touchdown,7:24:41
2014-08-11,GP006F,Star Oddi DST-Tilt,footrope,center,touchdown,17:23:43
2014-08-11,GP002F,Star Oddi DST-Tilt,footrope,center,touchdown,19:35:05
2014-08-12,GP001F,Star Oddi DST-Tilt,footrope,center,touchdown,5:54:04
2014-08-12,GP013F,Star Oddi DST-Tilt,footrope,center,touchdown,20:07:03
2014-08-12,GP003F,Star Oddi DST-Tilt,footrope,center,touchdown,7:05:10
2014-08-12,GP004F,Star Oddi DST-Tilt,footrope,center,touchdown,8:11:25
2014-08-12,GP005F,Star Oddi DST-Tilt,footrope,center,touchdown,9:37:04
2014-08-12,GP007F,Star Oddi DST-Tilt,footrope,center,touchdown,11:03:41
2014-08-12,GP009F,Star Oddi DST-Tilt,footrope,center,touchdown,12:51:30
2014-08-12,GP011F,Star Oddi DST-Tilt,footrope,center,touchdown,14:02:26
2014-08-12,GP012F,Star Oddi DST-Tilt,footrope,center,touchdown,15:51:03
2014-08-12,GP018F,Star Oddi DST-Tilt,footrope,center,touchdown,17:56:18
2014-08-13,GP014F,Star Oddi DST-Tilt,footrope,center,touchdown,5:55:15
2014-08-13,GP065F,Star Oddi DST-Tilt,footrope,center,touchdown,19:22:18
2014-08-13,GP016F,Star Oddi DST-Tilt,footrope,center,touchdown,7:23:06
2014-08-13,GP020F,Star Oddi DST-Tilt,footrope,center,touchdown,8:39:27
2014-08-13,GP021F,Star Oddi DST-Tilt,footrope,center,touchdown,9:57:03
2014-08-13,GP029F,Star Oddi DST-Tilt,footrope,center,touchdown,12:11:14
2014-08-13,GP034F,Star Oddi DST-Tilt,footrope,center,touchdown,13:14:54
2014-08-13,GP056F,Star Oddi DST-Tilt,footrope,center,touchdown,15:10:52
2014-08-13,GP058F,Star Oddi DST-Tilt,footrope,center,touchdown,16:23:09
2014-08-13,GP073F,Star Oddi DST-Tilt,footrope,center,touchdown,17:57:26
2014-08-14,GP055F,Star Oddi DST-Tilt,footrope,center,touchdown,6:02:20
2014-08-14,GP054FR,Star Oddi DST-Tilt,footrope,center,touchdown,9:48:26
2014-08-14,GP064F,Star Oddi DST-Tilt,footrope,center,touchdown,11:10:59
2014-08-16,GP079A1,Star Oddi DST-Tilt,footrope,center,touchdown,13:29:42
2014-08-16,GP074F,Star Oddi DST-Tilt,footrope,center,touchdown,15:26:43
2014-08-16,GP083F,Star Oddi DST-Tilt,footrope,center,touchdown,16:55:47
2014-08-16,GP096F,Star Oddi DST-Tilt,footrope,center,touchdown,18:25:15
2014-08-16,GP112F,Star Oddi DST-Tilt,footrope,center,touchdown,20:02:16
2014-08-17,GP140F,Star Oddi DST-Tilt,footrope,center,touchdown,6:05:21
2014-08-17,GP114F,Star Oddi DST-Tilt,footrope,center,touchdown,19:38:35
2014-08-17,GP136F,Star Oddi DST-Tilt,footrope,center,touchdown,7:31:49
2014-08-17,GP106F,Star Oddi DST-Tilt,footrope,center,touchdown,9:57:39
2014-08-17,GP086F,Star Oddi DST-Tilt,footrope,center,touchdown,11:23:36
2014-08-17,GP089F,Star Oddi DST-Tilt,footrope,center,touchdown,12:45:20
2014-08-17,GP075F,Star Oddi DST-Tilt,footrope,center,touchdown,14:17:35
2014-08-17,GP071F,Star Oddi DST-Tilt,footrope,center,touchdown,15:33:17
2014-08-17,GP082F,Star Oddi DST-Tilt,footrope,center,touchdown,17:01:45
2014-08-17,GP104F,Star Oddi DST-Tilt,footrope,center,touchdown,18:23:10
2014-08-22,GP142F,Star Oddi DST-Tilt,footrope,center,touchdown,17:31:52
2014-08-22,GP124F,Star Oddi DST-Tilt,footrope,center,touchdown,19:00:40
2014-08-22,GP116F,Star Oddi DST-Tilt,footrope,center,touchdown,20:03:27
2014-08-22,GP206F,Star Oddi DST-Tilt,footrope,center,touchdown,7:38:56
2014-08-22,GP213F,Star Oddi DST-Tilt,footrope,center,touchdown,10:20:32
2014-08-22,GP212F,Star Oddi DST-Tilt,footrope,center,touchdown,11:23:56
2014-08-22,GP199F,Star Oddi DST-Tilt,footrope,center,touchdown,12:36:57
2014-08-22,GP170F,Star Oddi DST-Tilt,footrope,center,touchdown,13:56:50
2014-08-22,GP156F,Star Oddi DST-Tilt,footrope,center,touchdown,16:18:40
2014-08-23,GP103F,Star Oddi DST-Tilt,footrope,center,touchdown,6:16:47
2014-08-23,GP130F,Star Oddi DST-Tilt,footrope,center,touchdown,17:13:20
2014-08-23,GP134F,Star Oddi DST-Tilt,footrope,center,touchdown,18:34:53
2014-08-23,GP144F,Star Oddi DST-Tilt,footrope,center,touchdown,19:50:21
2014-08-23,GP087F,Star Oddi DST-Tilt,footrope,center,touchdown,7:28:54
2014-08-23,GP092F,Star Oddi DST-Tilt,footrope,center,touchdown,8:48:10
2014-08-23,GP095F,Star Oddi DST-Tilt,footrope,center,touchdown,9:56:24
2014-08-23,GP093F,Star Oddi DST-Tilt,footrope,center,touchdown,10:59:23
2014-08-23,GP091F,Star Oddi DST-Tilt,footrope,center,touchdown,12:29:27
2014-08-23,GP105F,Star Oddi DST-Tilt,footrope,center,touchdown,13:51:06
2014-08-23,GP109F,Star Oddi DST-Tilt,footrope,center,touchdown,14:48:37
2014-08-23,GP119F,Star Oddi DST-Tilt,footrope,center,touchdown,15:59:47
2014-08-24,GP128F,Star Oddi DST-Tilt,footrope,center,touchdown,6:12:50
2014-08-24,GP178F,Star Oddi DST-Tilt,footrope,center,touchdown,17:09:46
2014-09-04,GP263F,Star Oddi DST-Tilt,footrope,center,touchdown,11:51:11
2014-09-04,GP270F,Star Oddi DST-Tilt,footrope,center,touchdown,13:05:13
2014-09-04,GP278F,Star Oddi DST-Tilt,footrope,center,touchdown,16:32:26
2014-09-04,GP290F,Star Oddi DST-Tilt,footrope,center,touchdown,18:26:44
2014-09-05,GP277F,Star Oddi DST-Tilt,footrope,center,touchdown,6:31:30
2014-09-05,GP299F,Star Oddi DST-Tilt,footrope,center,touchdown,8:51:39
2014-09-05,GP286F,Star Oddi DST-Tilt,footrope,center,touchdown,10:23:47
2014-09-05,GP280F,Star Oddi DST-Tilt,footrope,center,touchdown,11:45:43
2014-09-05,GP265F,Star Oddi DST-Tilt,footrope,center,touchdown,13:00:25
2014-09-05,GP253F,Star Oddi DST-Tilt,footrope,center,touchdown,14:12:30
2014-09-05,GP251F,Star Oddi DST-Tilt,footrope,center,touchdown,15:23:28
2014-09-05,GP239F,Star Oddi DST-Tilt,footrope,center,touchdown,16:42:08
2014-09-08,GP215A1,Star Oddi DST-Tilt,footrope,center,touchdown,19:31:23
2014-09-09,GP090F,Star Oddi DST-Tilt,footrope,center,touchdown,6:32:07
2014-09-09,GP088F,Star Oddi DST-Tilt,footrope,center,touchdown,17:27:23
2014-09-09,GP098A1,Star Oddi DST-Tilt,footrope,center,touchdown,19:18:35
2014-09-09,GP080F,Star Oddi DST-Tilt,footrope,center,touchdown,8:28:38
2014-09-09,GP076F,Star Oddi DST-Tilt,footrope,center,touchdown,9:28:02
2014-10-02,GP304F,Star Oddi DST-Tilt,footrope,center,touchdown,14:27:38
2014-10-02,GP309A1,Star Oddi DST-Tilt,footrope,center,touchdown,16:41:06
2014-10-03,GP327F,Star Oddi DST-Tilt,footrope,center,touchdown,11:46:31
2014-10-03,GP316F,Star Oddi DST-Tilt,footrope,center,touchdown,13:02:19
2014-10-03,GP307F,Star Oddi DST-Tilt,footrope,center,touchdown,14:24:38
2014-10-03,GP320F,Star Oddi DST-Tilt,footrope,center,touchdown,15:38:55
2014-10-03,GP300F,Star Oddi DST-Tilt,footrope,center,touchdown,17:41:30
2014-10-03,GP302F,Star Oddi DST-Tilt,footrope,center,touchdown,18:37:31
2014-10-04,GP258A1,Star Oddi DST-Tilt,footrope,center,touchdown,7:06:37
2014-10-04,GP267F,Star Oddi DST-Tilt,footrope,center,touchdown,8:10:38
2014-10-04,GP261F,Star Oddi DST-Tilt,footrope,center,touchdown,9:24:35
2014-10-04,GP264A1,Star Oddi DST-Tilt,footrope,center,touchdown,12:17:07
2014-10-04,GP273F,Star Oddi DST-Tilt,footrope,center,touchdown,13:25:15
2014-10-04,GP281F,Star Oddi DST-Tilt,footrope,center,touchdown,14:57:09
2014-10-04,GP285F,Star Oddi DST-Tilt,footrope,center,touchdown,15:56:16
2014-10-04,GP297F,Star Oddi DST-Tilt,footrope,center,touchdown,17:10:39
2014-10-06,GP333F,Star Oddi DST-Tilt,footrope,center,touchdown,7:12:38
2014-10-06,GP337F,Star Oddi DST-Tilt,footrope,center,touchdown,8:38:57
2014-10-06,GP346F,Star Oddi DST-Tilt,footrope,center,touchdown,10:17:33
2014-10-06,GP345F,Star Oddi DST-Tilt,footrope,center,touchdown,11:58:47
2014-10-06,GP352F,Star Oddi DST-Tilt,footrope,center,touchdown,13:49:11
2014-10-06,GP351F,Star Oddi DST-Tilt,footrope,center,touchdown,15:15:37
2014-10-06,GP348F,Star Oddi DST-Tilt,footrope,center,touchdown,16:25:48
2014-10-07,GP319F,Star Oddi DST-Tilt,footrope,center,touchdown,7:02:08
2014-10-07,GP341F,Star Oddi DST-Tilt,footrope,center,touchdown,18:32:39
2014-10-07,GP331F,Star Oddi DST-Tilt,footrope,center,touchdown,8:15:45
2014-10-07,GP339F,Star Oddi DST-Tilt,footrope,center,touchdown,9:27:58
2014-10-07,GP349F,Star Oddi DST-Tilt,footrope,center,touchdown,11:21:15
2014-10-07,GP347F,Star Oddi DST-Tilt,footrope,center,touchdown,12:32:20
2014-10-07,GP342F,Star Oddi DST-Tilt,footrope,center,touchdown,13:40:39
2014-10-07,GP336F,Star Oddi DST-Tilt,footrope,center,touchdown,14:45:56
2014-10-07,GP325F,Star Oddi DST-Tilt,footrope,center,touchdown,16:07:49
2014-10-07,GP334F,Star Oddi DST-Tilt,footrope,center,touchdown,17:19:14
2014-10-11,GP324F,Star Oddi DST-Tilt,footrope,center,touchdown,7:12:10
2014-10-11,GP306F,Star Oddi DST-Tilt,footrope,center,touchdown,18:23:47
2014-10-11,GP329F,Star Oddi DST-Tilt,footrope,center,touchdown,8:28:44
2014-10-11,GP326F,Star Oddi DST-Tilt,footrope,center,touchdown,10:13:21
2014-10-11,GP335F,Star Oddi DST-Tilt,footrope,center,touchdown,11:26:04
2014-10-11,GP340F,Star Oddi DST-Tilt,footrope,center,touchdown,12:30:15
2014-10-11,GP344F,Star Oddi DST-Tilt,footrope,center,touchdown,13:36:34
2014-10-11,GP330F,Star Oddi DST-Tilt,footrope,center,touchdown,15:31:47
2014-10-11,GP318F,Star Oddi DST-Tilt,footrope,center,touchdown,16:46:22
2014-10-11,GP313F,Star Oddi DST-Tilt,footrope,center,touchdown,17:39:41
2014-10-12,GP308F,Star Oddi DST-Tilt,footrope,center,touchdown,7:08:43
2014-10-12,GP311F,Star Oddi DST-Tilt,footrope,center,touchdown,9:05:30
2014-10-12,GP315F,Star Oddi DST-Tilt,footrope,center,touchdown,9:55:18
2014-10-12,GP305F,Star Oddi DST-Tilt,footrope,center,touchdown,11:07:38
2014-10-12,GP295F,Star Oddi DST-Tilt,footrope,center,touchdown,12:44:49
2014-10-12,GP283F,Star Oddi DST-Tilt,footrope,center,touchdown,14:05:16
2014-10-12,GP294F,Star Oddi DST-Tilt,footrope,center,touchdown,15:20:48
2014-10-12,GP288F,Star Oddi DST-Tilt,footrope,center,touchdown,16:23:34
2014-07-10,GP264A1,Star Oddi DST-Tilt,footrope,center,touchdown,6:18:28
2014-07-09,GP264A1,Star Oddi DST-Tilt,footrope,center,touchdown,9:26:35
2014-07-11,GP322F,Star Oddi DST-Tilt,footrope,center,touchdown,17:24:54
2014-07-11,GP354A1,Star Oddi DST-Tilt,footrope,center,touchdown,19:49:44
2014-07-11,GP323F,Star Oddi DST-Tilt,footrope,center,touchdown,9:34:50
2014-07-13,GP321F,Star Oddi DST-Tilt,footrope,center,touchdown,10:11:11
