"date","time","tow.id","species","sex","length","length.unit","length.precision","comment"
"2023-07-10","05:38:06","GP354F",40,"",337.7,"mm",1,NA
"2023-07-10","05:38:12","GP354F",40,"",359.9,"mm",1,NA
"2023-07-10","05:38:16","GP354F",40,"",191.2,"mm",1,NA
"2023-07-10","05:38:20","GP354F",40,"",221.6,"mm",1,NA
"2023-07-10","05:38:23","GP354F",40,"",260,"mm",1,NA
"2023-07-10","05:38:25","GP354F",40,"",214.9,"mm",1,NA
"2023-07-10","05:38:28","GP354F",40,"",201.7,"mm",1,NA
"2023-07-10","05:38:43","GP354F",340,"",94.9,"mm",1,NA
"2023-07-10","05:38:48","GP354F",340,"",101.2,"mm",1,NA
"2023-07-10","05:38:51","GP354F",340,"",121,"mm",1,NA
"2023-07-10","05:38:55","GP354F",340,"",102.6,"mm",1,NA
"2023-07-10","08:02:03","GP353F",12,"",540.8,"mm",1,NA
"2023-07-10","08:02:26","GP353F",12,"",516.7,"mm",1,NA
"2023-07-10","08:02:32","GP353F",12,"",616.3,"mm",1,NA
"2023-07-10","08:02:37","GP353F",12,"",516.2,"mm",1,NA
"2023-07-10","08:02:42","GP353F",12,"",587.4,"mm",1,NA
"2023-07-10","08:02:46","GP353F",12,"",400.2,"mm",1,NA
"2023-07-10","08:02:49","GP353F",12,"",327.3,"mm",1,NA
"2023-07-10","08:02:53","GP353F",12,"",458.1,"mm",1,NA
"2023-07-10","08:02:56","GP353F",12,"",545.8,"mm",1,NA
"2023-07-10","08:03:02","GP353F",12,"",410.6,"mm",1,NA
"2023-07-10","08:03:21","GP353F",23,"",246.5,"mm",1,NA
"2023-07-10","08:03:38","GP353F",23,"",241.4,"mm",1,NA
"2023-07-10","08:03:41","GP353F",23,"",243.4,"mm",1,NA
"2023-07-10","08:03:45","GP353F",23,"",216.2,"mm",1,NA
"2023-07-10","08:03:48","GP353F",23,"",249.2,"mm",1,NA
"2023-07-10","08:03:52","GP353F",23,"",235.8,"mm",1,NA
"2023-07-10","08:03:55","GP353F",23,"",221.9,"mm",1,NA
"2023-07-10","08:03:58","GP353F",23,"",239.4,"mm",1,NA
"2023-07-10","08:04:02","GP353F",23,"",239.2,"mm",1,NA
"2023-07-10","08:04:08","GP353F",23,"",235.7,"mm",1,NA
"2023-07-10","08:04:10","GP353F",23,"",254.5,"mm",1,NA
"2023-07-10","08:04:13","GP353F",23,"",239.1,"mm",1,NA
"2023-07-10","08:04:17","GP353F",23,"",228.6,"mm",1,NA
"2023-07-10","08:04:20","GP353F",23,"",231.7,"mm",1,NA
"2023-07-10","08:04:22","GP353F",23,"",223.3,"mm",1,NA
"2023-07-10","08:04:26","GP353F",23,"",248.6,"mm",1,NA
"2023-07-10","08:04:29","GP353F",23,"",255.8,"mm",1,NA
"2023-07-10","08:04:32","GP353F",23,"",229.2,"mm",1,NA
"2023-07-10","08:04:34","GP353F",23,"",209.9,"mm",1,NA
"2023-07-10","08:04:38","GP353F",23,"",260.9,"mm",1,NA
"2023-07-10","08:04:41","GP353F",23,"",258.5,"mm",1,NA
"2023-07-10","08:04:46","GP353F",23,"",226.2,"mm",1,NA
"2023-07-10","08:04:50","GP353F",23,"",227.2,"mm",1,NA
"2023-07-10","08:04:52","GP353F",23,"",243.7,"mm",1,NA
"2023-07-10","08:04:56","GP353F",23,"",236,"mm",1,NA
"2023-07-10","08:05:00","GP353F",23,"",256,"mm",1,NA
"2023-07-10","08:05:03","GP353F",23,"",236.6,"mm",1,NA
"2023-07-10","08:05:06","GP353F",23,"",268.5,"mm",1,NA
"2023-07-10","08:05:09","GP353F",23,"",230.1,"mm",1,NA
"2023-07-10","08:05:13","GP353F",23,"",237.7,"mm",1,NA
"2023-07-10","08:05:16","GP353F",23,"",236.2,"mm",1,NA
"2023-07-10","08:05:20","GP353F",23,"",232.1,"mm",1,NA
"2023-07-10","08:05:23","GP353F",23,"",215,"mm",1,NA
"2023-07-10","08:05:26","GP353F",23,"",234.5,"mm",1,NA
"2023-07-10","08:05:30","GP353F",23,"",230.2,"mm",1,NA
"2023-07-10","08:05:33","GP353F",23,"",210.1,"mm",1,NA
"2023-07-10","08:05:36","GP353F",23,"",255.4,"mm",1,NA
"2023-07-10","08:05:43","GP353F",23,"",246.9,"mm",1,NA
"2023-07-10","08:05:45","GP353F",23,"",248.5,"mm",1,NA
"2023-07-10","08:05:50","GP353F",23,"",235.4,"mm",1,NA
"2023-07-10","08:05:53","GP353F",23,"",262.3,"mm",1,NA
"2023-07-10","08:05:56","GP353F",23,"",233.7,"mm",1,NA
"2023-07-10","08:06:00","GP353F",23,"",259.5,"mm",1,NA
"2023-07-10","08:06:03","GP353F",23,"",273.1,"mm",1,NA
"2023-07-10","08:06:06","GP353F",23,"",237.1,"mm",1,NA
"2023-07-10","08:06:15","GP353F",23,"",230.2,"mm",1,NA
"2023-07-10","08:06:18","GP353F",23,"",239.3,"mm",1,NA
"2023-07-10","08:06:21","GP353F",23,"",222.7,"mm",1,NA
"2023-07-10","08:06:24","GP353F",23,"",232.8,"mm",1,NA
"2023-07-10","08:06:29","GP353F",23,"",262.5,"mm",1,NA
"2023-07-10","08:06:33","GP353F",23,"",286.5,"mm",1,NA
"2023-07-10","08:06:37","GP353F",23,"",232.5,"mm",1,NA
"2023-07-10","08:06:40","GP353F",23,"",226.3,"mm",1,NA
"2023-07-10","08:06:43","GP353F",23,"",247.4,"mm",1,NA
"2023-07-10","08:06:46","GP353F",23,"",259.7,"mm",1,NA
"2023-07-10","08:06:50","GP353F",23,"",227.7,"mm",1,NA
"2023-07-10","08:06:53","GP353F",23,"",233.7,"mm",1,NA
"2023-07-10","08:06:56","GP353F",23,"",255,"mm",1,NA
"2023-07-10","08:07:00","GP353F",23,"",230.2,"mm",1,NA
"2023-07-10","08:07:03","GP353F",23,"",238.1,"mm",1,NA
"2023-07-10","08:07:06","GP353F",23,"",243.5,"mm",1,NA
"2023-07-10","08:07:10","GP353F",23,"",232,"mm",1,NA
"2023-07-10","08:07:13","GP353F",23,"",242.9,"mm",1,NA
"2023-07-10","08:07:17","GP353F",23,"",223.7,"mm",1,NA
"2023-07-10","08:07:23","GP353F",23,"",243.6,"mm",1,NA
"2023-07-10","08:07:29","GP353F",23,"",230.4,"mm",1,NA
"2023-07-10","08:07:33","GP353F",23,"",229.3,"mm",1,NA
"2023-07-10","08:07:37","GP353F",23,"",239.3,"mm",1,NA
"2023-07-10","08:07:40","GP353F",23,"",226.9,"mm",1,NA
"2023-07-10","08:07:43","GP353F",23,"",238.7,"mm",1,NA
"2023-07-10","08:07:46","GP353F",23,"",237.7,"mm",1,NA
"2023-07-10","08:07:51","GP353F",23,"",224.9,"mm",1,NA
"2023-07-10","08:07:54","GP353F",23,"",249.6,"mm",1,NA
"2023-07-10","08:07:57","GP353F",23,"",241.3,"mm",1,NA
"2023-07-10","08:08:00","GP353F",23,"",234.2,"mm",1,NA
"2023-07-10","08:08:03","GP353F",23,"",244,"mm",1,NA
"2023-07-10","08:08:06","GP353F",23,"",239,"mm",1,NA
"2023-07-10","08:08:10","GP353F",23,"",231.5,"mm",1,NA
"2023-07-10","08:08:13","GP353F",23,"",257.7,"mm",1,NA
"2023-07-10","08:08:16","GP353F",23,"",231.9,"mm",1,NA
"2023-07-10","08:08:19","GP353F",23,"",233.8,"mm",1,NA
"2023-07-10","08:08:26","GP353F",23,"",239,"mm",1,NA
"2023-07-10","08:08:30","GP353F",23,"",240.1,"mm",1,NA
"2023-07-10","08:08:34","GP353F",23,"",233.5,"mm",1,NA
"2023-07-10","08:08:37","GP353F",23,"",204.2,"mm",1,NA
"2023-07-10","08:08:41","GP353F",23,"",241.4,"mm",1,NA
"2023-07-10","08:08:45","GP353F",23,"",241.1,"mm",1,NA
"2023-07-10","08:08:48","GP353F",23,"",253.7,"mm",1,NA
"2023-07-10","08:08:52","GP353F",23,"",253.2,"mm",1,NA
"2023-07-10","08:08:56","GP353F",23,"",223,"mm",1,NA
"2023-07-10","08:09:00","GP353F",23,"",245.3,"mm",1,NA
"2023-07-10","08:09:07","GP353F",23,"",240.8,"mm",1,NA
"2023-07-10","08:09:11","GP353F",23,"",236.6,"mm",1,NA
"2023-07-10","08:09:14","GP353F",23,"",235.7,"mm",1,NA
"2023-07-10","08:09:17","GP353F",23,"",235.3,"mm",1,NA
"2023-07-10","08:09:20","GP353F",23,"",256.3,"mm",1,NA
"2023-07-10","08:09:25","GP353F",23,"",274.6,"mm",1,NA
"2023-07-10","08:09:28","GP353F",23,"",263.3,"mm",1,NA
"2023-07-10","08:09:31","GP353F",23,"",271.2,"mm",1,NA
"2023-07-10","08:09:34","GP353F",23,"",216.7,"mm",1,NA
"2023-07-10","08:10:56","GP353F",201,"",463.2,"mm",1,NA
"2023-07-10","08:11:00","GP353F",201,"",584.2,"mm",1,NA
"2023-07-10","08:11:22","GP353F",202,"",408.5,"mm",1,NA
"2023-07-10","08:11:34","GP353F",41,"",322.6,"mm",1,NA
"2023-07-10","08:11:48","GP353F",40,"",240.5,"mm",1,NA
"2023-07-10","08:11:51","GP353F",40,"",200.9,"mm",1,NA
"2023-07-10","08:12:06","GP353F",114,"",193.5,"mm",1,NA
"2023-07-10","08:12:23","GP353F",221,"",372.9,"mm",1,NA
"2023-07-10","08:12:28","GP353F",221,"",338.7,"mm",1,NA
"2023-07-10","08:12:33","GP353F",221,"",334.6,"mm",1,NA
"2023-07-10","08:12:38","GP353F",221,"",327.6,"mm",1,NA
"2023-07-10","08:12:41","GP353F",221,"",356.2,"mm",1,NA
"2023-07-10","08:12:46","GP353F",221,"",300.6,"mm",1,NA
"2023-07-10","08:13:08","GP353F",14,"",332.7,"mm",1,NA
"2023-07-10","08:13:15","GP353F",14,"",284.3,"mm",1,NA
"2023-07-10","08:13:19","GP353F",14,"",300.5,"mm",1,NA
"2023-07-10","08:13:22","GP353F",14,"",307.3,"mm",1,NA
"2023-07-10","08:13:26","GP353F",14,"",283.5,"mm",1,NA
"2023-07-10","08:13:29","GP353F",14,"",291.5,"mm",1,NA
"2023-07-10","08:13:32","GP353F",14,"",339.3,"mm",1,NA
"2023-07-10","08:13:35","GP353F",14,"",305.5,"mm",1,NA
"2023-07-10","08:13:38","GP353F",14,"",336.6,"mm",1,NA
"2023-07-10","08:13:41","GP353F",14,"",335.8,"mm",1,NA
"2023-07-10","08:13:45","GP353F",14,"",256.6,"mm",1,NA
"2023-07-10","08:13:48","GP353F",14,"",254.5,"mm",1,NA
"2023-07-10","08:13:51","GP353F",14,"",355.8,"mm",1,NA
"2023-07-10","08:13:53","GP353F",14,"",311,"mm",1,NA
"2023-07-10","08:13:56","GP353F",14,"",272.7,"mm",1,NA
"2023-07-10","08:13:59","GP353F",14,"",255,"mm",1,NA
"2023-07-10","08:14:28","GP353F",410,"",279.8,"mm",1,NA
"2023-07-10","08:14:33","GP353F",410,"",223.6,"mm",1,NA
"2023-07-10","08:14:36","GP353F",410,"",143.6,"mm",1,NA
"2023-07-10","08:14:40","GP353F",410,"",240,"mm",1,NA
"2023-07-10","08:14:42","GP353F",410,"",230.3,"mm",1,NA
"2023-07-10","08:14:45","GP353F",410,"",288.1,"mm",1,NA
"2023-07-10","08:14:48","GP353F",410,"",281.8,"mm",1,NA
"2023-07-10","08:14:51","GP353F",410,"",226.9,"mm",1,NA
"2023-07-10","08:14:54","GP353F",410,"",223.9,"mm",1,NA
"2023-07-10","08:14:57","GP353F",410,"",261.1,"mm",1,NA
"2023-07-10","08:15:00","GP353F",410,"",223.9,"mm",1,NA
"2023-07-10","08:15:03","GP353F",410,"",289.9,"mm",1,NA
"2023-07-10","08:15:06","GP353F",410,"",143.7,"mm",1,NA
"2023-07-10","08:15:09","GP353F",410,"",259.4,"mm",1,NA
"2023-07-10","10:38:26","GP350F",23,"",245.7,"mm",1,NA
"2023-07-10","10:38:30","GP350F",23,"",208.2,"mm",1,NA
"2023-07-10","10:38:34","GP350F",23,"",234.5,"mm",1,NA
"2023-07-10","10:38:36","GP350F",23,"",215.1,"mm",1,NA
"2023-07-10","10:38:39","GP350F",23,"",228.7,"mm",1,NA
"2023-07-10","10:38:42","GP350F",23,"",233,"mm",1,NA
"2023-07-10","10:38:45","GP350F",23,"",224.3,"mm",1,NA
"2023-07-10","10:38:49","GP350F",23,"",251.3,"mm",1,NA
"2023-07-10","10:38:53","GP350F",23,"",196.7,"mm",1,NA
"2023-07-10","10:38:56","GP350F",23,"",161.4,"mm",1,NA
"2023-07-10","10:39:00","GP350F",23,"",192.6,"mm",1,NA
"2023-07-10","10:39:03","GP350F",23,"",212.5,"mm",1,NA
"2023-07-10","10:39:08","GP350F",23,"",272.6,"mm",1,NA
"2023-07-10","10:39:12","GP350F",23,"",154.8,"mm",1,NA
"2023-07-10","10:39:15","GP350F",23,"",263.3,"mm",1,NA
"2023-07-10","10:39:22","GP350F",23,"",172.2,"mm",1,NA
"2023-07-10","10:39:26","GP350F",23,"",213.1,"mm",1,NA
"2023-07-10","10:39:33","GP350F",23,"",328.9,"mm",1,NA
"2023-07-10","10:39:39","GP350F",23,"",207.6,"mm",1,NA
"2023-07-10","10:39:43","GP350F",23,"",221.9,"mm",1,NA
"2023-07-10","10:39:47","GP350F",23,"",140.2,"mm",1,NA
"2023-07-10","10:39:52","GP350F",23,"",223.5,"mm",1,NA
"2023-07-10","10:39:55","GP350F",23,"",219.8,"mm",1,NA
"2023-07-10","10:39:58","GP350F",23,"",176.2,"mm",1,NA
"2023-07-10","10:40:01","GP350F",23,"",166.6,"mm",1,NA
"2023-07-10","10:40:06","GP350F",23,"",225.8,"mm",1,NA
"2023-07-10","10:40:09","GP350F",23,"",168.4,"mm",1,NA
"2023-07-10","10:40:13","GP350F",23,"",181.9,"mm",1,NA
"2023-07-10","10:40:16","GP350F",23,"",208.6,"mm",1,NA
"2023-07-10","10:40:19","GP350F",23,"",238.9,"mm",1,NA
"2023-07-10","10:40:22","GP350F",23,"",167.1,"mm",1,NA
"2023-07-10","10:40:27","GP350F",23,"",212.5,"mm",1,NA
"2023-07-10","10:40:36","GP350F",23,"",216.5,"mm",1,NA
"2023-07-10","10:40:39","GP350F",23,"",237.7,"mm",1,NA
"2023-07-10","10:40:42","GP350F",23,"",212.6,"mm",1,NA
"2023-07-10","10:40:45","GP350F",23,"",171.6,"mm",1,NA
"2023-07-10","10:40:47","GP350F",23,"",244,"mm",1,NA
"2023-07-10","10:40:50","GP350F",23,"",235.7,"mm",1,NA
"2023-07-10","10:40:53","GP350F",23,"",233.2,"mm",1,NA
"2023-07-10","10:40:56","GP350F",23,"",196.8,"mm",1,NA
"2023-07-10","10:40:59","GP350F",23,"",202.5,"mm",1,NA
"2023-07-10","10:41:03","GP350F",23,"",171.7,"mm",1,NA
"2023-07-10","10:41:06","GP350F",23,"",150.4,"mm",1,NA
"2023-07-10","10:41:09","GP350F",23,"",229.6,"mm",1,NA
"2023-07-10","10:41:12","GP350F",23,"",181.4,"mm",1,NA
"2023-07-10","10:41:15","GP350F",23,"",195.8,"mm",1,NA
"2023-07-10","10:41:18","GP350F",23,"",239.3,"mm",1,NA
"2023-07-10","10:41:21","GP350F",23,"",184.6,"mm",1,NA
"2023-07-10","10:41:24","GP350F",23,"",194.5,"mm",1,NA
"2023-07-10","10:41:28","GP350F",23,"",186.2,"mm",1,NA
"2023-07-10","10:41:31","GP350F",23,"",187.5,"mm",1,NA
"2023-07-10","10:41:34","GP350F",23,"",181.4,"mm",1,NA
"2023-07-10","10:41:37","GP350F",23,"",208.4,"mm",1,NA
"2023-07-10","10:41:40","GP350F",23,"",166.6,"mm",1,NA
"2023-07-10","10:41:43","GP350F",23,"",245.3,"mm",1,NA
"2023-07-10","10:41:50","GP350F",23,"",122.3,"mm",1,NA
"2023-07-10","10:41:54","GP350F",23,"",204.2,"mm",1,NA
"2023-07-10","10:41:57","GP350F",23,"",180.2,"mm",1,NA
"2023-07-10","10:42:00","GP350F",23,"",212.2,"mm",1,NA
"2023-07-10","10:42:03","GP350F",23,"",266,"mm",1,NA
"2023-07-10","10:42:06","GP350F",23,"",228.6,"mm",1,NA
"2023-07-10","10:42:09","GP350F",23,"",177.3,"mm",1,NA
"2023-07-10","10:42:12","GP350F",23,"",181.7,"mm",1,NA
"2023-07-10","10:42:15","GP350F",23,"",140.1,"mm",1,NA
"2023-07-10","10:42:18","GP350F",23,"",185.1,"mm",1,NA
"2023-07-10","10:42:21","GP350F",23,"",213.1,"mm",1,NA
"2023-07-10","10:42:26","GP350F",23,"",191.5,"mm",1,NA
"2023-07-10","10:42:29","GP350F",23,"",152.3,"mm",1,NA
"2023-07-10","10:42:32","GP350F",23,"",238.9,"mm",1,NA
"2023-07-10","10:42:35","GP350F",23,"",177.1,"mm",1,NA
"2023-07-10","10:42:38","GP350F",23,"",135.6,"mm",1,NA
"2023-07-10","10:42:41","GP350F",23,"",258.7,"mm",1,NA
"2023-07-10","10:42:47","GP350F",23,"",161.9,"mm",1,NA
"2023-07-10","10:42:51","GP350F",23,"",194.2,"mm",1,NA
"2023-07-10","10:42:54","GP350F",23,"",174.5,"mm",1,NA
"2023-07-10","10:42:57","GP350F",23,"",161.7,"mm",1,NA
"2023-07-10","10:43:00","GP350F",23,"",238,"mm",1,NA
"2023-07-10","10:43:04","GP350F",23,"",166.4,"mm",1,NA
"2023-07-10","10:43:07","GP350F",23,"",271,"mm",1,NA
"2023-07-10","10:43:11","GP350F",23,"",266.7,"mm",1,NA
"2023-07-10","10:43:15","GP350F",23,"",242.3,"mm",1,NA
"2023-07-10","10:43:18","GP350F",23,"",212.3,"mm",1,NA
"2023-07-10","10:43:22","GP350F",23,"",208.4,"mm",1,NA
"2023-07-10","10:43:25","GP350F",23,"",242.2,"mm",1,NA
"2023-07-10","10:43:28","GP350F",23,"",264.7,"mm",1,NA
"2023-07-10","10:43:31","GP350F",23,"",207.9,"mm",1,NA
"2023-07-10","10:43:34","GP350F",23,"",224.6,"mm",1,NA
"2023-07-10","10:43:37","GP350F",23,"",192.1,"mm",1,NA
"2023-07-10","10:43:40","GP350F",23,"",171.8,"mm",1,NA
"2023-07-10","10:43:43","GP350F",23,"",172.6,"mm",1,NA
"2023-07-10","10:43:46","GP350F",23,"",169.5,"mm",1,NA
"2023-07-10","10:43:48","GP350F",23,"",212.3,"mm",1,NA
"2023-07-10","10:43:51","GP350F",23,"",138.8,"mm",1,NA
"2023-07-10","10:43:55","GP350F",23,"",173.2,"mm",1,NA
"2023-07-10","10:43:58","GP350F",23,"",189.9,"mm",1,NA
"2023-07-10","10:44:01","GP350F",23,"",158.1,"mm",1,NA
"2023-07-10","10:44:04","GP350F",23,"",238.8,"mm",1,NA
"2023-07-10","10:44:10","GP350F",23,"",231.6,"mm",1,NA
"2023-07-10","10:44:12","GP350F",23,"",150,"mm",1,NA
"2023-07-10","10:44:15","GP350F",23,"",159.1,"mm",1,NA
"2023-07-10","10:44:46","GP350F",40,"",313.8,"mm",1,NA
"2023-07-10","10:44:48","GP350F",40,"",410.4,"mm",1,NA
"2023-07-10","10:44:51","GP350F",40,"",311.9,"mm",1,NA
"2023-07-10","10:44:54","GP350F",40,"",284.7,"mm",1,NA
"2023-07-10","10:44:57","GP350F",40,"",325,"mm",1,NA
"2023-07-10","10:45:00","GP350F",40,"",297.9,"mm",1,NA
"2023-07-10","10:45:03","GP350F",40,"",290.6,"mm",1,NA
"2023-07-10","10:45:05","GP350F",40,"",374.2,"mm",1,NA
"2023-07-10","10:45:08","GP350F",40,"",358.2,"mm",1,NA
"2023-07-10","10:45:10","GP350F",40,"",337.2,"mm",1,NA
"2023-07-10","10:45:13","GP350F",40,"",294.4,"mm",1,NA
"2023-07-10","10:45:15","GP350F",40,"",304.9,"mm",1,NA
"2023-07-10","10:45:19","GP350F",40,"",270.2,"mm",1,NA
"2023-07-10","10:45:22","GP350F",40,"",301.8,"mm",1,NA
"2023-07-10","10:45:24","GP350F",40,"",107.4,"mm",1,NA
"2023-07-10","10:45:27","GP350F",40,"",292.1,"mm",1,NA
"2023-07-10","10:45:30","GP350F",40,"",326.5,"mm",1,NA
"2023-07-10","10:45:33","GP350F",40,"",365.2,"mm",1,NA
"2023-07-10","10:45:36","GP350F",40,"",265,"mm",1,NA
"2023-07-10","10:45:39","GP350F",40,"",343.9,"mm",1,NA
"2023-07-10","10:45:42","GP350F",40,"",306.5,"mm",1,NA
"2023-07-10","10:45:44","GP350F",40,"",318.7,"mm",1,NA
"2023-07-10","10:45:47","GP350F",40,"",360.5,"mm",1,NA
"2023-07-10","10:45:49","GP350F",40,"",180.4,"mm",1,NA
"2023-07-10","10:45:52","GP350F",40,"",282.7,"mm",1,NA
"2023-07-10","10:45:55","GP350F",40,"",305.4,"mm",1,NA
"2023-07-10","10:45:58","GP350F",40,"",261.4,"mm",1,NA
"2023-07-10","10:46:01","GP350F",40,"",293.4,"mm",1,NA
"2023-07-10","10:46:03","GP350F",40,"",327.9,"mm",1,NA
"2023-07-10","10:46:06","GP350F",40,"",343.4,"mm",1,NA
"2023-07-10","10:46:08","GP350F",40,"",360.5,"mm",1,NA
"2023-07-10","10:46:11","GP350F",40,"",293,"mm",1,NA
"2023-07-10","10:46:14","GP350F",40,"",233.4,"mm",1,NA
"2023-07-10","10:46:17","GP350F",40,"",389.1,"mm",1,NA
"2023-07-10","10:46:20","GP350F",40,"",305.3,"mm",1,NA
"2023-07-10","10:46:22","GP350F",40,"",297.1,"mm",1,NA
"2023-07-10","10:46:25","GP350F",40,"",357.7,"mm",1,NA
"2023-07-10","10:46:28","GP350F",40,"",302.3,"mm",1,NA
"2023-07-10","10:46:32","GP350F",40,"",248.8,"mm",1,NA
"2023-07-10","10:46:35","GP350F",40,"",315.6,"mm",1,NA
"2023-07-10","10:46:38","GP350F",40,"",290.3,"mm",1,NA
"2023-07-10","10:46:41","GP350F",40,"",303.7,"mm",1,NA
"2023-07-10","10:46:44","GP350F",40,"",269.3,"mm",1,NA
