"date","tow.id","swept.area","swept.area.method"
2023-08-22,"GP117F",3609.4,"TMB"
2023-08-23,"GP097F",1932.3,"TMB"
2023-08-23,"GP090F",3151,"TMB"
2023-08-23,"GP091F",2745.8,"TMB"
2023-08-23,"GP079F",2631.2,"TMB"
2023-08-23,"GP104F",2274.9,"TMB"
2023-08-23,"GP140F",4092,"TMB"
2023-08-23,"GP132F",3020.1,"TMB"
2023-08-23,"GP119F",2178.9,"TMB"
2023-08-24,"GP108FR1",2497.2,"TMB"
2023-08-24,"GP102F",3624.3,"TMB"
2023-08-24,"GP093F",2977.6,"TMB"
2023-08-24,"GP095F",3617.1,"TMB"
2023-08-24,"GP111F",3573.5,"TMB"
2023-08-24,"GP110FR1",3215,"TMB"
2023-08-24,"GP129F",2813.7,"TMB"
2023-08-24,"GP144F",2682.1,"TMB"
2023-08-24,"GP136F",2800.9,"TMB"
2023-08-24,"GP135F",3455,"TMB"
2023-08-24,"GP131F",3767.1,"TMB"
2023-08-25,"GP279F",3126.5,"TMB"
2023-08-25,"GP275F",2639.5,"TMB"
2023-08-25,"GP291F",3064.5,"TMB"
2023-08-25,"GP296F",2900.8,"TMB"
2023-08-25,"GP297F",2324.8,"TMB"
2023-08-25,"GP285F",2304.6,"TMB"
2023-08-28,"GP137F",2984.3,"TMB"
2023-08-28,"GP145F",3401.3,"TMB"
2023-08-28,"GP155F",2804.5,"TMB"
2023-08-28,"GP171F",2399.3,"TMB"
2023-08-28,"GP173F",2800.7,"TMB"
2023-08-28,"GP167F",2537.7,"TMB"
2023-08-28,"GP186F",2719.6,"TMB"
2023-08-28,"GP182F",2767.7,"TMB"
2023-08-28,"GP194F",3140.4,"TMB"
2023-08-28,"GP199F",3356.6,"TMB"
2023-08-29,"GP333F",3585.3,"TMB"
2023-08-29,"GP337F",2808.4,"TMB"
2023-08-29,"GP345F",2209.9,"TMB"
2023-08-29,"GP355FR2",3583.7,"TMB"
2023-08-29,"GP347F",2385.9,"TMB"
2023-08-29,"GP349F",2255.4,"TMB"
2023-08-29,"GP348F",1903.4,"TMB"
2023-08-29,"GP343F",2723.8,"TMB"
2023-08-30,"GP311F",3152.1,"TMB"
2023-08-30,"GP329F",2962,"TMB"
2023-08-30,"GP339F",2797.2,"TMB"
2023-08-30,"GP340F",2986,"TMB"
2023-08-30,"GP338F",2683.4,"TMB"
2023-08-30,"GP332F",2949.4,"TMB"
2023-09-01,"GP305F",3039.8,"TMB"
2023-09-01,"GP319F",2963.9,"TMB"
2023-09-01,"GP336F",2906.5,"TMB"
2023-09-01,"GP330F",3348.6,"TMB"
2023-09-01,"GP318F",3244.5,"TMB"
2023-09-01,"GP322F",3389,"TMB"
2023-09-01,"GP327F",2630.3,"TMB"
2023-09-01,"GP317F",2792.5,"TMB"
2023-09-01,"GP307F",3165.6,"TMB"
2023-09-01,"GP309F",2831.4,"TMB"
2023-09-02,"GP302F",3483.5,"TMB"
2023-09-02,"GP304F",3022.4,"TMB"
2023-09-02,"GP299F",2994.2,"TMB"
2023-09-02,"GP288F",2978.2,"TMB"
2023-09-02,"GP283FR1",3269.1,"TMB"
2023-09-02,"GP268F",2867.7,"TMB"
2023-09-02,"GP274F",2383.6,"TMB"
2023-09-02,"GP272F",2562.5,"TMB"
2023-09-02,"GP267F",2988.2,"TMB"
2023-09-02,"GP254F",1854.4,"TMB"
2023-09-02,"GP256F",1922.4,"TMB"
2023-09-03,"GP241F",3043.6,"TMB"
2023-09-03,"GP231F",1949.7,"TMB"
2023-09-03,"GP238F",2941.1,"TMB"
2023-09-03,"GP262F",2042.5,"TMB"
2023-09-03,"GP266F",1706.1,"TMB"
2023-09-03,"GP264F",1716.7,"TMB"
2023-09-03,"GP270F",2249.2,"TMB"
2023-09-03,"GP271F",2109.8,"TMB"
2023-09-03,"GP277F",2463.7,"TMB"
2023-09-03,"GP294F",2700,"TMB"
2023-09-03,"GP284F",2766.8,"TMB"
2023-09-03,"GP276F",3666.9,"TMB"
2023-09-04,"GP280F",1927.9,"TMB"
2023-09-04,"GP289F",2817.1,"TMB"
2023-09-04,"GP301F",2830.7,"TMB"
2023-09-04,"GP298F",3160.4,"TMB"
2023-09-04,"GP306F",2638.7,"TMB"
2023-09-04,"GP286F",2967.1,"TMB"
