"date","start.time","cruise","station","stratum","block.number","valid","experiment","distance","duration","longitude.start","longitude.end","latitude.start","latitude.end","card.type","set.number","gear","auxiliary","speed","depth.start","depth.end","wind.direction","wind.force","tide","surface.temperature","bottom.temperature","warp.port","warp.starboard","comment"
"2019-07-09","09:51:00","P140","",402,3,1,1,0.58,15,6419.9,6420.22,4621.36,4621.9,5,1,14,1,2.6,10,11,8,4,1,NA,NA,NA,NA,""
"2019-07-09","12:46:00","P140","",NA,3,1,1,0.69,15,6419.7,6419.01,4635.57,4635.07,5,2,14,1,2.5,5,5,8,3,1,NA,NA,40,40,""
"2019-07-09","15:00:00","P140","",402,3,1,1,0.62,15,6411.86,6412.71,4632.13,4632.32,5,3,14,1,2.5,11,11,8,3,1,NA,NA,45,45,""
"2019-07-10","07:49:00","P140","",NA,3,1,1,0.64,15,6423.11,6423.39,4618.37,4618.98,5,4,14,1,2.5,11,12,1,4,1,NA,NA,45,45,"herring measurements to this set in cm. As opposed to mm. Lobster trap in port side of trawl. No rips. Caught on footgear. Set valid."
"2019-07-10","12:33:00","P140","10",402,3,1,1,0.39,10,6411.88,6412.29,4626.02,4626.29,5,5,14,1,2.5,11,12,1,5,1,NA,NA,46,46,"10 minute tows with new trawl starting with this set."
"2019-07-10","14:55:00","P140","",NA,NA,1,1,NA,10,6409.14,6409.78,4627.93,4627.94,5,6,14,1,2.5,8,9,1,4,1,NA,NA,40,40,""
"2019-07-11","07:53:00","P140","",402,3,1,1,0.62,15,6420.15,6420.13,4622.2,4621.58,5,7,13,1,2.5,12,10,8,3,1,NA,NA,45,45,""
"2019-07-11","09:41:00","P140","",402,3,1,1,0.65,15,6411.8,6411.66,4631.92,4631.28,5,8,13,1,2.5,11,10,1,2,1,NA,NA,45,45,""
"2019-07-11","11:30:00","P140","",402,3,1,1,0.65,15,6411.61,6411.77,4625.65,4625.01,5,9,13,1,2.5,12,12,1,2,1,NA,NA,45,45,""
"2019-07-11","13:44:00","P140","",NA,3,1,1,0.64,15,6409.13,6410.04,4627.95,4627.83,5,10,13,1,2.5,8,9,7,3,1,NA,NA,42,42,""
"2019-07-11","15:33:00","P140","",NA,3,1,1,0.63,15,6422.85,6423.09,4617.69,4618.3,5,11,13,1,2.5,9,10,4,4,1,NA,NA,45,45,""
"2019-07-12","08:04:00","P140","",NA,3,1,1,0.62,15,6431.77,6431.27,4626.16,4625.65,5,12,13,1,2.5,6,7,4,4,1,NA,NA,37,37,""
"2019-07-12","09:45:00","P140","",NA,1,1,1,0.62,15,6439.95,6439.43,4633.96,4633.45,5,13,13,1,2.5,8,8,4,4,1,NA,NA,41,41,""
"2019-07-12","12:41:00","P140","",421,1,1,1,0.28,15,6434.34,6434.08,4644.1,4643.89,5,14,13,1,2.5,20,21,4,5,1,NA,NA,75,75,""
"2019-07-12","14:42:00","P140","",NA,1,1,1,0.64,15,6434.5,6434.16,4640.14,4639.54,5,15,13,1,2.5,16,14,4,5,1,NA,NA,51,51,""
"2019-07-13","08:26:00","P140","",NA,3,1,1,0.41,10,6431.96,6431.69,4626.51,4626.14,5,16,14,1,2.5,7,6,4,4,1,NA,NA,43,43,""
"2019-07-13","10:28:00","P140","",NA,1,1,1,0.4,10,6440.4,6439.94,4634.25,4634.01,5,17,14,1,2.5,7,9,4,4,1,NA,NA,44,44,""
"2019-07-13","13:26:00","P140","",NA,1,1,1,0.41,10,6434.55,6434.54,4639.85,4639.44,5,18,14,1,2.5,15,16,4,4,1,NA,NA,55,55,""
"2019-07-13","15:48:00","P140","",421,1,1,1,0.44,10,6434.35,6434.05,4643.65,4643.26,5,19,14,1,2.5,20,20,4,4,1,NA,NA,67,67,""
"2019-07-14","07:02:00","P140","",NA,1,1,1,0.43,10,6445.94,6445.66,4653.92,4653.53,5,20,14,1,2.5,11,13,4,4,1,NA,NA,46,46,""
"2019-07-14","10:51:00","P140","",NA,1,1,1,0.39,10,6440.19,6440,4653.97,4653.6,5,21,14,1,2.5,19,21,4,4,1,NA,NA,71,71,""
"2019-07-14","13:56:00","P140","",420,1,0,3,0.44,10,6437.26,6437.1,4700.2,4659.77,5,22,14,1,2.5,19,22,4,4,1,NA,NA,75,75,""
"2019-07-14","14:40:00","P140","",420,1,1,1,0.44,10,6437.21,6437.11,4659.93,4659.5,5,23,14,1,2.5,20,22,4,4,1,NA,NA,71,71,""
"2019-07-14","15:47:00","P140","",420,1,1,1,0.44,10,6434.47,6434.4,4657.72,4657.28,5,24,14,1,2.5,26,26,4,3,1,NA,NA,80,80,""
"2019-07-15","07:18:00","P140","",421,2,1,1,0.44,10,6417.74,6418.1,4655.7,4655.33,5,25,14,1,2.5,25,24,7,5,1,NA,NA,83,83,""
"2019-07-15","09:08:00","P140","",421,2,1,1,0.43,10,6420.44,6420.88,4651.75,4651.44,5,26,14,1,2.5,22,22,7,5,1,NA,NA,80,80,""
"2019-07-15","11:21:00","P140","",NA,1,0,3,0.4,10,6437.46,6437.5,4643.89,4643.49,5,27,14,1,2.5,16,14,7,3,1,NA,NA,51,51,""
"2019-07-23","08:45:00","P140","",NA,3,1,1,0.63,15,6417.81,6416.96,4620.18,4619.95,5,28,13,1,2.5,7,14,4,0,1,NA,NA,NA,NA,""
"2019-07-23","10:28:00","P140","",NA,3,1,1,0.61,15,6414.81,6413.95,4616.03,4615.92,5,29,13,1,2.6,10,10,4,0,1,NA,NA,NA,NA,""
