"date","zone","tow.id","tow.number","valid","longitude","latitude","longitude.start.logbook","longitude.end.logbook","latitude.start.logbook","latitude.end.logbook","start.time","end.time","start.time.logbook","end.time.logbook","depth","bottom.temperature","warp","swept.area","swept.area.method","groundfish.sample","water.sample","comment","haul.time","touchdown.time","liftoff.time"
"2017-07-11","F","GP315A2",8,1,NA,NA,6105534,6105455,4750477,4750649,"14:57:40","15:02:45","14:57:46","15:02:45",27,0.8,75,2692,"model",0,0,"Stable ~ 2.1 kts","15:04:09","14:57:27","15:03:00"
"2017-07-11","F","GP324F",9,1,NA,NA,6058162,6057957,4754996,4755106,"16:38:43","16:44:09","16:39:08","16:44:09",47,0.6,150,2762,"model",1,0,"Stable ~ 2.1 kts","16:47:31","16:38:41","16:44:46"
"2017-07-11","F","GP313F",10,1,NA,NA,6106521,6106352,4757995,4758136,"18:09:16","18:14:51","18:09:52","18:14:51",45,0.6,150,2674,"model",0,0,"Stable ~ 2.2 kts","18:18:41","18:09:21","18:15:57"
"2017-07-12","12","GP320F",1,1,NA,NA,6101509,6101276,4802061,4802147,"06:07:43","06:12:45","06:07:43","06:12:45",156,6.4,475,2670.1,"average",1,0,"Stable ~ 2.1 kts","6:26:37","6:06:12","6:18:40"
"2017-07-12","12","GP312F",2,1,NA,NA,6107034,6106869,4804671,4804814,"07:59:37","08:04:39","07:59:37","08:04:39",165,6.4,500,2716.4,"average",0,0,"Stable ~ 2.1 kts","8:19:12","7:59:20","8:12:51"
"2017-07-12","12","GP316F",3,1,NA,NA,6104400,6104143,4808326,4808369,"09:43:24","09:48:25","09:43:24","09:48:25",198,6.2,525,2716.4,"average",0,0,"Force a cause de vase ~ 2.1 kts","10:03:55","9:43:52","9:56:41"
"2017-07-12","E","GP295F",4,1,NA,NA,6124362,6124126,4805694,4805626,"18:13:44","18:19:02","18:13:39","18:19:02",52,0.6,150,2638,"model",1,0,"Force ~ 2.1 kts","18:22:28","18:13:42","18:19:19"
"2017-07-12","E","GP293F",5,1,NA,NA,6125922,6125707,4813225,4813134,"20:13:59","20:18:59","20:13:59","20:18:59",198,6.2,525,2616.7,"average",0,0,"Stable ~ 2.0 kts","20:34:19","20:15:58","20:25:04"
"2017-07-13","E","GP282F",1,1,NA,NA,6136932,6136717,4813398,4813292,"05:24:43","05:29:43","05:24:43","05:29:43",172,6.3,525,2653.6,"average",0,0,"Stable ~ 2.2 kts","5:45:48","5:25:35","5:38:28"
"2017-07-13","E","GP269F",2,1,NA,NA,6146474,6146271,4817083,4816990,"07:31:08","07:34:36","07:31:08","07:34:36",186,6.2,525,2566,"average",1,0,"Stable ~ 2.1 kts","7:50:41","7:31:15","7:43:54"
"2017-07-13","E","GP260F",3,1,NA,NA,6153299,6153060,4813921,4813840,"09:21:10","09:25:31","09:20:28","09:25:31",117,6,350,1304,"model",0,0,"Stable ~ 2.1 kts","9:34:50","9:21:20","9:29:24"
"2017-07-13","E","GP250F",4,1,NA,NA,6157206,6156948,4817117,4817112,"10:42:38","10:48:05","10:43:10","10:48:05",132,6,400,2293,"model",0,0,"Accroche et force ~ 2.1 kts","10:58:43","10:42:48","10:52:24"
"2017-07-13","E","GP251F",5,1,NA,NA,6201474,6201196,4814006,4813980,"12:10:20","12:15:48","12:10:47","12:15:48",56,1.6,175,2560,"model",0,0,"Stable ~ 2.1 kts","12:19:47","12:10:26","12:17:08"
"2017-07-13","E","GP237F",6,1,NA,NA,6208345,6208093,4822159,4822111,"14:09:07","14:14:01","14:09:07","14:14:01",157,6.4,475,2578.1,"average",0,0,"Stable ~ 2.1 kts","14:27:57","14:10:26","14:21:25"
"2017-07-13","E","GP235F",7,1,NA,NA,6207149,6206893,4823966,4823912,"15:30:14","15:35:17","15:30:14","15:35:17",198,6.1,525,2578.1,"average",1,0,"Stable ~ 2.1 kts","15:51:17","15:34:34","15:42:41"
"2017-07-13","E","GP203F",8,1,NA,NA,6226957,6226714,4821650,4821591,"18:19:40","18:24:41","18:19:40","18:24:41",139,6.2,400,3087.7,"average",0,0,"Stable ~ 2.0 kts","18:35:36","18:20:51","18:29:40"
"2017-07-13","E","GP187F",9,1,NA,NA,6239038,6238777,4826476,4826477,"20:37:18","20:42:18","20:37:18","20:42:18",183,6.2,525,3187.2,"average",0,0,"Stable ~ 2.1 kts","20:58:15","20:38:09","20:51:37"
"2017-07-14","12","GP072F",1,1,NA,NA,6346206,6346131,4849225,4849401,"05:32:05","05:37:25","05:32:23","05:37:25",100,4.2,300,3169,"model",1,0,"Stable ~ 2.1 kts","5:44:51","5:32:12","5:39:24"
"2017-07-14","12","GP085F",2,1,NA,NA,6333386,6333116,4849843,4849874,"07:13:13","07:18:34","07:13:34","07:18:34",130,5.5,400,2856,"model",0,0,"Stable ~ 2.1 kts","7:28:49","7:13:22","7:24:11"
"2017-07-14","12","GP081F",3,1,NA,NA,6335656,6335519,4853708,4853857,"08:25:26","08:30:24","08:25:26","08:30:24",162,6,475,2828,"average",0,0,"Stable ~ 2.0 kts","8:44:15","8:25:38","8:36:43"
"2017-07-14","12","GP098F",4,1,NA,NA,6325559,6325292,4856455,4856468,"09:59:40","10:04:40","09:59:40","10:04:40",192,6.2,525,2815.7,"average",0,0,"Stable ~ 2.1 kts","10:20:30","10:00:30","10:11:48"
"2017-07-14","12","GP120F",5,1,NA,NA,6315705,6315526,4855287,4855158,"11:27:49","11:32:49","11:27:49","11:32:49",209,6.1,525,2943.1,"average",1,0,"Force a cause de vase ~ 2.1 kts","11:48:36","11:29:21","11:38:17"
"2017-07-14","12","GP109F",6,1,NA,NA,6321352,6321163,4850196,4850077,"13:21:37","13:26:36","13:21:37","13:26:36",167,6.2,500,2943.1,"average",1,0,"Stable ~ 2.1 kts","13:41:26","13:22:01","13:33:48"
"2017-07-14","12","GP122F",7,1,NA,NA,6315566,6315586,4845248,4845072,"14:48:56","14:54:01","14:48:56","14:54:01",151,6.1,450,2956.1,"average",0,0,"Stable ~ 2.1 kts","15:06:04","14:48:41","14:58:34"
"2017-07-14","E","GP142F",8,1,NA,NA,6306643,6306715,4842957,4842795,"16:42:37","16:47:36","16:42:37","16:47:36",186,6.1,525,2911,"average",1,0,"Stable ~ 2.1 kts","17:03:25","16:44:46","16:54:54"
"2017-07-14","E","GP156F",9,1,NA,NA,6256571,6256686,4835947,4835786,"19:03:45","19:04:33","19:03:45","19:04:33",188,6,525,2888,"average",1,0,"Force a cause de vase ~ 2.0 kts","19:20:41","19:03:44","19:13:20"
"2017-07-15","12","GP281F",1,1,NA,NA,6144616,6144466,4753647,4753794,"05:20:40","05:26:07","05:21:05","05:26:07",32,0.2,100,2709,"model",1,0,"Stable ~ 2.1 kts","5:28:18","5:20:37","5:26:36"
"2017-07-15","12","GP258F",2,1,NA,NA,6154478,6154404,4751724,4751894,"06:42:15","06:47:40","06:42:38","06:47:40",30,0.2,100,2740,"model",1,0,"Stable ~ 2.1 kts","6:49:53","6:42:09","6:47:57"
"2017-07-15","12","GP247F",3,1,NA,NA,6159165,6159021,4751920,4752071,"07:36:13","07:41:15","07:36:13","07:41:15",29,0.2,75,2782.4,"average",1,0,"Stable ~ 2.1 kts","7:42:59","7:36:42","7:41:29"
"2017-07-15","12","GP242F",4,0,NA,NA,6202008,6201892,4745974,4746141,"08:55:07","09:00:10","08:55:07","09:00:10",27,0.2,75,NA,"",0,0,"Chalut dechire (poche et belly) - accroche et force ~ 2.1 kts","9:01:47","        ","        "
"2017-07-15","12","GP242A1",5,0,NA,NA,6156493,6156377,4747953,4748117,"10:15:23","10:20:23","10:15:23","10:20:23",28,0.4,75,NA,"",0,0,"Chalut dechire (poche et belly) - accroche et force ~ 2.1 kts","10:22:03","        ","        "
"2017-07-15","12","GP242A2",6,1,NA,NA,6157594,6157442,4742339,4742483,"11:30:15","11:35:19","11:30:20","11:35:19",22,0.9,75,2377,"model",0,0,"Stable ~ 2.1 kts","11:37:16","11:30:03","11:35:53"
"2017-07-15","12","GP253F",7,1,NA,NA,6156261,6156106,4741916,4742060,"12:24:58","12:29:56","12:24:57","12:29:56",21,1.1,75,2579,"model",1,0,"Stable ~ 2.2 kts","12:31:44","12:24:47","12:30:24"
"2017-07-15","12","GP239F",8,1,NA,NA,6205069,6204938,4739732,4739892,"13:44:07","13:49:26","13:44:25","13:49:26",23,1.5,75,2887,"model",0,0,"Accroche et force ~ 2.1 kts","13:50:59","13:44:02","13:49:40"
"2017-07-15","12","GP222F",9,1,NA,NA,6216641,6216545,4733411,4733574,"15:32:08","15:36:59","15:32:01","15:36:59",30,-0.4,100,2510,"model",0,0,"Stable ~ 2.1 kts","15:39:22","15:32:02","15:37:18"
"2017-07-15","12","GP211F",10,1,NA,NA,6223490,6223530,4730282,4730463,"16:41:40","16:46:42","16:41:40","16:46:42",33,-0.6,100,2833.1,"average",1,0,"Stable ~ 2.1 kts","16:48:48","16:41:23","16:47:19"
"2017-07-15","12","GP219F",11,1,NA,NA,6221486,6221498,4723055,4723232,"18:02:56","18:07:54","18:02:55","18:07:54",28,-0.3,75,2375,"model",0,0,"Stable ~ 2.1 kts","18:09:26","18:02:52","18:08:08"
"2017-07-15","12","GP212F",12,0,NA,NA,6223569,6223574,4716563,4716740,"19:16:35","19:21:34","19:16:35","19:21:34",30,-0.5,100,NA,"",0,0,"Force ~ 2.1 kts","19:23:44","        ","        "
"2017-07-15","12","GP212A1",13,0,NA,NA,6220146,6220182,4714647,4714827,"20:11:44","20:16:42","20:11:44","20:16:42",27,0.2,75,NA,"",0,0,"Chalut dechire (poche et belly) - accroche et force ~ 2.2 kts","20:18:19","        ","        "
"2017-07-16","12","GP212A2",1,0,NA,NA,6218412,6218386,4715520,4715696,"05:26:22","05:31:19","05:26:22","05:31:19",26,0.8,75,NA,"",0,0,"Chalut dechire (poche et belly) - accroche et force ~ 2.1 kts","5:34:59","        ","        "
"2017-07-20","12","GP240F",1,1,NA,NA,6205294,6205034,4633768,4633732,"05:27:54","05:33:18","05:28:17","05:33:18",24,1.2,75,3083,"model",1,0,"Accroche et force ~ 2.1 kts","5:35:11","5:27:49","5:33:34"
"2017-07-20","12","GP234F",2,1,NA,NA,6214703,6214446,4635143,4635120,"07:04:00","07:09:11","07:04:10","07:09:11",27,1.1,75,2472,"model",0,0,"Stable ~ 2.1 kts","7:10:53","7:03:47","7:09:29"
"2017-07-20","12","GP226F",3,0,NA,NA,6214260,6213999,4639904,4639901,"08:11:59","08:16:58","08:11:59","08:16:58",32,0,100,NA,"",0,0,"Chalut dechire (poche et belly) - accroche et force ~ 2.1 kts","8:19:17","        ","        "
"2017-07-20","12","GP226A1",4,1,NA,NA,6213104,6212845,4642999,4643015,"09:05:19","09:10:42","09:05:41","09:10:42",36,-0.5,100,3184,"model",1,0,"Stable ~ 2.1 kts","9:13:11","9:05:17","9:11:27"
"2017-07-20","12","GP220F",5,1,NA,NA,6218010,6217747,4644099,4644073,"10:07:19","10:12:33","10:07:33","10:12:33",36,-0.5,100,2662,"model",0,0,"Stable ~ 2.1 kts","10:14:53","10:07:15","10:13:00"
"2017-07-20","12","GP214F",6,1,NA,NA,6222647,6222391,4638322,4638322,"11:23:04","11:28:20","11:23:21","11:28:20",32,0.1,100,2719,"model",0,0,"Stable ~ 2.1 kts","11:30:34","11:22:59","11:28:43"
"2017-07-20","12","GP197F",7,0,NA,NA,6229360,6229097,4643181,4643210,"12:43:57","12:48:56","12:43:57","12:48:56",29,-0.4,75,NA,"",0,0,"Chalut dechire (poche) - accroche et force ~ 2.1 kts","12:50:46","        ","        "
"2017-07-20","12","GP197A1",8,0,NA,NA,6230402,6230151,4640440,4640393,"13:33:08","13:38:02","13:33:08","13:38:02",31,-0.3,100,NA,"",0,0,"Chalut dechire (poche) - accroche et force ~ 2.1 kts","13:40:32","        ","        "
"2017-07-20","12","GP197A2",9,1,NA,NA,6234673,6234419,4639737,4639694,"14:26:46","14:31:25","14:26:24","14:31:25",29,0.5,75,2215,"model",0,0,"Stable ~ 2.1 kts","14:33:14","14:26:31","14:31:46"
"2017-07-20","12","GP192F",10,1,NA,NA,6232229,6232005,4636758,4636668,"15:18:41","15:23:47","15:18:47","15:23:47",26,0.9,75,2483,"model",0,0,"Stable ~ 2.1 kts","15:25:35","15:18:28","15:24:15"
"2017-07-20","12","GP189F",11,1,NA,NA,6238011,6237851,4636690,4636546,"16:19:59","16:25:00","16:19:59","16:25:00",26,0.9,75,2750,"model",0,0,"Accroche et force ~ 2.1 kts","16:26:43","16:19:41","16:25:13"
"2017-07-20","12","GP174F",12,1,NA,NA,6241322,6241380,4646021,4645848,"18:05:22","18:11:02","18:06:00","18:11:02",30,-0.1,100,3555,"model",1,0,"Accrochages ~ 2.1 kts","18:13:25","18:05:24","18:12:04"
"2017-07-20","12","GP170F",13,1,NA,NA,6252686,6252851,4642312,4642175,"19:40:35","19:45:55","19:40:56","19:45:55",30,0.8,100,2760,"model",0,0,"Stable ~ 2.1 kts","19:48:12","19:40:28","19:46:51"
"2017-07-21","12","GP162F",1,1,NA,NA,6250691,6250741,4636120,4636305,"05:32:57","05:38:36","05:33:33","05:38:36",29,0.9,75,3531,"model",0,0,"Stable ~ 2.1 kts","5:40:32","5:32:50","5:38:46"
"2017-07-21","12","GP154F",2,1,NA,NA,6304021,6303787,4636050,4636125,"07:16:53","07:22:21","07:17:22","07:22:21",26,1.6,75,2741,"model",1,0,"Stable ~ 2.1 kts","7:24:18","7:16:44","7:22:51"
"2017-07-21","12","GP133F",3,1,NA,NA,6310239,6310053,4637310,4637183,"08:28:28","08:33:31","08:28:29","08:33:31",24,0.8,75,2299,"model",0,0,"Stable ~ 2.1 kts","8:35:16","8:28:10","8:33:51"
"2017-07-21","12","GP141F",4,1,NA,NA,6307264,6307110,4640510,4640649,"09:18:46","09:24:05","09:19:04","09:24:05",25,0.8,75,2538,"model",1,0,"Stable ~ 2.1 kts","9:25:52","9:18:37","9:24:35"
"2017-07-21","12","GP128F",5,0,NA,NA,6311813,6311698,4642910,4643080,"10:16:15","10:21:13","10:16:15","10:21:13",25,0.5,75,NA,"",0,0,"Chalut dechire (aile) - accroche et force ~ 2.1 kts","10:23:05","        ","        "
"2017-07-21","12","GP128A1",6,0,NA,NA,6308428,6308350,4642103,4642284,"11:25:43","11:30:44","11:25:43","11:30:44",25,1.1,75,NA,"",0,0,"Chalut dechire (poche et belly) - accroche et force ~ 2.1 kts","11:32:30","        ","        "
"2017-07-21","12","GP128A2",7,1,NA,NA,6309885,6310037,4645499,4645651,"12:47:43","12:52:54","12:47:52","12:52:54",27,0.3,75,2723,"model",0,0,"Accrochages ~ 2.1 kts","12:54:38","12:47:36","12:53:14"
"2017-07-21","12","GP123F",8,1,NA,NA,6315467,6315662,4649466,4649595,"13:46:49","13:51:49","13:46:49","13:51:49",27,-0.3,75,2725,"model",0,0,"Accrochages ~ 2.1 kts","13:53:31","13:46:40","13:52:42"
"2017-07-21","12","GP099F",9,1,NA,NA,6325301,6325099,4647311,4647204,"15:13:27","15:18:30","15:13:34","15:18:30",24,0.8,75,2230,"model",0,0,"Stable ~ 2.1 kts","15:20:18","15:13:09","15:19:11"
"2017-07-21","12","GP094F",10,1,NA,NA,6329855,6329636,4647285,4647187,"16:06:03","16:11:03","16:06:03","16:11:03",23,0.5,75,2590.8,"average",0,0,"Stable ~ 2.1 kts","16:13:01","16:03:28","16:10:23"
"2017-07-21","12","GP113F",11,1,NA,NA,6319126,6318932,4654658,4654775,"17:44:12","17:49:12","17:44:12","17:49:12",31,-0.6,100,2756.6,"average",1,0,"Stable ~ 2.1 kts","17:51:44","17:43:18","17:50:16"
"2017-07-21","12","GP127F",12,1,NA,NA,6312259,6312028,4657634,4657554,"19:38:06","19:43:14","19:38:13","19:43:14",32,-0.5,100,2568,"model",0,0,"Stable ~ 2.2 kts","19:45:39","19:37:56","19:44:00"
"2017-07-21","12","GP125F",13,1,NA,NA,6317211,6316997,4700389,4700271,"20:42:36","20:47:42","20:42:36","20:47:42",31,-0.6,100,2910,"model",1,0,"Accrochages ~ 2.1 kts","20:50:00","20:42:39","20:47:40"
"2017-07-22","12","GP106F",1,0,NA,NA,6323676,6323407,4702964,4702965,"05:30:02","05:35:02","05:30:02","05:35:02",30,-0.6,100,NA,"",0,0,"Chalut dechire (poche et belly) - stable ~ 2.2 kts","5:37:26","        ","        "
"2017-07-22","12","GP084F",2,1,NA,NA,6333654,6333577,4658420,4658248,"16:20:00","16:24:47","16:19:43","16:24:47",25,1.2,75,2481,"model",1,0,"Stable ~ 2.1 kts","16:26:32","16:19:47","16:25:08"
"2017-07-22","12","GP077F",3,1,NA,NA,6338727,6338606,4658322,4658162,"17:24:24","17:29:40","17:24:37","17:29:40",24,1.5,75,2692,"model",1,0,"Stable ~ 2.1 kts","17:31:23","17:24:17","17:30:20"
"2017-07-22","12","GP068F",4,1,NA,NA,6342541,6342466,4706028,4705862,"18:56:53","19:02:08","18:57:13","19:02:08",30,-0.1,100,3088,"model",0,0,"Stable ~ 2.1 kts","19:04:34","18:56:40","19:03:12"
"2017-07-22","12","GP088F",5,1,NA,NA,6334380,6334285,4706512,4706344,"20:06:38","20:12:08","20:07:08","20:12:08",22,-0.4,75,3804,"model",0,0,"Accroche et force ~ 2.1 kts","20:14:36","20:06:30","20:13:14"
"2017-07-22","12","GP080F",6,0,NA,NA,6336261,6336081,4709385,4709244,"","","","",28,-0.5,100,NA,"",0,0,"Chalut dechire (poche et belly) - accroche et force ~ 2.1 kts","21:10:08","        ","        "
"2017-07-23","12","GP080A1",1,1,NA,NA,6334510,6334260,4709568,4709511,"12:44:52","12:49:56","12:44:52","12:49:56",29,-0.6,75,1490,"model",0,0,"Accroche et force ~ 2.1 kts","12:51:38","12:44:46","12:49:54"
"2017-07-23","12","GP076F",2,1,NA,NA,6338666,6338424,4714418,4714354,"14:03:27","14:08:27","14:03:28","14:08:27",36,-0.9,100,2805,"model",1,0,"Stable ~ 2.2 kts","14:10:49","14:03:20","14:08:43"
"2017-07-23","12","GP061F",3,1,NA,NA,6346522,6346295,4711695,4711611,"15:23:26","15:28:23","15:23:26","15:28:23",30,-0.4,100,2926,"average",0,0,"Stable ~ 2.2 kts","15:30:53","15:22:37","15:29:12"
"2017-07-23","12","GP049F",4,1,NA,NA,6348884,6348660,4712151,4712057,"16:26:12","16:31:26","16:26:28","16:31:26",26,0.4,75,2758,"model",0,0,"Stable ~ 2.2 kts","16:33:13","16:26:07","16:31:41"
"2017-07-23","12","GP026F",5,1,NA,NA,6411119,6411338,4705016,4704931,"19:01:14","19:06:40","19:01:42","19:06:40",26,2.2,75,3377,"model",1,0,"Stable ~ 2.1 kts","19:08:30","19:01:04","19:07:23"
"2017-07-23","12","GP024F",6,1,NA,NA,6414656,6414749,4711291,4711462,"20:13:54","20:19:26","20:14:20","20:19:26",22,0.9,75,2802,"model",1,0,"Stable ~ 2.1 kts","20:21:09","20:13:42","20:19:47"
"2017-07-24","12","GP036F",1,1,NA,NA,6406041,6405845,4713432,4713318,"05:32:39","05:37:38","05:32:37","05:37:38",22,1.4,75,2590,"model",0,0,"Stable ~ 2.1 kts","5:39:23","5:32:23","5:37:50"
"2017-07-24","12","GP046F",2,1,NA,NA,6356990,6356793,4720130,4720020,"07:07:02","07:12:19","07:07:21","07:12:19",22,1.1,75,2650,"model",0,0,"Stable ~ 2.1 kts","7:14:06","7:06:58","7:12:36"
"2017-07-24","12","GP044F",3,1,NA,NA,6405109,6404942,4725062,4724926,"08:36:51","08:42:12","08:37:12","08:42:12",20,0.4,50,2194,"model",1,0,"Accroche et force ~ 2.1 kts","8:43:20","8:36:39","8:42:21"
"2017-07-24","12","GP025F",4,1,NA,NA,6411808,6411693,4718748,4718644,"09:57:49","10:01:23","09:57:47","10:01:23",25,0.4,75,1893,"model",1,0,"Accroche et force ~ 2.1 kts","10:04:27","9:57:37","10:02:55"
"2017-07-24","12","GP023F",5,1,NA,NA,6417017,6416830,4721639,4721514,"11:01:49","11:06:54","11:01:49","11:06:54",30,-0.1,100,2473.4,"average",0,0,"Force a cause de vase ~ 2.1 kts","11:09:13","11:01:15","11:08:03"
"2017-07-24","12","GP016F",6,1,NA,NA,6426714,6426556,4718180,4718038,"12:22:36","12:27:48","12:22:45","12:27:48",23,1.4,75,2200,"model",1,0,"Stable ~ 2.1 kts","12:29:30","12:22:18","12:28:27"
"2017-07-24","12","GP019F",7,1,NA,NA,6420799,6420619,4726254,4726119,"13:54:47","13:59:53","13:54:49","13:59:53",29,0.4,100,2715,"model",0,0,"Force a cause de vase ~ 2.1 kts","14:02:13","13:54:35","14:01:18"
"2017-07-24","12","GP018F",8,1,NA,NA,6423415,6423586,4730038,4730174,"14:51:48","14:56:47","14:51:48","14:56:47",25,1.2,75,2712,"model",0,0,"Stable ~ 2.0 kts","14:58:41","14:51:50","14:57:16"
"2017-07-24","12","GP028F",9,1,NA,NA,6410746,6410489,4732694,4732736,"16:16:36","16:21:45","16:16:46","16:21:45",35,0,100,2739,"model",0,0,"Force a cause de vase ~ 2.1 kts","16:24:14","16:16:30","16:22:41"
"2017-07-24","12","GP032F",10,1,NA,NA,6407811,6407697,4733319,4733163,"17:12:15","17:17:14","17:12:14","17:17:14",36,0,100,2239,"model",1,0,"Force a cause de vase ~ 2.1 kts","17:19:41","17:12:09","17:18:17"
"2017-07-24","12","GP047F",11,0,NA,NA,6358351,6358208,4738092,4737934,"18:40:31","18:45:30","18:40:31","18:45:30",27,0.2,75,NA,"",0,0,"Chalut brise - accroche et force ~ 2.2 kts","18:47:18","        ","        "
"2017-07-24","12","GP047A1",12,1,NA,NA,6352414,6352417,4739148,4739332,"19:46:02","19:51:28","19:46:29","19:51:28",31,-0.1,100,3450,"model",0,0,"Accroche et force ~ 2.1 kts","19:53:55","19:45:57","19:51:46"
"2017-07-25","12","GP100F",1,1,NA,NA,6324773,6325015,4758792,4758837,"05:44:57","05:50:26","05:45:26","05:50:26",42,0.2,125,4266,"model",0,0,"Accroche et force ~ 2.1 kts","5:55:50","5:45:00","5:54:51"
"2017-07-25","12","GP087F",2,1,NA,NA,6332155,6331902,4758782,4758825,"06:55:53","07:01:01","06:56:02","07:01:01",42,0.4,125,3294,"model",0,0,"Stable ~ 2.1 kts","7:04:07","6:55:47","7:02:22"
"2017-07-25","12","GP092F",3,1,NA,NA,6332796,6332988,4751735,4751858,"08:18:15","08:23:35","08:18:35","08:23:35",35,-0.1,100,3076,"model",1,0,"Accroche et force ~ 2.1 kts","8:25:57","8:18:14","8:23:55"
"2017-07-25","12","GP095F",4,1,NA,NA,6329370,6329620,4746270,4746311,"09:33:19","09:39:07","09:34:08","09:39:07",42,-0.2,125,3973,"model",0,0,"Stable ~ 2.1 kts","0:00:00","9:33:21","9:39:57"
"2017-07-25","12","GP111F",5,1,NA,NA,6319084,6319328,4748280,4748221,"10:57:29","11:02:31","10:57:29","11:02:31",44,-0.1,125,3256.8,"average",1,0,"Accroche et force ~ 2.1 kts","11:05:34","10:57:09","11:03:35"
"2017-07-25","12","GP110F",6,1,NA,NA,6320607,6320340,4750085,4750097,"11:56:10","12:01:40","11:56:38","12:01:40",41,-0.1,125,3570,"model",0,0,"Accroche et force ~ 2.2 kts","12:04:35","11:56:10","12:02:55"
"2017-07-25","12","GP131F",7,1,NA,NA,6310276,6310111,4745674,4745809,"13:35:34","13:41:02","13:36:03","13:41:02",39,-0.1,125,3269,"model",1,0,"Stable ~ 2.1 kts","13:44:07","13:35:32","13:42:07"
