"date","start.time","cruise","station","stratum","block.number","valid","experiment","distance","duration","longitude.start","longitude.end","latitude.start","latitude.end","card.type","set.number","gear","auxiliary","speed","depth.start","depth.end","wind.direction","wind.force","tide","surface.temperature","bottom.temperature","warp.port","warp.starboard","comment"
"2017-07-12","08:26:00","P024","234",402,3,1,1,0.64,15,6423.23,6423.65,4626.04,4626.61,5,2,16,0,2.5,16,14,7,3,1,NA,NA,NA,NA,"stn 234"
"2017-07-12","11:06:00","P024","217",402,3,1,1,0.64,15,6417.22,6417.9,4629.75,4630.18,5,3,16,0,2.5,16,17,7,3,1,NA,NA,NA,NA,"stn 217"
"2017-07-12","14:12:00","P024","219",402,3,1,1,0.68,15,6411.94,6412.66,4630.15,4630.62,5,4,16,0,2.5,11,12,7,2,1,NA,NA,NA,NA,"stn 219"
"2017-07-12","15:52:00","P024","225",402,3,1,1,0.72,15,6423.57,6423.97,4628.37,4629.03,5,5,16,0,2.5,12,11,7,2,1,NA,NA,NA,NA,"stn 225"
"2017-07-13","08:20:00","P024","231",NA,3,1,1,0.66,15,6431.62,6431.99,4626.02,4626.63,5,6,16,0,2.5,6,7,8,3,1,NA,NA,NA,NA,"stn 231"
"2017-07-13","11:17:00","P024","133",421,1,1,1,0.66,15,6440.21,6440.6,4648.13,4648.73,5,7,16,0,2.5,20,21,8,3,1,NA,NA,NA,NA,"stn 133"
"2017-07-13","13:07:00","P024","123",421,1,1,1,0.66,15,6434.58,6434.79,4650.1,4650.74,5,8,16,0,2.5,24,25,8,3,1,NA,NA,NA,NA,"stn 123"
"2017-07-13","14:13:00","P024","097",421,1,1,1,0.66,15,6434.32,6434.46,4653.74,4653.09,5,9,16,0,2.5,26,26,8,3,1,NA,NA,NA,NA,"stn 097"
"2017-07-13","15:35:00","P024","055",420,1,1,1,0.64,15,6434.53,6434.69,4659.92,4659.29,5,10,16,0,2.5,25,24,7,3,1,NA,NA,NA,NA,"stn 055"
"2017-07-13","16:21:00","P024","69",420,1,1,1,0.64,15,6437.38,6437.76,4658.06,4657.48,5,11,16,0,2.5,23,22,6,3,1,NA,NA,NA,NA,"stn 69"
"2017-07-13","17:17:00","P024","67",NA,1,1,1,0.65,15,6443.2,6443.43,4658.09,4657.46,5,12,16,0,2.5,17,17,6,3,1,NA,NA,NA,NA,"stn 67"
"2017-07-14","06:42:00","P024","80",NA,1,1,1,0.67,15,6445.17,6445.54,4655.75,4655.13,5,13,16,0,2.5,15,17,8,2,1,NA,NA,NA,NA,"stn 80"
"2017-07-14","08:47:00","P024","114",421,2,0,3,0.16,4,6426,6426.04,4652.26,4652.42,5,14,16,0,2.5,28,28,8,2,1,NA,NA,NA,NA,"stn 114; nul set. Net caught at the bottom and under the boat"
"2017-07-14","11:04:00","P024","100",421,2,1,1,0.65,15,6425.63,6425.06,4654.49,4655.01,5,15,16,0,2.5,30,30,8,2,1,NA,NA,NA,NA,"stn 100"
"2017-07-14","12:58:00","P024","86",421,2,1,1,0.65,15,6429.05,6429.04,4656.28,4656.93,5,16,16,0,2.5,33,33,8,2,1,NA,NA,NA,NA,"stn 86; alternative stn"
"2017-07-14","13:49:00","P024","87",421,2,1,1,0.65,15,6425.91,6425.96,4655.95,4656.6,5,17,16,0,2.5,32,33,8,2,1,NA,NA,NA,NA,"stn 87"
"2017-07-14","15:01:00","P024","89",421,2,1,1,0.67,15,6420,6419.77,4656.37,4657.02,5,18,16,0,2.5,26,26,8,2,1,NA,NA,NA,NA,"stn 89"
"2017-07-14","16:39:00","P024","64",421,2,1,1,0.65,15,6410.35,6411.3,4659.85,4659.77,5,19,16,0,2.5,26,27,8,2,3,NA,NA,NA,NA,"stn 64"
"2017-07-14","17:40:00","P024","91",421,2,0,3,0.78,8,6414.39,6415.46,4656.15,4656.42,5,20,16,0,2.5,16,23,8,2,3,NA,NA,NA,NA,"stn 91; nul set rough bottom"
"2017-07-15","06:45:00","P024","103",421,2,1,1,0.64,15,6417.64,6418.56,4654.54,4654.43,5,21,16,0,2.5,19,22,5,4,1,NA,NA,NA,NA,"stn 103; altenative stn to replace stn 91"
"2017-07-15","07:58:00","P024","116",421,2,1,1,0.65,15,6420.29,6421.23,4652.23,4652.12,5,22,16,0,2.5,23,24,5,4,3,NA,NA,NA,NA,"stn116 alternate to replace 104"
"2017-07-15","09:06:00","P024","139",NA,2,1,1,0.65,15,6423.68,6424.62,4648.12,4648.04,5,23,16,0,2.5,19,21,6,3,3,NA,NA,NA,NA,"stn 139; alternative stn to replace 140"
"2017-07-15","10:01:00","P024","137",421,2,1,1,0.66,15,6429.06,6429.45,4647.77,4647.17,5,24,16,0,2.5,24,23,4,4,1,NA,NA,NA,NA,"stn137"
