grid,date.closed,date.open,grid.portion,comment
HT21,10/25/2019,11/20/2019,> 20(fth) MAR,Opening on November 20; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
HT22,10/25/2019,11/20/2019,> 20(fth) MAR,Opening on November 20; 2019 at 5:00 p.m. Atlantic Daylight Time (ADT)
GU43,5/8/2020,5/22/2020,Full Grid GSL DZ,
GU44,5/8/2020,5/22/2020,Full Grid GSL DZ,
GV43,5/8/2020,5/22/2020,Full Grid GSL DZ,
GX52,5/16/2020,5/26/2020,Full Grid GSL DZ,Major - CFA12E
GX53,5/16/2020,5/26/2020,Full Grid GSL DZ,Major - CFA12E
GX54,5/16/2020,5/26/2020,Full Grid GSL DZ,Major - CFA12E
GV52,5/16/2020,5/28/2020,Full Grid GSL DZ,
GV53,5/16/2020,5/28/2020,Full Grid GSL DZ,
GV54,5/16/2020,5/28/2020,Full Grid GSL DZ,
GW52,5/16/2020,5/28/2020,Full Grid GSL DZ,
GW53,5/16/2020,5/28/2020,Full Grid GSL DZ,
GW54,5/16/2020,5/28/2020,Full Grid GSL DZ,
GQ39,5/21/2020,6/2/2020,Full Grid GSL DZ,
GR39,5/21/2020,6/2/2020,Full Grid GSL DZ,
GR40,5/21/2020,6/2/2020,Full Grid GSL DZ,
GR41,5/21/2020,6/2/2020,Full Grid GSL DZ,
GS39,5/21/2020,6/2/2020,Full Grid GSL DZ,
GS40,5/21/2020,6/2/2020,Full Grid GSL DZ,
GS41,5/21/2020,6/2/2020,Full Grid GSL DZ,
GQ40,5/21/2020,6/2/2020,> 20(fth) GSL DZ,
GQ41,5/21/2020,6/2/2020,> 20(fth) GSL DZ,
GV45,5/21/2020,6/9/2020,Full Grid GSL DZ,
GV46,5/21/2020,6/9/2020,Full Grid GSL DZ,
GU40,5/25/2020,6/9/2020,Full Grid GSL DZ,
GU42,5/8/2020,6/11/2020,Full Grid GSL DZ,
GU41,5/25/2020,6/11/2020,Full Grid GSL DZ,
GW48,5/28/2020,6/12/2020,Full Grid GSL DZ,Medium Impact
GW49,5/28/2020,6/12/2020,Full Grid GSL DZ,Medium Impact
GW50,5/28/2020,6/12/2020,Full Grid GSL DZ,Medium Impact
GX48,5/28/2020,6/12/2020,Full Grid GSL DZ,Medium Impact
GX49,5/28/2020,6/12/2020,Full Grid GSL DZ,Medium Impact
GX50,5/28/2020,6/12/2020,Full Grid GSL DZ,Medium Impact
GY48,5/28/2020,6/12/2020,Full Grid GSL DZ,Medium Impact
GY49,5/28/2020,6/12/2020,Full Grid GSL DZ,Medium Impact
GY50,5/28/2020,6/12/2020,Full Grid GSL DZ,Medium Impact
GY40,5/31/2020,6/12/2020,Full Grid GSL DZ,
GY41,5/31/2020,6/12/2020,Full Grid GSL DZ,
GW35,6/5/2020,6/17/2020,Full Grid GSL DZ,Medium Impact
GV35,6/5/2020,6/17/2020,> 20(fth) GSL DZ,
GX35,6/5/2020,6/17/2020,> 20(fth) GSL DZ,Medium Impact
HC38,6/7/2020,6/19/2020,Full Grid GSL DZ,
HC39,6/7/2020,6/19/2020,Full Grid GSL DZ,
HC37,6/7/2020,6/19/2020,> 20(fth) GSL DZ,
GX41,6/5/2020,6/23/2020,Full Grid GSL DZ,
HA34 ,6/10/2020,6/23/2020,> 20(fth) GSL DZ,
GZ34,6/10/2020,6/23/2020,> 20(fth) GSL DZ,
GS36,6/22/2020,6/23/2020,Full Grid GSL DZ,Humpback sighting - Mistaken for NARW
GS37,6/22/2020,6/23/2020,Full Grid GSL DZ,Humpback sighting - Mistaken for NARW
GS35,6/22/2020,6/23/2020,> 20(fth) GSL DZ,Humpback sighting - Mistaken for NARW
GT35,6/22/2020,6/23/2020,> 20(fth) GSL DZ,Humpback sighting - Mistaken for NARW
GU35,6/22/2020,6/23/2020,> 20(fth) GSL DZ,Humpback sighting - Mistaken for NARW
HB40,6/14/2020,6/25/2020,Full Grid GSL DZ,
HB41,6/14/2020,6/25/2020,Full Grid GSL DZ,
HB42,6/14/2020,6/25/2020,Full Grid GSL DZ,
GW47,5/16/2020,9/8/2021,Full Grid GSL DZ,
GX47,5/16/2020,9/8/2021,Full Grid GSL DZ,
GY47,5/16/2020,9/8/2021,Full Grid GSL DZ,
GO31,7/4/2020,7/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 72 hours will be alloted for gear removal bu harvesters
GO32,7/4/2020,7/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 72 hours will be alloted for gear removal bu harvesters
GO33,7/4/2020,7/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 72 hours will be alloted for gear removal bu harvesters
GP31,7/4/2020,7/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 72 hours will be alloted for gear removal bu harvesters
GP32,7/4/2020,7/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 72 hours will be alloted for gear removal bu harvesters
GP33,7/4/2020,7/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 72 hours will be alloted for gear removal bu harvesters
GQ31,7/4/2020,7/16/2020,> 20(fth) GSL DZ,Due to marine weather forecast; additional 72 hours will be alloted for gear removal bu harvesters
GQ32,7/4/2020,7/16/2020,> 20(fth) GSL DZ,Due to marine weather forecast; additional 72 hours will be alloted for gear removal bu harvesters
GQ33,7/4/2020,7/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 72 hours will be alloted for gear removal bu harvesters
GX41,7/7/2020,7/19/2020,Full Grid GSL DZ,
GY41,7/7/2020,7/19/2020,Full Grid GSL DZ,
GT41,7/5/2020,7/21/2020,Full Grid GSL DZ,48 hour delay
GU42,7/22/2020,8/1/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GX41,7/22/2020,8/3/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
HQ20,7/26/2020,8/5/2020,Full Grid GSL DZ,72 hour delay (tides)
HP18,7/26/2020,8/5/2020,BTW 10(fth) & Land,72 hour delay (tides)
HP19,7/26/2020,8/5/2020,BTW 10(fth) & Land,72 hour delay (tides)
HP20,7/26/2020,8/5/2020,BTW 10(fth) & Land,72 hour delay (tides)
HQ18,7/26/2020,8/5/2020,BTW 10(fth) & Land,72 hour delay (tides)
HQ19,7/26/2020,8/5/2020,BTW 10(fth) & Land,72 hour delay (tides)
HR19,7/26/2020,8/5/2020,BTW 10(fth) & Land,72 hour delay (tides)
GM30,8/9/2020,8/6/2020,Full Grid GSL DZ,Whalemap created erroneous sightings on August 3rd
HC39,7/24/2020,8/11/2020,Full Grid GSL DZ,48 Hour delay
HC40,7/24/2020,8/11/2020,Full Grid GSL DZ,48 Hour delay
HC41,7/24/2020,8/11/2020,Full Grid GSL DZ,48 Hour delay
HR20,7/26/2020,8/11/2020,BTW 10(fth) & Land,72 hour delay (tides)
HR21,7/31/2020,8/11/2020,Full Grid BOF DZ,72 hour delay (tides)
HR22,7/31/2020,8/11/2020,Full Grid BOF DZ,72 hour delay (tides)
HS20,7/31/2020,8/11/2020,BTW 10(fth) & Land,72 hour delay (tides)
HS21,7/31/2020,8/11/2020,Full Grid BOF DZ,72 hour delay (tides)
HS22,7/31/2020,8/11/2020,Full Grid BOF DZ,72 hour delay (tides)
HT20,7/31/2020,8/11/2020,BTW 10(fth) & Land,72 hour delay (tides)
HT21,7/31/2020,8/11/2020,BTW 10(fth) & Land,72 hour delay (tides)
HT22,7/31/2020,8/11/2020,Full Grid BOF DZ,72 hour delay (tides)
HB42,7/30/2020,8/11/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GM27,7/30/2020,8/12/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GM28,7/30/2020,8/12/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GM29,7/30/2020,8/12/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
GS37,7/25/2020,8/18/2020,Full Grid GSL DZ,48 Hour delay
GS38,7/25/2020,8/18/2020,Full Grid GSL DZ,48 Hour delay
GS39,7/25/2020,8/18/2020,Full Grid GSL DZ,48 Hour delay
GP22,8/9/2020,8/18/2020,Full Grid GSL DZ,96Hour delay (High winds)
GP23,8/9/2020,8/18/2020,Full Grid GSL DZ,96Hour delay (High winds)
GP24,8/9/2020,8/18/2020,Full Grid GSL DZ,96Hour delay (High winds)
GP27,8/9/2020,8/18/2020,Full Grid GSL DZ,96Hour delay (High winds)
GP28,8/9/2020,8/18/2020,Full Grid GSL DZ,96Hour delay (High winds)
GP29,8/9/2020,8/18/2020,Full Grid GSL DZ,96Hour delay (High winds)
GP30,8/9/2020,8/18/2020,Full Grid GSL DZ,96Hour delay (High winds)
GO30,8/9/2020,8/18/2020,Full Grid GSL DZ,96Hour delay (High winds)
GO31,8/9/2020,8/18/2020,Full Grid GSL DZ,96Hour delay (High winds)
GQ22,8/9/2020,8/18/2020,> 20(fth) GSL DZ,96Hour delay (High winds)
GQ23,8/9/2020,8/18/2020,> 20(fth) GSL DZ,96Hour delay (High winds)
GQ24,8/9/2020,8/18/2020,> 20(fth) GSL DZ,96Hour delay (High winds)
GO32,8/10/2020,8/19/2020,Full Grid GSL DZ,
GO33,8/10/2020,8/19/2020,Full Grid GSL DZ,
GT41,8/14/2020,8/26/2020,Full Grid GSL DZ,72 Hour delay (High winds)
GU42,8/14/2020,8/26/2020,Full Grid GSL DZ,72 Hour delay (High winds)
HC57,8/14/2020,8/25/2020,Full Grid GSL DZ,72 Hour delay (High winds)
HC58,8/14/2020,8/25/2020,Full Grid GSL DZ,72 Hour delay (High winds)
HC59,8/14/2020,8/25/2020,Full Grid GSL DZ,72 Hour delay (High winds)
HD57,8/14/2020,8/25/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
HD58,8/14/2020,8/25/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
HD59,8/14/2020,8/25/2020,> 20(fth) GSL DZ,72 Hour delay (High winds)
HE53,8/19/2020,9/2/2020,Full Grid GSL DZ,48 Hour delay 
HE54,8/19/2020,9/2/2020,Full Grid GSL DZ,48 Hour delay
HE55,8/19/2020,9/2/2020,BTW 20(fth) & 10(fth),48 Hour delay 
HF53,8/19/2020,9/2/2020,BTW 20(fth) & 10(fth),48 Hour delay
HF54,8/19/2020,9/2/2020,BTW 20(fth) & 10(fth),48 Hour delay 
HF55,8/19/2020,9/2/2020,BTW 20(fth) & 10(fth),48 Hour delay
HG53,8/19/2020,9/2/2020,Full Grid GSL DZ,48 Hour delay 
HG54,8/19/2020,9/2/2020,BTW 20(fth) & 10(fth),48 Hour delay
GS47,8/23/2020,9/3/2020,Full Grid GSL DZ,72 Hour delay (High winds)
GT49,8/23/2020,9/3/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GU49,8/23/2020,9/5/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GV49,8/23/2020,9/5/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GY54,8/22/2020,9/9/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)96 Hour delay (High winds)
GY55,8/22/2020,9/9/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GY56,8/22/2020,9/9/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GZ54,8/22/2020,9/9/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
GZ55,8/22/2020,9/9/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GZ56,8/22/2020,9/9/2020,Full Grid GSL DZ,96 Hour delay (High winds)
HA54,8/22/2020,9/9/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
HA55,8/22/2020,9/9/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
HA56,8/22/2020,9/9/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GR42,8/29/2020,9/9/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GR43,8/29/2020,9/9/2020,> 20(fth) GSL DZ,120 Hour delay (High winds)
GR44,8/29/2020,9/9/2020,> 20(fth) GSL DZ,120 Hour delay (High winds)
GS42,8/29/2020,9/9/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GS43,8/29/2020,9/9/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GK30,8/29/2020,9/9/2020,> 20(fth) GSL DZ,120 Hour delay (High winds)
GL36,8/29/2020,9/9/2020,> 20(fth) GSL DZ,120 Hour delay (High winds)
GM36,8/29/2020,9/9/2020,> 20(fth) GSL DZ,120 Hour delay (High winds)
GV46,8/30/2020,9/9/2020,Full Grid GSL DZ,72 Hour delay (High winds)
GO33,8/29/2020,9/15/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GO34,8/29/2020,9/15/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GO35,8/29/2020,9/15/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GU44,9/2/2020,9/15/2020,Full Grid GSL DZ,48 Hour delay
GM38,9/2/2020,9/15/2020,> 20(fth) GSL DZ,48 Hour delay
GL38,9/2/2020,9/15/2020,> 20(fth) GSL DZ,48 Hour delay
GN35,8/29/2020,9/15/2020,> 20(fth) GSL DZ,120 Hour delay (High winds)
HS20,9/6/2020,9/16/2020,> 20(fth) GSL DZ,72 Hour delay (weather)
HS21,9/6/2020,9/16/2020,> 20(fth) GSL DZ,72 Hour delay (weather)
HS22,9/6/2020,9/16/2020,Full Grid GSL DZ,72 Hour delay (weather)
HT20,9/6/2020,9/16/2020,> 20(fth) GSL DZ,72 Hour delay (weather)
HT21,9/6/2020,9/16/2020,> 20(fth) GSL DZ,72 Hour delay (weather)
HT22,9/6/2020,9/16/2020,Full Grid GSL DZ,72 Hour delay (weather)
HU21,9/6/2020,9/16/2020,> 20(fth) GSL DZ,72 Hour delay (weather)
HU22,9/6/2020,9/16/2020,> 20(fth) GSL DZ,72 Hour delay (weather)
GX30,9/10/2020,9/22/2020,> 20(fth) GSL DZ,48 Hour delay
GY30,9/10/2020,9/22/2020,> 20(fth) GSL DZ,48 Hour delay
HD39,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
HD40,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
HD41,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
HE39,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
HE40,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
HE41,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
GL27,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
GL28,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
GL29,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
GM27,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
GM28,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
GM29,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
GK27,9/18/2020,9/29/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
GK28,9/18/2020,9/29/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
GK29,9/18/2020,9/29/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
HC39,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
HC40,9/18/2020,9/29/2020,Full Grid GSL DZ,96 hour delay (strong winds)
IE28,9/18/2020,9/29/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
HA43,9/20/2020,9/30/2020,Full Grid GSL DZ,96 hour delay (strong winds)
HB42,9/20/2020,9/30/2020,Full Grid GSL DZ,96 hour delay (strong winds)
HB43,9/20/2020,9/30/2020,Full Grid GSL DZ,96 hour delay (strong winds)
HC42,9/20/2020,9/30/2020,Full Grid GSL DZ,96 hour delay (strong winds)
HC43,9/20/2020,9/30/2020,Full Grid GSL DZ,96 hour delay (strong winds)
IA29,9/20/2020,10/6/2020,Full Grid Outside DZ,72 hour delay (strong winds)
IB26,9/14/2020,10/6/2020,Full Grid Outside DZ,Only within portions of the Roseway Basin
IB27,9/14/2020,10/6/2020,Full Grid Outside DZ,Only within portions of the Roseway Basin
IB28,9/14/2020,10/6/2020,Full Grid Outside DZ,Only within portions of the Roseway Basin
IC26,9/14/2020,10/6/2020,Full Grid Outside DZ,Only within portions of the Roseway Basin
IC27,9/14/2020,10/6/2020,Full Grid Outside DZ,Only within portions of the Roseway Basin
IC28,9/14/2020,10/6/2020,Full Grid Outside DZ,Only within portions of the Roseway Basin
ID26,9/14/2020,10/6/2020,Full Grid Outside DZ,Only within portions of the Roseway Basin
ID27,9/14/2020,10/6/2020,Full Grid Outside DZ,Only within portions of the Roseway Basin
ID28,9/14/2020,10/6/2020,Full Grid Outside DZ,Only within portions of the Roseway Basin
GS36,9/26/2020,10/7/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GS37,9/26/2020,10/7/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GS38,9/26/2020,10/7/2020,Full Grid GSL DZ,120 Hour delay (High winds)
IB29,9/18/2020,10/9/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
IB30,9/20/2020,10/9/2020,Full Grid GSL DZ,96 hour delay (strong winds)
IB31,9/20/2020,10/9/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
IC29,9/18/2020,10/9/2020,Full Grid GSL DZ,96 hour delay (strong winds)
IC30,9/18/2020,10/9/2020,Full Grid GSL DZ,96 hour delay (strong winds)
IC31,9/20/2020,10/9/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
ID29,9/18/2020,10/9/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
ID30,9/18/2020,10/9/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
ID31,9/20/2020,10/9/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
GL41,9/18/2020,10/14/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
GL42,10/2/2020,10/14/2020,> 20(fth) GSL DZ,72 hour delay (strong winds)
GM41,9/18/2020,10/14/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
GM42,10/2/2020,10/14/2020,Full Grid GSL DZ,72 hour delay (strong winds)
GN41,9/18/2020,10/14/2020,> 20(fth) GSL DZ,96 hour delay (strong winds)
GN42,10/2/2020,10/14/2020,> 20(fth) GSL DZ,72 hour delay (strong winds)
GQ31,10/2/2020,10/14/2020,> 20(fth) GSL DZ,72 hour delay (strong winds)
GQ32,10/2/2020,10/14/2020,> 20(fth) GSL DZ,72 hour delay (strong winds)
GV04,9/30/2020,10/22/2020,> 20(fth) GSL DZ,48 hour delay
GV05,9/30/2020,10/22/2020,> 20(fth) GSL DZ,48 hour delay
GW03,9/30/2020,10/22/2020,BTW 10(fth) & Land,48 hour delay
GW04,9/30/2020,10/22/2020,BTW 10(fth) & Land,48 hour delay
GW05,9/30/2020,10/22/2020,> 20(fth) GSL DZ,48 hour delay
GX03,9/30/2020,10/22/2020,BTW 10(fth) & Land,48 hour delay
GX04,9/30/2020,10/22/2020,BTW 10(fth) & Land,48 hour delay
GX05,9/30/2020,10/22/2020,> 20(fth) GSL DZ,72 hour delay (strong winds)
GX02,10/4/2020,10/22/2020,BTW 10(fth) & Land,72 hour delay (strong winds)
GY02,10/4/2020,10/22/2020,BTW 10(fth) & Land,72 hour delay (strong winds)
GY03,10/4/2020,10/22/2020,BTW 10(fth) & Land,72 hour delay (strong winds)
GY04,10/4/2020,10/22/2020,BTW 10(fth) & Land,72 hour delay (strong winds)
GR42,10/8/2020,10/22/2020,Full Grid GSL DZ,48 hour delay
GR43,10/8/2020,10/22/2020,> 20(fth) GSL DZ,48 hour delay
GR44,10/8/2020,10/22/2020,> 20(fth) GSL DZ,48 hour delay
GS42,10/8/2020,10/22/2020,Full Grid GSL DZ,48 hour delay
GZ44,10/8/2020,10/22/2020,Full Grid GSL DZ,48 hour delay
GZ45,10/8/2020,10/22/2020,Full Grid GSL DZ,48 hour delay
HA44,10/8/2020,10/22/2020,Full Grid GSL DZ,48 hour delay
HB44,10/8/2020,10/22/2020,Full Grid GSL DZ,48 hour delay
HD45,10/8/2020,10/22/2020,Full Grid GSL DZ,48 hour delay
HD46,10/8/2020,10/22/2020,Full Grid GSL DZ,48 hour delay
HD47,10/8/2020,10/22/2020,> 20(fth) GSL DZ,48 hour delay
GU43,10/12/2020,10/22/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GU44,10/12/2020,10/22/2020,Full Grid GSL DZ,120 Hour delay (High winds)
GQ34,10/12/2020,10/22/2020,Full Grid GSL DZ,96 hour delay (High winds)
GQ35,10/12/2020,10/22/2020,Full Grid GSL DZ,96 hour delay (High winds)
GR33,10/12/2020,10/22/2020,> 20(fth) GSL DZ,96 hour delay (High winds)
GR34,10/12/2020,10/22/2020,> 20(fth) GSL DZ,96 hour delay (High winds)
GR35,10/12/2020,10/22/2020,Full Grid GSL DZ,96 hour delay (High winds)
GS35,10/12/2020,10/22/2020,> 20(fth) GSL DZ,96 hour delay (High winds)
HC39,10/16/2020,10/28/2020,Full Grid GSL DZ,72 hour delay (High winds)
HC40,10/16/2020,10/28/2020,Full Grid GSL DZ,72 hour delay (High winds)
HD39,10/16/2020,10/28/2020,Full Grid GSL DZ,72 hour delay (High winds)
HD40,10/16/2020,10/28/2020,Full Grid GSL DZ,72 hour delay (High winds)
HD41,10/16/2020,10/28/2020,Full Grid GSL DZ,72 hour delay (High winds)
GY47,10/16/2020,10/28/2020,Full Grid GSL DZ,48 hour delay
GY48,10/16/2020,10/28/2020,Full Grid GSL DZ,48 hour delay
GZ47,10/16/2020,10/28/2020,Full Grid GSL DZ,48 hour delay
GZ48,10/16/2020,10/28/2020,Full Grid GSL DZ,48 hour delay
HA48,10/16/2020,10/28/2020,> 20(fth) GSL DZ,48 hour delay
HD47,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HD48,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HD53,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HD54,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HD55,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HE47,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HE48,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HE53,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HE54,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HF53,10/30/2020,11/16/2020,Full Grid GSL DZ,72 hour delay (High winds)
HC47,10/30/2020,11/10/2020,BTW 20(fth) & 10(fth),72 hour delay (High winds)
HC48,10/30/2020,11/10/2020,BTW 20(fth) & 10(fth),72 hour delay (High winds)
HE55,10/30/2020,11/16/2020,> 20(fth) GSL DZ,72 hour delay (High winds)
HF54,10/30/2020,11/16/2020,> 20(fth) GSL DZ,72 hour delay (High winds)
HF55,10/30/2020,11/16/2020,> 20(fth) GSL DZ,72 hour delay (High winds)
GY47,11/3/2020,11/16/2020,> 20(fth) GSL DZ,120 Hour delay (High winds)
GZ45,11/3/2020,11/16/2020,> 20(fth) GSL DZ,120 Hour delay (High winds)
GZ47,11/3/2020,11/16/2020,> 20(fth) GSL DZ,120 Hour delay (High winds)
GL41,11/13/2020,11/16/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
GL42,11/13/2020,11/16/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
GL43,11/13/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GM41,11/13/2020,11/16/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
GM42,11/13/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GM43,11/13/2020,11/16/2020,Full Grid GSL DZ,96 Hour delay (High winds)
GN41,11/13/2020,11/16/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
GN42,11/13/2020,11/16/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
GN43,11/13/2020,11/16/2020,> 20(fth) GSL DZ,96 Hour delay (High winds)
GV42,5/8/2020,11/16/2020,Full Grid GSL DZ,
GV44,5/8/2020,11/16/2020,Full Grid GSL DZ,
GW42,5/8/2020,11/16/2020,Full Grid GSL DZ,
GW43,5/8/2020,11/16/2020,Full Grid GSL DZ,
GW44,5/8/2020,11/16/2020,Full Grid GSL DZ,
GW45,5/16/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; 144 hours will be allotted for gear removal by harvesters
GW46,5/16/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; 144 hours will be allotted for gear removal by harvesters
GX45,5/16/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; 144 hours will be allotted for gear removal by harvesters
GX46,5/16/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; 144 hours will be allotted for gear removal by harvesters
GY45,5/16/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; 144 hours will be allotted for gear removal by harvesters
GY46,5/16/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; 144 hours will be allotted for gear removal by harvesters
GX42,5/21/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GX43,5/21/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GX44,5/21/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GY42,5/21/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GY43,5/21/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GY44,5/21/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GV40,5/25/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
GV41,5/25/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
GW40,5/25/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
GW41,5/25/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
GZ40,5/31/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
GZ41,5/31/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
GZ42,5/31/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
HA40,5/31/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
HA41,5/31/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
HA42,5/31/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 48 hours will be allotted for gear removal by harvesters
GY35,6/2/2020,11/16/2020,> 20(fth) GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GY36,6/2/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GY37,6/2/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
GZ35,6/2/2020,11/16/2020,Full Grid GSL DZ,Due to marine weather forecast; additional 24 hours will be allotted for gear removal by harvesters
