% Instrument type = SBE56
% Serial Number = 05608358
% Firmware Version = SBE56 V0.96
% Conversion Date = 2024-04-27
% Source file = C:\Users\renee\Desktop\Perley 2024\SBE05608358_2024-04-27.xml
% Calibration Date = 2018-01-23
% Coefficients: 
%       A0 = -1.320904E-3
%       A1 = 3.528051E-4
%       A2 = -6.765785E-6
%       A3 = 2.06081E-7
"Date","Time","Temperature"
"2023-08-23","09:32:33","25.1984"
"2023-08-23","10:32:33","25.3431"
"2023-08-23","11:32:33","23.2043"
"2023-08-23","12:32:33","15.2917"
"2023-08-23","13:32:33","18.5213"
"2023-08-23","14:32:33","0.6583"
"2023-08-23","15:32:33","0.6580"
"2023-08-23","16:32:33","0.6568"
"2023-08-23","17:32:33","0.6552"
"2023-08-23","18:32:33","0.6538"
"2023-08-23","19:32:33","0.6525"
"2023-08-23","20:32:33","0.6519"
"2023-08-23","21:32:33","0.6516"
"2023-08-23","22:32:33","0.6510"
"2023-08-23","23:32:33","0.6518"
"2023-08-24","00:32:33","0.6529"
"2023-08-24","01:32:33","0.6545"
"2023-08-24","02:32:33","0.6562"
"2023-08-24","03:32:33","0.6580"
"2023-08-24","04:32:33","0.6593"
"2023-08-24","05:32:33","0.6586"
"2023-08-24","06:32:33","0.6582"
"2023-08-24","07:32:33","0.6579"
"2023-08-24","08:32:33","0.6577"
"2023-08-24","09:32:33","0.6578"
"2023-08-24","10:32:33","0.6599"
"2023-08-24","11:32:33","0.6620"
"2023-08-24","12:32:33","0.6629"
"2023-08-24","13:32:33","0.6634"
"2023-08-24","14:32:33","0.6640"
"2023-08-24","15:32:33","0.6627"
"2023-08-24","16:32:33","0.6614"
"2023-08-24","17:32:33","0.6594"
"2023-08-24","18:32:33","0.6573"
"2023-08-24","19:32:33","0.6553"
"2023-08-24","20:32:33","0.6542"
"2023-08-24","21:32:33","0.6534"
"2023-08-24","22:32:33","0.6531"
"2023-08-24","23:32:33","0.6545"
"2023-08-25","00:32:33","0.6576"
"2023-08-25","01:32:33","0.6603"
"2023-08-25","02:32:33","0.6612"
"2023-08-25","03:32:33","0.6609"
"2023-08-25","04:32:33","0.6604"
"2023-08-25","05:32:33","0.6595"
"2023-08-25","06:32:33","0.6585"
"2023-08-25","07:32:33","0.6578"
"2023-08-25","08:32:33","0.6569"
"2023-08-25","09:32:33","0.6553"
"2023-08-25","10:32:33","0.6557"
"2023-08-25","11:32:33","0.6564"
"2023-08-25","12:32:33","0.6568"
"2023-08-25","13:32:33","0.6576"
"2023-08-25","14:32:33","0.6571"
"2023-08-25","15:32:33","0.6569"
"2023-08-25","16:32:33","0.6554"
"2023-08-25","17:32:33","0.6539"
"2023-08-25","18:32:33","0.6572"
"2023-08-25","19:32:33","0.6588"
"2023-08-25","20:32:33","0.6583"
