"date","tow.number","species","species.name.logbook","number.caught","weight.caught","presence","comment"
"1998-07-14",12,10,"morue","16",NA,1,""
"1998-07-14",12,40,"plie blanche","22",NA,1,""
"1998-07-14",12,41,"plie grise","4",NA,1,""
"1998-07-14",12,211,"raie","3",NA,1,""
"1998-07-14",12,340,"poisson alligator","2",NA,1,""
"1998-07-14",12,640,"loche","1",NA,1,""
"1998-07-14",12,1823,"patate de mer","12",NA,1,""
"1998-07-14",12,2100,"crevette","15",NA,1,""
"1998-07-14",12,2520,"hyas","5",NA,1,""
"1998-07-14",12,6100,"etoile de mer","3",NA,1,""
"1998-07-14",12,6400,"oursin","1",NA,1,""
"1998-07-14",13,10,"morue","5",NA,1,""
"1998-07-14",13,20,"poisson rouge","1",NA,1,""
"1998-07-14",13,40,"plie blanche","60",NA,1,""
"1998-07-14",13,320,"hemitriptere","2",NA,1,""
"1998-07-14",13,340,"poisson alligator","10",NA,1,""
"1998-07-14",13,NA,"","2",NA,1,"pas dans le logbook"
"1998-07-14",13,640,"loche","4",NA,1,""
"1998-07-14",13,1823,"patate de mer",NA,NA,1,""
"1998-07-14",13,2100,"crevette","100",NA,1,""
"1998-07-14",13,4210,"bigorneau","2",NA,1,""
"1998-07-14",13,6300,"corne de boeuf",NA,NA,1,""
"1998-07-14",13,6400,"oursin","20",NA,1,""
"1998-07-15",1,40,"plie blanche","14",NA,1,""
"1998-07-15",1,320,"crapeau de mer","3",NA,1,""
"1998-07-15",1,340,"poisson alligator","5",NA,1,""
"1998-07-15",1,NA,"","3",NA,1,"pas dans le logbook"
"1998-07-15",1,4400,"limace","8",NA,1,""
"1998-07-15",1,2100,"crevette","100",NA,1,""
"1998-07-15",1,4210,"bigorneau","10",NA,1,""
"1998-07-15",1,4322,"petoncle d'islande","2",NA,1,""
"1998-07-15",1,6100,"etoile de mer","5",NA,1,""
"1998-07-15",2,10,"morue","12",NA,1,""
"1998-07-15",2,12,"barbue","1",NA,1,""
"1998-07-15",2,40,"plie blanche","50",NA,1,""
"1998-07-15",2,41,"plie grise","5",NA,1,""
"1998-07-15",2,211,"raie","3",NA,1,""
"1998-07-15",2,301,"chaboisseau bronze","6",NA,1,""
"1998-07-15",2,340,"poisson alligator","7",NA,1,""
"1998-07-07",1,10,"morue","4",NA,1,""
"1998-07-07",1,41,"plie grise","5",NA,1,""
"1998-07-07",1,311,"chaboisseau","2",NA,1,""
"1998-07-07",1,4400,"limace","9",NA,1,""
"1998-07-07",1,640,"loche","2",NA,1,""
"1998-07-07",2,10,"morue","5",NA,1,""
"1998-07-07",2,41,"plie grise","11",NA,1,""
"1998-07-07",2,311,"chaboisseau","7",NA,1,""
"1998-07-07",2,4400,"limace","2",NA,1,""
"1998-07-07",2,640,"loche","3",NA,1,""
"1998-07-07",2,4210,"bigorneau","20",NA,1,""
"1998-07-07",2,6100,"etoile de mer",NA,NA,1,""
"1998-07-07",2,6200,"ophiure",NA,NA,1,""
"1998-07-10",1,10,"morue","14",NA,1,""
"1998-07-10",1,40,"plie blanche","50",NA,1,""
"1998-07-10",1,301,"chaboisseau bronze","2",NA,1,""
"1998-07-10",1,4400,"limace","1",NA,1,""
"1998-07-10",1,640,"loche","2",NA,1,""
"1998-07-10",1,2100,"crevette",NA,NA,1,""
"1998-07-10",1,4210,"bigorneau","30",NA,1,""
"1998-07-10",1,4342,"coque d'islande",NA,NA,1,""
"1998-07-10",1,6400,"oursin","1",NA,1,""
"1998-07-10",1,8300,"anemone",NA,NA,1,""
"1998-07-10",2,10,"morue","8",NA,1,""
"1998-07-10",2,40,"plie blanche","60",NA,1,""
"1998-07-10",2,41,"plie grise","1",NA,1,""
"1998-07-10",2,301,"chaboisseau bronze","4",NA,1,""
"1998-07-10",2,2100,"crevette",NA,NA,1,""
"1998-07-10",2,2560,"bernard l'hermite",NA,NA,1,""
"1998-07-10",2,4210,"bigorneau","15",NA,1,""
"1998-07-10",2,6100,"etoile de mer","1",NA,1,""
"1998-07-10",2,6400,"oursin","1",NA,1,""
"1998-07-10",2,8600,"eponge","2",NA,1,""
"1998-07-10",2,1510,"oeuf de bigorneau",NA,NA,1,""
"1998-07-10",3,10,"morue","16",NA,1,""
"1998-07-10",3,40,"plie blanche","40",NA,1,""
"1998-07-10",3,60,"herring","65",NA,1,""
"1998-07-10",3,301,"chaboisseau bronze","6",NA,1,""
"1998-07-10",3,4400,"limace","4",NA,1,""
"1998-07-10",3,640,"loche","2",NA,1,""
"1998-07-10",3,2100,"crevette","11",NA,1,""
"1998-07-10",3,4210,"bigorneau","11",NA,1,""
"1998-07-10",3,4342,"coque d'islande",NA,NA,1,""
"1998-07-10",3,8300,"anemone",NA,NA,1,""
"1998-07-10",3,8600,"eponge",NA,NA,1,""
"1998-07-10",4,10,"morue","14",NA,1,""
"1998-07-10",4,20,"poisson rouge","1",NA,1,""
"1998-07-10",4,40,"plie blanche","100",NA,1,""
"1998-07-10",4,301,"chaboisseau bronze","5",NA,1,""
"1998-07-10",4,640,"loche","3",NA,1,""
"1998-07-10",4,2100,"crevette","12",NA,1,""
"1998-07-10",4,2520,"hyas","1",NA,1,""
"1998-07-10",4,4210,"bigorneau","7",NA,1,""
"1998-07-10",4,4310,"palourde","6",NA,1,""
"1998-07-10",5,10,"morue","20",NA,1,""
"1998-07-10",5,40,"plie blanche","33",NA,1,""
"1998-07-10",5,41,"plie grise","4",NA,1,""
"1998-07-10",5,301,"chaboisseau bronze","3",NA,1,""
"1998-07-10",5,640,"loche","5",NA,1,""
"1998-07-10",5,4210,"bigorneau","50",NA,1,""
"1998-07-10",5,6100,"etoile de mer","3",NA,1,""
"1998-07-10",5,6400,"oursin","1",NA,1,""
"1998-07-10",5,8600,"eponge","2",NA,1,""
"1998-07-10",5,1510,"oeuf de bigorneau",NA,NA,1,""
"1998-07-10",6,10,"morue","5",NA,1,""
"1998-07-10",6,40,"plie blanche","20",NA,1,""
"1998-07-10",6,301,"chaboisseau bronze","3",NA,1,""
"1998-07-10",6,4400,"limace","4",NA,1,""
"1998-07-10",6,640,"loche","3",NA,1,""
"1998-07-10",6,2100,"crevette","30",NA,1,""
"1998-07-10",6,2520,"hyas","23",NA,1,""
"1998-07-10",6,4210,"bigorneau","15",NA,1,""
"1998-07-10",6,6100,"etoile de mer","3",NA,1,""
"1998-07-10",6,6400,"oursin","200",NA,1,""
"1998-07-10",6,6500,"dollar de sable",NA,NA,1,""
"1998-07-10",7,10,"morue","16",NA,1,""
"1998-07-10",7,40,"plie blanche","45",NA,1,""
"1998-07-10",7,41,"plie grise","3",NA,1,""
"1998-07-10",7,301,"chaboisseau bronze","2",NA,1,""
"1998-07-10",7,2100,"crevette","15",NA,1,""
"1998-07-10",7,4210,"bigorneau","31",NA,1,""
"1998-07-10",7,6100,"etoile de mer","7",NA,1,""
"1998-07-10",7,6400,"oursin","3",NA,1,""
"1998-07-10",7,8300,"anemone",NA,NA,1,""
"1998-07-10",7,8600,"eponge","1",NA,1,""
"1998-07-10",8,10,"morue","26",NA,1,""
"1998-07-10",8,40,"plie blanche","60",NA,1,""
"1998-07-10",8,41,"plie grise","7",NA,1,""
"1998-07-10",8,301,"chaboisseau bronze","3",NA,1,""
"1998-07-10",8,640,"loche","3",NA,1,""
"1998-07-10",8,NA,"lompenie","2",NA,1,""
"1998-07-10",8,2100,"crevette","20",NA,1,""
"1998-07-10",8,4210,"bigorneau","21",NA,1,""
"1998-07-10",8,4342,"coque d'islande","27",NA,1,""
"1998-07-10",8,6400,"oursin","4",NA,1,""
"1998-07-13",1,40,"plie blanche","37",NA,1,""
"1998-07-13",1,301,"chaboisseau bronze","2",NA,1,""
