date,tow.id,probe,type,location,position,event,time
2018-09-15,GP296F,Minilog,TD,headline,center,touchdown,16:13:10
2018-09-15,GP291F,Minilog,TD,headline,center,touchdown,17:10:21
2018-09-15,GP288F,Minilog,TD,headline,center,touchdown,18:27:56
2018-09-16,GP283F,Minilog,TD,headline,center,touchdown,6:37:04
2018-09-16,GP299F,Minilog,TD,headline,center,touchdown,8:11:30
2018-09-16,GP306F,Minilog,TD,headline,center,touchdown,9:11:25
2018-09-16,GP319F,Minilog,TD,headline,center,touchdown,10:03:49
2018-09-16,GP305F,Minilog,TD,headline,center,touchdown,11:19:46
2018-07-19,GP354F,Star Oddi,DST-Tilt,footrope,center,liftoff,5:33:35
2018-07-19,GP351F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:44:29
2018-07-19,GP350F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:10:23
2018-07-19,GP346F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:32:53
2018-07-19,GP342F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:58:02
2018-07-19,GP334F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:19:23
2018-07-19,GP323F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:37:31
2018-07-19,GP325F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:16:52
2018-07-19,GP335F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:16:36
2018-07-19,GP344F,Star Oddi,DST-Tilt,footrope,center,liftoff,20:28:28
2018-07-20,GP341F,Star Oddi,DST-Tilt,footrope,center,liftoff,5:32:55
2018-07-20,GP331F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:18:03
2018-07-20,GP326F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:14:24
2018-07-20,GP315F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:20:13
2018-07-20,GP324F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:30:47
2018-07-20,GP313F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:55:17
2018-07-20,GP320F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:07:58
2018-07-20,GP312F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:02:05
2018-07-20,GP316F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:22:28
2018-07-20,GP295F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:28:46
2018-07-20,GP290F,Star Oddi,DST-Tilt,footrope,center,liftoff,20:29:40
2018-07-21,GP293F,Star Oddi,DST-Tilt,footrope,center,liftoff,5:49:18
2018-07-21,GP282F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:05:21
2018-07-21,GP273F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:02:56
2018-07-21,GP260F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:57:50
2018-07-21,GP269F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:21:16
2018-07-21,GP250F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:14:11
2018-07-21,GP251F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:30:04
2018-07-21,GP235F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:27:02
2018-07-22,GP237A1,Star Oddi,DST-Tilt,footrope,center,liftoff,5:44:12
2018-07-22,GP203F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:05:20
2018-07-22,GP208F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:36:54
2018-07-22,GP201A1,Star Oddi,DST-Tilt,footrope,center,liftoff,12:04:46
2018-07-22,GP181F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:09:34
2018-07-22,GP187F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:47:59
2018-07-22,GP166F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:38:27
2018-07-22,GP156F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:47:20
2018-07-23,GP072F,Star Oddi,DST-Tilt,footrope,center,liftoff,5:44:16
2018-07-23,GP085F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:40:08
2018-07-23,GP081F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:30:35
2018-07-23,GP098F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:52:22
2018-07-23,GP120F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:40:58
2018-07-23,GP109F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:20:44
2018-07-23,GP122F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:56:02
2018-07-23,GP142F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:33:34
2018-07-24,GP121A1,Star Oddi,DST-Tilt,footrope,center,liftoff,5:49:35
2018-07-24,GP134F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:52:19
2018-07-24,GP139F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:14:43
2018-07-24,GP112A1,Star Oddi,DST-Tilt,footrope,center,liftoff,12:31:51
2018-07-24,GP115F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:30:42
2018-07-24,GP130F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:07:11
2018-07-24,GP138F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:28:48
2018-07-24,GP165A1,Star Oddi,DST-Tilt,footrope,center,liftoff,18:11:43
2018-07-24,GP152F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:27:21
2018-07-24,GP153F,Star Oddi,DST-Tilt,footrope,center,liftoff,20:54:43
2018-07-25,GP219F,Star Oddi,DST-Tilt,footrope,center,liftoff,5:48:01
2018-07-31,GP240F,Star Oddi,DST-Tilt,footrope,center,liftoff,5:32:16
2018-07-31,GP234F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:56:36
2018-07-31,GP220F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:55:49
2018-07-31,GP214F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:14:11
2018-07-31,GP192F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:36:58
2018-07-31,GP197F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:32:33
2018-07-31,GP189F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:21:35
2018-07-31,GP162F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:50:40
2018-07-31,GP170F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:06:27
2018-07-31,GP174A1,Star Oddi,DST-Tilt,footrope,center,liftoff,20:57:55
2018-08-01,GP184F,Star Oddi,DST-Tilt,footrope,center,liftoff,5:42:58
2018-08-01,GP159F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:10:19
2018-08-01,GP147F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:47:49
2018-08-01,GP149F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:51:38
2018-08-01,GP158F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:41:05
2018-08-01,GP176F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:48:58
2018-08-01,GP179F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:43:12
2018-08-01,GP191A1,Star Oddi,DST-Tilt,footrope,center,liftoff,14:47:53
2018-08-01,GP177F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:09:41
2018-08-01,GP163F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:35:18
2018-08-01,GP164F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:38:49
2018-08-01,GP151F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:47:22
2018-08-02,GP154F,Star Oddi,DST-Tilt,footrope,center,liftoff,5:51:07
2018-08-02,GP133F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:51:44
2018-08-02,GP141F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:41:45
2018-08-02,GP128A2,Star Oddi,DST-Tilt,footrope,center,liftoff,17:21:58
2018-08-02,GP123A1,Star Oddi,DST-Tilt,footrope,center,liftoff,19:29:26
2018-08-02,GP099F,Star Oddi,DST-Tilt,footrope,center,liftoff,20:44:08
2018-08-03,GP094F,Star Oddi,DST-Tilt,footrope,center,liftoff,5:44:32
2018-08-03,GP113F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:25:34
2018-08-03,GP127F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:32:35
2018-08-03,GP124F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:28:14
2018-08-03,GP105F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:24:46
2018-08-03,GP106F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:37:46
2018-08-03,GP125F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:35:19
2018-08-04,GP084A1,Star Oddi,DST-Tilt,footrope,center,liftoff,5:50:46
2018-08-04,GP077F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:10:45
2018-08-04,GP068F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:38:04
2018-08-04,GP088F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:51:30
2018-08-04,GP080F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:08:25
2018-08-04,GP076F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:27:29
2018-08-04,GP061F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:29:53
2018-08-04,GP049F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:28:47
2018-08-04,GP046F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:13:02
2018-08-04,GP036F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:38:11
2018-08-04,GP026F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:01:16
2018-08-04,GP024F,Star Oddi,DST-Tilt,footrope,center,liftoff,20:17:16
2018-08-05,GP025F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:04:02
2018-08-05,GP044F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:37:00
2018-08-05,GP023F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:15:41
2018-08-05,GP016F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:39:07
2018-08-05,GP019F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:21:29
2018-08-05,GP018F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:21:19
2018-08-05,GP028F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:02:27
2018-08-05,GP032F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:51:32
2018-08-05,GP050F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:42:15
2018-08-05,GP048F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:51:38
2018-08-05,GP067F,Star Oddi,DST-Tilt,footrope,center,liftoff,20:01:40
2018-08-06,GP066F,Star Oddi,DST-Tilt,footrope,center,liftoff,5:50:55
2018-08-06,GP070F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:10:15
2018-08-06,GP063F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:12:01
2018-08-06,GP047A1,Star Oddi,DST-Tilt,footrope,center,liftoff,10:43:02
2018-08-06,GP022F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:06:56
2018-08-06,GP030F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:05:26
2018-08-06,GP040F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:09:40
2018-08-06,GP042F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:19:27
2018-08-06,GP052F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:20:59
2018-08-06,GP051F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:22:18
2018-08-06,GP041F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:38:38
2018-08-06,GP031A1,Star Oddi,DST-Tilt,footrope,center,liftoff,20:27:48
2018-08-07,GP039F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:02:38
2018-08-07,GP045F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:00:43
2018-08-07,GP069F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:51:29
2018-08-07,GP092A1,Star Oddi,DST-Tilt,footrope,center,liftoff,11:05:46
2018-08-07,GP095F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:24:10
2018-08-07,GP111F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:37:34
2018-08-07,GP110F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:29:15
2018-08-07,GP100F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:15:59
2018-08-07,GP087F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:15:46
2018-08-07,GP062F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:00:30
2018-08-07,GP053F,Star Oddi,DST-Tilt,footrope,center,liftoff,20:33:18
2018-08-08,GP043A2,Star Oddi,DST-Tilt,footrope,center,liftoff,7:34:11
2018-08-08,GP015F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:59:23
2018-08-13,GP009F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:34:04
2018-08-13,GP008F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:38:42
2018-08-13,GP006F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:27:38
2018-08-13,GP002F,Star Oddi,DST-Tilt,footrope,center,liftoff,20:06:54
2018-08-14,GP001F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:07:08
2018-08-14,GP003F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:37:50
2018-08-14,GP004F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:39:04
2018-08-14,GP005F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:19:50
2018-08-14,GP007F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:48:16
2018-08-14,GP011F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:01:33
2018-08-14,GP010F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:22:02
2018-08-14,GP012F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:08:52
2018-08-14,GP013F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:11:47
2018-08-14,GP017F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:53:52
2018-08-15,GP014F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:29:50
2018-08-15,GP020F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:52:50
2018-08-15,GP021F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:42:12
2018-08-15,GP037F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:23:57
2018-08-15,GP055F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:31:28
2018-08-15,GP029F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:51:41
2018-08-15,GP058F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:23:15
2018-08-15,GP059F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:03:17
2018-08-15,GP034F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:17:28
2018-08-16,GP027F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:06:30
2018-08-16,GP033F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:25:19
2018-08-16,GP038F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:58:46
2018-08-16,GP035F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:43:25
2018-08-16,GP054F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:59:04
2018-08-16,GP064F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:39:46
2018-08-16,GP078F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:25:22
2018-08-16,GP056F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:34:56
2018-08-16,GP057F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:46:36
2018-08-17,GP107F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:12:08
2018-08-17,GP096A1,Star Oddi,DST-Tilt,footrope,center,liftoff,8:45:49
2018-08-17,GP083F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:52:16
2018-08-17,GP074A1,Star Oddi,DST-Tilt,footrope,center,liftoff,12:46:33
2018-08-17,GP065F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:33:23
2018-08-17,GP073F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:05:24
2018-08-17,GP086F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:18:11
2018-08-17,GP103F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:37:40
2018-08-17,GP089F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:55:29
2018-08-18,GP075A1,Star Oddi,DST-Tilt,footrope,center,liftoff,6:21:13
2018-08-18,GP071A1,Star Oddi,DST-Tilt,footrope,center,liftoff,9:17:53
2018-08-18,GP060A1,Star Oddi,DST-Tilt,footrope,center,liftoff,12:00:38
2018-08-18,GP082F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:12:22
2018-08-18,GP101F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:40:07
2018-08-18,GP114F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:45:36
2018-08-18,GP126F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:52:50
2018-08-18,GP118F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:11:58
2018-08-18,GP143F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:36:30
2018-08-19,GP157F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:08:51
2018-08-19,GP169F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:34:51
2018-08-19,GP180F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:59:15
2018-08-19,GP185F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:52:51
2018-08-19,GP172F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:30:46
2018-08-19,GP183F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:43:45
2018-08-19,GP193F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:06:13
2018-08-19,GP209F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:27:16
2018-08-19,GP204F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:31:41
2018-08-19,GP218F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:03:33
2018-08-19,GP200F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:09:58
2018-08-19,GP207F,Star Oddi,DST-Tilt,footrope,center,liftoff,20:16:09
2018-08-20,GP227F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:12:05
2018-08-20,GP230F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:56:22
2018-08-20,GP236A1,Star Oddi,DST-Tilt,footrope,center,liftoff,10:31:45
2018-08-20,GP243F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:12:59
2018-08-20,GP249F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:53:58
2018-08-20,GP261F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:42:51
2018-08-20,GP257F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:43:34
2018-08-20,GP247F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:15:12
2018-08-20,GP258F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:54:49
2018-08-20,GP281F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:04:45
2018-08-20,GP278F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:05:49
2018-08-20,GP287F,Star Oddi,DST-Tilt,footrope,center,liftoff,20:17:59
2018-08-21,GP303F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:07:40
2018-08-21,GP300F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:00:21
2018-08-25,GP190F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:20:02
2018-08-25,GP196F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:37:58
2018-08-25,GP188F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:34:58
2018-08-25,GP161F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:17:04
2018-08-25,GP160F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:50:09
2018-08-25,GP146F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:18:24
2018-08-25,GP116F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:23:28
2018-08-25,GP140F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:57:05
2018-08-25,GP117F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:20:44
2018-08-25,GP097F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:45:13
2018-08-26,GP090F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:21:42
2018-08-26,GP079F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:21:37
2018-08-26,GP104F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:26:51
2018-08-26,GP108F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:55:03
2018-08-26,GP091F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:19:52
2018-08-26,GP093F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:28:05
2018-08-26,GP102F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:47:06
2018-08-26,GP119F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:58:36
2018-08-26,GP132F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:01:57
2018-08-26,GP148F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:22:38
2018-08-26,GP137F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:03:48
2018-08-27,GP173F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:20:20
2018-08-27,GP171F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:06:49
2018-08-27,GP155F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:19:49
2018-08-27,GP145F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:33:01
2018-08-27,GP131F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:51:21
2018-08-27,GP135F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:42:55
2018-08-27,GP136F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:45:03
2018-08-27,GP129F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:41:30
2018-08-27,GP144F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:41:36
2018-08-27,GP168F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:21:13
2018-08-27,GP178F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:23:34
2018-08-27,GP175F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:22:24
2018-08-27,GP195F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:39:18
2018-08-28,GP216F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:21:41
2018-08-28,GP223F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:22:01
2018-08-28,GP228F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:37:31
2018-08-28,GP242F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:17:18
2018-08-28,GP253F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:51:57
2018-08-28,GP239F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:06:17
2018-08-28,GP224F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:18:19
2018-08-28,GP222F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:43:28
2018-08-28,GP211F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:55:44
2018-08-28,GP212F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:57:03
2018-09-01,GP213F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:21:14
2018-09-01,GP205F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:07:46
2018-09-01,GP194F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:29:23
2018-09-01,GP186F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:23:18
2018-09-01,GP167A1,Star Oddi,DST-Tilt,footrope,center,liftoff,12:04:45
2018-09-01,GP182F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:43:36
2018-09-01,GP199F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:03:40
2018-09-02,GP267F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:03:40
2018-09-02,GP256F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:37:48
2018-09-02,GP254F,Star Oddi,DST-Tilt,footrope,center,liftoff,9:36:17
2018-09-02,GP241F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:07:46
2018-09-02,GP231F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:31:24
2018-09-02,GP238F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:51:32
2018-09-02,GP262F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:31:45
2018-09-02,GP264F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:10:50
2018-09-02,GP271F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:53:33
2018-09-02,GP270F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:56:05
2018-09-02,GP266F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:48:18
2018-09-03,GP277F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:26:14
2018-09-03,GP276A1,Star Oddi,DST-Tilt,footrope,center,liftoff,8:58:21
2018-09-03,GP284F,Star Oddi,DST-Tilt,footrope,center,liftoff,10:15:15
2018-09-03,GP294F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:32:03
2018-09-03,GP301F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:40:48
2018-09-03,GP280F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:50:33
2018-09-03,GP272F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:18:35
2018-09-03,GP289F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:13:03
2018-09-03,GP298F,Star Oddi,DST-Tilt,footrope,center,liftoff,19:05:41
2018-09-07,GP292F,Star Oddi,DST-Tilt,footrope,center,liftoff,6:48:24
2018-09-07,GP286F,Star Oddi,DST-Tilt,footrope,center,liftoff,8:14:28
2018-09-07,GP268F,Star Oddi,DST-Tilt,footrope,center,liftoff,11:48:01
2018-09-07,GP259F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:41:18
2018-09-07,GP248F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:47:18
2018-09-07,GP263F,Star Oddi,DST-Tilt,footrope,center,liftoff,14:56:56
2018-09-07,GP245F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:07:13
2018-09-07,GP233A2,Star Oddi,DST-Tilt,footrope,center,liftoff,19:00:59
2018-09-08,GP206A2,Star Oddi,DST-Tilt,footrope,center,liftoff,8:56:42
2018-09-10,GP202A1,Star Oddi,DST-Tilt,footrope,center,liftoff,7:52:34
2018-09-10,GP198A1,Star Oddi,DST-Tilt,footrope,center,liftoff,9:50:58
2018-09-10,GP215A2,Star Oddi,DST-Tilt,footrope,center,liftoff,12:59:26
2018-09-10,GP229A1,Star Oddi,DST-Tilt,footrope,center,liftoff,15:52:20
2018-09-10,GP225A1,Star Oddi,DST-Tilt,footrope,center,liftoff,18:27:09
2018-09-11,GP210A2,Star Oddi,DST-Tilt,footrope,center,liftoff,8:53:14
2018-09-11,GP221A1,Star Oddi,DST-Tilt,footrope,center,liftoff,11:26:24
2018-09-11,GP232F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:13:23
2018-09-12,GP255F,Star Oddi,DST-Tilt,footrope,center,liftoff,7:16:29
2018-09-12,GP244F,Star Oddi,DST-Tilt,footrope,center,liftoff,12:46:21
2018-09-12,GP246F,Star Oddi,DST-Tilt,footrope,center,liftoff,13:40:42
2018-09-12,GP252F,Star Oddi,DST-Tilt,footrope,center,liftoff,15:18:00
2018-09-12,GP275F,Star Oddi,DST-Tilt,footrope,center,liftoff,16:36:49
2018-09-12,GP279F,Star Oddi,DST-Tilt,footrope,center,liftoff,17:45:20
2018-09-12,GP285F,Star Oddi,DST-Tilt,footrope,center,liftoff,18:57:53
