date,probe,location,position,event,tow.id,time
2024-08-07,Star Oddi DST-TD,footrope,center,liftoff,GP015F,14:26:46
2024-08-07,Star Oddi DST-TD,footrope,center,touchdown,GP017F,15:16:23 
2024-08-07,Star Oddi DST-TD,footrope,center,liftoff,GP017F,15:21:01
2024-08-07,Star Oddi DST-TD,footrope,center,touchdown,GP021F,16:18:08 
2024-08-07,Star Oddi DST-TD,footrope,center,liftoff,GP021F,16:22:34
2024-08-07,Star Oddi DST-TD,footrope,center,touchdown,GP020F,17:07:45 
2024-08-07,Star Oddi DST-TD,footrope,center,liftoff,GP020F,17:13:16
2024-08-07,Star Oddi DST-TD,footrope,center,touchdown,GP014F,18:19:39 
2024-08-07,Star Oddi DST-TD,footrope,center,liftoff,GP014F,18:24:39
2024-08-09,Star Oddi DST-TD,footrope,center,touchdown,GP034FR1,05:45:57 
2024-08-09,Star Oddi DST-TD,footrope,center,liftoff,GP034FR1,05:50:58
2024-08-09,Star Oddi DST-TD,footrope,center,touchdown,GP027F,07:13:19 
2024-08-09,Star Oddi DST-TD,footrope,center,liftoff,GP027F,07:18:10
2024-08-09,Star Oddi DST-TD,footrope,center,touchdown,GP033F,08:22:17 
2024-08-09,Star Oddi DST-TD,footrope,center,liftoff,GP033F,08:27:21
2024-08-09,Star Oddi DST-TD,footrope,center,touchdown,GP038F,10:07:44 
2024-08-09,Star Oddi DST-TD,footrope,center,liftoff,GP038F,10:17:10
2024-08-09,Star Oddi DST-TD,footrope,center,touchdown,GP054F,11:43:40 
2024-08-09,Star Oddi DST-TD,footrope,center,liftoff,GP054F,11:48:55
2024-08-09,Star Oddi DST-TD,footrope,center,touchdown,GP035F,13:01:50 
2024-08-09,Star Oddi DST-TD,footrope,center,liftoff,GP035F,13:06:59
2024-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP057F,07:05:49 
2024-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP057F,07:10:45
2024-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP056FR1,09:44:43 
2024-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP056FR1,09:49:43
2024-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP064F,10:54:21 
2024-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP064F,10:59:59
2024-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP074F,11:51:37 
2024-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP074F,11:56:42
2024-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP083F,13:44:28 
2024-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP083F,13:49:07
2024-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP065F,15:19:48 
2024-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP065F,15:24:53
2024-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP059F,16:54:27 
2024-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP059F,16:59:40
2024-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP058F,18:28:22 
2024-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP058F,18:33:27
2024-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP073F,19:29:15 
2024-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP073F,19:34:21
2024-08-11,Star Oddi DST-TD,footrope,center,touchdown,GP118F,20:31:05 
2024-08-11,Star Oddi DST-TD,footrope,center,liftoff,GP118F,20:36:06
2024-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP071F,05:43:54 
2024-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP071F,05:48:59
2024-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP029F,07:21:54 
2024-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP029F,07:27:12
2024-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP037FR1,08:44:17 
2024-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP037FR1,08:49:13
2024-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP053F,12:16:25 
2024-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP053F,12:21:33
2024-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP045F,16:13:40 
2024-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP045F,16:19:13
2024-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP051F,17:49:51 
2024-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP051F,17:54:48
2024-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP052F,18:55:41 
2024-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP052F,19:01:16
2024-08-12,Star Oddi DST-TD,footrope,center,touchdown,GP063F,20:20:34 
2024-08-12,Star Oddi DST-TD,footrope,center,liftoff,GP063F,20:25:38
2024-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP069F,05:53:39 
2024-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP069F,05:58:34
2024-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP062F,07:07:20 
2024-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP062F,07:12:36
2024-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP060F,08:30:09 
2024-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP060F,08:35:18
2024-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP087F,09:51:49 
2024-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP087F,09:56:58
2024-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP100F,11:10:46 
2024-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP100F,11:16:03
2024-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP082F,13:00:36 
2024-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP082F,13:06:13
2024-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP075F,14:06:51 
2024-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP075F,14:12:22
2024-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP089F,15:28:50 
2024-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP089F,15:33:56
2024-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP086F,16:42:22 
2024-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP086F,16:47:33
2024-08-13,Star Oddi DST-TD,footrope,center,touchdown,GP103F,18:01:43 
2024-08-13,Star Oddi DST-TD,footrope,center,liftoff,GP103F,18:06:54
2024-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP112F,05:53:26 
2024-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP112F,05:58:43
2024-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP115F,07:06:45 
2024-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP115F,07:11:46
2024-08-14,Star Oddi DST-TD,footrope,center,touchdown,GP130F,09:03:35 
2024-08-14,Star Oddi DST-TD,footrope,center,liftoff,GP130F,09:09:01
2024-08-18,Star Oddi DST-TD,footrope,center,touchdown,GP191F,06:05:43 
2024-08-18,Star Oddi DST-TD,footrope,center,liftoff,GP191F,06:11:43
2024-08-18,Star Oddi DST-TD,footrope,center,touchdown,GP177F,07:58:44 
2024-08-18,Star Oddi DST-TD,footrope,center,liftoff,GP177F,08:04:11
2024-08-18,Star Oddi DST-TD,footrope,center,touchdown,GP190F,08:58:03 
2024-08-18,Star Oddi DST-TD,footrope,center,liftoff,GP190F,09:02:51
2024-08-18,Star Oddi DST-TD,footrope,center,touchdown,GP196F,09:52:36 
2024-08-18,Star Oddi DST-TD,footrope,center,liftoff,GP196F,09:58:15
2024-08-18,Star Oddi DST-TD,footrope,center,touchdown,GP188F,10:49:27 
2024-08-18,Star Oddi DST-TD,footrope,center,liftoff,GP188F,10:54:50
2024-08-18,Star Oddi DST-TD,footrope,center,touchdown,GP161F,13:08:30 
2024-08-18,Star Oddi DST-TD,footrope,center,liftoff,GP161F,13:14:04
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP114F,06:12:29 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP114F,06:17:46
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP139F,07:21:14 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP139F,07:26:30
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP126F,08:24:40 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP126F,08:29:50
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP101F,09:39:34 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP101F,09:45:00
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP144F,11:22:20 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP144F,11:27:11
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP143F,12:08:16 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP143F,12:13:28
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP157F,13:51:29 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP157F,13:56:38
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP172F,15:01:20 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP172F,15:06:30
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP183F,16:05:32 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP183F,16:10:48
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP200F,17:25:42 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP200F,17:30:53
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP217F,18:22:39 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP217F,18:27:40
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP218F,19:15:33 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP218F,19:20:40
2024-08-19,Star Oddi DST-TD,footrope,center,touchdown,GP236F,20:20:14 
2024-08-19,Star Oddi DST-TD,footrope,center,liftoff,GP236F,20:25:23
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP209F,06:16:25 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP209F,06:21:37
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP204F,07:13:20 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP204F,07:18:24
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP193F,08:12:38 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP193F,08:17:50
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP178F,09:25:11 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP178F,09:30:23
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP168F,10:30:52 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP168F,10:36:12
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP175F,11:29:57 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP175F,11:35:23
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP195F,12:57:13 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP195F,13:02:27
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP205F,14:54:34 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP205F,14:59:48
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP213F,15:42:36 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP213F,15:47:46
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP222F,16:40:50 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP222F,16:46:05
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP211F,17:51:45 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP211F,17:57:20
2024-08-20,Star Oddi DST-TD,footrope,center,touchdown,GP194F,19:17:59 
2024-08-20,Star Oddi DST-TD,footrope,center,liftoff,GP194F,19:23:09
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP092F,06:15:51 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP092F,06:20:32
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP095F,07:15:22 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP095F,07:20:25
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP110FR1,09:58:44 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP110FR1,10:03:31
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP111F,10:56:59
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP111F,11:02:17
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP129F,12:35:06 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP129F,12:40:22
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP136F,13:23:01 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP136F,13:28:04
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP135F,14:29:00 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP135F,14:34:14
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP145F,15:27:04 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP145F,15:32:23
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP131F,16:40:58 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP131F,16:46:08
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP137F,17:50:21 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP137F,17:55:33
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP137F,17:50:21 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP137F,17:55:33
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP119F,19:12:38 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP119F,19:17:35
2024-08-22,Star Oddi DST-TD,footrope,center,touchdown,GP132F,20:06:53 
2024-08-22,Star Oddi DST-TD,footrope,center,liftoff,GP132F,20:11:53
2024-08-23,Star Oddi DST-TD,footrope,center,touchdown,GP155F,09:00:17 
2024-08-23,Star Oddi DST-TD,footrope,center,liftoff,GP155F,09:05:40
2024-08-23,Star Oddi DST-TD,footrope,center,touchdown,GP171F,09:53:52 
2024-08-23,Star Oddi DST-TD,footrope,center,liftoff,GP171F,09:59:08
2024-08-23,Star Oddi DST-TD,footrope,center,touchdown,GP173F,10:30:10 
2024-08-23,Star Oddi DST-TD,footrope,center,liftoff,GP173F,10:35:29
2024-08-23,Star Oddi DST-TD,footrope,center,touchdown,GP167F,12:09:56 
2024-08-23,Star Oddi DST-TD,footrope,center,liftoff,GP167F,12:14:34
2024-08-23,Star Oddi DST-TD,footrope,center,touchdown,GP186F,13:08:05 
2024-08-23,Star Oddi DST-TD,footrope,center,liftoff,GP186F,13:13:20
2024-08-23,Star Oddi DST-TD,footrope,center,touchdown,GP182F,13:59:16 
2024-08-23,Star Oddi DST-TD,footrope,center,liftoff,GP182F,14:04:30
2024-08-23,Star Oddi DST-TD,footrope,center,touchdown,GP199FR1,15:44:23 
2024-08-23,Star Oddi DST-TD,footrope,center,liftoff,GP199FR1,15:49:36
2024-09-02,Star Oddi DST-TD,footrope,center,touchdown,GP255F,11:37:37 
2024-09-02,Star Oddi DST-TD,footrope,center,liftoff,GP255F,11:42:53
2024-09-02,Star Oddi DST-TD,footrope,center,touchdown,GP246F,14:44:23 
2024-09-02,Star Oddi DST-TD,footrope,center,liftoff,GP246F,14:49:33
2024-09-02,Star Oddi DST-TD,footrope,center,touchdown,GP244F,15:36:01 
2024-09-02,Star Oddi DST-TD,footrope,center,liftoff,GP244F,15:41:06
2024-09-02,Star Oddi DST-TD,footrope,center,touchdown,GP229F,16:54:38 
2024-09-02,Star Oddi DST-TD,footrope,center,liftoff,GP229F,16:59:49
2024-09-03,Star Oddi DST-TD,footrope,center,touchdown,GP266F,06:16:04 
2024-09-03,Star Oddi DST-TD,footrope,center,liftoff,GP266F,06:21:44
2024-09-03,Star Oddi DST-TD,footrope,center,touchdown,GP277F,07:35:19 
2024-09-03,Star Oddi DST-TD,footrope,center,liftoff,GP277F,07:40:31
2024-09-03,Star Oddi DST-TD,footrope,center,touchdown,GP270F,08:48:01 
2024-09-03,Star Oddi DST-TD,footrope,center,liftoff,GP270F,08:53:23
2024-09-03,Star Oddi DST-TD,footrope,center,touchdown,GP271F,09:57:10 
2024-09-03,Star Oddi DST-TD,footrope,center,liftoff,GP271F,10:02:39
2024-09-03,Star Oddi DST-TD,footrope,center,touchdown,GP262F,11:12:36 
2024-09-03,Star Oddi DST-TD,footrope,center,liftoff,GP262F,11:17:38
2024-09-03,Star Oddi DST-TD,footrope,center,touchdown,GP264F,12:25:16 
2024-09-03,Star Oddi DST-TD,footrope,center,liftoff,GP264F,12:30:22
2024-09-03,Star Oddi DST-TD,footrope,center,touchdown,GP238F,14:16:28 
2024-09-03,Star Oddi DST-TD,footrope,center,liftoff,GP238F,14:22:20
2024-09-03,Star Oddi DST-TD,footrope,center,touchdown,GP231F,15:40:19 
2024-09-03,Star Oddi DST-TD,footrope,center,liftoff,GP231F,15:45:33
2024-09-03,Star Oddi DST-TD,footrope,center,touchdown,GP241F,16:53:39 
2024-09-03,Star Oddi DST-TD,footrope,center,liftoff,GP241F,16:59:18
2024-09-03,Star Oddi DST-TD,footrope,center,touchdown,GP254F,18:06:37 
2024-09-03,Star Oddi DST-TD,footrope,center,liftoff,GP254F,18:11:26
2024-09-03,Star Oddi DST-TD,footrope,center,touchdown,GP256F,19:07:59 
2024-09-03,Star Oddi DST-TD,footrope,center,liftoff,GP256F,19:13:18
2024-09-04,Star Oddi DST-TD,footrope,center,touchdown,GP146F,06:30:27 
2024-09-04,Star Oddi DST-TD,footrope,center,liftoff,GP146F,06:35:40
2024-09-04,Star Oddi DST-TD,footrope,center,touchdown,GP116F,08:29:39 
2024-09-04,Star Oddi DST-TD,footrope,center,liftoff,GP116F,08:34:52
2024-09-04,Star Oddi DST-TD,footrope,center,touchdown,GP117F,09:55:09 
2024-09-04,Star Oddi DST-TD,footrope,center,liftoff,GP117F,10:00:21
2024-09-04,Star Oddi DST-TD,footrope,center,touchdown,GP097F,10:49:41 
2024-09-04,Star Oddi DST-TD,footrope,center,liftoff,GP097F,10:54:55
2024-09-04,Star Oddi DST-TD,footrope,center,touchdown,GP090F,12:20:39 
2024-09-04,Star Oddi DST-TD,footrope,center,liftoff,GP090F,12:25:52
2024-09-04,Star Oddi DST-TD,footrope,center,touchdown,GP079F,13:07:19 
2024-09-04,Star Oddi DST-TD,footrope,center,liftoff,GP079F,13:12:36
2024-09-04,Star Oddi DST-TD,footrope,center,touchdown,GP091F,14:40:31 
2024-09-04,Star Oddi DST-TD,footrope,center,liftoff,GP091F,14:45:55
2024-09-04,Star Oddi DST-TD,footrope,center,touchdown,GP070F,16:14:43 
2024-09-04,Star Oddi DST-TD,footrope,center,liftoff,GP070F,16:20:01
2024-09-04,Star Oddi DST-TD,footrope,center,touchdown,GP093FR1,18:21:29 
2024-09-04,Star Oddi DST-TD,footrope,center,liftoff,GP093FR1,18:27:25
2024-09-04,Star Oddi DST-TD,footrope,center,touchdown,GP102F,19:37:33 
2024-09-04,Star Oddi DST-TD,footrope,center,liftoff,GP102F,19:42:45
2024-09-05,Star Oddi DST-TD,footrope,center,touchdown,GP108F,06:33:52 
2024-09-05,Star Oddi DST-TD,footrope,center,liftoff,GP108F,06:39:06
2024-09-05,Star Oddi DST-TD,footrope,center,touchdown,GP104F,08:03:47 
2024-09-05,Star Oddi DST-TD,footrope,center,liftoff,GP104F,08:09:02
2024-09-05,Star Oddi DST-TD,footrope,center,touchdown,GP140F,09:56:52 
2024-09-05,Star Oddi DST-TD,footrope,center,liftoff,GP140F,10:02:21
2024-09-05,Star Oddi DST-TD,footrope,center,touchdown,GP160F,11:31:23 
2024-09-05,Star Oddi DST-TD,footrope,center,liftoff,GP160F,11:36:47
2024-09-05,Star Oddi DST-TD,footrope,center,touchdown,GP215F,16:13:09 
2024-09-05,Star Oddi DST-TD,footrope,center,liftoff,GP215F,16:18:28
2024-09-05,Star Oddi DST-TD,footrope,center,touchdown,GP210F,17:19:26 
2024-09-05,Star Oddi DST-TD,footrope,center,liftoff,GP210F,17:24:37
2024-09-05,Star Oddi DST-TD,footrope,center,touchdown,GP240FR1,18:49:46 
2024-09-05,Star Oddi DST-TD,footrope,center,liftoff,GP240FR1,18:54:49
2024-09-06,Star Oddi DST-TD,footrope,center,touchdown,GP275F,06:23:03 
2024-09-06,Star Oddi DST-TD,footrope,center,liftoff,GP275F,06:28:18
2024-09-06,Star Oddi DST-TD,footrope,center,touchdown,GP279F,07:29:33 
2024-09-06,Star Oddi DST-TD,footrope,center,liftoff,GP279F,07:34:45
2024-09-06,Star Oddi DST-TD,footrope,center,touchdown,GP285F,08:23:12 
2024-09-06,Star Oddi DST-TD,footrope,center,liftoff,GP285F,08:28:17
2024-09-06,Star Oddi DST-TD,footrope,center,touchdown,GP291F,09:31:38 
2024-09-06,Star Oddi DST-TD,footrope,center,liftoff,GP291F,09:36:58
2024-09-06,Star Oddi DST-TD,footrope,center,touchdown,GP297F,10:32:50 
2024-09-06,Star Oddi DST-TD,footrope,center,liftoff,GP297F,10:38:08
2024-09-06,Star Oddi DST-TD,footrope,center,touchdown,GP296F,11:22:12 
2024-09-06,Star Oddi DST-TD,footrope,center,liftoff,GP296F,11:27:26
2024-09-06,Star Oddi DST-TD,footrope,center,touchdown,GP302F,12:28:32 
2024-09-06,Star Oddi DST-TD,footrope,center,liftoff,GP302F,12:33:48
2024-09-06,Star Oddi DST-TD,footrope,center,touchdown,GP288F,13:59:24 
2024-09-06,Star Oddi DST-TD,footrope,center,liftoff,GP288F,14:04:28
2024-09-06,Star Oddi DST-TD,footrope,center,touchdown,GP299F,15:22:14 
2024-09-06,Star Oddi DST-TD,footrope,center,liftoff,GP299F,15:27:15
2024-09-06,Star Oddi DST-TD,footrope,center,touchdown,GP304F,16:24:01 
2024-09-06,Star Oddi DST-TD,footrope,center,liftoff,GP304F,16:29:21
2024-09-10,Star Oddi DST-TD,footrope,center,touchdown,GP336F,07:36:20 
2024-09-10,Star Oddi DST-TD,footrope,center,liftoff,GP336F,07:41:37
2024-09-10,Star Oddi DST-TD,footrope,center,touchdown,GP319F,09:05:32 
2024-09-10,Star Oddi DST-TD,footrope,center,liftoff,GP319F,09:10:46
2024-09-10,Star Oddi DST-TD,footrope,center,touchdown,GP305F,10:22:09 
2024-09-10,Star Oddi DST-TD,footrope,center,liftoff,GP305F,10:27:38
2024-09-10,Star Oddi DST-TD,footrope,center,touchdown,GP306F,12:06:51 
2024-09-10,Star Oddi DST-TD,footrope,center,liftoff,GP306F,12:12:25
2024-09-10,Star Oddi DST-TD,footrope,center,touchdown,GP286F,13:18:05 
2024-09-10,Star Oddi DST-TD,footrope,center,liftoff,GP286F,13:23:21
2024-09-10,Star Oddi DST-TD,footrope,center,touchdown,GP283F,14:53:33 
2024-09-10,Star Oddi DST-TD,footrope,center,liftoff,GP283F,14:58:59
2024-09-10,Star Oddi DST-TD,footrope,center,touchdown,GP268F,16:15:25 
2024-09-10,Star Oddi DST-TD,footrope,center,liftoff,GP268F,16:20:34
2024-09-10,Star Oddi DST-TD,footrope,center,touchdown,GP274F,17:34:51 
2024-09-10,Star Oddi DST-TD,footrope,center,liftoff,GP274F,17:40:08
2024-09-10,Star Oddi DST-TD,footrope,center,touchdown,GP272F,18:59:35 
2024-09-10,Star Oddi DST-TD,footrope,center,liftoff,GP272F,19:04:53
2024-09-11,Star Oddi DST-TD,footrope,center,touchdown,GP267F,06:25:16 
2024-09-11,Star Oddi DST-TD,footrope,center,liftoff,GP267F,06:30:32
2024-09-11,Star Oddi DST-TD,footrope,center,touchdown,GP280F,07:22:13 
2024-09-11,Star Oddi DST-TD,footrope,center,liftoff,GP280F,07:27:33
2024-09-11,Star Oddi DST-TD,footrope,center,touchdown,GP276F,08:47:11 
2024-09-11,Star Oddi DST-TD,footrope,center,liftoff,GP276F,08:52:31
2024-09-11,Star Oddi DST-TD,footrope,center,touchdown,GP284F,09:37:34 
2024-09-11,Star Oddi DST-TD,footrope,center,liftoff,GP284F,09:43:03
2024-09-11,Star Oddi DST-TD,footrope,center,touchdown,GP294F,10:46:12 
2024-09-11,Star Oddi DST-TD,footrope,center,liftoff,GP294F,10:51:23
2024-09-11,Star Oddi DST-TD,footrope,center,touchdown,GP301F,12:30:58 
2024-09-11,Star Oddi DST-TD,footrope,center,liftoff,GP301F,12:36:26
2024-09-11,Star Oddi DST-TD,footrope,center,touchdown,GP289F,13:59:18 
2024-09-11,Star Oddi DST-TD,footrope,center,liftoff,GP289F,14:04:12
2024-09-11,Star Oddi DST-TD,footrope,center,touchdown,GP298F,14:51:57 
2024-09-11,Star Oddi DST-TD,footrope,center,liftoff,GP298F,14:56:34
2024-09-13,Star Oddi DST-TD,footrope,center,touchdown,GP339F,06:36:25 
2024-09-13,Star Oddi DST-TD,footrope,center,liftoff,GP339F,06:41:45
2024-09-13,Star Oddi DST-TD,footrope,center,touchdown,GP340F,08:05:00 
2024-09-13,Star Oddi DST-TD,footrope,center,liftoff,GP340F,08:10:27
2024-09-13,Star Oddi DST-TD,footrope,center,touchdown,GP349F,09:45:47 
2024-09-13,Star Oddi DST-TD,footrope,center,liftoff,GP349F,09:51:08
2024-09-13,Star Oddi DST-TD,footrope,center,touchdown,GP355F,11:09:41 
2024-09-13,Star Oddi DST-TD,footrope,center,liftoff,GP355F,11:15:05
2024-09-13,Star Oddi DST-TD,footrope,center,touchdown,GP347F,12:38:12 
2024-09-13,Star Oddi DST-TD,footrope,center,liftoff,GP347F,12:43:50
2024-09-13,Star Oddi DST-TD,footrope,center,touchdown,GP348FR1,14:51:06 
2024-09-13,Star Oddi DST-TD,footrope,center,liftoff,GP348FR1,14:56:36
2024-09-13,Star Oddi DST-TD,footrope,center,touchdown,GP343F,16:28:33 
2024-09-13,Star Oddi DST-TD,footrope,center,liftoff,GP343F,16:33:33
2024-09-13,Star Oddi DST-TD,footrope,center,touchdown,GP345F,17:53:50 
2024-09-13,Star Oddi DST-TD,footrope,center,liftoff,GP345F,17:59:06
2024-09-13,Star Oddi DST-TD,footrope,center,touchdown,GP337F,18:56:34 
2024-09-13,Star Oddi DST-TD,footrope,center,liftoff,GP337F,19:01:51
2024-09-14,Star Oddi DST-TD,footrope,center,touchdown,GP328F,06:30:57 
2024-09-14,Star Oddi DST-TD,footrope,center,liftoff,GP328F,06:35:59
2024-09-14,Star Oddi DST-TD,footrope,center,touchdown,GP321F,07:31:49 
2024-09-14,Star Oddi DST-TD,footrope,center,liftoff,GP321F,07:36:54
2024-09-14,Star Oddi DST-TD,footrope,center,touchdown,GP308F,09:12:27 
2024-09-14,Star Oddi DST-TD,footrope,center,liftoff,GP308F,09:17:32
2024-09-14,Star Oddi DST-TD,footrope,center,touchdown,GP314F,09:58:14 
2024-09-14,Star Oddi DST-TD,footrope,center,liftoff,GP314F,10:03:20
2024-09-14,Star Oddi DST-TD,footrope,center,touchdown,GP333F,11:41:53 
2024-09-14,Star Oddi DST-TD,footrope,center,liftoff,GP333F,11:47:14
2024-09-14,Star Oddi DST-TD,footrope,center,touchdown,GP329FR1,13:48:24 
2024-09-14,Star Oddi DST-TD,footrope,center,liftoff,GP329FR1,13:53:48
2024-09-14,Star Oddi DST-TD,footrope,center,touchdown,GP311F,15:21:57 
2024-09-14,Star Oddi DST-TD,footrope,center,liftoff,GP311F,15:27:11
2024-09-14,Star Oddi DST-TD,footrope,center,touchdown,GP317F,16:16:28 
