"date","set.number","species","cruise","valid","experiment","number.caught","weight.caught","number.basket","extra","weight.sampled","comment"
"2008-08-15",163,60,"O022",1,1,90,0.3,0,"",0.2,""
"2008-08-15",164,10,"O022",1,1,10,0.1,0,"",0.1,""
"2008-08-15",164,43,"O022",1,1,12,0.5,0,"",0.5,""
"2008-08-15",164,60,"O022",1,1,330,1.1,0,"",0.2,""
"2008-08-15",164,62,"O022",1,1,2,0.2,0,"",0.2,""
"2008-08-15",164,143,"O022",1,1,1,0.12,0,"",0.12,""
"2008-08-15",164,300,"O022",1,1,1,0.14,0,"",0.14,""
"2008-08-15",165,10,"O022",1,1,6,0.05,0,"",0.05,""
"2008-08-15",165,43,"O022",1,1,16,0.71,0,"",0.71,""
"2008-08-15",165,60,"O022",1,1,195,0.8,0,"",0.25,""
"2008-08-15",165,62,"O022",1,1,7,0.79,0,"",0.79,""
"2008-08-15",165,70,"O022",1,1,10,1.6,0,"",1.6,""
"2008-08-15",165,122,"O022",1,1,1,0.02,0,"",0.02,""
"2008-08-15",165,300,"O022",1,1,1,0.1,0,"",0.1,""
"2008-08-15",165,501,"O022",1,1,1,0.11,0,"",0.11,""
"2008-08-15",165,2513,"O022",1,1,1,0.11,0,"",0.11,""
"2008-08-15",166,10,"O022",1,1,12,0.14,0,"",0.14,""
"2008-08-15",166,43,"O022",1,1,14,0.75,0,"",0.75,""
"2008-08-15",166,60,"O022",1,1,164,2.74,0,"",1,""
"2008-08-15",166,62,"O022",1,1,5,0.85,0,"",0.85,""
"2008-08-15",166,63,"O022",1,1,1,0.05,0,"",0.05,""
"2008-08-15",166,70,"O022",1,1,8,1.49,0,"",1.49,""
"2008-08-15",167,10,"O022",1,1,8,0.04,0,"",0.04,""
"2008-08-15",167,43,"O022",1,1,10,0.5,0,"",0.5,""
"2008-08-15",167,60,"O022",1,1,112,0.68,0,"",0.4,""
"2008-08-15",167,62,"O022",1,1,3,0.51,0,"",0.51,""
"2008-08-15",167,70,"O022",1,1,2,0.36,0,"",0.36,""
"2008-08-15",169,12,"O022",1,1,1,0.27,0,"",0.27,""
