#B	Created:	02.09.2023 10:22:46
##	Version	SeaStar	9.22
#5	Field separation:	0
#2	Date & Time:	1
#6	Decimal point:	,
#7	Date def.:	dd.mm.yyyy	.
#8	Time def.:	:
##	Axis	0	Temperature(°C)	clRed	FALSE
##	Axis	1	Depth(m)	clBlue	TRUE
##	Series	0	Temp(°C)	clRed	0	Temp(°C)	2
##	Series	1	Depth(m)	clBlue	1	Depth(m)	2
##	Recorder	1	DST centi	10969
##	Chart	1C10969DAT	
#D	Data:	8650	07.09.2022 01:01:00	02.09.2023 10:01:00
1	07.09.2022 01:01:00,000	13,66	5,98
2	07.09.2022 02:01:00,000	13,09	6,00
3	07.09.2022 03:01:00,000	12,75	5,97
4	07.09.2022 04:01:00,000	12,46	5,98
5	07.09.2022 05:01:00,000	11,98	5,84
6	07.09.2022 06:01:00,000	11,47	5,91
7	07.09.2022 07:01:00,000	11,18	6,13
8	07.09.2022 08:01:00,000	14,25	6,19
9	07.09.2022 09:01:00,000	19,37	5,92
10	07.09.2022 10:01:00,000	23,48	5,76
11	07.09.2022 11:01:00,000	25,02	5,74
12	07.09.2022 12:01:00,000	25,98	5,75
13	07.09.2022 13:01:00,000	26,82	5,90
14	07.09.2022 14:01:00,000	26,15	5,88
15	07.09.2022 15:01:00,000	25,17	6,07
16	07.09.2022 16:01:00,000	24,61	6,12
17	07.09.2022 17:01:00,000	23,71	6,15
18	07.09.2022 18:01:00,000	22,46	6,14
19	07.09.2022 19:01:00,000	19,31	6,10
20	07.09.2022 20:01:00,000	17,18	6,12
21	07.09.2022 21:01:00,000	16,18	6,06
22	07.09.2022 22:01:00,000	17,21	6,14
23	07.09.2022 23:01:00,000	16,18	6,06
24	08.09.2022 00:01:00,000	15,51	6,23
25	08.09.2022 01:01:00,000	15,36	6,12
26	08.09.2022 02:01:00,000	15,21	6,01
27	08.09.2022 03:01:00,000	15,05	6,11
28	08.09.2022 04:01:00,000	15,11	6,16
29	08.09.2022 05:01:00,000	14,87	5,98
30	08.09.2022 06:01:00,000	14,59	6,22
31	08.09.2022 07:01:00,000	14,09	6,08
32	08.09.2022 08:01:00,000	14,87	6,20
33	08.09.2022 09:01:00,000	2,56	80,71
34	08.09.2022 10:01:00,000	2,52	80,68
35	08.09.2022 11:01:00,000	2,83	80,69
36	08.09.2022 12:01:00,000	2,64	80,54
37	08.09.2022 13:01:00,000	2,37	80,56
38	08.09.2022 14:01:00,000	2,68	80,12
39	08.09.2022 15:01:00,000	2,33	80,08
40	08.09.2022 16:01:00,000	2,37	80,11
41	08.09.2022 17:01:00,000	2,60	80,29
42	08.09.2022 18:01:00,000	2,98	80,81
43	08.09.2022 19:01:00,000	3,21	81,21
44	08.09.2022 20:01:00,000	2,71	81,27
45	08.09.2022 21:01:00,000	3,05	81,54
46	08.09.2022 22:01:00,000	2,98	81,93
47	08.09.2022 23:01:00,000	2,98	81,26
48	09.09.2022 00:01:00,000	2,83	81,36
49	09.09.2022 01:01:00,000	2,60	80,74
50	09.09.2022 02:01:00,000	2,83	81,14
51	09.09.2022 03:01:00,000	2,90	80,97
52	09.09.2022 04:01:00,000	3,62	81,08
53	09.09.2022 05:01:00,000	3,58	81,28
54	09.09.2022 06:01:00,000	3,54	81,25
55	09.09.2022 07:01:00,000	3,47	81,19
56	09.09.2022 08:01:00,000	3,43	81,16
57	09.09.2022 09:01:00,000	3,17	81,18
58	09.09.2022 10:01:00,000	3,05	80,87
59	09.09.2022 11:01:00,000	2,75	80,63
60	09.09.2022 12:01:00,000	2,94	80,56
61	09.09.2022 13:01:00,000	3,02	80,61
62	09.09.2022 14:01:00,000	3,05	80,42
63	09.09.2022 15:01:00,000	2,94	80,33
64	09.09.2022 16:01:00,000	3,39	80,23
65	09.09.2022 17:01:00,000	3,43	80,26
66	09.09.2022 18:01:00,000	3,43	80,49
67	09.09.2022 19:01:00,000	2,98	80,81
68	09.09.2022 20:01:00,000	2,87	80,72
