"date","cruise","set.number","species","size.class","weight.caught","weight.sampled","number.basket","comment"
"2020-07-31","P150",80,611,1,0.017,0.017,2,"Observations Completed."
"2020-07-31","P150",80,640,1,0.266,0.266,1,"Observations Completed."
"2020-07-31","P150",80,2513,1,0.022,0.022,1,"Observations Completed."
"2020-07-31","P150",80,2539,1,0.32,0.32,1,"Observations Completed."
"2020-07-31","P150",80,2550,1,38.29,38.29,3,"Observations Completed."
"2020-07-31","P150",80,4321,1,0.146,0.146,1,"Observations Completed."
"2020-07-31","P150",80,4348,1,1.171,0,1,""
"2020-07-31","P150",80,6511,1,0.005,0,1,""
"2020-07-31","P150",80,8623,1,1.406,0,1,""
"2020-07-31","P150",81,43,1,6.22,6.22,1,"Observations Completed."
"2020-07-31","P150",81,63,1,0.032,0.032,1,"Observations Completed."
"2020-07-31","P150",81,70,1,0.229,0.229,1,"Observations Completed."
"2020-07-31","P150",81,143,1,0.176,0.176,1,"Observations Completed."
"2020-07-31","P150",81,2417,1,0.002,0,1,""
"2020-07-31","P150",81,2513,1,0.047,0.047,1,"Observations Completed."
"2020-07-31","P150",81,2550,1,11.85,11.85,1,"Observations Completed."
"2020-07-31","P150",81,4348,1,0.01,0,1,""
"2020-07-31","P150",81,6110,1,0.001,0,1,""
"2020-07-31","P150",82,43,1,11.37,8.18,2,"Observations Completed."
"2020-07-31","P150",82,63,1,0.134,0.134,2,"Observations Completed."
"2020-07-31","P150",82,143,1,0.131,0.131,2,"Observations Completed."
"2020-07-31","P150",82,2513,1,0.146,0.146,1,"Observations Completed."
"2020-07-31","P150",82,2550,1,1.77,1.77,1,"Observations Completed."
"2020-07-31","P150",82,4348,1,0.007,0,1,""
"2020-07-31","P150",82,8300,1,0.381,0,1,""
"2020-07-31","P150",82,8500,1,1.352,0,1,""
"2020-07-31","P150",82,8623,1,0.007,0,1,""
"2020-07-31","P150",83,17,1,0.09,0.09,1,"Observations Completed."
"2020-07-31","P150",83,43,1,21.054,6.524,4,"Observations Completed."
"2020-07-31","P150",83,60,1,8.74,2.92,2,"Observations Completed."
"2020-07-31","P150",83,63,1,146.554,4.01,6,"Observations Completed."
"2020-07-31","P150",83,143,1,0.61,0.61,1,"Observations Completed."
"2020-07-31","P150",83,2513,1,0.17,0.17,1,"Observations Completed."
"2020-07-31","P150",83,2550,1,13.02,13.02,1,"Observations Completed."
"2020-07-31","P150",83,4348,1,0.07,0,1,""
"2020-07-31","P150",84,12,1,0.115,0.115,1,"Observations Completed."
"2020-07-31","P150",84,43,1,0.981,0.981,1,"Observations Completed."
"2020-07-31","P150",84,62,1,0.239,0.239,1,"Observations Completed."
"2020-07-31","P150",84,63,1,0.057,0.057,1,"Observations Completed."
"2020-07-31","P150",84,70,1,0.289,0.289,1,"Observations Completed."
"2020-07-31","P150",84,143,1,0.732,0.732,1,"Observations Completed."
"2020-07-31","P150",84,2513,1,0.069,0.069,1,"Observations Completed."
"2020-07-31","P150",84,2550,1,4.91,4.91,1,"Observations Completed."
"2020-07-31","P150",84,8623,1,0.001,0,1,""
"2020-08-01","P150",85,12,1,0.464,0.464,1,"Observations Completed."
"2020-08-01","P150",85,43,1,2.223,2.223,1,"Observations Completed."
"2020-08-01","P150",85,60,1,0.002,0.002,1,"Observations Completed."
"2020-08-01","P150",85,62,1,9.13,9.13,1,"Observations Completed."
"2020-08-01","P150",85,63,1,0.094,0.094,1,""
"2020-08-01","P150",85,70,1,0.203,0.203,1,"Observations Completed."
"2020-08-01","P150",85,143,1,1.907,1.907,1,"Observations Completed."
"2020-08-01","P150",85,251,1,0.001,0.001,1,"Observations Completed."
"2020-08-01","P150",85,2417,1,0.002,0,1,""
"2020-08-01","P150",85,2513,1,0.134,0.134,1,"Observations Completed."
"2020-08-01","P150",85,2550,1,3.58,3.58,1,"Observations Completed."
"2020-08-01","P150",85,6110,1,0.01,0,1,""
"2020-08-01","P150",85,9300,1,0.016,0,1,""
"2020-08-01","P150",86,43,1,5.563,5.563,2,"Observations Completed."
"2020-08-01","P150",86,62,1,0.117,0.117,1,"Observations Completed."
"2020-08-01","P150",86,63,1,3.558,3.558,1,"Observations Completed."
"2020-08-01","P150",86,122,1,1.61,1.61,1,"Observations Completed."
"2020-08-01","P150",86,143,1,0.73,0.73,1,"Observations Completed."
"2020-08-01","P150",86,204,1,1.086,1.086,2,"Observations Completed."
"2020-08-01","P150",86,640,1,0.289,0.289,1,"Observations Completed."
"2020-08-01","P150",86,2513,1,0.061,0.061,1,"Observations Completed."
"2020-08-01","P150",86,2539,1,0.053,0.053,1,"Observations Completed."
"2020-08-01","P150",86,2550,1,21.3,21.3,1,"Observations Completed."
"2020-08-01","P150",86,4348,1,0.036,0,1,""
"2020-08-01","P150",86,6110,1,0.012,0,1,""
"2020-08-01","P150",86,8300,1,0.1,0,1,""
"2020-08-01","P150",86,8623,1,0.144,0,1,""
"2020-08-01","P150",86,9303,1,0.003,0,1,""
"2020-08-01","P150",87,17,1,0.497,0.497,1,"Observations Completed."
"2020-08-01","P150",87,42,1,0.111,0.111,1,"Observations Completed."
"2020-08-01","P150",87,43,1,32.776,10.856,4,"Observations Completed."
"2020-08-01","P150",87,63,1,22.579,4.209,5,"Observations Completed."
"2020-08-01","P150",87,122,1,1.057,1.057,2,"Observations Completed."
"2020-08-01","P150",87,204,1,1.085,1.085,1,"Observations Completed."
"2020-08-01","P150",87,300,1,0.805,0.805,1,"Observations Completed."
"2020-08-01","P150",87,320,1,0.502,0.502,1,"Observations Completed."
"2020-08-01","P150",87,640,1,0.254,0.254,1,"Observations Completed."
"2020-08-01","P150",87,2513,1,0.031,0.031,1,"Observations Completed."
"2020-08-01","P150",87,2550,1,97.66,66.12,5,"Observations Completed."
"2020-08-01","P150",87,4321,1,0.06,0.06,1,"Observations Completed."
"2020-08-01","P150",87,4348,1,0.175,0,1,""
"2020-08-01","P150",87,8623,1,0.074,0,1,""
"2020-08-01","P150",88,43,1,1.49,1.49,1,"Observations Completed."
"2020-08-01","P150",88,62,1,0.133,0.133,1,"Observations Completed."
"2020-08-01","P150",88,63,1,0.051,0.051,1,"Observations Completed."
"2020-08-01","P150",88,70,1,0.318,0.318,1,"Observations Completed."
"2020-08-01","P150",88,143,1,0.348,0.348,1,"Observations Completed."
"2020-08-01","P150",88,204,1,0.069,0.069,1,"Observations Completed."
"2020-08-01","P150",88,2513,1,0.004,0.004,1,"Observations Completed."
"2020-08-01","P150",88,2539,1,0.78,0.78,1,"Observations Completed."
"2020-08-01","P150",88,2550,1,25.1,25.1,2,"Observations Completed."
"2020-08-01","P150",88,4348,1,0.04,0,3,""
"2020-08-01","P150",88,6110,1,0.016,0,1,""
"2020-08-01","P150",89,12,1,0.691,0.691,1,"Observations Completed."
"2020-08-01","P150",89,17,1,0.309,0.309,1,"Observations Completed."
"2020-08-01","P150",89,43,1,27.546,15.566,4,"Observations Completed."
"2020-08-01","P150",89,60,1,0.012,0.012,1,"Observations Completed."
"2020-08-01","P150",89,63,1,13.027,2.36,4,"Observations Completed."
"2020-08-01","P150",89,122,1,0.695,0.695,1,"Observations Completed."
"2020-08-01","P150",89,143,1,0.313,0.313,1,"Observations Completed."
"2020-08-01","P150",89,204,1,22.708,22.708,2,"Observations Completed."
"2020-08-01","P150",89,640,1,0.798,0.798,1,""
"2020-08-01","P150",89,2539,1,0.209,0.209,1,"Observations Completed."
"2020-08-01","P150",89,2550,1,73.45,73.45,4,"Observations Completed."
"2020-08-01","P150",89,4348,1,0.037,0,1,""
"2020-08-01","P150",89,8623,1,0.033,0,1,""
"2020-08-01","P150",89,9300,1,0.128,0,1,""
"2020-08-03","P150",90,43,1,0.034,0.034,1,"Observations Completed."
"2020-08-03","P150",90,63,1,0.018,0.018,1,"Observations Completed."
"2020-08-03","P150",90,2539,1,0.37,0.37,1,"Observations Completed."
"2020-08-03","P150",90,2550,1,20.72,20.72,2,"Observations Completed."
"2020-08-03","P150",90,8621,1,0.205,0,1,""
"2020-08-03","P150",90,8623,1,0.052,0,2,""
"2020-08-03","P150",91,12,1,0.13,0.13,1,"Observations Completed."
"2020-08-03","P150",91,43,1,0.58,0.58,1,"Observations Completed."
"2020-08-03","P150",91,60,1,0.002,0.002,1,"Observations Completed."
"2020-08-03","P150",91,63,1,2.437,2.437,1,"Observations Completed."
"2020-08-03","P150",91,70,1,0.962,0.962,1,"Observations Completed."
"2020-08-03","P150",91,204,1,0.91,0.91,1,"Observations Completed."
"2020-08-03","P150",91,2539,1,0.118,0.118,1,"Observations Completed."
"2020-08-03","P150",91,2550,1,29.83,29.83,2,"Observations Completed."
"2020-08-03","P150",91,6110,1,0.003,0,1,""
"2020-08-03","P150",91,8623,1,0.086,0,1,""
"2020-08-03","P150",92,12,1,0.634,0.634,1,"Observations Completed."
"2020-08-03","P150",92,17,1,0.947,0.947,1,"Observations Completed."
"2020-08-03","P150",92,43,1,4.306,4.306,1,"Observations Completed."
"2020-08-03","P150",92,63,1,0.46,0.46,1,"Observations Completed."
"2020-08-03","P150",92,70,1,0.114,0.114,1,"Observations Completed."
"2020-08-03","P150",92,122,1,0.37,0.37,1,"Observations Completed."
"2020-08-03","P150",92,204,1,1.142,1.142,1,"Observations Completed."
"2020-08-03","P150",92,2539,1,0.077,0.077,1,"Observations Completed."
"2020-08-03","P150",92,2550,1,51.09,51.09,3,"Observations Completed."
"2020-08-03","P150",93,43,1,1.71,1.71,1,"Observations Completed."
"2020-08-03","P150",93,63,1,0.046,0.046,1,"Observations Completed."
"2020-08-03","P150",93,122,1,0.252,0.252,1,"Observations Completed."
"2020-08-03","P150",93,143,1,0.094,0.094,1,"Observations Completed."
"2020-08-03","P150",93,303,1,0.005,0.005,1,"Observations Completed."
"2020-08-03","P150",93,2417,1,0.003,0,1,""
"2020-08-03","P150",93,2513,1,0.254,0.254,1,"Observations Completed."
"2020-08-03","P150",93,2550,1,6.37,6.37,1,"Observations Completed."
"2020-08-03","P150",93,6110,1,0.005,0,1,""
"2020-08-03","P150",93,8300,1,0.108,0,1,""
"2020-08-03","P150",93,8623,1,0.466,0,1,""
"2020-08-03","P150",93,9300,1,0.115,0,1,""
"2020-08-03","P150",95,43,1,0.271,0.271,1,"Observations Completed."
"2020-08-03","P150",95,143,1,0.322,0.322,1,"Observations Completed."
"2020-08-03","P150",95,2550,1,1.735,1.735,1,"Observations Completed."
"2020-08-03","P150",95,4511,1,0.095,0.095,1,"Observations Completed."
"2020-08-03","P150",95,8623,1,0.038,0,1,""
"2020-08-03","P150",95,9300,1,0.007,0,1,""
"2020-08-04","P150",97,12,1,0.155,0.155,1,"Observations Completed."
"2020-08-04","P150",97,43,1,1.674,1.674,2,"Observations Completed."
"2020-08-04","P150",97,63,1,0.001,0.001,1,"Observations Completed."
"2020-08-04","P150",97,143,1,1.387,1.387,1,"Observations Completed."
"2020-08-04","P150",97,204,1,0.231,0.231,1,"Observations Completed."
"2020-08-04","P150",97,303,1,0.001,0.001,1,"Observations Completed."
"2020-08-04","P150",97,630,1,0.02,0.02,2,"Observations Completed."
"2020-08-04","P150",97,2212,1,0.001,0,1,""
"2020-08-04","P150",97,2417,1,0.275,0,1,""
"2020-08-04","P150",97,2513,1,1.629,1.629,1,"Observations Completed."
"2020-08-04","P150",97,2550,1,7.95,7.95,1,"Observations Completed."
"2020-08-04","P150",97,3100,1,0.002,0,1,""
"2020-08-04","P150",97,3700,1,0.005,0,1,""
"2020-08-04","P150",97,4300,1,0.02,0,1,""
"2020-08-04","P150",97,6110,1,0.191,0,1,""
"2020-08-04","P150",97,8623,1,0.112,0,1,""
"2020-08-04","P150",97,9300,1,0.026,0,1,""
"2020-08-04","P150",98,0,1,NA,0,NA,"Observations Completed."
"2020-08-04","P150",98,43,1,0.514,0.514,2,"Observations Completed."
"2020-08-04","P150",98,60,1,0.027,0.027,2,"Observations Completed."
"2020-08-04","P150",98,63,1,2.556,2.556,1,""
"2020-08-04","P150",98,2417,1,0.002,0,1,""
"2020-08-04","P150",98,2513,1,0.092,0.092,1,"Observations Completed."
"2020-08-04","P150",98,2550,1,11.64,11.64,1,"Observations Completed."
"2020-08-04","P150",98,6110,1,0.072,0,2,""
"2020-08-04","P150",99,43,1,1.703,1.703,2,"Observations Completed."
"2020-08-04","P150",99,60,1,0.041,0.041,1,"Observations Completed."
"2020-08-04","P150",99,63,1,0.47,0.47,1,"Observations Completed."
"2020-08-04","P150",99,143,1,0.31,0.31,1,"Observations Completed."
"2020-08-04","P150",99,251,1,0.042,0.042,2,"Observations Completed. Samples frozen"
"2020-08-04","P150",99,2212,1,0.001,0,1,""
"2020-08-04","P150",99,2417,1,0.024,0,1,""
"2020-08-04","P150",99,2550,1,21.3,21.3,1,"Observations Completed."
"2020-08-04","P150",99,6110,1,0.02,0,1,""
"2020-08-04","P150",99,8500,1,0.175,0,1,""
"2020-08-04","P150",100,43,1,0.92,0.92,1,"Observations Completed."
"2020-08-04","P150",100,70,1,3.196,3.196,1,"Observations Completed."
"2020-08-04","P150",100,2417,1,0.001,0,1,""
"2020-08-04","P150",100,2550,1,19.42,19.42,1,"Observations Completed."
"2020-08-04","P150",101,42,1,0.053,0.053,1,"Observations Completed."
"2020-08-04","P150",101,43,1,1.697,1.697,1,"Observations Completed."
"2020-08-04","P150",101,70,1,1.167,1.167,1,"Observations Completed."
"2020-08-04","P150",101,204,1,0.109,0.109,1,"Observations Completed."
"2020-08-04","P150",101,2417,1,0.001,0,1,""
"2020-08-04","P150",101,2550,1,26.66,26.66,2,"Observations Completed."
"2020-08-04","P150",101,6110,1,0.005,0,1,""
"2020-08-04","P150",102,10,1,0.078,0.078,1,"Observations Completed."
"2020-08-04","P150",102,43,1,1.82,1.82,2,"Observations Completed."
"2020-08-04","P150",102,60,1,0.004,0,1,"missing head; weight only"
"2020-08-04","P150",102,63,1,10.798,4.868,4,"Observations Completed."
"2020-08-04","P150",102,122,1,0.155,0.155,1,"Observations Completed."
"2020-08-04","P150",102,143,1,0.033,0.033,1,"Observations Completed."
"2020-08-04","P150",102,251,1,0.05,0.05,1,"Observations Completed."
"2020-08-04","P150",102,300,1,0.235,0.235,1,"Observations Completed."
"2020-08-04","P150",102,2550,1,44.71,44.71,3,"Observations Completed."
"2020-08-04","P150",102,6119,1,0.005,0,1,""
"2020-08-04","P150",102,8300,1,0.065,0,1,""
"2020-08-05","P150",103,60,1,0.006,0.006,1,"Observations Completed."
"2020-08-05","P150",103,63,1,1.451,1.451,1,"Observations Completed."
"2020-08-05","P150",103,2550,1,8.67,8.67,1,"Observations Completed."
"2020-08-05","P150",103,4348,1,0.003,0,1,""
"2020-08-05","P150",103,6119,1,0.004,0,1,""
"2020-08-05","P150",103,8623,1,0.104,0,1,""
"2020-08-05","P150",104,43,1,0.356,0.356,1,"Observations Completed."
"2020-08-05","P150",104,63,1,0.003,0.003,1,""
"2020-08-05","P150",104,2539,1,0.288,0.288,1,"Observations Completed."
"2020-08-05","P150",104,2550,1,18.67,18.67,1,"Observations Completed."
"2020-08-05","P150",105,12,1,0.29,0.29,1,"Observations Completed."
"2020-08-05","P150",105,17,1,0.089,0.089,1,"Observations Completed."
"2020-08-05","P150",105,43,1,0.836,0.836,2,"Observations Completed."
"2020-08-05","P150",105,63,1,0.626,0.626,2,"Observations Completed."
"2020-08-05","P150",105,204,1,1.039,1.039,1,"Observations Completed."
"2020-08-05","P150",105,2539,1,0.091,0.091,1,"Observations Completed."
"2020-08-05","P150",105,2550,1,21.37,21.37,2,"Observations Completed."
"2020-08-05","P150",105,6119,1,0.003,0,1,""
"2020-08-05","P150",105,8623,1,0.025,0,1,""
"2020-08-05","P150",105,9300,1,0.025,0,1,""
"2020-08-05","P150",106,43,1,0.242,0.242,1,"Observations Completed."
"2020-08-05","P150",106,63,1,0.103,0.103,1,"Observations Completed."
"2020-08-05","P150",106,122,1,0.003,0.003,1,""
"2020-08-05","P150",106,204,1,1.227,1.227,1,"Observations Completed."
"2020-08-05","P150",106,2539,1,0.646,0.646,1,"Observations Completed."
"2020-08-05","P150",106,2550,1,24.76,24.76,2,"Observations Completed."
"2020-08-05","P150",106,4355,1,0.529,0,1,""
"2020-08-05","P150",106,8623,1,0.049,0,1,""
"2020-08-05","P150",106,9300,1,0.008,0,1,""
"2020-08-06","P150",107,43,1,0.541,0.541,1,"Observations Completed."
"2020-08-06","P150",107,63,1,0.75,0.75,1,"Observations Completed."
"2020-08-06","P150",107,122,1,0.095,0.095,1,"Observations Completed."
"2020-08-06","P150",107,143,1,0.063,0.063,1,"Observations Completed."
"2020-08-06","P150",107,204,1,0.962,0.962,1,"Observations Completed."
"2020-08-06","P150",107,303,1,0.015,0.015,1,"Observations Completed."
"2020-08-06","P150",107,2539,1,0.026,0.026,1,"Observations Completed."
"2020-08-06","P150",107,2550,1,33.61,33.61,2,"Observations Completed."
"2020-08-06","P150",107,2990,1,0.012,0,1,""
"2020-08-06","P150",107,4300,1,0.149,0,1,""
"2020-08-06","P150",107,4348,1,0.08,0,1,""
"2020-08-06","P150",107,6119,1,0.004,0,1,""
"2020-08-06","P150",107,8300,1,0.021,0,1,""
"2020-08-06","P150",107,8623,1,2.68,0,1,""
"2020-08-06","P150",107,9300,1,0.111,0,1,""
"2020-08-06","P150",108,43,1,0.738,0.738,2,"Observations Completed."
"2020-08-06","P150",108,63,1,0.067,0.067,1,""
"2020-08-06","P150",108,122,1,0.04,0.04,1,"Observations Completed."
"2020-08-06","P150",108,204,1,1.022,1.022,1,"Observations Completed."
"2020-08-06","P150",108,2513,1,0.102,0.102,1,"Observations Completed."
"2020-08-06","P150",108,2518,1,0.002,0.002,1,"Observations Completed."
"2020-08-06","P150",108,2539,1,1.192,1.192,1,"Observations Completed."
"2020-08-06","P150",108,2550,1,26.45,26.45,2,"Observations Completed."
"2020-08-06","P150",108,4348,1,0.018,0,1,""
"2020-08-06","P150",108,5200,1,0.007,0,1,""
"2020-08-06","P150",108,6119,1,0.001,0,1,""
"2020-08-06","P150",108,6511,1,0.012,0,1,""
"2020-08-06","P150",108,8623,1,0.09,0,1,""
"2020-08-06","P150",108,9300,1,0.826,0,1,""
"2020-08-06","P150",109,43,1,21.194,15.014,5,"Observations Completed."
"2020-08-06","P150",109,60,1,0.005,0.005,1,"Observations Completed."
"2020-08-06","P150",109,62,1,0.194,0.194,1,"Observations Completed."
"2020-08-06","P150",109,63,1,4.442,2.958,3,"Observations Completed."
"2020-08-06","P150",109,122,1,0.208,0.208,1,"Observations Completed."
"2020-08-06","P150",109,143,1,0.019,0.019,1,"Observations Completed."
"2020-08-06","P150",109,204,1,5.383,5.383,2,"Observations Completed."
"2020-08-06","P150",109,2539,1,1.344,1.344,1,"Observations Completed."
"2020-08-06","P150",109,2550,1,20.93,20.93,1,"Observations Completed."
"2020-08-06","P150",109,4348,1,0.016,0,1,""
"2020-08-06","P150",109,8300,1,0.044,0,1,""
"2020-08-06","P150",109,8623,1,0.09,0,2,""
"2020-08-06","P150",109,9300,1,0.18,0,1,""
"2020-08-06","P150",110,43,1,3.062,3.062,1,"Observations Completed."
"2020-08-06","P150",110,63,1,0.572,0.572,2,"Observations Completed."
"2020-08-06","P150",110,143,1,0.044,0.044,1,"Observations Completed."
"2020-08-06","P150",110,303,1,0.015,0.015,1,""
"2020-08-06","P150",110,640,1,0.063,0.063,1,""
"2020-08-06","P150",110,2513,1,0.015,0.015,1,""
"2020-08-06","P150",110,2539,1,0.693,0.693,1,"Observations Completed."
"2020-08-06","P150",110,2550,1,64.12,64.12,4,"Observations Completed."
"2020-08-06","P150",110,4348,1,0.146,0,1,""
"2020-08-06","P150",110,8300,1,0.102,0,1,""
"2020-08-06","P150",110,8623,1,0.204,0,1,""
"2020-08-06","P150",110,9300,1,0.211,0,1,""
