"date","tow.id","species","length","length.unit","length.precision","comment"
"2013-08-16","GP001F",40,9,"cm",1,""
"2013-08-16","GP001F",40,9,"cm",1,""
"2013-08-16","GP001F",40,9,"cm",1,""
"2013-08-16","GP001F",40,9,"cm",1,""
"2013-08-16","GP001F",40,10,"cm",1,""
"2013-08-16","GP001F",40,10,"cm",1,""
"2013-08-16","GP001F",40,10,"cm",1,""
"2013-08-16","GP001F",40,10,"cm",1,""
"2013-08-16","GP001F",40,10,"cm",1,""
"2013-08-16","GP001F",40,11,"cm",1,""
"2013-08-16","GP001F",40,11,"cm",1,""
"2013-08-16","GP001F",40,11,"cm",1,""
"2013-08-16","GP001F",40,11,"cm",1,""
"2013-08-16","GP001F",40,12,"cm",1,""
"2013-08-16","GP001F",40,12,"cm",1,""
"2013-08-16","GP001F",40,13,"cm",1,""
"2013-08-16","GP001F",40,16,"cm",1,""
"2013-08-16","GP001F",40,16,"cm",1,""
"2013-08-16","GP001F",40,17,"cm",1,""
"2013-08-16","GP001F",40,17,"cm",1,""
"2013-08-16","GP001F",40,17,"cm",1,""
"2013-08-16","GP001F",40,17,"cm",1,""
"2013-08-16","GP001F",40,17,"cm",1,""
"2013-08-16","GP001F",40,18,"cm",1,""
"2013-08-16","GP001F",40,18,"cm",1,""
"2013-08-16","GP001F",40,18,"cm",1,""
"2013-08-16","GP001F",40,18,"cm",1,""
"2013-08-16","GP001F",40,18,"cm",1,""
"2013-08-16","GP001F",40,18,"cm",1,""
"2013-08-16","GP001F",40,18,"cm",1,""
"2013-08-16","GP001F",40,19,"cm",1,""
"2013-08-16","GP001F",40,19,"cm",1,""
"2013-08-16","GP001F",40,20,"cm",1,""
"2013-08-16","GP001F",40,20,"cm",1,""
"2013-08-16","GP001F",40,20,"cm",1,""
"2013-08-16","GP001F",40,20,"cm",1,""
"2013-08-16","GP001F",40,21,"cm",1,""
"2013-08-16","GP001F",40,21,"cm",1,""
"2013-08-16","GP001F",40,21,"cm",1,""
"2013-08-16","GP001F",40,21,"cm",1,""
"2013-08-16","GP001F",40,22,"cm",1,""
"2013-08-16","GP001F",40,22,"cm",1,""
"2013-08-16","GP001F",40,23,"cm",1,""
"2013-08-16","GP001F",40,23,"cm",1,""
"2013-08-16","GP001F",40,23,"cm",1,""
"2013-08-16","GP001F",40,23,"cm",1,""
