"date","cruise","set.number","species","specimen","sex","length","weight","egg.condition","fish.number","age.material","shell.condition","maturity","chela","missing.legs","disc.width","comment"
"2017-07-12","P024",2,42,NA,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,42,NA,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,42,NA,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,42,NA,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2017-07-12","P024",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
