"date","set.number","experiment","species","size.class","sex","ratio","length","length.unit","comment","cruise"
"2019-07-09",1,1,10,1,4,1,10,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,11,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,11,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,11,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,11,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,11,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,11,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,11,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,12,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,12,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,12,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,13,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,13,"cm","","P140"
"2019-07-09",1,1,10,1,4,1,14,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,10,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,12,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,12,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,15,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,16,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,17,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,17,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,20,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,20,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,20,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,26,"cm","","P140"
"2019-07-09",1,1,42,1,9,1,28,"cm","","P140"
"2019-07-09",1,1,43,1,9,1,1,"cm","","P140"
"2019-07-09",1,1,43,1,9,1,9,"cm","","P140"
"2019-07-09",1,1,43,1,9,1,9,"cm","","P140"
"2019-07-09",1,1,43,1,9,1,10,"cm","","P140"
"2019-07-09",1,1,43,1,9,1,10,"cm","","P140"
