"date","set.number","experiment","species","size.class","sex","ratio","length","length.unit","comment","cruise"
"2000-07-25",1,1,43,1,9,1,15,"cm","","O024"
"2000-07-25",1,1,2550,1,1,1,52,"mm","","O024"
"2000-07-25",1,1,2550,1,1,1,52,"mm","","O024"
"2000-07-25",1,1,2550,1,1,1,54,"mm","","O024"
"2000-07-25",1,1,2550,1,1,1,55,"mm","","O024"
"2000-07-25",1,1,2550,1,1,1,56,"mm","","O024"
"2000-07-25",1,1,2550,1,1,1,57,"mm","","O024"
"2000-07-25",1,1,2550,1,1,1,79,"mm","","O024"
"2000-07-25",1,1,2550,1,2,1,53,"mm","","O024"
"2000-07-25",1,1,2550,1,2,1,54,"mm","","O024"
"2000-07-25",1,1,2550,1,2,1,60,"mm","","O024"
"2000-07-25",1,1,2550,1,2,1,61,"mm","","O024"
"2000-07-25",1,1,2550,1,2,1,64,"mm","","O024"
"2000-07-25",1,1,2550,1,2,1,65,"mm","","O024"
"2000-07-25",1,1,2550,1,2,1,67,"mm","","O024"
"2000-07-25",1,1,2550,1,2,1,67,"mm","","O024"
"2000-07-25",1,1,2550,1,2,1,70,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,46,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,51,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,62,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,63,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,63,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,63,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,64,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,65,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,68,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,69,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,71,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,73,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,74,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,75,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,75,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,76,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,80,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,83,"mm","","O024"
"2000-07-25",2,1,2550,1,1,1,88,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,46,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,47,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,51,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,55,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,59,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,62,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,63,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,64,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,64,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,65,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,65,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,66,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,67,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,69,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,71,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,78,"mm","","O024"
"2000-07-25",2,1,2550,1,2,1,78,"mm","","O024"
"2000-07-25",3,1,2550,1,2,1,71,"mm","","O024"
"2000-07-25",4,1,43,1,9,1,15,"cm","","O024"
"2000-07-25",4,1,43,1,9,1,26,"cm","","O024"
"2000-07-25",4,1,2550,1,1,1,55,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,56,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,59,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,61,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,62,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,63,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,63,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,64,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,64,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,67,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,68,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,70,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,71,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,71,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,71,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,71,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,72,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,72,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,74,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,75,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,77,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,77,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,78,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,81,"mm","","O024"
"2000-07-25",4,1,2550,1,1,1,105,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,55,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,56,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,57,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,60,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,61,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,62,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,63,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,64,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,65,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,66,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,67,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,67,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,68,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,69,"mm","","O024"
"2000-07-25",4,1,2550,1,2,1,71,"mm","","O024"
