year,month,day,tow.id,crab.number,sex,shell.condition,body.part,colour.L,colour.a,colour.b,durometer,comment
2018,8,26,GP104F,20,1,2M,chela,16.81,0.3385,0.3475,63,
2018,8,26,GP104F,21,1,2M,chela,18.47,0.3405,0.3489,70,
2018,8,26,GP108F,1,1,1,chela,31.91,0.3146,0.3303,64,
2018,8,26,GP108F,2,1,3,chela,29.87,0.3324,0.347,91,
2018,8,26,GP108F,3,1,1,chela,34.47,0.3156,0.329,51,
2018,8,26,GP108F,7,1,3M,chela,26.51,0.3389,0.3528,87,
2018,8,26,GP108F,16,1,2,chela,31,0.3117,0.3257,79,
2018,8,26,GP108F,23,1,2M,chela,28.16,0.3375,0.3486,75,
2018,8,26,GP108F,27,1,3M,chela,26.21,0.3419,0.3524,88,
2018,8,26,GP108F,39,1,5,chela,14.85,0.3845,0.3805,74,
2018,8,26,GP108F,40,1,5,chela,11.93,0.3952,0.3956,64,
2018,8,26,GP119F,1,1,1,chela,20.6,0.3212,0.3341,63,
2018,8,26,GP119F,7,1,2M,chela,16.77,0.3451,0.3521,67,
2018,8,26,GP119F,8,1,2,chela,14.36,0.3448,0.3506,63,
2018,8,26,GP119F,14,1,2,chela,26.33,0.3384,0.3503,72,
2018,8,26,GP119F,15,1,2M,chela,17.64,0.338,0.3472,63,
2018,8,26,GP119F,18,1,1,chela,28.71,0.3107,0.3236,60,
2018,8,26,GP119F,35,1,4,chela,18.54,0.3532,0.3607,70,
2018,8,26,GP119F,38,1,3M,chela,27.39,0.3459,0.3578,88,
2018,8,26,GP119F,69,1,3,chela,29.61,0.3222,0.337,85,
2018,8,26,GP119F,80,1,3M,chela,24.38,0.3467,0.3577,83,
2018,8,26,GP119F,84,1,4,chela,19.55,0.3698,0.3764,81,
2018,8,26,GP132F,1,1,1,chela,25.86,0.3182,0.3293,69,
2018,8,26,GP132F,3,1,2,chela,28.54,0.3148,0.3294,70,
2018,8,26,GP132F,4,1,2,chela,19,0.3264,0.3386,65,
2018,8,26,GP132F,6,1,2M,chela,27.26,0.3322,0.3449,78,
2018,8,26,GP132F,8,1,3M,chela,28.91,0.3405,0.3538,92,
2018,8,26,GP132F,9,1,3M,chela,23.23,0.3404,0.3552,84,
2018,8,26,GP132F,16,1,1,chela,26.57,0.3202,0.3347,70,
2018,8,26,GP132F,17,1,2M,chela,23.49,0.3497,0.3605,78,
2018,8,26,GP132F,35,1,3,chela,27.51,0.3243,0.3395,90,
2018,8,26,GP137F,1,1,1,chela,31.26,0.3134,0.3277,55,
2018,8,26,GP137F,2,1,3M,chela,36.77,0.328,0.42,80,
2018,8,26,GP137F,3,1,2M,chela,16.93,0.3482,0.355,65,
2018,8,26,GP137F,13,1,1,chela,21.82,0.3226,0.3357,67,
2018,8,26,GP137F,14,1,2,chela,24.86,0.3203,0.3346,79,
2018,8,26,GP137F,38,1,4,chela,18.11,0.3668,0.3706,86,
2018,8,26,GP137F,39,1,4,chela,19.21,0.3621,0.3682,76,
2018,8,26,GP137F,46,1,3,chela,30.74,0.317,0.3344,84,
2018,8,26,GP137F,48,1,2M,chela,22.06,0.347,0.3617,79,
2018,8,26,GP137F,50,1,2,chela,29.82,0.3112,0.3262,75,
2018,8,26,GP148F,14,1,1,chela,36.28,0.314,0.3305,65,
2018,8,27,GP129F,2,1,1,chela,33.67,0.309,0.3231,52,
2018,8,27,GP129F,5,1,1,chela,30.92,0.3139,0.3293,59,
2018,8,27,GP129F,8,1,4,chela,21.73,0.3423,0.3554,78,
2018,8,27,GP129F,11,1,2,chela,18.71,0.3436,0.3514,66,
2018,8,27,GP129F,23,1,3,chela,26.34,0.3271,0.3406,88,
2018,8,27,GP131F,1,1,1,chela,25.78,0.3061,0.3199,52,
2018,8,27,GP131F,2,1,1,chela,27,0.3084,0.3218,55,
2018,8,27,GP131F,4,1,2,chela,30.51,0.3304,0.3449,82,
2018,8,27,GP131F,6,1,2,chela,23.04,0.3416,0.3513,71,
2018,8,27,GP131F,13,1,2M,chela,21.87,0.3438,0.3522,65,
2018,8,27,GP131F,15,1,4,chela,22.99,0.3552,0.3615,84,
2018,8,27,GP135F,1,1,1,chela,32.13,0.3109,0.3258,67,
2018,8,27,GP135F,2,1,1,chela,27.1,0.3008,0.315,61,
2018,8,27,GP135F,13,1,4,chela,21.34,0.3321,0.3436,73,
2018,8,27,GP135F,16,1,3M,chela,29.81,0.3276,0.3431,85,
2018,8,27,GP135F,17,1,3M,chela,28.34,0.3251,0.3386,86,
2018,8,27,GP136F,7,1,1,chela,28.45,0.3084,0.3222,62,
2018,8,27,GP136F,16,1,1,chela,24.61,0.3142,0.3282,58,
2018,8,27,GP136F,21,1,3,chela,28.93,0.3267,0.3401,81,
2018,8,27,GP136F,22,1,3,chela,29.27,0.3277,0.3398,88,
2018,8,27,GP144F,45,1,1,chela,30.88,0.3037,0.3175,65,
2018,8,27,GP144F,46,1,1,chela,27.45,0.3127,0.3257,65,
2018,8,27,GP145F,1,1,1,chela,33.35,0.3071,0.323,70,
2018,8,27,GP145F,2,1,4,chela,16.17,0.3833,0.3867,78,
2018,8,27,GP145F,3,1,1,chela,33.02,0.3121,0.3263,68,
2018,8,27,GP145F,10,1,2,chela,19.86,0.3396,0.3504,64,
2018,8,27,GP145F,18,1,2,chela,29.42,0.3213,0.3373,86,
2018,8,27,GP145F,19,1,4,chela,17.81,0.3661,0.3693,73,
2018,8,27,GP155F,1,1,1,chela,30.29,0.3093,0.3236,62,
2018,8,27,GP155F,2,1,1,chela,30.99,0.3036,0.3175,57,
2018,8,27,GP168F,2,1,1,chela,26.32,0.3028,0.3158,69,
2018,8,27,GP168F,3,1,1,chela,27.03,0.3019,0.3158,64,
2018,8,27,GP168F,6,1,4,chela,18.37,0.3748,0.3796,77,
2018,8,27,GP168F,11,1,2,chela,29.25,0.3221,0.3368,75,
2018,8,27,GP168F,12,1,3,chela,29.91,0.3313,0.347,86,
2018,8,27,GP168F,20,1,4,chela,21.28,0.354,0.362,83,
2018,8,27,GP171F,1,1,1,chela,32.64,0.3043,0.3199,70,
2018,8,27,GP171F,5,1,4,chela,18.58,0.3791,0.3818,85,
2018,8,27,GP171F,21,1,1,chela,33.56,0.304,0.3187,65,
2018,8,27,GP173F,1,1,1,chela,30.41,0.3043,0.3198,57,
2018,8,27,GP173F,2,1,1,chela,31.31,0.3084,0.3227,62,
2018,8,27,GP173F,5,1,4,chela,16.97,0.3736,0.3786,74,
2018,8,27,GP173F,9,1,5,chela,14.49,0.3683,0.3668,64,
2018,8,27,GP173F,11,1,4,chela,23.4,0.3662,0.3709,89,
2018,8,27,GP175F,1,1,1,chela,27.94,0.3051,0.3194,64,
2018,8,27,GP175F,2,1,1,chela,28.1,0.3031,0.3181,68,
2018,8,27,GP178F,15,1,1,chela,24.61,0.3125,0.3278,63,
2018,8,27,GP178F,19,1,4,chela,24.4,0.3387,0.3513,77,
2018,8,27,GP178F,23,1,1,chela,38.04,0.3106,0.3256,65,
2018,8,27,GP195F,50,1,2,chela,19.21,0.3344,0.3438,67,
2018,8,27,GP195F,14,1,1,chela,27.58,0.2968,0.3104,55,
2018,8,27,GP195F,15,1,5,chela,23.52,0.3606,0.3657,81,
2018,8,27,GP195F,23,1,1,chela,32.61,0.3059,0.3206,57,
2018,8,27,GP195F,48,1,2,chela,19.13,0.3386,0.3478,69,
2018,8,28,GP211F,1,1,1,chela,29.83,0.3007,0.3157,58,
2018,8,28,GP211F,2,1,1,chela,31.36,0.305,0.3195,69,
2018,8,28,GP211F,57,1,2M,chela,27.68,0.3299,0.3455,73,
2018,8,28,GP212F,35,1,2,chela,24.91,0.3324,0.3464,84,
2018,8,28,GP212F,55,1,1,chela,31.69,0.3105,0.3257,64,
2018,8,28,GP212F,66,1,5,chela,23.19,0.3551,0.3651,68,
2018,8,28,GP212F,79,1,2,chela,29.95,0.3104,0.325,71,
2018,8,28,GP216F,27,1,4,chela,21.02,0.3488,0.3572,81,
2018,8,28,GP216F,30,1,2,chela,26,0.3216,0.3382,76,
2018,8,28,GP216F,33,1,3,chela,27.75,0.3169,0.3318,84,
2018,8,28,GP222F,1,1,1,chela,31.28,0.3024,0.3164,71,
2018,8,28,GP222F,15,1,2,chela,25.09,0.3053,0.3201,63,
2018,8,28,GP222F,23,1,2M,chela,23.16,0.3438,0.3565,80,
2018,8,28,GP222F,64,1,1,chela,21.49,0.3133,0.3272,60,
2018,8,28,GP222F,95,1,2,chela,36.84,0.3074,0.3247,79,
2018,8,28,GP223F,16,1,4,chela,18.85,0.3553,0.3625,70,
2018,8,28,GP223F,17,1,3M,chela,27.36,0.3268,0.3421,81,
2018,8,28,GP223F,19,1,2,chela,26.14,0.3492,0.3625,65,
2018,8,28,GP223F,20,1,1,chela,29.19,0.3041,0.3191,69,
2018,8,28,GP223F,45,1,1,chela,27.65,0.3089,0.3247,57,
2018,8,28,GP224F,3,1,2,chela,33.51,0.3072,0.3236,70,
2018,8,28,GP224F,4,1,2,chela,29.97,0.3009,0.3161,62,
2018,8,28,GP224F,38,1,1,chela,32.39,0.2997,0.3147,72,
2018,8,28,GP224F,54,1,2,chela,34.26,0.3076,0.3242,70,
2018,8,28,GP224F,75,1,2M,chela,20.44,0.3301,0.3412,73,
2018,8,28,GP228F,2,1,2,chela,30.4,0.3047,0.3197,82,
2018,8,28,GP228F,3,1,1,chela,27.4,0.3351,0.3509,56,
2018,8,28,GP228F,4,1,2,chela,28.43,0.3058,0.3216,61,
2018,8,28,GP228F,45,1,1,chela,31.06,0.3052,0.3216,58,
2018,8,28,GP242F,10,1,2,chela,25.36,0.318,0.332,77,
2018,9,1,GP167A1,1,1,1,chela,19.42,0.3154,0.3268,59,
2018,9,1,GP167A1,2,1,1,chela,24.83,0.322,0.3364,61,
2018,9,1,GP182F,1,1,1,chela,30.28,0.3032,0.3184,63,
2018,9,1,GP182F,2,1,1,chela,27.8,0.3051,0.3191,68,
2018,9,1,GP182F,6,1,2,chela,22.25,0.3451,0.3561,62,
2018,9,1,GP182F,23,1,2M,chela,17.76,0.3405,0.3503,64,
2018,9,1,GP182F,53,1,2,chela,15.32,0.3291,0.3416,65,
2018,9,1,GP186F,1,1,1,chela,30.25,0.312,0.3262,63,
2018,9,1,GP186F,2,1,1,chela,28.8,0.3041,0.3194,67,
2018,9,1,GP186F,7,1,4,chela,20.65,0.3648,0.3714,82,
2018,9,1,GP186F,9,1,4,chela,18.17,0.358,0.365,78,
2018,9,1,GP194F,1,1,1,chela,32.64,0.3075,0.3246,69,
2018,9,1,GP194F,2,1,1,chela,30.55,0.3025,0.3174,74,
2018,9,1,GP194F,8,1,2M,chela,21.39,0.3597,0.3659,77,
2018,9,1,GP194F,10,1,2M,chela,23.81,0.3487,0.3588,80,
2018,9,1,GP194F,11,1,4,chela,18.06,0.3825,0.3824,82,
2018,9,1,GP194F,23,1,4,chela,18.67,0.3542,0.3569,75,
2018,9,1,GP194F,32,1,3,chela,28.11,0.3257,0.3413,91,
2018,9,1,GP199F,1,1,1,chela,29.15,0.3029,0.3176,70,
2018,9,1,GP199F,12,1,4,chela,18.87,0.3696,0.3726,78,
2018,9,1,GP199F,22,1,2,chela,21.52,0.3258,0.3396,78,
2018,9,1,GP199F,23,1,5,chela,19.33,0.3683,0.368,85,
2018,9,1,GP199F,25,1,1,chela,28.44,0.305,0.3184,73,
2018,9,1,GP199F,43,1,3,chela,30.14,0.3412,0.3546,84,
2018,9,1,GP199F,55,1,4,chela,17.08,0.3699,0.3708,83,
2018,9,1,GP199F,76,1,3,chela,26.58,0.3356,0.3481,84,
2018,9,1,GP205F,9,1,1,chela,30.52,0.3064,0.3206,66,
2018,9,1,GP205F,10,1,2,chela,26.74,0.3287,0.3427,71,
2018,9,1,GP205F,15,1,2M,chela,20.29,0.3487,0.3596,73,
2018,9,1,GP205F,30,1,2,chela,30.83,0.3055,0.32,84,
2018,9,1,GP205F,41,1,2M,chela,25.92,0.3279,0.3431,77,
2018,9,1,GP205F,57,1,3,chela,24.5,0.3656,0.3721,88,
2018,9,1,GP205F,143,1,3M,chela,29.4,0.328,0.342,85,
2018,9,1,GP213F,13,1,1,chela,29.24,0.3154,0.3315,81,
2018,9,1,GP213F,14,1,1,chela,30.28,0.3,0.3161,67,
2018,9,1,GP213F,81,1,2,chela,33.23,0.3053,0.322,79,
2018,9,1,GP213F,111,1,2,chela,29.96,0.303,0.3172,82,
2018,9,2,GP238F,1,1,1,chela,30.48,0.3057,0.3198,62,
2018,9,2,GP254F,1,1,2,chela,33.31,0.3133,0.328,71,
2018,9,2,GP254F,2,1,2,chela,32.07,0.3236,0.3369,83,
2018,9,2,GP256F,1,1,1,chela,29.82,0.3137,0.3266,78,
2018,9,2,GP256F,2,1,2,chela,34.47,0.3091,0.3236,74,
2018,9,2,GP256F,3,1,1,chela,21.1,0.3056,0.3178,62,
2018,9,2,GP256F,6,1,2,chela,22.7,0.3143,0.3226,64,
2018,9,2,GP262F,1,1,1,chela,22.07,0.3062,0.318,62,
2018,9,2,GP262F,2,1,1,chela,27.92,0.3032,0.3169,66,
2018,9,2,GP262F,4,1,2,chela,29.55,0.3196,0.3321,72,
2018,9,2,GP262F,5,1,2,chela,28.6,0.3129,0.3275,69,
2018,9,2,GP264F,1,1,1,chela,30.89,0.3219,0.3365,56,
2018,9,2,GP264F,2,1,2,chela,33.75,0.3162,0.3313,76,
2018,9,2,GP264F,8,1,1,chela,21.85,0.3142,0.3275,65,
2018,9,2,GP264F,9,1,2,chela,19.33,0.3297,0.3426,65,
2018,9,2,GP264F,10,1,2M,chela,15.88,0.3506,0.3572,65,
2018,9,2,GP264F,18,1,2,chela,29.43,0.3156,0.3293,73,
2018,9,2,GP266F,1,1,1,chela,31.41,0.303,0.3178,50,
2018,9,2,GP266F,11,1,2,chela,27.89,0.3348,0.3459,74,
2018,9,2,GP266F,13,1,1,chela,29.71,0.3098,0.3239,68,
2018,9,2,GP267F,1,1,1,chela,30.08,0.3064,0.3197,69,
2018,9,2,GP270F,1,1,1,chela,33.72,0.3124,0.327,67,
2018,9,2,GP270F,2,1,1,chela,21.09,0.3087,0.3201,66,
2018,9,2,GP270F,3,1,2,chela,20.67,0.3216,0.3318,65,
2018,9,2,GP270F,4,1,3M,chela,28.61,0.3334,0.3455,75,
2018,9,2,GP270F,10,1,4,chela,17.56,0.3444,0.3514,67,
2018,9,2,GP270F,28,1,2,chela,16.88,0.3191,0.3315,63,
2018,9,2,GP271F,1,1,1,chela,33.36,0.3049,0.3206,64,
2018,9,2,GP271F,2,1,1,chela,28.85,0.3086,0.3214,72,
2018,9,2,GP271F,8,1,2,chela,22.78,0.3072,0.3199,64,
2018,9,2,GP271F,11,1,2,chela,24.07,0.3087,0.3252,63,
2018,9,3,GP272F,1,1,1,chela,30.73,0.3082,0.3179,52,
2018,9,3,GP272F,2,1,1,chela,21.86,0.3144,0.3265,71,
2018,9,3,GP276A1,1,1,1,chela,30.77,0.3127,0.3263,65,
2018,9,3,GP276A1,2,1,1,chela,29.6,0.301,0.3137,57,
2018,9,3,GP277F,1,1,1,chela,29.49,0.3079,0.3214,64,
2018,9,3,GP277F,2,1,1,chela,35.47,0.3085,0.3229,65,
2018,9,3,GP280F,1,1,1,chela,31.48,0.305,0.3171,57,
2018,9,3,GP280F,2,1,2M,chela,19.08,0.3465,0.3529,65,
2018,9,3,GP280F,3,1,1,chela,24.92,0.3051,0.3152,62,
2018,9,3,GP280F,8,1,2M,chela,17.27,0.3516,0.356,67,
2018,9,3,GP280F,63,1,3M,chela,35.79,0.3242,0.336,89,
2018,9,3,GP284F,5,1,1,chela,23.49,0.3097,0.3216,62,
2018,9,3,GP284F,8,1,2M,chela,16.04,0.3584,0.3658,73,
2018,9,3,GP284F,9,1,2M,chela,15.22,0.3574,0.3613,62,
2018,9,3,GP284F,11,1,1,chela,23.25,0.3049,0.3162,64,
2018,9,3,GP289F,7,1,2M,chela,18.07,0.3495,0.3548,68,
2018,9,3,GP289F,8,1,3M,chela,26.7,0.3469,0.3587,90,
2018,9,3,GP289F,9,1,3M,chela,29.71,0.3416,0.3523,89,
2018,9,3,GP289F,22,1,2M,chela,17.94,0.3485,0.3545,68,
2018,9,3,GP294F,1,1,1,chela,24.17,0.3148,0.3212,63,
2018,9,3,GP294F,2,1,1,chela,31.47,0.2991,0.3128,58,
2018,9,3,GP301F,1,1,1,chela,26.28,0.3,0.3128,68,
2018,9,3,GP301F,44,1,1,chela,24.18,0.3098,0.3172,59,
2018,9,3,GP301F,95,1,3M,chela,27.78,0.342,0.354,83,
2018,9,7,GP233A2,1,1,1,chela,38.25,0.3121,0.3274,77,
2018,9,7,GP233A2,2,1,1,chela,35.64,0.3139,0.329,75,
2018,9,7,GP233A2,20,1,2,chela,24.42,0.3552,0.3629,74,
2018,9,7,GP233A2,22,1,2,chela,22.18,0.344,0.3527,67,
2018,9,7,GP233A2,42,1,2M,chela,16.37,0.3684,0.3673,65,
2018,9,7,GP233A2,85,1,2M,chela,21.79,0.3383,0.3488,59,
2018,9,7,GP233A2,124,1,3M,chela,32.08,0.332,0.3463,90,
2018,9,7,GP233A2,125,1,5,chela,22.33,0.3376,0.3499,69,
2018,9,7,GP245F,8,1,2,chela,27.69,0.3389,0.3536,72,
2018,9,7,GP245F,16,1,1,chela,31.51,0.3101,0.3258,69,
2018,9,7,GP245F,29,1,2M,chela,19.85,0.349,0.3522,55,
2018,9,7,GP245F,30,1,1,chela,35.34,0.309,0.3255,66,
2018,9,7,GP248F,26,1,1,chela,19.55,0.3164,0.328,65,
2018,9,7,GP248F,27,1,1,chela,22.65,0.3156,0.3276,62,
2018,9,7,GP248F,35,1,2,chela,26.17,0.3512,0.3626,66,
2018,9,7,GP259F,2,1,1,chela,31.09,0.3087,0.3208,66,
2018,9,7,GP259F,3,1,2,chela,33.99,0.3243,0.3389,74,
2018,9,7,GP259F,4,1,2,chela,16.6,0.3462,0.3519,64,
2018,9,7,GP259F,6,1,1,chela,32.31,0.3083,0.3199,64,
2018,9,7,GP263F,4,1,2M,chela,20.24,0.3377,0.3463,70,
2018,9,7,GP263F,9,1,1,chela,28.36,0.3084,0.3215,68,
2018,9,7,GP263F,10,1,4,chela,19.32,0.347,0.3519,74,
2018,9,7,GP263F,11,1,4,chela,19.56,0.37,0.3697,77,
2018,9,7,GP263F,12,1,3,chela,35.01,0.3157,0.3299,80,
2018,9,7,GP263F,14,1,2M,chela,24.72,0.3377,0.35,64,
2018,9,7,GP263F,31,1,1,chela,20.72,0.3211,0.3326,66,
2018,9,7,GP268F,22,1,1,chela,26.2,0.3037,0.3157,69,
2018,9,7,GP268F,23,1,1,chela,36.54,0.3091,0.3253,64,
2018,9,7,GP268F,24,1,2,chela,27.92,0.3296,0.3422,81,
2018,9,7,GP274F,10,1,1,chela,16.4,0.3179,0.3299,54,
2018,9,7,GP274F,33,1,1,chela,22.24,0.3074,0.3206,56,
2018,9,7,GP286F,35,1,4,chela,20.47,0.3491,0.3662,84,
2018,9,7,GP286F,36,1,4,chela,21.22,0.3718,0.3806,85,
2018,9,7,GP286F,37,1,2M,chela,25.59,0.3401,0.3516,75,
2018,9,7,GP286F,41,1,1,chela,28.68,0.3026,0.3145,50,
2018,9,7,GP286F,42,1,1,chela,38.57,0.3086,0.3242,75,
2018,9,7,GP286F,53,1,3M,chela,24.45,0.3448,0.3566,83,
2018,9,7,GP292F,6,1,2m,chela,26.66,0.33,0.3433,82,
2018,9,7,GP292F,8,1,2m,chela,14.58,0.3536,0.3569,69,
2018,9,7,GP292F,13,1,3m,chela,28.16,0.3526,0.3614,82,
2018,9,7,GP292F,24,1,3m,chela,21.87,0.3643,0.368,80,
2018,9,7,GP292F,33,1,4,chela,20.25,0.3591,0.3651,84,
2018,9,8,GP206A2,6,1,1,chela,30.06,0.3072,0.322,72,
2018,9,8,GP206A2,17,1,1,chela,35.04,0.309,0.3266,65,
2018,9,10,GP198A1,1,1,1,chela,29.66,0.3128,0.3284,70,
2018,9,10,GP198A1,3,1,1,chela,31,0.3048,0.3196,64,
2018,9,10,GP198A1,4,1,2,chela,15.31,0.3435,0.3531,60,
2018,9,10,GP198A1,10,1,2,chela,19.83,0.3457,0.3552,69,
2018,9,10,GP202A1,7,1,1,chela,21.44,0.3159,0.327,61,
2018,9,10,GP202A1,16,1,1,chela,26.43,0.3122,0.3283,60,
2018,9,10,GP202A1,58,1,2,chela,19.92,0.3363,0.348,65,
2018,9,10,GP215A2,13,1,1,chela,33.51,0.314,0.3316,69,
2018,9,10,GP215A2,22,1,1,chela,40.08,0.3107,0.3259,74,
2018,9,10,GP215A2,23,1,2,chela,19.23,0.3358,0.3471,65,
2018,9,10,GP215A2,24,1,2,chela,31.62,0.3393,0.3546,77,
2018,9,10,GP215A2,26,1,3M,chela,25.88,0.3347,0.3492,79,
2018,9,10,GP215A2,44,1,4,chela,23.85,0.3514,0.363,75,
2018,9,10,GP215A2,45,1,2M,chela,27.2,0.3256,0.3409,79,
2018,9,10,GP215A2,62,1,3,chela,32.39,0.3452,0.3598,78,
2018,9,10,GP215A2,76,1,2M,chela,19.48,0.3389,0.3485,70,
2018,9,10,GP215A2,138,1,4,chela,19.62,0.3729,0.3745,82,
2018,9,10,GP215A2,142,1,3,chela,26.91,0.3237,0.3412,86,
2018,9,10,GP215A2,169,1,3M,chela,27.86,0.3351,0.3488,88,
2018,9,11,GP210A2,66,1,1,chela,32.35,0.3062,0.3197,77,
2018,9,11,GP221A1,20,1,1,chela,32.09,0.3143,0.3244,78,
2018,9,12,GP244F,1,1,1,chela,29.27,0.3186,0.3305,80,
2018,9,12,GP244F,44,1,2,chela,38.08,0.3227,0.3387,68,
2018,9,12,GP246F,6,1,2,chela,36.08,0.3089,0.3245,79,
2018,9,12,GP246F,7,1,1,chela,31.04,0.3268,0.339,77,
2018,9,12,GP246F,8,1,2,chela,28.76,0.319,0.3353,82,
2018,9,12,GP252F,1,1,2,chela,32.73,0.3122,0.3273,84,
2018,9,12,GP252F,2,1,2,chela,31.68,0.3139,0.3313,79,
2018,9,12,GP252F,4,1,1,chela,31.16,0.3113,0.3293,77,
2018,9,12,GP252F,5,1,1,chela,31.93,0.3103,0.328,74,
2018,9,12,GP252F,33,1,3,chela,36.48,0.3128,0.3316,86,
2018,9,12,GP252F,40,1,2M,chela,21.04,0.3285,0.3423,67,
2018,9,12,GP275F,1,1,1,chela,33.56,0.3061,0.3234,77,
2018,9,12,GP275F,2,1,1,chela,36.58,0.3106,0.3291,72,
2018,9,12,GP275F,21,1,2M,chela,17.36,0.3605,0.3664,64,
2018,9,12,GP275F,22,1,2,chela,16.52,0.3486,0.3603,72,
2018,9,12,GP275F,23,1,2,chela,28.74,0.3254,0.3445,75,
2018,9,12,GP275F,36,1,2M,chela,14.18,0.3548,0.3619,60,
2018,9,12,GP275F,37,1,3M,chela,26.63,0.3432,0.3559,91,
2018,9,12,GP275F,75,1,5,chela,19.33,0.3404,0.3608,64,
2018,9,12,GP279F,39,1,1,chela,21.93,0.3088,0.3233,66,
2018,9,12,GP279F,40,1,1,chela,35.66,0.3079,0.3252,73,
2018,9,13,GP308F,1,1,1,chela,38.32,0.311,0.3236,80,
2018,9,13,GP308F,2,1,1,chela,23.56,0.3111,0.3219,66,
2018,9,13,GP308F,13,1,2,chela,27.75,0.3114,0.3255,66,
2018,9,13,GP308F,28,1,2,chela,33.66,0.3038,0.3189,78,
2018,9,13,GP308F,50,1,3,chela,38.22,0.3094,0.326,84,
2018,9,13,GP308F,73,1,3,chela,34.59,0.3227,0.3376,94,
2018,9,13,GP310F,22,1,2,chela,34.46,0.318,0.3349,74,
2018,9,13,GP310F,23,1,2M,chela,27.89,0.3283,0.3432,81,
2018,9,13,GP314F,1,1,1,chela,38.48,0.306,0.3203,80,
2018,9,13,GP314F,2,1,1,chela,33.98,0.3107,0.3265,78,
2018,9,13,GP314F,10,1,2,chela,31.23,0.3199,0.3353,88,
2018,9,13,GP314F,81,1,2,chela,35.66,0.3065,0.3217,88,
2018,9,13,GP321F,7,1,3M,chela,24.59,0.3537,0.3637,82,
2018,9,13,GP321F,14,1,3,chela,37.44,0.3144,0.3294,87,
2018,9,13,GP321F,22,1,3M,chela,30.85,0.3231,0.3386,81,
2018,9,13,GP321F,27,1,2,chela,35.98,0.3141,0.3291,84,
2018,9,13,GP321F,34,1,1,chela,35.41,0.3036,0.3198,65,
2018,9,13,GP321F,35,1,2,chela,24.01,0.3194,0.3306,68,
2018,9,13,GP321F,37,1,3,chela,34.84,0.3158,0.3324,87,
2018,9,13,GP321F,42,1,2M,chela,24.6,0.3371,0.3512,79,
2018,9,13,GP321F,57,1,2M,chela,30.99,0.3217,0.3361,80,
2018,9,13,GP328F,2,1,2,chela,31.65,0.3293,0.343,78,
2018,9,13,GP328F,14,1,2,chela,33.55,0.3031,0.3178,80,
2018,9,13,GP328F,32,1,1,chela,14.49,0.3183,0.3299,66,
2018,9,13,GP328F,52,1,1,chela,39.86,0.3137,0.3288,62,
2018,9,13,GP328F,55,1,4,chela,26.39,0.3598,0.368,77,
2018,9,13,GP328F,56,1,3M,chela,41.42,0.323,0.341,94,
2018,9,13,GP328F,69,1,4,chela,24.38,0.357,0.3645,81,
2018,9,13,GP337F,6,1,3M,chela,28.45,0.3359,0.3525,83,
2018,9,13,GP337F,13,1,2,chela,38.99,0.3085,0.3231,87,
2018,9,13,GP337F,14,1,2,chela,24.38,0.323,0.3346,68,
2018,9,13,GP337F,18,1,4,chela,22.37,0.3419,0.3593,70,
2018,9,13,GP337F,30,1,3,chela,33.9,0.3131,0.3299,88,
2018,9,13,GP337F,32,1,1,chela,37.33,0.3093,0.3249,72,
2018,9,13,GP337F,35,1,3,chela,30.72,0.3197,0.3336,86,
2018,9,13,GP337F,35,1,3M,chela,31.17,0.3397,0.3546,84,
2018,9,13,GP337F,36,1,5,chela,24.68,0.3607,0.3685,74,
2018,9,13,GP337F,38,1,4,chela,24.86,0.3547,0.3649,78,
2018,9,13,GP338F,9,1,3,chela,36.8,0.3227,0.3398,93,
2018,9,13,GP338F,10,1,2,chela,35.6,0.307,0.3227,88,
2018,9,13,GP338F,11,1,2,chela,39.79,0.3086,0.3251,83,
2018,9,13,GP338F,17,1,1,chela,35.46,0.3051,0.3211,71,
2018,9,13,GP338F,18,1,1,chela,38.63,0.3058,0.323,82,
2018,9,13,GP338F,19,1,3,chela,35.56,0.3105,0.3283,88,
2018,9,13,GP338F,20,1,3M,chela,34.51,0.3249,0.3418,92,
2018,9,13,GP338F,21,1,3M,chela,34.83,0.3225,0.3387,86,
2018,9,13,GP345F,9,1,3,chela,35.73,0.321,0.3396,88,
2018,9,13,GP347F,3,1,1,chela,33.43,0.3021,0.3176,79,
2018,9,13,GP347F,4,1,1,chela,35.96,0.3057,0.3226,73,
2018,9,13,GP349F,25,1,2,chela,33.75,0.3096,0.3241,89,
2018,9,13,GP349F,26,1,3,chela,35.22,0.3222,0.3382,90,
2018,9,13,GP349F,27,1,1,chela,30.46,0.3066,0.3159,41,
2018,9,13,GP349F,42,1,3,chela,32.76,0.3318,0.3475,91,
2018,9,13,GP349F,43,1,1,chela,37.87,0.3091,0.3237,82,
2018,9,13,GP349F,44,1,2,chela,39.29,0.3195,0.3339,85,
2018,9,14,GP307F,23,1,3,chela,28.84,0.331,0.3439,85,
2018,9,14,GP307F,24,1,2,chela,32.38,0.3106,0.3258,86,
2018,9,14,GP307F,38,1,3,chela,33.09,0.3216,0.3336,89,
2018,9,14,GP307F,54,1,2,chela,31.67,0.3027,0.3167,83,
2018,9,14,GP307F,55,1,3M,chela,26.39,0.3292,0.3415,84,
2018,9,14,GP311F,7,1,2,chela,36.49,0.3088,0.3238,88,
2018,9,14,GP311F,8,1,3,chela,35.33,0.3099,0.3236,85,
