"date","set.number","species","cruise","valid","experiment","number.caught","weight.caught","number.basket","extra","weight.sampled","comment"
"2007-08-20",193,143,"O030",1,1,7,0.1,0,"",0.1,""
"2007-08-20",193,300,"O030",1,1,1,0.02,0,"",0.02,""
"2007-08-20",193,621,"O030",1,1,1,0.01,0,"",0.01,""
"2007-08-20",193,2513,"O030",1,1,2,0.2,0,"",0.2,""
"2007-08-20",193,2550,"O030",1,1,30,24.2,0,"",24.2,""
"2007-08-20",193,9999,"O030",1,1,5,0.01,0,"",0.01,""
"2007-08-21",194,12,"O030",1,1,36,1.16,0,"",1.16,""
"2007-08-21",194,43,"O030",1,1,91,3.92,0,"",3.92,""
"2007-08-21",194,60,"O030",1,1,133,1.02,0,"",0.5,""
"2007-08-21",194,62,"O030",1,1,10,0.66,0,"",0.66,""
"2007-08-21",194,63,"O030",1,1,55,0.86,0,"",0.86,""
"2007-08-21",194,143,"O030",1,1,5,0.17,0,"",0.17,""
"2007-08-21",194,300,"O030",1,1,1,0.14,0,"",0.14,""
"2007-08-21",194,701,"O030",1,1,1,0.05,0,"",0.05,""
"2007-08-21",194,2513,"O030",1,1,3,0.28,0,"",0.28,""
"2007-08-21",194,2550,"O030",1,1,30,11.3,0,"",11.3,""
"2007-08-21",195,12,"O030",1,1,50,2.12,0,"",2.12,""
"2007-08-21",195,43,"O030",1,1,430,18.8,0,"",9.64,""
"2007-08-21",195,60,"O030",1,1,204,1.55,0,"",0.6,""
"2007-08-21",195,62,"O030",1,1,16,1.32,0,"",1.32,""
"2007-08-21",195,63,"O030",1,1,6,0.05,0,"",0.05,""
"2007-08-21",195,70,"O030",1,1,2,0.02,0,"",0.02,""
"2007-08-21",195,143,"O030",1,1,11,0.41,0,"",0.41,""
"2007-08-21",195,300,"O030",1,1,1,0.02,0,"",0.02,""
"2007-08-21",195,2513,"O030",1,1,1,0.05,0,"",0.05,""
"2007-08-21",195,2550,"O030",1,1,40,19.4,0,"",19.4,""
"2007-08-21",196,12,"O030",1,1,8,0.23,0,"",0.23,""
"2007-08-21",196,43,"O030",1,1,117,7.43,0,"",7.43,""
"2007-08-21",196,60,"O030",1,1,1285,8.84,0,"",0.51,""
"2007-08-21",196,62,"O030",1,1,2,0.11,0,"",0.11,""
"2007-08-21",196,63,"O030",1,1,29,0.48,0,"",0.48,""
"2007-08-21",196,70,"O030",1,1,1,0.01,0,"",0.01,""
"2007-08-21",196,143,"O030",1,1,12,0.44,0,"",0.44,""
"2007-08-21",196,2550,"O030",1,1,23,6.6,0,"",6.6,""
"2007-08-21",197,12,"O030",1,1,6,0.14,0,"",0.14,""
"2007-08-21",197,43,"O030",1,1,103,6.15,0,"",6.15,""
"2007-08-21",197,60,"O030",1,1,178,1.29,0,"",0.5,""
"2007-08-21",197,62,"O030",1,1,28,1.79,0,"",1.79,""
"2007-08-21",197,63,"O030",1,1,62,1.12,0,"",1.12,""
"2007-08-21",197,70,"O030",1,1,4,0.82,0,"",0.82,""
"2007-08-21",197,143,"O030",1,1,2,0.09,0,"",0.09,""
"2007-08-21",197,2550,"O030",1,1,27,9.38,0,"",9.38,""
"2007-08-21",198,12,"O030",1,1,10,0.67,0,"",0.67,""
"2007-08-21",198,43,"O030",1,1,44,3.7,0,"",3.7,""
"2007-08-21",198,60,"O030",1,1,1,0.01,0,"",0.01,""
"2007-08-21",198,62,"O030",1,1,28,2.68,0,"",2.68,""
"2007-08-21",198,63,"O030",1,1,97,1.98,0,"",1.98,""
"2007-08-21",198,70,"O030",1,1,2,0.03,0,"",0.03,""
"2007-08-21",198,122,"O030",1,1,14,0.61,0,"",0.61,""
"2007-08-21",198,143,"O030",1,1,3,0.13,0,"",0.13,""
"2007-08-21",198,622,"O030",1,1,1,0.02,0,"",0.02,""
"2007-08-21",198,2513,"O030",1,1,1,0.11,0,"",0.11,""
"2007-08-21",198,2550,"O030",1,1,64,21.3,0,"",21.3,""
"2007-08-21",199,12,"O030",1,1,2,1.32,0,"",1.32,""
"2007-08-21",199,43,"O030",1,1,89,6.2,0,"",6.2,""
"2007-08-21",199,60,"O030",1,1,269,2.66,0,"",0.75,""
"2007-08-21",199,62,"O030",1,1,177,19.5,0,"",7.42,""
"2007-08-21",199,63,"O030",1,1,165,3.26,0,"",1.34,""
"2007-08-21",199,70,"O030",1,1,2,0.3,0,"",0.3,""
"2007-08-21",199,122,"O030",1,1,57,4.08,0,"",4.08,""
"2007-08-21",199,143,"O030",1,1,3,0.08,0,"",0.08,""
"2007-08-21",199,300,"O030",1,1,1,0.22,0,"",0.22,""
"2007-08-21",199,2550,"O030",1,1,36,10.9,0,"",10.9,""
"2007-08-21",200,12,"O030",1,1,2,0.2,0,"",0.2,""
"2007-08-21",200,43,"O030",1,1,93,6.38,0,"",6.38,""
"2007-08-21",200,60,"O030",1,1,965,5.12,0,"",0.35,""
"2007-08-21",200,62,"O030",1,1,8,0.86,0,"",0.86,""
"2007-08-21",200,63,"O030",1,1,10,0.15,0,"",0.15,""
"2007-08-21",200,143,"O030",1,1,9,0.54,0,"",0.54,""
"2007-08-21",200,2550,"O030",1,1,46,14.1,0,"",14.1,""
"2007-08-21",201,12,"O030",1,1,1,0.03,0,"",0.03,""
"2007-08-21",201,42,"O030",1,1,1,0.09,0,"",0.09,""
"2007-08-21",201,43,"O030",1,1,35,1.63,0,"",1.63,""
"2007-08-21",201,60,"O030",1,1,720,5.04,0,"",0.49,""
"2007-08-21",201,62,"O030",1,1,2,0.2,0,"",0.2,""
"2007-08-21",201,63,"O030",1,1,183,2.52,0,"",1.01,""
"2007-08-21",201,70,"O030",1,1,2,0.32,0,"",0.32,""
"2007-08-21",201,143,"O030",1,1,2,0.2,0,"",0.2,""
"2007-08-21",201,300,"O030",1,1,3,0.39,0,"",0.39,""
"2007-08-21",201,2513,"O030",1,1,2,0.16,0,"",0.16,""
"2007-08-21",201,2550,"O030",1,1,32,15.3,0,"",15.3,""
"2007-08-21",202,12,"O030",1,1,2,0.05,0,"",0.05,""
"2007-08-21",202,43,"O030",1,1,23,1.25,0,"",1.25,""
"2007-08-21",202,60,"O030",1,1,49,0.05,0,"",0.05,""
"2007-08-21",202,62,"O030",1,1,7,0.33,0,"",0.33,""
"2007-08-21",202,63,"O030",1,1,10,0.15,0,"",0.15,""
"2007-08-21",202,70,"O030",1,1,1,0.03,0,"",0.03,""
"2007-08-21",202,2513,"O030",1,1,1,0.07,0,"",0.07,""
"2007-08-21",202,2550,"O030",1,1,43,16.7,0,"",16.7,""
"2007-08-21",203,12,"O030",1,1,6,0.14,0,"",0.14,""
"2007-08-21",203,43,"O030",1,1,10,0.5,0,"",0.5,""
"2007-08-21",203,62,"O030",1,1,16,1.09,0,"",1.09,""
"2007-08-21",203,63,"O030",1,1,82,1.08,0,"",1.08,""
"2007-08-21",203,70,"O030",1,1,12,1.95,0,"",1.95,""
"2007-08-21",203,122,"O030",1,1,1,0.01,0,"",0.01,""
"2007-08-21",203,2550,"O030",1,1,64,30.7,0,"",30.7,""
"2007-08-22",204,12,"O030",1,1,4,0.32,0,"",0.32,""
"2007-08-22",204,43,"O030",1,1,78,3.17,0,"",3.17,""
"2007-08-22",204,60,"O030",1,1,203,1.96,0,"",0.78,""
"2007-08-22",204,62,"O030",1,1,4,0.37,0,"",0.37,""
"2007-08-22",204,63,"O030",1,1,91,1.75,0,"",1.75,""
"2007-08-22",204,70,"O030",1,1,14,2.23,0,"",2.23,""
"2007-08-22",204,118,"O030",1,1,1,0.14,0,"",0.14,""
"2007-08-22",204,122,"O030",1,1,24,1.66,0,"",1.66,""
"2007-08-22",204,204,"O030",1,1,1,0.08,0,"",0.08,""
"2007-08-22",204,300,"O030",1,1,1,0.05,0,"",0.05,""
"2007-08-22",204,2550,"O030",1,1,93,37.3,0,"",37.3,""
"2007-08-22",205,12,"O030",1,1,13,0.95,0,"",0.95,""
"2007-08-22",205,43,"O030",1,1,205,8.05,0,"",8.05,""
"2007-08-22",205,60,"O030",1,1,10,0.11,0,"",0.11,""
"2007-08-22",205,62,"O030",1,1,1,0.05,0,"",0.05,""
