year,month,day,tow.id,sex,body.part,shell.condition,crab.number ,colour.L,colour.a,colour.b,comment
2021,9,5,GP155F,1,chela,2,3,64.82,-3.39,2.39,
2021,9,8,GP291F,1,chela,2,2,65.48,-3.88,4.03,
2021,9,8,GP291F,1,chela,2,3,54.23,-1.83,3.39,
2021,9,8,GP291F,1,chela,1,5,56.89,-1.97,2.68,
2021,9,8,GP291F,1,chela,1,9,57.62,-1.93,-0.96,
2021,9,8,GP275F,1,chela,2,1,65.55,-3.57,4.08,
2021,9,8,GP275F,1,chela,2,2,64.49,-3.06,1.75,
2021,9,8,GP275F,1,chela,3,4,52.39,0.93,14.74,
2021,9,8,GP275F,1,chela,3,11,49.11,1.4,14.14,
2021,9,8,GP275F,1,chela,4,37,57.23,0.21,15.86,
2021,9,8,GP275F,1,chela,1,92,48.16,0.41,3.16,
2021,9,8,GP252F,1,chela,5,2,44.5,4.24,16.61,
2021,9,8,GP252F,1,chela,2,3,68.21,-3.84,5.56,
2021,9,8,GP252F,1,chela,2,4,66.01,-3.64,6.2,
2021,9,8,GP252F,1,chela,1,14,57.52,-1.7,1.3,
2021,9,8,GP252F,1,chela,3,22,61.25,-2.3,6.95,
2021,9,8,GP252F,1,chela,1,36,55.05,-1.47,4.16,
2021,9,8,GP252F,1,chela,3,59,53.91,0.02,10.93,
2021,9,8,GP279A1,1,chela,2,7,58.42,-2.26,6.85,
2021,9,8,GP279A1,1,chela,2,12,53.89,-0.7,7.01,
2021,8,17,GP001F,1,chela,2,68,66.38,-2.54,3.76,
2021,8,17,GP001F,1,chela,2,71,60.81,-1.96,2.48,
2021,8,17,GP001F,1,chela,1,107,55.09,-1.18,2.96,
2021,8,17,GP003F,1,chela,1,4,61.06,-1.51,3.56,
2021,8,17,GP003F,1,chela,2,20,52.75,-1.18,4.76,
2021,8,17,GP003F,1,chela,2,22,54.67,-1.17,6.41,
2021,8,17,GP003F,1,chela,1,46,64.73,-2.95,0.18,
2021,8,17,GP004F,1,chela,1,2,65.04,-3.02,1.85,
2021,8,17,GP004F,1,chela,1,3,61.6,-2.73,2.22,
2021,8,17,GP004F,1,chela,2,24,65.51,-2.32,5.71,
2021,8,17,GP002F,1,chela,4,11,50.34,4.5,22.31,
2021,8,17,GP002F,1,chela,2,12,55.4,-0.75,4.45,
2021,8,17,GP006F,1,chela,2,2,60.46,-1.86,6.9,
2021,8,17,GP006F,1,chela,4,3,48.77,0.51,13.03,
2021,8,17,GP006F,1,chela,4,4,45.35,0.93,13.11,
2021,8,17,GP006F,1,chela,1,5,59.81,-1.75,2.34,
2021,8,17,GP006F,1,chela,2,6,64.31,-2.33,5.14,
2021,8,17,GP006F,1,chela,1,7,57.91,-1.85,3.95,
2021,8,17,GP005F,1,chela,4,17,57.66,0.22,17.1,
2021,8,17,GP005F,1,chela,1,18,63.9,-2.85,1.19,
2021,8,17,GP005F,1,chela,2,19,63.7,-2.53,3,
2021,8,17,GP005F,1,chela,1,20,63.15,-2.51,-0.15,
2021,8,17,GP005F,1,chela,4,21,51.82,2.45,20.33,
2021,8,17,GP005F,1,chela,2,56,62.96,-2.21,1.7,
2021,8,17,GP007F,1,chela,4,3,47.46,3.01,20.3,
2021,8,17,GP007F,1,chela,3,4,53.6,-0.45,12.65,
2021,8,17,GP007F,1,chela,4,5,51.54,1.65,16.34,
2021,8,17,GP007F,1,chela,3,6,56.28,-0.55,12.69,
2021,8,17,GP010F,1,chela,2,2,53.24,-0.6,6.02,
2021,8,17,GP010F,1,chela,3,3,55.42,2.97,19.42,
2021,8,17,GP010F,1,chela,3,18,58.13,-0.24,10.65,
2021,8,17,GP010F,1,chela,2,54,52.36,-0.6,5.46,
2021,8,17,GP010F,1,chela,4,66,56.74,0.51,16.61,
2021,8,17,GP010F,1,chela,4,68,56.23,1.27,15.33,
2021,8,17,GP012F,1,chela,1,4,64.48,-2.98,0.22,
2021,8,17,GP012F,1,chela,3,5,60.35,-0.83,12.18,
2021,8,17,GP012F,1,chela,4,6,46.9,1.49,10.57,
2021,8,17,GP012F,1,chela,1,18,64.73,-3.1,1.07,
2021,8,17,GP012F,1,chela,3,20,48.43,1.46,11.66,
2021,8,17,GP012F,1,chela,4,29,49.97,0.41,8.57,
2021,8,17,GP012F,1,chela,2,45,54.54,-1.16,5.64,
2021,8,17,GP012F,1,chela,2,51,62.9,-1.71,4.83,
2021,8,17,GP013F,1,chela,4,5,47.13,0.73,10.09,
2021,8,17,GP013F,1,chela,2,9,59.93,-1.74,4.15,
2021,8,17,GP013F,1,chela,2,10,65.57,-2.92,2.06,
2021,8,17,GP013F,1,chela,4,18,49.54,0.99,10.46,
2021,8,17,GP013F,1,chela,3,27,48.26,0.54,9.69,
2021,8,17,GP013F,1,chela,3,28,51.23,1,11.73,
2021,8,17,GP013F,1,chela,1,32,55.42,-1.46,2.41,
2021,9,18,GP301F,1,chela,3,1,59.14,-1.34,9.6,
2021,9,18,GP301F,1,chela,1,2,51.52,-0.74,2.42,
2021,9,18,GP301F,1,chela,2,7,61.44,-1.5,5.17,
2021,9,18,GP289F,1,chela,2,1,55.77,-2.27,4.97,
2021,9,18,GP289F,1,chela,2,2,54.74,-2.03,4.68,
2021,9,18,GP289F,1,chela,4,20,45.64,1.29,13.95,
2021,9,18,GP289F,1,chela,3,33,49.09,-0.16,11.77,
2021,9,18,GP298F,1,chela,2,4,53.37,-1.35,8.42,
2021,9,18,GP298F,1,chela,2,5,61.84,-2.3,2.64,
2021,9,18,GP298F,1,chela,3,9,56.92,-1.61,7.47,
2021,9,18,GP292F,1,chela,2,3,64.46,-2.28,6.81,
2021,9,18,GP292F,1,chela,2,4,68.27,-3.54,2.12,
2021,9,18,GP292F,1,chela,3,5,52.03,0.61,12.67,
2021,9,18,GP292F,1,chela,3,6,52.91,0.5,11.41,
2021,9,18,GP292F,1,chela,4,33,44,2.46,15.13,
2021,9,18,GP286F,1,chela,3,1,58.46,-1.05,7.77,
2021,9,18,GP286F,1,chela,2,2,62.4,-2.95,3.82,
2021,9,18,GP286F,1,chela,2,3,62.08,-2.22,4.86,
2021,9,18,GP286F,1,chela,3,4,53.68,-0.16,9.65,
2021,9,18,GP286F,1,chela,4,21,51.21,1.37,20.68,
2021,9,18,GP299F,1,chela,3,1,54.55,-0.66,11.52,
2021,9,18,GP299F,1,chela,3,2,62.03,-2.06,10.81,
2021,9,18,GP299F,1,chela,2,5,65.33,-2.6,5.14,
2021,9,18,GP299F,1,chela,2,6,51.27,-0.16,4.71,
2021,9,18,GP299F,1,chela,4,7,50.85,0.37,15.57,
2021,9,18,GP299F,1,chela,5,17,49.69,4.57,22.91,
2021,9,18,GP302F,1,chela,2,1,63.94,-2.92,2.29,
2021,9,18,GP302F,1,chela,2,3,54.76,-1.87,2.7,
2021,9,18,GP302F,1,chela,3,4,55.86,-0.72,14.1,
2021,9,18,GP302F,1,chela,3,5,61.12,-2.28,7.95,
2021,9,18,GP302F,1,chela,4,33,55.35,-0.23,16.01,
2021,9,18,GP302F,1,chela,1,37,55.59,-1.27,6.31,
2021,9,18,GP302F,1,chela,4,38,48.41,2.01,18.37,
2021,9,18,GP304F,1,chela,2,6,64.4,-2.65,5.1,
2021,9,18,GP304F,1,chela,2,8,62.62,-2.23,2.03,
2021,9,18,GP304F,1,chela,3,23,57.82,-1.04,11.7,
2021,9,18,GP305F,1,chela,2,4,61.68,-2.48,1.85,
2021,9,18,GP305F,1,chela,2,5,58.24,-2.34,4.04,
2021,9,18,GP305F,1,chela,3,6,54.88,-0.22,16.72,
2021,9,18,GP305F,1,chela,4,9,53.9,2.28,20.33,
2021,9,18,GP305F,1,chela,1,15,53.06,-1.17,1.65,
2021,9,18,GP305F,1,chela,3,19,53.39,-0.84,4.5,
2021,9,18,GP305F,1,chela,4,20,49.65,2.02,18.04,
2021,9,18,GP306F,1,chela,3,1,58.6,-1.42,7.98,
2021,9,18,GP306F,1,chela,3,2,65.07,-1.41,13.7,
2021,9,18,GP306F,1,chela,2,6,58.96,-1.85,3.6,
2021,9,18,GP306F,1,chela,4,14,49.87,2.27,19.87,
2021,9,18,GP306F,1,chela,4,17,50.32,0.25,15.85,
2021,9,18,GP306F,1,chela,2,19,64.39,-2.9,2.81,
2021,9,18,GP319F,1,chela,2,1,63.68,-0.95,7.35,
2021,9,18,GP319F,1,chela,2,5,65.23,-2.46,2.65,
2021,9,18,GP319F,1,chela,3,6,60.3,1.17,17.2,
2021,9,18,GP319F,1,chela,3,8,50.35,3.22,9.05,
2021,9,18,GP319F,1,chela,4,10,54.92,2.4,20.6,
2021,8,20,GP037F,1,chela,3,32,59.85,-0.48,17.14,
2021,8,20,GP037F,1,chela,2,33,63.86,-2.52,5.25,
2021,8,20,GP037F,1,chela,2,34,55.56,-0.78,0.93,
2021,8,20,GP037F,1,chela,5,44,49.99,1.19,9.94,
2021,8,20,GP037F,1,chela,1,71,63.75,-3.34,-0.04,
2021,8,20,GP037F,1,chela,4,72,56.06,-0.01,10.87,
2021,8,20,GP037F,1,chela,1,74,59.28,-1.73,-0.13,
2021,8,20,GP037F,1,chela,3,113,64.57,-2.57,9.74,
2021,8,20,GP037F,1,chela,4,124,48.46,1.24,9.31,
2021,8,20,GP055A1,1,chela,1,1,60.72,-1.98,-0.8,
2021,8,20,GP055A1,1,chela,4,41,50.57,0.7,8.22,
2021,8,20,GP071F,1,chela,2,20,63.21,-2.69,2.67,
2021,8,20,GP071F,1,chela,2,57,59.34,-1.84,1.56,
2021,8,20,GP071F,1,chela,1,182,51.28,-1.03,3.08,
2021,8,20,GP071F,1,chela,3,184,59.09,-1.93,8.35,
2021,8,20,GP075F,1,chela,3,11,61.1,-1.18,12.18,
2021,8,20,GP075F,1,chela,4,12,55.18,-0.73,13.96,
2021,8,20,GP075F,1,chela,2,13,59.75,-2.58,2.23,
2021,8,20,GP075F,1,chela,4,23,49.25,1.37,15.86,
2021,8,20,GP075F,1,chela,1,45,61.08,-2.49,-0.69,
2021,8,20,GP075F,1,chela,3,77,56.79,-1.69,7.23,
2021,8,20,GP114F,1,chela,2,4,59.34,-1.85,2.83,
2021,8,20,GP114F,1,chela,3,5,56.79,-0.78,12.51,
2021,8,20,GP114F,1,chela,3,12,52.48,-1.6,10.24,
2021,8,20,GP114F,1,chela,4,22,51.62,-0.63,12.53,
2021,8,20,GP114F,1,chela,4,39,46.57,1.04,15.06,
2021,8,20,GP114F,1,chela,2,111,60.07,-1.89,2.8,
2021,8,20,GP126F,1,chela,1,6,63.37,-2.59,4.16,
2021,8,20,GP126F,1,chela,2,7,66.64,-3.56,2.74,
2021,8,20,GP126F,1,chela,2,8,67.9,-4.07,3.92,
2021,8,20,GP126F,1,chela,1,13,63.76,-3.43,0.36,
2021,8,20,GP101F,1,chela,2,162,56.21,-1.27,4.73,
2021,8,20,GP101F,1,chela,3,163,56.61,-0.99,10.73,
2021,8,20,GP101F,1,chela,2,175,60.48,-2.17,4.3,
2021,8,20,GP101F,1,chela,3,217,57.67,-2.14,8.61,
2021,8,24,GP097F,1,chela,3,167,56.46,-4.53,11.55,
2021,8,24,GP097F,1,chela,1,168,56.43,-1.04,6.37,
2021,8,24,GP097F,1,chela,1,169,60.26,-2.38,2.59,
2021,8,24,GP097F,1,chela,2,174,55.525,-1.35,6.04,
2021,8,24,GP097F,1,chela,2,175,60.88,-2.54,3.45,
2021,8,24,GP097F,1,chela,4,214,54.95,0.65,18.03,
2021,8,24,GP097F,1,chela,5,235,54.63,1.02,16.64,
2021,8,24,GP116F,1,chela,3,38,47.84,2.93,14.45,
2021,8,24,GP116F,1,chela,1,39,62.74,-2.32,1.13,
2021,8,24,GP116F,1,chela,3,52,50.3,0.48,9.36,
2021,8,24,GP116F,1,chela,2,67,63.73,-2.84,3.59,
2021,8,24,GP116F,1,chela,2,87,58.71,-1.51,2.2,
2021,8,24,GP116F,1,chela,1,93,55.35,-1.25,4.32,
2021,8,24,GP146A2,1,chela,2,15,62.34,-2.26,4.92,
2021,8,24,GP146A2,1,chela,3,38,55.55,-0.81,12.18,
2021,8,24,GP146A2,1,chela,1,47,63.28,-2.94,1.46,
2021,8,24,GP146A2,1,chela,2,48,64.82,-3.07,0.93,
2021,8,24,GP146A2,1,chela,1,68,63.17,-3.06,0.7,
2021,8,24,GP146A2,1,chela,3,74,61.13,-2.31,5.13,
2021,8,24,GP146A2,1,chela,4,207,54.28,-0.7,14.09,
2021,8,24,GP160F,1,chela,2,15,63.24,-2.92,1.79,
2021,8,24,GP160F,1,chela,3,33,55.92,0.69,15.93,
2021,8,24,GP160F,1,chela,2,47,61.06,-3.05,1.66,
2021,8,24,GP160F,1,chela,1,53,54.4,-1.42,3.57,
2021,8,24,GP160F,1,chela,3,61,56.87,-2.07,5.46,
2021,8,24,GP160F,1,chela,1,69,64.82,-3.45,1.64,
2021,8,24,GP161F,1,chela,2,60,62.2,-2.42,0.49,
2021,8,24,GP161F,1,chela,3,99,50.1,0.96,5.41,
2021,8,24,GP151A1,1,chela,2,7,64.12,-2.25,5.54,
2021,8,24,GP164F,1,chela,2,2,63.06,-3.14,0.49,
2021,8,24,GP164F,1,chela,2,3,65.08,-3.29,5.23,
2021,8,24,GP164F,1,chela,1,4,60.63,-2.42,0.44,
2021,8,24,GP164F,1,chela,1,5,59.16,-2.53,2.04,
2021,8,24,GP164F,1,chela,3,168,52.89,-0.42,10.19,
2021,8,24,GP164F,1,chela,4,248,50.75,-0.05,10.12,
2021,8,24,GP163F,1,chela,1,9,63.9,-2.78,3.6,
2021,8,24,GP163F,1,chela,3,10,54.23,0.25,11.91,
2021,8,24,GP163F,1,chela,3,15,52.64,-0.07,7.41,
2021,8,24,GP163F,1,chela,2,20,64.06,-3.28,1.78,
2021,8,24,GP163F,1,chela,2,21,57.78,-2.21,1.63,
2021,8,24,GP163F,1,chela,5,35,50.85,-0.59,13.71,
2021,8,24,GP163F,1,chela,1,45,56.59,-1.39,5.21,
2021,8,23,GP090F,1,chela,1,16,65.36,-3.19,2.66,
2021,8,23,GP090F,1,chela,3,17,53.05,0.73,17.01,
2021,8,23,GP090F,1,chela,3,19,55.39,-0.68,14.98,
2021,8,23,GP090F,1,chela,2,20,63.99,-2.78,3.32,
2021,8,23,GP090F,1,chela,1,21,61.7,-1.97,3.97,
2021,8,23,GP090F,1,chela,4,23,46.65,1.69,19.03,
2021,8,23,GP090F,1,chela,4,36,47.64,4.19,25.82,
2021,8,23,GP090F,1,chela,2,41,58.22,-1.64,4.16,
2021,8,23,GP090F,1,chela,5,54,47.05,1.99,18.14,
2021,8,23,GP079FR,1,chela,3,1,58.94,-1.27,10.66,
2021,8,23,GP079FR,1,chela,3,2,58.2,-1.28,10.47,
2021,8,23,GP079FR,1,chela,4,3,46.61,3,20.51,
2021,8,23,GP079FR,1,chela,2,32,60.04,-1.74,4.21,
2021,8,23,GP079FR,1,chela,4,33,47.73,2.74,18.72,
2021,8,23,GP079FR,1,chela,2,42,59.28,-1.98,5.65,
2021,8,23,GP079FR,1,chela,1,45,57.05,-2.18,2.99,
2021,8,23,GP104F,1,chela,2,1,62.52,-2.4,3.86,
2021,8,23,GP104F,1,chela,2,8,58.3,-1.85,6.44,
2021,8,23,GP104F,1,chela,3,10,59.52,-1.27,11.89,
2021,8,23,GP104F,1,chela,3,11,52.04,0.15,19.2,
2021,8,23,GP104F,1,chela,1,17,51.87,-0.68,2.7,
2021,8,23,GP104F,1,chela,1,25,51.24,-0.64,1.9,
2021,8,23,GP104F,1,chela,4,28,52.35,-0.17,16.1,
2021,8,23,GP104F,1,chela,4,35,48,1.65,14.3,
2021,8,23,GP091F,1,chela,3,17,56.7,-1.21,9.13,
2021,8,23,GP091F,1,chela,2,18,66.38,-3.15,3.27,
2021,8,23,GP091F,1,chela,1,19,64.7,-2.5,3.26,
2021,8,23,GP091F,1,chela,3,20,58.11,-0.53,11.7,
2021,8,23,GP091F,1,chela,2,68,52.06,-0.23,3.43,
2021,8,23,GP091F,1,chela,1,94,63.27,-2.04,1.02,
2021,8,23,GP108A1,1,chela,2,55,61.37,-2.12,2.4,
2021,8,23,GP108A1,1,chela,1,56,59.39,-1.7,1.24,
2021,8,23,GP108A1,1,chela,1,57,53.27,-1.08,2.55,
2021,8,23,GP108A1,1,chela,2,58,65.01,-2.45,4.72,
2021,8,23,GP108A1,1,chela,3,59,57.16,0.98,16.57,
2021,8,23,GP108A1,1,chela,3,80,57.62,-0.92,7.04,
2021,8,23,GP132F,1,chela,1,42,64.69,-3.13,1.56,
2021,8,23,GP132F,1,chela,1,70,62.43,-2.95,0.39,
2021,8,23,GP132F,1,chela,2,71,62.8,-2.05,5.13,
2021,8,23,GP132F,1,chela,2,72,59.29,-1.18,6.92,
2021,8,23,GP148A1,1,chela,1,16,63.43,-3.65,2.34,
2021,8,23,GP148A1,1,chela,5,30,42.9,5,11.62,
2021,8,23,GP148A1,1,chela,2,38,64.78,-2.83,3.73,
2021,8,23,GP148A1,1,chela,2,54,62.35,-2.76,2.79,
2021,8,23,GP148A1,1,chela,1,84,63.99,-2.56,3.33,
2021,8,23,GP140F,1,chela,2,1,61.48,-2.07,4.88,
2021,8,23,GP140F,1,chela,1,2,61.83,-2.5,0.28,
2021,8,23,GP140F,1,chela,2,3,61.88,-1.74,6.77,
2021,8,23,GP140F,1,chela,1,4,62.83,-2.27,3.08,
2021,8,23,GP140F,1,chela,3,5,56.72,-0.64,11.06,
2021,8,23,GP140F,1,chela,4,20,58.91,-0.18,13.08,
2021,8,23,GP140F,1,chela,3,28,50.66,0.17,13.57,
2021,8,23,GP140F,1,chela,4,32,46.09,4.17,22.94,
2021,8,23,GP117A1,1,chela,1,1,59.66,-1.51,3.87,
2021,8,23,GP117A1,1,chela,3,2,63.24,-1.57,12.15,
2021,8,23,GP117A1,1,chela,4,4,49.9,1.19,16.9,
2021,8,23,GP117A1,1,chela,2,5,60.85,-1.57,5.39,
2021,8,23,GP117A1,1,chela,1,6,62.81,-2.62,2.4,
2021,8,23,GP117A1,1,chela,3,7,61.98,-1.45,12.52,
2021,8,23,GP117A1,1,chela,2,8,60.71,-2.24,3.23,
2021,8,23,GP117A1,1,chela,5,24,52.81,-0.31,14.88,
2021,8,23,GP117A1,1,chela,5,145,51.17,1.67,17.6,
2021,8,22,GP093F,1,chela,3,1,49.01,-0.4,8.84,
2021,8,22,GP093F,1,chela,2,112,64.56,-3.08,2.51,
2021,8,22,GP093F,1,chela,2,116,60.59,-1.66,4.68,
2021,8,22,GP093F,1,chela,4,207,50.39,0.55,16.22,
2021,8,22,GP093F,1,chela,4,211,50.19,1.43,16.43,
2021,8,22,GP070F,1,chela,3,28,57.48,-0.3,16.86,
2021,8,22,GP070F,1,chela,3,29,55.44,-0.26,13.24,
2021,8,22,GP070F,1,chela,4,60,45.63,1.19,11.58,
2021,8,22,GP070F,1,chela,2,62,64.02,-2.21,7.98,
2021,8,22,GP070F,1,chela,1,78,52.42,-0.82,3.19,
2021,8,22,GP070F,1,chela,2,125,61.09,-1.89,0.18,
2021,8,22,GP063F,1,chela,4,66,54.33,-0.5,11.17,
2021,8,22,GP063F,1,chela,2,81,59.52,-1.54,6.07,
2021,8,22,GP063F,1,chela,2,88,62.3,-2.47,1.06,
2021,8,22,GP063F,1,chela,4,98,50.95,0.43,8.9,
2021,8,22,GP095F,1,chela,2,32,60.17,-1.36,10.91,
2021,8,22,GP095F,1,chela,2,44,58.39,-2.18,5.1,
2021,8,22,GP095F,1,chela,4,45,48.12,1.26,8.73,
2021,8,22,GP095F,1,chela,1,49,62.84,-2.61,2.8,
2021,8,22,GP111F,1,chela,3,3,47.47,0.53,8.42,
2021,8,22,GP111F,1,chela,3,6,59.97,-1.41,9.64,
2021,8,22,GP111F,1,chela,2,13,62.52,-2.58,3.74,
2021,8,22,GP111F,1,chela,1,18,52.76,0.3,5.72,
2021,8,22,GP111F,1,chela,4,44,45.83,2.56,17.29,
2021,8,22,GP111F,1,chela,2,51,54.76,-1.63,3.83,
2021,8,22,GP111F,1,chela,1,93,62.96,-2.56,1.45,
2021,8,22,GP135F,1,chela,3,31,60.76,-1.75,7.43,
2021,8,22,GP135F,1,chela,3,32,55.62,-0.83,9.95,
2021,8,22,GP135F,1,chela,2,63,66.25,-3.17,3.16,
2021,8,22,GP135F,1,chela,2,65,64.07,-2.45,5.46,
2021,8,22,GP135F,1,chela,1,66,56.19,-0.89,4.75,
2021,8,22,GP131F,1,chela,3,8,48.7,1.05,9.74,
2021,8,22,GP131F,1,chela,2,30,61.9,-1.89,6.46,
2021,8,22,GP131F,1,chela,2,31,59.95,-1.54,6.28,
2021,8,22,GP131F,1,chela,3,36,56.95,0.43,14.02,
2021,8,22,GP131F,1,chela,1,50,61.38,-2.87,2.04,
2021,8,22,GP145F,1,chela,1,2,61.35,-2.26,3.87,
2021,8,22,GP145F,1,chela,2,3,61.21,-1.96,8.66,
2021,8,22,GP145F,1,chela,2,7,57.85,-1.51,3.66,
2021,8,22,GP145F,1,chela,1,10,59.8,-2.31,2.66,
2021,8,22,GP145F,1,chela,3,17,50.86,0.64,10.28,
2021,8,22,GP145F,1,chela,3,19,53.13,-0.31,10.71,
2021,8,22,GP145F,1,chela,4,44,54.63,-0.03,12.01,
2021,8,22,GP137F,1,chela,1,3,53.81,-1.98,4.11,
2021,8,22,GP137F,1,chela,2,4,63.97,-2.91,4.49,
2021,8,22,GP137F,1,chela,2,5,60.25,-2.88,1.78,
2021,8,22,GP137F,1,chela,1,29,55.205,-1.05,4.14,
2021,8,22,GP137F,1,chela,5,40,50.7,0.96,16.18,
2021,8,22,GP137F,1,chela,3,60,49.89,0.25,8.76,
2021,8,22,GP137F,1,chela,3,61,60.46,-1.2,13.88,
2021,8,22,GP119F,1,chela,4,9,46.85,2.17,11.54,
2021,8,22,GP119F,1,chela,3,15,57.34,-1.57,8.02,
2021,8,22,GP119F,1,chela,4,22,42.92,5.82,22.08,
2021,8,22,GP119F,1,chela,2,23,57.88,-2.13,1.23,
2021,8,22,GP119F,1,chela,3,33,54.89,-0.88,12.94,
2021,8,22,GP119F,1,chela,1,43,59.8,-2.32,0.6,
2021,8,22,GP119F,1,chela,2,111,62.5,-2.36,2.43,
2021,8,22,GP102A1,1,chela,2,1,62.01,-2.19,4.14,
2021,8,22,GP102A1,1,chela,1,2,59.71,-2.06,-1.16,
2021,8,22,GP102A1,1,chela,2,3,60.03,-1.57,4.6,
2021,8,22,GP102A1,1,chela,1,6,60.3,-2.06,5.49,
2021,8,22,GP102A1,1,chela,4,7,47.36,2.34,20.25,
2021,8,22,GP102A1,1,chela,3,10,46.93,1.44,9.49,
2021,8,22,GP102A1,1,chela,3,17,54.12,-1.43,7.87,
2021,8,22,GP102A1,1,chela,4,20,50.84,0.78,14.68,
2021,8,21,GP082F,1,chela,3,36,55.41,-1.68,7.41,
2021,8,21,GP082F,1,chela,3,61,56.89,-1.28,9.65,
2021,8,21,GP082F,1,chela,1,85,65.03,-2.92,2.12,
2021,8,21,GP082F,1,chela,2,110,63.42,-1.76,3.06,
2021,8,21,GP082F,1,chela,2,117,60.17,-1.88,4.91,
2021,8,21,GP082F,1,chela,1,135,59.11,-1.85,-0.83,
2021,8,21,GP060F,1,chela,1,5,60.38,-2.52,-0.36,
2021,8,21,GP060F,1,chela,2,6,63.89,-2.16,2.95,
2021,8,21,GP060F,1,chela,4,43,47.95,0.03,4.96,
2021,8,21,GP060F,1,chela,1,70,65.35,-3.18,1.1,
2021,8,21,GP087F,1,chela,1,67,61.34,-2.1,0.29,
2021,8,21,GP087F,1,chela,5,69,39.87,5.03,13.78,
2021,8,21,GP100F,1,chela,4,6,51.76,0.27,16.45,
2021,8,21,GP100F,1,chela,4,29,50.01,0.47,14.34,
2021,8,21,GP100F,1,chela,3,31,55.84,-1.08,7.01,
2021,8,21,GP092F,1,chela,2,73,56.52,-1.09,3.41,
2021,8,21,GP092F,1,chela,3,110,52.74,1.97,18.43,
2021,8,21,GP092F,1,chela,2,111,60.9,-1.83,4.62,
2021,8,21,GP110F,1,chela,1,42,62.89,-2.61,1.85,
2021,8,21,GP110F,1,chela,5,44,50.94,1.22,14.43,
