year,month,day,tow.id,sex,body.part,shell.condition,crab.number ,colour.L,colour.a,colour.b,comment
2021,8,21,GP110F,1,chela,2,45,56.5,-1.62,2.74,
2021,8,21,GP110F,1,chela,4,56,50.57,1.71,17.28,
2021,8,21,GP136F,1,chela,2,1,59.87,-2.09,2.33,
2021,8,21,GP136F,1,chela,2,2,66.7,-3.73,5.23,
2021,8,21,GP136F,1,chela,1,4,56.87,-1.81,0.43,
2021,8,21,GP136F,1,chela,1,9,62.58,-2.76,0.07,
2021,8,21,GP136F,1,chela,3,37,53.71,-0.24,9.4,
2021,8,21,GP136F,1,chela,3,42,58.66,-1.49,5.32,
2021,8,21,GP129F,1,chela,2,8,64.25,-2.28,7.29,
2021,8,21,GP129F,1,chela,1,10,63.06,-2.83,2.19,
2021,8,21,GP129F,1,chela,1,11,55.08,-1.28,4.19,
2021,8,21,GP129F,1,chela,2,12,53.97,-1.19,8.52,
2021,8,21,GP129F,1,chela,3,13,54.37,0.19,17.39,
2021,9,15,GP277F,1,chela,2,3,50.77,-1.48,4.67,
2021,9,15,GP277F,1,chela,2,4,52.51,-1.74,1.77,
2021,9,15,GP277F,1,chela,4,12,47.36,-0.06,11.45,
2021,9,15,GP277F,1,chela,1,18,61.82,-2.63,-0.25,
2021,9,15,GP284F,1,chela,3,3,57.67,-0.42,15.27,
2021,9,15,GP284F,1,chela,2,5,64.78,-4.03,3.6,
2021,9,15,GP284F,1,chela,2,6,67.44,-3.41,3.25,
2021,9,15,GP284F,1,chela,3,19,53.69,0.13,13.23,
2021,9,15,GP284F,1,chela,4,51,46.71,2.04,17.15,
2021,9,15,GP276F,1,chela,2,13,64.32,-2.57,4.08,
2021,9,15,GP276F,1,chela,2,15,60.52,-2.12,4.09,
2021,9,15,GP280F,1,chela,2,1,64.96,-2.68,3.66,
2021,9,15,GP280F,1,chela,2,2,67.89,-3.64,1.84,
2021,9,1,GP221F,1,chela,1,1,69.02,-3.12,4.81,
2021,9,1,GP221F,1,chela,1,2,68.24,-4,4.13,
2021,9,1,GP221F,1,chela,2,3,65.39,-2.28,3.7,
2021,9,1,GP221F,1,chela,2,17,68.42,-4.09,5.98,
2021,9,1,GP221F,1,chela,3,18,51.52,-0.39,8.22,
2021,9,1,GP221F,1,chela,3,19,50.45,0.37,8.01,
2021,9,1,GP177F,1,chela,2,1,66.86,-4.08,3.16,
2021,9,1,GP177F,1,chela,3,2,63.54,-2.8,9.13,
2021,9,1,GP177F,1,chela,2,3,61.58,-2.9,2.49,
2021,9,1,GP177F,1,chela,3,7,50.19,0.05,10.72,
2021,9,1,GP177F,1,chela,1,13,63.47,-3.18,2.35,
2021,9,1,GP177F,1,chela,1,19,62.2,-2.89,-1.13,
2021,9,1,GP177F,1,chela,5,66,48.91,-0.08,13.4,
2021,9,1,GP177F,1,chela,4,73,53.29,0.27,14.75,
2021,9,1,GP177F,1,chela,4,85,54.98,-0.16,15.7,
2021,9,1,GP177F,1,chela,5,97,47.79,0.63,14.24,
2021,9,1,GP190F,1,chela,2,1,66.68,-3.66,3.57,
2021,9,1,GP190F,1,chela,1,4,66.06,-3.79,2.37,
2021,9,1,GP190F,1,chela,3,10,53.26,-0.26,7.09,
2021,9,1,GP190F,1,chela,3,11,61.51,-1.11,16.43,
2021,9,1,GP190F,1,chela,1,16,66.05,-3.56,2.34,
2021,9,1,GP190F,1,chela,2,20,63.58,-2.66,3.29,
2021,9,1,GP190F,1,chela,4,63,49.32,1.41,14.7,
2021,9,1,GP188F,1,chela,2,1,64.22,-3.85,2.36,
2021,9,1,GP188F,1,chela,3,2,59.76,-2.26,8.2,
2021,9,1,GP188F,1,chela,2,3,64.56,-3.61,3.43,
2021,9,1,GP188F,1,chela,3,4,60.64,-2.59,7.44,
2021,9,1,GP188F,1,chela,1,29,67.63,-3.61,1,
2021,9,1,GP188F,1,chela,1,31,57.09,-1.86,4.56,
2021,9,1,GP196A1,1,chela,2,9,66.53,-3.22,4.33,
2021,9,1,GP196A1,1,chela,2,10,69.59,-4.01,4.07,
2021,9,1,GP196A1,1,chela,3,11,51.88,0.86,13.95,
2021,9,1,GP196A1,1,chela,1,33,57.33,-1.7,3.7,
2021,9,1,GP196A1,1,chela,4,37,50.25,1.61,16.26,
2021,9,1,GP196A1,1,chela,1,45,62.52,-2.74,4.4,
2021,9,1,GP182F,1,chela,3,22,58.83,-2.54,7.34,
2021,9,1,GP182F,1,chela,2,31,64.12,-2.77,0.57,
2021,9,1,GP182F,1,chela,1,32,54.11,-1.79,0.31,
2021,9,1,GP182F,1,chela,2,42,55.76,-1.85,2.91,
2021,9,1,GP182F,1,chela,4,61,48.35,2.23,17.95,
2021,9,1,GP194F,1,chela,2,2,60.13,-2.38,1.02,
2021,9,1,GP194F,1,chela,2,3,67.05,-4.02,3.57,
2021,9,1,GP194F,1,chela,3,5,56,-2.13,11.28,
2021,9,1,GP194F,1,chela,4,6,53.79,-0.77,12.82,
2021,9,1,GP194F,1,chela,1,8,61.52,-1.61,2.1,
2021,9,1,GP194F,1,chela,3,19,53.93,0.28,13.51,
2021,9,1,GP194F,1,chela,1,24,60.69,-2.82,0.15,
2021,9,1,GP194F,1,chela,4,36,52.16,-0.29,14.93,
2021,9,1,GP186F,1,chela,2,6,65.61,-3.1,2.79,
2021,9,1,GP186F,1,chela,2,7,63.19,-2.91,1.47,
2021,9,1,GP186F,1,chela,1,10,55.88,-1.84,0.13,
2021,9,1,GP173F,1,chela,2,14,63.44,-2.89,0.18,
2021,9,1,GP173F,1,chela,2,30,64.08,-3.05,0.77,
2021,9,1,GP173F,1,chela,3,31,59.35,-1.4,11,
2021,9,1,GP173F,1,chela,3,32,54.63,-1.39,6.01,
2021,9,1,GP173F,1,chela,4,40,51.81,1.25,10.81,
2021,9,22,GP318F,1,chela,4,3,48.34,0.2,8.54,
2021,9,22,GP318F,1,chela,3,4,60.6,-2.41,6.48,
2021,9,22,GP318F,1,chela,3,5,59.34,-0.91,16.98,
2021,9,22,GP318F,1,chela,1,8,53.42,-1.83,2.18,
2021,9,22,GP318F,1,chela,2,12,65.74,-3.45,4.9,
2021,9,22,GP318F,1,chela,2,13,64.66,-2.71,7.28,
2021,9,22,GP318F,1,chela,1,20,53.35,-1.11,5.91,
2021,9,22,GP318F,1,chela,4,29,50.78,-0.11,11.76,
2021,9,22,GP309F,1,chela,2,3,52.83,-2.18,3.23,
2021,9,22,GP309F,1,chela,4,4,51.52,-0.46,14.79,
2021,9,22,GP309F,1,chela,2,5,62.86,-3.45,1.33,
2021,9,22,GP309F,1,chela,3,8,59.82,-2.51,8.49,
2021,9,22,GP309F,1,chela,4,16,53.45,-0.3,14.34,
2021,9,22,GP309F,1,chela,1,17,57.75,-1.72,1.58,
2021,9,22,GP309F,1,chela,3,24,57.17,-1.73,6.16,
2021,9,22,GP322F,1,chela,1,1,65.46,-3.1,3.49,
2021,9,22,GP322F,1,chela,2,2,65.15,-2.92,1.87,
2021,9,22,GP322F,1,chela,2,3,66.27,-3.16,1.63,
2021,9,22,GP322F,1,chela,4,7,47.68,0.82,8.42,
2021,9,22,GP322F,1,chela,1,12,55.47,-2.07,1.34,
2021,9,22,GP322F,1,chela,3,16,64.45,-2.79,7.61,
2021,9,22,GP322F,1,chela,3,21,50.1,0.37,12.4,
2021,9,22,GP327F,1,chela,2,2,52.47,-1.08,5.74,
2021,9,22,GP327F,1,chela,2,3,63.72,-2.5,5.72,
2021,9,22,GP327F,1,chela,3,4,59.97,-2.33,8.59,
2021,9,22,GP327F,1,chela,3,7,49.12,0.13,10.43,
2021,9,22,GP327F,1,chela,1,13,65.25,-2.8,1.27,
2021,9,22,GP327F,1,chela,1,20,55.7,-1.44,5.28,
2021,9,22,GP332F,1,chela,2,5,61.28,-1.61,4.9,
2021,9,22,GP332F,1,chela,2,6,55.81,-1.69,5.16,
2021,9,22,GP332F,1,chela,3,11,57.82,-1.58,12.7,
2021,9,22,GP332F,1,chela,1,12,55.92,-2.06,-1.32,
2021,9,22,GP332F,1,chela,3,19,54.63,1.12,17.26,
2021,9,22,GP332F,1,chela,1,27,62.59,-2.88,0.01,
2021,9,22,GP317F,1,chela,2,2,63.24,-2.68,1.56,
2021,9,22,GP317F,1,chela,4,3,52.28,0.95,20.29,
2021,9,22,GP317F,1,chela,5,4,48.48,1.19,14.45,
2021,9,22,GP317F,1,chela,3,5,54.86,1.17,20.33,
2021,9,22,GP317F,1,chela,4,8,49.02,1.21,18.16,
2021,9,22,GP317F,1,chela,2,13,61.46,-2.42,3.43,
2021,9,22,GP317F,1,chela,3,22,67.97,-1.32,11.64,
2021,9,22,GP307F,1,chela,3,3,59.28,-1.98,6.94,
2021,9,22,GP307F,1,chela,3,4,59.18,-0.21,14.22,
2021,9,22,GP307F,1,chela,4,8,45.84,1.92,13.52,
2021,9,22,GP307F,1,chela,2,17,62.21,-2.06,3.61,
2021,9,22,GP307F,1,chela,2,25,68.79,-3.37,1.27,
2021,9,22,GP311F,1,chela,4,1,55.98,0.3,15.95,
2021,9,22,GP311F,1,chela,4,3,50.21,-0.58,13.43,
2021,9,22,GP311F,1,chela,3,8,51.38,-0.33,12.06,
2021,9,22,GP311F,1,chela,1,13,63.98,-3.07,1.18,
2021,9,22,GP311F,1,chela,3,14,55.48,0.38,17.41,
2021,9,22,GP311F,1,chela,5,15,54.26,0.97,16.13,
2021,9,22,GP311F,1,chela,2,18,68.3,-3.68,2.78,
2021,9,22,GP329F,1,chela,3,2,59.25,-1.82,8.76,
2021,9,22,GP329F,1,chela,2,3,66.78,-2.93,3.26,
2021,9,22,GP329F,1,chela,2,11,65.56,-2.69,3.99,
2021,9,22,GP333F,1,chela,1,1,55.07,-1.31,1.29,
2021,9,22,GP333F,1,chela,3,2,61.1,-1.44,9.71,
2021,9,22,GP333F,1,chela,1,6,62.2,-2.48,0.72,
2021,9,22,GP333F,1,chela,3,7,59.5,-1.43,11.93,
2021,9,22,GP333F,1,chela,5,18,54.85,-1.1,13.79,
2021,9,22,GP333F,1,chela,4,19,54.58,-0.06,13.28,
2021,9,22,GP333F,1,chela,4,22,52.31,0.4,15.63,
2021,9,22,GP333F,1,chela,2,35,63.04,-2.18,5.9,
2021,9,22,GP333F,1,chela,2,36,51.6,-0.81,3,
2021,9,22,GP308F,1,chela,2,7,63.9,-2.58,3.27,
2021,9,22,GP308F,1,chela,4,15,57.69,-0.77,15.22,
2021,9,22,GP308F,1,chela,2,20,64.29,-2.84,2.21,
2021,9,22,GP310F,1,chela,3,5,55.39,-0.81,9.55,
2021,9,22,GP310F,1,chela,2,17,64.4,-2.95,2.04,
2021,9,22,GP310F,1,chela,4,26,56.11,-0.31,16.06,
2021,9,22,GP310F,1,chela,1,27,64.78,-3.06,-1.34,
2021,9,22,GP310F,1,chela,2,35,55.62,-1.55,0.42,
2021,9,22,GP310F,1,chela,1,37,61.03,-2.32,-2.12,
2021,8,18,GP017F,1,chela,2,1,66.89,-3.34,0.17,
2021,8,18,GP017F,1,chela,2,2,64.56,-2.99,1.47,
2021,8,18,GP017F,1,chela,3,7,55.38,-1.04,15.16,
2021,8,18,GP017F,1,chela,4,16,54.61,1.39,18.26,
2021,8,18,GP017F,1,chela,4,17,53.01,0,13.07,
2021,8,18,GP017F,1,chela,1,23,52.74,-1.21,-2.42,
2021,8,18,GP017F,1,chela,3,26,52.21,0.36,12.18,
2021,8,18,GP021F,1,chela,2,1,60.63,-1.87,-0.48,
2021,8,18,GP021F,1,chela,2,2,64.85,-2.71,-0.45,
2021,8,18,GP021F,1,chela,1,9,50.48,-0.15,1.53,
2021,8,18,GP021F,1,chela,3,15,60.84,-2.1,5.73,
2021,8,18,GP021F,1,chela,3,17,61.26,-2.22,6.91,
2021,8,18,GP021F,1,chela,4,19,55.16,0.95,19.14,
2021,8,18,GP021F,1,chela,1,51,54.59,-1.62,-1.07,
2021,8,18,GP021F,1,chela,4,58,56.52,-0.37,14.97,
2021,8,18,GP020F,1,chela,2,1,62.66,-2.74,0.13,
2021,8,18,GP020F,1,chela,2,4,66.16,-2.67,3.13,
2021,8,18,GP020F,1,chela,4,10,50.41,-0.03,11.17,
2021,8,18,GP020F,1,chela,1,11,57.22,-2.28,0.82,
2021,8,18,GP020F,1,chela,1,12,55.49,-2.23,-0.63,
2021,8,18,GP020F,1,chela,4,27,50.26,0.48,11.34,
2021,8,18,GP014F,1,chela,1,1,57.85,-1.56,2.39,
2021,8,18,GP014F,1,chela,2,2,63.51,-3.07,1.89,
2021,8,18,GP014F,1,chela,1,5,56.93,-1.24,3.82,
2021,8,18,GP014F,1,chela,2,8,62.09,-2.22,7.21,
2021,8,18,GP014F,1,chela,4,20,55.39,2.05,18.74,
2021,8,18,GP014F,1,chela,3,21,62.32,-2.45,4.2,
2021,8,18,GP014F,1,chela,3,25,53.62,-0.33,7.89,
2021,8,18,GP029F,1,chela,3,11,49.46,1.43,10.06,
2021,8,18,GP034A2,1,chela,2,3,53.35,-0.9,2.27,
2021,8,18,GP034A2,1,chela,2,4,65.4,-2.81,3.8,
2021,8,18,GP034A2,1,chela,3,98,59.61,-1.77,8.66,
2021,8,18,GP034A2,1,chela,3,110,57.24,-1.47,8.06,
2021,8,18,GP034A2,1,chela,1,24,62.23,-3.14,3.66,
2021,8,18,GP034A2,1,chela,4,132,51.68,-0.19,15.1,
2021,8,18,GP034A2,1,chela,1,178,59.18,-2.21,-1.06,
2021,8,18,GP033F,1,chela,2,4,53.36,-0.46,5.54,
2021,8,18,GP033F,1,chela,3,5,51.04,0.26,12.16,
2021,8,18,GP033F,1,chela,1,8,56.3,-1.59,3.4,
2021,8,18,GP033F,1,chela,3,9,56.39,-1.36,9.72,
2021,8,18,GP033F,1,chela,1,29,55.21,-1.26,3.18,
2021,8,18,GP033F,1,chela,2,39,63.21,-2.55,2.35,
2021,8,18,GP033F,1,chela,4,41,58.72,0.04,16.81,
2021,8,18,GP027F,1,chela,3,1,59.64,-1.45,7.48,
2021,8,18,GP027F,1,chela,1,4,55.73,-1.31,3.04,
2021,8,18,GP027F,1,chela,2,5,65.34,-3.4,2.43,
2021,8,18,GP027F,1,chela,2,6,60.38,-1.61,6.87,
2021,8,18,GP027F,1,chela,1,56,59.61,-1.87,1.68,
2021,8,18,GP027F,1,chela,3,92,57.64,-1.99,4.82,
2021,8,18,GP027F,1,chela,4,151,48.77,3.07,17.93,
2021,8,18,GP038F,1,chela,2,4,63.9,-2.77,-0.22,
2021,8,18,GP038F,1,chela,2,5,65.04,-3.11,0.71,
2021,8,18,GP038F,1,chela,3,6,58.9,-1.54,5.31,
2021,8,18,GP038F,1,chela,3,26,64.03,-2.31,8.47,
2021,8,18,GP038F,1,chela,1,28,57.3,-1.22,0.34,
2021,8,18,GP038F,1,chela,1,82,57.43,-2.03,2.2,
2021,8,18,GP038F,1,chela,4,115,52.13,0.64,14.35,
