"date","set.number","species","cruise","valid","experiment","number.caught","weight.caught","number.basket","extra","weight.sampled","comment"
"2009-08-06",149,361,"O029",1,1,6,0.01,0,"",0.01,""
"2009-08-06",149,2513,"O029",1,1,1,0.15,0,"",0.15,""
"2009-08-06",150,10,"O029",1,1,66,0.15,0,"",0.15,""
"2009-08-06",150,17,"O029",1,1,1,0.08,0,"",0.08,""
"2009-08-06",150,43,"O029",1,1,12,0.35,0,"",0.35,""
"2009-08-06",150,60,"O029",1,1,13,0.02,0,"",0.02,""
"2009-08-06",150,63,"O029",1,1,405,12.3,0,"",2.3,""
"2009-08-06",150,122,"O029",1,1,23,0.66,0,"",0.66,""
"2009-08-06",150,361,"O029",1,1,36,0.01,0,"",0.01,""
"2009-08-06",150,2513,"O029",1,1,1,0.01,0,"",0.01,""
"2009-08-06",150,2550,"O029",1,1,2,1.69,0,"",1.69,""
"2009-08-06",151,10,"O029",1,1,71,0.17,0,"",0.17,""
"2009-08-06",151,43,"O029",1,1,3,0.28,0,"",0.28,""
"2009-08-06",151,60,"O029",1,1,22,0.13,0,"",0.13,""
"2009-08-06",151,63,"O029",1,1,4,0.04,0,"",0.04,""
"2009-08-06",151,361,"O029",1,1,38,0.11,0,"",0.11,""
"2009-08-06",151,2550,"O029",1,1,1,0.6,0,"",0.6,""
"2009-08-06",151,4511,"O029",1,1,2,0.22,0,"",0.22,""
"2009-08-06",152,10,"O029",1,1,15,0.25,0,"",0.25,""
"2009-08-06",152,43,"O029",1,1,20,1.15,0,"",1.15,""
"2009-08-06",152,63,"O029",1,1,439,16.9,0,"",2.46,""
"2009-08-06",152,320,"O029",1,1,1,0.1,0,"",0.1,""
"2009-08-06",152,2550,"O029",1,1,2,3.86,0,"",3.86,""
"2009-08-06",152,4511,"O029",1,1,2,0.24,0,"",0.24,""
"2009-08-06",153,10,"O029",1,1,414,0.84,0,"",0.14,""
"2009-08-06",153,43,"O029",1,1,7,0.51,0,"",0.51,""
"2009-08-06",153,60,"O029",1,1,94,2.1,0,"",2.1,""
"2009-08-06",153,62,"O029",1,1,1,0.15,0,"",0.15,""
"2009-08-06",153,63,"O029",1,1,7,0.1,0,"",0.1,""
"2009-08-06",153,361,"O029",1,1,3,0.01,0,"",0.01,""
"2009-08-06",153,2513,"O029",1,1,4,0.88,0,"",0.88,""
"2009-08-06",153,2550,"O029",1,1,1,0.48,0,"",0.48,""
"2009-08-06",153,4511,"O029",1,1,1,0.08,0,"",0.08,""
"2009-08-06",154,10,"O029",1,1,98,0.26,0,"",0.16,""
"2009-08-06",154,43,"O029",1,1,31,1.38,0,"",1.38,""
"2009-08-06",154,60,"O029",1,1,10,0.48,0,"",0.48,""
"2009-08-06",154,62,"O029",1,1,1,0.16,0,"",0.16,""
"2009-08-06",154,63,"O029",1,1,273,11.3,0,"",2.74,""
"2009-08-06",154,122,"O029",1,1,1,0.02,0,"",0.02,""
"2009-08-06",154,300,"O029",1,1,1,0.06,0,"",0.06,""
"2009-08-06",154,2513,"O029",1,1,5,0.55,0,"",0.55,""
"2009-08-06",154,2550,"O029",1,1,1,0.38,0,"",0.38,""
"2009-08-06",154,4511,"O029",1,1,1,0.12,0,"",0.12,""
"2009-08-06",155,10,"O029",1,1,244,0.62,0,"",0.17,""
"2009-08-06",155,43,"O029",1,1,108,7.4,0,"",5.74,""
"2009-08-06",155,62,"O029",1,1,6,1.07,0,"",1.07,""
"2009-08-06",155,63,"O029",1,1,10,0.46,0,"",0.46,""
"2009-08-06",155,122,"O029",1,1,1,0.05,0,"",0.05,""
"2009-08-06",155,300,"O029",1,1,14,1.67,0,"",1.67,""
"2009-08-06",155,2513,"O029",1,1,1,0.11,0,"",0.11,""
"2009-08-06",155,2550,"O029",1,1,1,0.61,0,"",0.61,""
"2009-08-06",155,4511,"O029",1,1,2,0.25,0,"",0.25,""
"2009-08-06",156,10,"O029",1,1,612,1.67,0,"",0.18,""
"2009-08-06",156,43,"O029",1,1,19,0.89,0,"",0.89,""
"2009-08-06",156,2513,"O029",1,1,1,0.08,0,"",0.08,""
"2009-08-06",156,2550,"O029",1,1,1,0.88,0,"",0.88,""
"2009-08-06",156,4511,"O029",1,1,1,0.06,0,"",0.06,""
"2009-08-07",157,10,"O029",1,1,27,0.01,0,"",0.01,""
"2009-08-07",157,43,"O029",1,1,27,1.52,0,"",1.52,""
"2009-08-07",157,60,"O029",1,1,5,0.8,0,"",0.8,""
"2009-08-07",157,62,"O029",1,1,3,0.42,0,"",0.42,""
"2009-08-07",157,63,"O029",1,1,90,1.38,0,"",1.38,""
"2009-08-07",157,300,"O029",1,1,2,0.27,0,"",0.27,""
"2009-08-07",157,2513,"O029",1,1,1,0.15,0,"",0.15,""
"2009-08-07",157,2550,"O029",1,1,27,9.27,0,"",9.27,""
"2009-08-07",157,4511,"O029",1,1,9,0.61,0,"",0.61,""
"2009-08-07",158,10,"O029",1,1,14,0.08,0,"",0.08,""
"2009-08-07",158,43,"O029",1,1,18,0.82,0,"",0.82,""
"2009-08-07",158,60,"O029",1,1,64,0.18,0,"",0.18,""
"2009-08-07",158,300,"O029",1,1,3,0.51,0,"",0.51,""
"2009-08-07",158,4511,"O029",1,1,2,0.12,0,"",0.12,""
"2009-08-07",159,10,"O029",1,1,4,0.01,0,"",0.01,""
"2009-08-07",159,40,"O029",1,1,1,0.01,0,"",0.01,""
"2009-08-07",159,43,"O029",1,1,11,0.97,0,"",0.97,""
"2009-08-07",159,60,"O029",1,1,1,1.09,0,"",1.09,""
"2009-08-07",159,61,"O029",1,1,9,8.6,0,"",8.6,""
"2009-08-07",159,4511,"O029",1,1,1,0.02,0,"",0.02,""
"2009-08-07",160,10,"O029",1,1,212,0.37,0,"",0.37,""
"2009-08-07",160,42,"O029",1,1,1,0.07,0,"",0.07,""
"2009-08-07",160,43,"O029",1,1,13,1.27,0,"",1.27,""
"2009-08-07",160,61,"O029",1,1,1,1.12,0,"",1.12,""
"2009-08-07",160,62,"O029",1,1,3,0.4,0,"",0.4,""
"2009-08-07",160,300,"O029",1,1,2,0.19,0,"",0.19,""
"2009-08-07",160,2513,"O029",1,1,1,0.11,0,"",0.11,""
"2009-08-07",160,2550,"O029",1,1,9,3.67,0,"",3.67,""
"2009-08-07",160,4511,"O029",1,1,2,0.2,0,"",0.2,""
"2009-08-07",161,40,"O029",1,1,3,0.27,0,"",0.27,""
"2009-08-07",161,43,"O029",1,1,4,0.49,0,"",0.49,""
"2009-08-07",161,60,"O029",1,1,1,0.02,0,"",0.02,""
"2009-08-07",161,300,"O029",1,1,3,0.54,0,"",0.54,""
"2009-08-07",161,4511,"O029",1,1,1,0.07,0,"",0.07,""
"2009-08-07",162,10,"O029",1,1,5,0.01,0,"",0.01,""
"2009-08-07",162,43,"O029",1,1,8,0.67,0,"",0.67,""
"2009-08-07",162,60,"O029",1,1,9,0.01,0,"",0.01,""
"2009-08-07",162,61,"O029",1,1,7,7.9,0,"",7.9,""
"2009-08-07",162,300,"O029",1,1,1,0.15,0,"",0.15,""
"2009-08-07",162,2550,"O029",1,1,1,0.39,0,"",0.39,""
