"date","zone","tow.number","tow.id","valid","start.time.logbook","stop.time.logbook","start.time","stop.time","haul.time","touchdown.time","liftoff.time","longitude","latitude","longitude.start","longitude.stop","latitude.start","latitude.stop","longitude.start.logbook","longitude.stop.logbook","latitude.start.logbook","latitude.stop.logbook","depth","bottom.temperature","warp","swept.area","swept.area.method","groundfish.sample","water.sample","comment"
"2020-07-22","12",14,"GP188F",1,"20:09:24","20:14:25","        ","        ","20:16:42","20:09:29","20:15:44",NA,NA,-6238.0129,-6237.7548,4715.2063,4715.2388,-6238.013,-6237.754,4715.2064,4715.2388,35,0.15,10,2774,"model",0,NA,"Stable ~ 2.2 kts"
"2020-07-23","12",1,"GP234F",1,"05:34:46","05:39:48","        ","        ","05:41:38","05:34:39","05:41:12",NA,NA,-6214.4837,-6214.2538,4635.0216,4635.1155,-6214.475,-6214.253,4635.0252,4635.1155,28,1.39,75,2308,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-23","12",2,"GP240F",1,"07:04:07","07:09:09","        ","        ","07:11:12","07:03:49","07:11:06",NA,NA,-6157.8056,-6157.5299,4637.2556,4637.2702,-6157.789,-6157.529,4637.2576,4637.2702,35,1.39,100,2837,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-23","12",3,"GP265F",1,"07:51:35","07:56:33","        ","        ","07:58:44","07:51:28","07:58:01",NA,NA,-6150.5506,-6150.2862,4635.6789,4635.6972,-6150.544,-6150.286,4635.679,4635.6972,30,1.23,100,3071,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-28","12",1,"GP274F",1,"05:32:02","05:37:07","        ","        ","05:39:16","05:31:38","05:38:14",NA,NA,-6142.3923,-6142.2005,4636.7102,4636.8417,-6142.381,-6142.2,4636.7261,4636.8417,33,1.31,100,2589,"average",0,NA,"Stable ~ 2.1 kts"
"2020-07-28","12",2,"GP268F",1,"06:39:09","06:44:11","        ","        ","06:46:45","06:38:56","06:45:26",NA,NA,-6146.3229,-6146.1876,4640.7084,4640.8618,-6146.32,-6146.187,4640.7187,4640.8618,35,1.23,100,2875,"average",0,NA,"Stable ~ 2.2 kts"
"2020-07-28","12",3,"GP259F",1,"07:43:07","07:48:07","        ","        ","07:50:37","07:42:11","07:49:27",NA,NA,-6153.1345,-6153.1442,4640.8425,4641.0637,-6153.136,-6153.144,4640.8881,4641.0637,31,1.31,100,2817,"average",0,NA,"Stable ~ 2.2 kts"
"2020-07-28","12",4,"GP248F",1,"08:44:04","08:49:08","        ","        ","08:52:10","08:43:24","08:50:16",NA,NA,-6158.4736,-6158.4174,4643.9026,4644.0974,-6158.469,-6158.417,4643.9249,4644.0974,42,1.23,125,2774,"average",0,NA,"Accroche et force ~ 2.2 kts"
"2020-07-28","12",5,"GP263F",1,"10:25:55","10:30:55","        ","        ","10:33:32","10:25:53","10:32:21",NA,NA,-6151.8418,-6151.8366,4646.2795,4646.4565,-6151.842,-6151.836,4646.2825,4646.4571,39,1.23,125,2767,"average",0,NA,"Stable ~ 2.2 kts"
"2020-07-28","12",6,"GP245F",1,"11:33:40","11:38:43","        ","        ","11:40:32","11:33:35","11:39:49",NA,NA,-6159.263,-6159.2608,4647.2462,4647.4245,-6159.264,-6159.26,4647.2501,4647.4245,37,1.11,100,2915,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-07-28","12",7,"GP233F",1,"13:36:40","13:41:42","        ","        ","13:44:09","13:36:41","13:42:50",NA,NA,-6212.6467,-6212.7421,4648.6296,4648.7846,-6212.648,-6212.742,4648.6307,4648.7857,37,0.59,100,2695,"model",0,NA,"Force ~ 2.1 kts"
"2020-07-28","12",8,"GP226F",1,"14:53:37","14:58:39","        ","        ","15:01:25","14:53:06","15:00:16",NA,NA,-6212.4634,-6212.5837,4642.3302,4642.5038,-6212.49,-6212.585,4642.3476,4642.5058,40,0.99,125,2034,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-07-28","12",9,"GP220F",1,"16:18:28","16:23:30","        ","        ","16:25:52","16:18:33","16:25:13",NA,NA,-6217.7345,-6217.8642,4644.0288,4644.1801,-6217.735,-6217.865,4644.0299,4644.1813,36,0.83,100,3273,"model",0,NA,"Force ~ 2.1 kts"
"2020-07-28","12",10,"GP214F",1,"17:34:22","17:39:24","        ","        ","17:41:23","17:33:51","17:40:44",NA,NA,-6222.2511,-6222.5126,4638.3115,4638.3809,-6222.28,-6222.512,4638.3184,4638.3809,32,1.15,100,3135,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-28","12",11,"GP192F",1,"18:38:10","18:43:10","        ","        ","18:44:46","18:38:06","18:44:34",NA,NA,-6232.0302,-6232.2851,4636.8896,4636.8654,-6232.034,-6232.285,4636.8891,4636.8654,27,1.54,75,2523,"model",0,NA,"Accroche et force ~ 2.1 kts"
"2020-07-28","12",12,"GP197F",1,"19:25:59","19:31:01","        ","        ","19:32:28","19:26:00","19:31:45",NA,NA,-6234.3734,-6234.625,4639.7626,4639.7211,-6234.376,-6234.625,4639.7622,4639.7211,29,1.03,75,2482,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-28","12",13,"GP189F",1,"20:26:45","20:31:48","        ","        ","20:33:29","20:26:43","20:32:43",NA,NA,-6240.6465,-6240.7695,4634.857,4634.6967,-6240.649,-6240.769,4634.8546,4634.6967,25,1.54,75,2404,"model",0,NA,"Accroche et force ~ 2.1 kts"
"2020-07-29","12",1,"GP174F",1,"05:37:42","05:42:42","        ","        ","05:44:45","05:37:40","05:43:49",NA,NA,-6247.0476,-6247.2771,4639.9677,4639.8932,-6247.049,-6247.28,4639.9675,4639.8926,28,1.07,75,2562,"average",0,NA,"Accroche et force ~ 2.2 kts"
"2020-07-29","12",2,"GP162F",1,"06:45:24","06:50:26","        ","        ","06:51:59","06:45:14","06:51:17",NA,NA,-6250.6127,-6250.7619,4636.435,4636.2867,-6250.62,-6250.761,4636.4289,4636.2867,29,1.11,75,2292,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-29","12",3,"GP154F",1,"08:02:09","08:07:08","        ","        ","08:08:51","08:01:58","08:08:12",NA,NA,-6303.7997,-6304.0559,4636.1007,4636.1156,-6303.81,-6304.055,4636.1013,4636.1156,26,1.62,75,2317,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-29","12",4,"GP133F",1,"08:51:28","08:56:28","        ","        ","08:58:32","08:50:43","08:58:12",NA,NA,-6309.7617,-6310.0415,4637.1926,4637.2524,-6309.803,-6310.041,4637.1989,4637.2524,24,1.78,75,2600,"average",0,NA,"Stable ~ 2.1 kts"
"2020-07-29","12",5,"GP141F",1,"09:43:25","09:48:26","        ","        ","09:50:01","09:43:08","09:49:25",NA,NA,-6306.8888,-6307.0891,4640.584,4640.4637,-6306.9,-6307.089,4640.5771,4640.4637,25,1.31,75,2468,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-29","12",6,"GP170F",1,"11:21:09","11:26:10","        ","        ","11:28:18","11:21:00","11:27:41",NA,NA,-6252.4668,-6252.6406,4642.397,4642.2642,-6252.475,-6252.64,4642.3928,4642.2642,30,1.07,100,2739,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-29","12",7,"GP159F",1,"12:49:45","12:55:47","        ","        ","12:56:50","12:49:39","12:56:05",NA,NA,-6250.0431,-6250.2042,4650.1202,4649.9742,-6250.05,-6250.209,4650.1153,4649.984,31,0.35,100,2707,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-29","12",8,"GP184F",1,"14:01:01","14:06:01","        ","        ","14:08:14","14:00:54","14:07:17",NA,NA,-6241.3624,-6241.4367,4649.2779,4649.1016,-6241.365,-6241.436,4649.2735,4649.1016,33,0.47,100,2254,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-29","12",9,"GP202F",0,"14:55:35","15:00:36","        ","        ","15:02:37","        ","        ",NA,NA,NA,NA,NA,NA,-6235.763,-6235.852,4649.8748,4649.7095,33,0.31,100,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2020-07-29","12",10,"GP202A1",0,"16:29:27","16:34:33","        ","        ","16:36:48","        ","        ",NA,NA,NA,NA,NA,NA,-6237.134,-6237.182,4647.7328,4647.5548,31,0.47,100,NA,"",0,NA,"Chalut brisé - accroche et force ~ 2.2 kts"
"2020-07-29","12",11,"GP202A2",1,"18:15:07","18:20:11","        ","        ","18:22:13","18:15:00","18:21:26",NA,NA,-6229.724,-6229.8583,4648.1476,4647.9859,-6229.728,-6229.858,4648.1425,4647.9859,33,0.23,100,2689,"average",0,NA,"Accrochages ~ 2.1 kts"
"2020-07-29","12",12,"GP206F",1,"19:25:27","19:30:28","        ","        ","19:33:00","19:25:06","19:31:58",NA,NA,-6226.1617,-6226.3773,4652.9497,4652.8347,-6226.175,-6226.377,4652.9394,4652.8347,35,0.1,100,3134,"model",0,NA,"Stable ~ 2.2 kts"
"2020-07-29","12",13,"GP215F",1,"20:35:22","20:40:25","        ","        ","20:42:26","20:35:15","20:41:50",NA,NA,-6220.0032,-6220.2699,4656.6247,4656.6201,-6220.014,-6220.269,4656.6235,4656.6201,35,0.06,100,2841,"model",0,NA,"Accrochages ~ 2.1 kts"
"2020-07-30","12",1,"GP198F",1,"05:40:30","05:45:31","        ","        ","05:47:52","05:40:20","05:46:51",NA,NA,-6235.1212,-6235.1026,4658.0824,4657.8972,-6235.121,-6235.102,4658.0751,4657.8972,34,0.06,100,2522,"model",0,NA,"Force ~ 2.1 kts"
"2020-07-30","12",2,"GP179F",1,"06:51:05","06:56:07","        ","        ","06:58:04","06:51:35","06:57:03",NA,NA,-6241.2633,-6241.2582,4700.8643,4700.7091,-6241.263,-6241.258,4700.8833,4700.7085,36,0.19,100,2505,"model",0,NA,"Stable ~ 2.2 kts"
"2020-07-30","12",3,"GP176F",1,"08:04:02","08:09:02","        ","        ","08:11:12","08:03:49","08:10:07",NA,NA,-6246.3056,-6246.3533,4659.4509,4659.2753,-6246.307,-6246.353,4659.4438,4659.2753,34,0.31,100,2554,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-30","12",4,"GP158F",1,"09:27:24","09:32:25","        ","        ","09:34:41","09:27:17","09:33:33",NA,NA,-6255.119,-6255.2199,4656.5918,4656.4294,-6255.122,-6255.219,4656.586,4656.4294,33,0.31,100,2358,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-30","12",5,"GP149F",1,"10:28:48","10:33:49","        ","        ","10:35:47","10:28:46","10:34:58",NA,NA,-6300.735,-6300.9952,4655.4418,4655.4282,-6300.741,-6300.995,4655.442,4655.4282,33,0.31,100,2631,"average",0,NA,"Stable ~ 2.1 kts"
"2020-07-30","12",6,"GP147F",1,"11:22:54","11:27:55","        ","        ","11:30:10","11:22:49","11:29:00",NA,NA,-6301.2145,-6301.4657,4652.9281,4652.9816,-6301.222,-6301.465,4652.9308,4652.9816,33,0.51,100,3429,"model",0,NA,"Accroche et force ~ 2.1 kts"
"2020-07-30","12",7,"GP123F",1,"12:54:41","12:59:39","        ","        ","13:01:29","12:54:41","13:00:37",NA,NA,-6316.9861,-6317.2377,4649.7381,4649.7399,-6316.986,-6317.237,4649.7381,4649.7399,27,0.91,75,2804,"average",0,NA,"Accrochages ~ 2.1 kts"
"2020-07-30","12",8,"GP128F",0,"13:53:05","13:53:55","        ","        ","13:57:14","        ","        ",NA,NA,NA,NA,NA,NA,-6316.545,-6316.577,4645.57,4645.5832,24,1.35,75,NA,"",0,NA,"Accroche avant 5 minutes - accrochages ~ 2.2 kts"
"2020-07-30","12",9,"GP128A1",1,"14:43:09","14:48:11","        ","        ","14:49:44","14:43:05","14:49:05",NA,NA,-6312.7128,-6312.9443,4644.7887,4644.8682,-6312.719,-6312.944,4644.7908,4644.8682,26,1.42,75,2670,"average",0,NA,"Force ~ 2.2 kts"
"2020-07-30","12",10,"GP099F",1,"17:22:34","17:27:35","        ","        ","17:29:19","17:22:32","17:28:46",NA,NA,-6324.892,-6325.091,4647.4532,4647.5593,-6324.893,-6325.091,4647.4538,4647.5593,25,1.35,75,2867,"average",0,NA,"Stable ~ 2.1 kts"
"2020-07-30","12",11,"GP094F",1,"18:17:53","18:22:55","        ","        ","18:24:46","18:17:33","18:24:07",NA,NA,-6330.1122,-6329.8348,4647.11,4647.1264,-6330.093,-6329.834,4647.111,4647.1264,23,1.62,75,2844,"average",0,NA,"Stable ~ 2.1 kts"
"2020-07-30","12",12,"GP077F",0,"20:29:27","20:34:29","        ","        ","20:36:21","        ","        ",NA,NA,NA,NA,NA,NA,-6344.261,-6344.006,4657.6581,4657.6317,23,1.95,75,NA,"",0,NA,"Chalut déchiré (poche) - force ~ 2.2 kts"
"2020-07-31","12",1,"GP077A1",1,"05:50:31","05:55:32","        ","        ","05:57:30","05:49:39","05:56:59",NA,NA,-6339.3332,-6339.3895,4653.9043,4653.6999,-6339.342,-6339.389,4653.87,4653.6999,22,1.54,75,3874,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-31","12",2,"GP084F",1,"06:42:28","06:47:29","        ","        ","06:49:21","06:42:23","06:48:49",NA,NA,-6335.0313,-6335.1049,4655.4949,4655.3237,-6335.033,-6335.104,4655.4919,4655.3237,25,0.75,75,2240,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-31","12",3,"GP113F",1,"08:17:06","08:22:09","        ","        ","08:24:38","08:16:36","08:23:34",NA,NA,-6319.3729,-6319.1102,4654.6347,4654.7083,-6319.341,-6319.11,4654.6383,4654.7083,30,0.83,100,2728,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-31","12",4,"GP127F",1,"09:22:30","09:27:31","        ","        ","09:29:49","09:22:26","09:29:13",NA,NA,-6312.0584,-6311.9436,4657.5368,4657.3801,-6312.057,-6311.943,4657.535,4657.3801,32,0.35,100,2554,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-31","12",5,"GP125F",1,"10:28:35","10:33:38","        ","        ","10:36:03","10:28:34","10:35:34",NA,NA,-6317.4096,-6317.1579,4700.5374,4700.5061,-6317.404,-6317.157,4700.5376,4700.5061,32,0.39,100,3111,"model",0,NA,"Accroche et force ~ 2.1 kts"
"2020-07-31","12",6,"GP106F",1,"11:21:11","11:26:14","        ","        ","11:28:31","11:21:04","11:27:42",NA,NA,-6319.2806,-6319.2264,4704.7899,4704.9668,-6319.279,-6319.226,4704.7989,4704.9668,31,0.39,100,2960,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-31","12",7,"GP080F",0,"13:02:41","13:07:43","        ","        ","13:09:59","        ","        ",NA,NA,NA,NA,NA,NA,-6331.787,-6331.592,4710.08,4709.9614,32,-0.06,100,NA,"",0,NA,"Chalut déchiré (aile et belly) - accroche et force ~ 2.2 kts"
"2020-07-31","12",8,"GP080A1",0,"14:19:45","14:24:46","        ","        ","14:26:31","        ","        ",NA,NA,NA,NA,NA,NA,-6336.308,-6336.094,4709.1194,4709.017,28,0.06,75,NA,"",0,NA,"Chalut déchiré (poche) - force ~ 2.2 kts"
"2020-07-31","12",9,"GP080A2",1,"15:14:33","15:19:32","        ","        ","15:21:46","15:14:23","15:20:57",NA,NA,-6328.9845,-6328.7163,4711.2403,4711.2485,-6328.976,-6328.716,4711.2409,4711.2485,31,-0.06,100,3264,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-07-31","12",10,"GP088F",1,"16:10:45","16:15:47","        ","        ","16:17:46","16:10:41","16:17:23",NA,NA,-6333.4538,-6333.5288,4706.5106,4706.3349,-6333.458,-6333.528,4706.5052,4706.3349,30,0.19,100,2993,"model",0,NA,"Accroche et force ~ 2.1 kts"
"2020-07-31","12",11,"GP068F",1,"17:10:20","17:15:22","        ","        ","17:17:27","17:10:15","17:16:44",NA,NA,-6342.037,-6342.2677,4705.6187,4705.5356,-6342.044,-6342.267,4705.6174,4705.5356,29,0.49,75,2078,"model",0,NA,"Stable ~ 2.2 kts"
"2020-07-31","12",12,"GP076F",1,"18:34:06","18:39:06","        ","        ","18:41:25","18:34:00","18:41:02",NA,NA,-6338.6133,-6338.5273,4714.0558,4714.2218,-6338.612,-6338.527,4714.059,4714.2218,35,-0.06,100,3391,"model",0,NA,"Stable ~ 2.1 kts"
"2020-07-31","12",13,"GP061F",1,"19:42:18","19:47:18","        ","        ","19:49:31","19:42:08","19:48:56",NA,NA,-6345.7579,-6345.9569,4711.7417,4711.625,-6345.764,-6345.956,4711.7387,4711.625,30,0.19,100,3063,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-01","12",1,"GP049F",0,"05:49:20","05:50:36","        ","        ","05:52:48","        ","        ",NA,NA,NA,NA,NA,NA,-6351.128,-6351.12,4711.62,4711.5904,20,2.09,50,NA,"",0,NA,"Accroche avant 5 minutes - accroche et force ~ 2.0 kts"
"2020-08-01","12",2,"GP049A1",1,"06:27:06","06:32:07","        ","        ","06:33:12","06:27:06","06:32:32",NA,NA,-6350.8648,-6350.8,4708.7511,4708.5738,-6350.864,-6350.8,4708.7511,4708.5738,21,2.97,75,2931,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-01","12",3,"GP026F",1,"08:46:20","08:51:23","        ","        ","08:52:54","08:46:15","08:52:22",NA,NA,-6411.2825,-6411.3307,4705.3831,4705.2082,-6411.286,-6411.33,4706.3772,4705.2082,21,2.7,75,2983,"model",0,NA,"Accrochages ~ 2.1 kts"
"2020-08-01","12",4,"GP024F",1,"10:01:19","10:06:21","        ","        ","10:07:51","10:01:21","10:07:35",NA,NA,-6414.7251,-6414.8453,4711.4425,4711.2926,-6414.727,-6414.845,4711.4414,4711.2926,22,1.06,75,2680,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-01","12",5,"GP036F",1,"11:17:45","11:22:48","        ","        ","11:23:56","11:17:44","11:23:17",NA,NA,-6405.8143,-6405.9978,4713.7248,4713.5982,-6405.816,-6405.997,4713.7235,4713.5982,21,1.7,75,2271,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-01","12",6,"GP046F",1,"12:51:45","12:56:45","        ","        ","12:58:59","12:51:22","12:57:55",NA,NA,-6356.8674,-6357.1019,4720.1198,4720.0275,-6356.883,-6357.11,4720.1106,4720.0264,22,1.31,75,2643,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-01","12",7,"GP067F",1,"14:09:13","14:14:14","        ","        ","14:16:30","14:09:06","14:15:29",NA,NA,-6348.1643,-6348.3507,4722.1375,4722.02,-6348.172,-6348.35,4722.1325,4722.02,35,1.43,100,3518,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-01","12",8,"GP091F",0,"15:58:56","16:04:00","        ","        ","16:06:46","        ","        ",NA,NA,NA,NA,NA,NA,-6335.702,-6335.937,4729.7184,4729.6423,36,0.26,100,NA,"",0,NA,"Chalut brisé - accroche et force ~ 2.2 kts"
"2020-08-01","12",9,"GP091A1",1,"16:53:07","16:58:08","        ","        ","17:00:44","16:52:11","17:00:14",NA,NA,-6335.9997,-6335.8687,4728.8259,4728.6208,-6335.975,-6335.866,4728.7812,4728.6195,40,0.21,125,3422,"average",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-01","12",10,"GP066F",0,"18:04:34","18:09:35","        ","        ","18:12:18","        ","        ",NA,NA,NA,NA,NA,NA,-6343.119,-6343.138,4730.6801,4730.5104,38,0.26,125,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2020-08-01","12",11,"GP066A1",1,"19:22:32","19:27:31","        ","        ","19:30:32","19:22:25","19:29:46",NA,NA,-6347.2546,-6347.1286,4728.3056,4728.1453,-6347.253,-6347.128,4728.3014,4728.1453,38,0.26,125,3196,"model",0,NA,"Force a cause de vase ~ 2.1 kts"
"2020-08-01","12",12,"GP048F",1,"20:13:43","20:18:45","        ","        ","20:20:45","20:13:39","20:20:03",NA,NA,-6350.0101,-6349.913,4726.7834,4726.618,-6350.009,-6349.913,4726.7793,4726.618,34,0.3,100,3372,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-02","12",1,"GP050F",1,"05:40:34","05:45:36","        ","        ","05:47:45","05:40:32","05:46:58",NA,NA,-6354.0771,-6353.8883,4729.1396,4729.2597,-6354.073,-6353.888,4729.1422,4729.2597,32,0.34,100,3079,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-02","12",2,"GP044F",1,"07:19:14","07:24:16","        ","        ","07:25:48","07:19:07","07:25:17",NA,NA,-6405.3927,-6405.1644,4724.636,4724.7363,-6405.386,-6405.164,4724.6403,4724.7363,21,1.31,75,2395,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2020-08-02","12",3,"GP025F",1,"08:56:06","09:01:04","        ","        ","09:02:54","08:55:58","09:02:18",NA,NA,-6411.493,-6411.3516,4718.6694,4718.8206,-6411.488,-6411.351,4718.6743,4718.8206,25,1.03,75,2844,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-02","12",4,"GP016F",1,"10:30:20","10:35:24","        ","        ","10:37:08","10:30:14","10:36:49",NA,NA,-6426.3312,-6426.5747,4718.0721,4717.9995,-6426.34,-6426.574,4718.0707,4717.9995,22,0.46,75,2292,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-02","12",5,"GP023F",1,"11:41:23","11:46:25","        ","        ","11:48:12","11:41:15","11:48:02",NA,NA,-6417.3117,-6417.0845,4721.3158,4721.4102,-6417.3,-6417.084,4721.3206,4721.4102,28,0.13,75,1985,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-02","12",6,"GP019F",1,"12:35:40","12:40:40","        ","        ","12:42:57","12:35:33","12:43:14",NA,NA,-6420.7227,-6420.8613,4725.9372,4726.0874,-6420.726,-6420.861,4725.9413,4726.0874,29,1.37,100,2294,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-02","12",7,"GP018F",1,"13:27:45","13:32:49","        ","        ","13:34:20","13:27:42","13:34:10",NA,NA,-6423.7533,-6423.5743,4729.9357,4730.069,-6423.751,-6423.574,4729.9372,4730.069,25,1.29,75,2743,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-02","12",8,"GP028F",1,"14:50:34","14:55:34","        ","        ","14:57:57","14:50:27","14:57:36",NA,NA,-6411.0375,-6410.7818,4732.4954,4732.5058,-6411.032,-6410.781,4732.4962,4732.5058,35,0.34,100,1947,"model",0,NA,"Force a cause de vase ~ 2.1 kts"
"2020-08-02","12",9,"GP032F",1,"15:30:10","15:35:11","        ","        ","15:37:34","15:30:02","15:37:12",NA,NA,-6408.1456,-6407.8877,4732.9995,4733.0323,-6408.138,-6407.887,4733.0012,4733.0323,36,0.3,100,2106,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-02","12",10,"GP022F",1,"16:36:46","16:41:48","        ","        ","16:44:52","16:36:42","16:44:12",NA,NA,-6409.522,-6409.6208,4739.3672,4739.5362,-6409.523,-6409.62,4739.3695,4739.5362,38,0.3,125,2452,"average",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-02","12",11,"GP030F",1,"17:17:23","17:22:24","        ","        ","17:25:18","17:17:16","17:25:16",NA,NA,-6409.456,-6409.4097,4741.7015,4741.8813,-6409.454,-6409.409,4741.706,4741.8813,39,0.3,125,2370,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-02","12",12,"GP040F",1,"17:57:05","18:02:04","        ","        ","18:05:01","17:57:00","18:04:37",NA,NA,-6405.853,-6405.6189,4740.8255,4740.7388,-6405.849,-6405.618,4740.8246,4740.7388,41,0.3,125,2318,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-02","12",13,"GP042F",1,"19:02:20","19:07:20","        ","        ","19:10:04","19:02:17","19:09:43",NA,NA,-6400.5412,-6400.3895,4745.5805,4745.7237,-6400.539,-6400.389,4745.5822,4745.7237,45,0.38,125,2199,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-02","12",14,"GP041F",1,"19:49:35","19:54:35","        ","        ","19:57:50","19:49:36","19:56:31",NA,NA,-6401.1517,-6400.9856,4749.3195,4749.4552,-6401.152,-6400.985,4749.319,4749.4552,43,0.38,125,2487,"model",0,NA,"Force a cause de vase ~ 2.1 kts"
"2020-08-03","12",1,"GP015F",1,"05:48:31","05:53:39","        ","        ","05:55:04","05:48:24","05:54:38",NA,NA,-6428.1325,-6427.9127,4806.9872,4807.0909,-6428.128,-6427.912,4806.9915,4807.0909,25,0.78,75,2415,"model",0,NA,"Accrochages ~ 2.1 kts"
"2020-08-03","12",2,"GP012F",1,"08:01:18","08:06:19","        ","        ","08:10:25","08:01:12","08:09:37",NA,NA,-6446.4545,-6446.2818,4803.8466,4803.9826,-6446.45,-6446.281,4803.8512,4803.9826,45,0.46,125,2185,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-03","12",3,"GP010F",1,"09:42:18","09:47:25","        ","        ","09:50:50","09:42:15","09:48:49",NA,NA,-6459.4426,-6459.2278,4802.4812,4802.592,-6459.437,-6459.227,4802.4842,4802.592,47,0.46,150,2375,"average",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-03","12",4,"GP011F",1,"11:00:04","11:05:04","        ","        ","11:07:34","11:00:03","11:06:48",NA,NA,-6500.9376,-6500.7454,4756.9877,4757.1027,-6500.936,-6500.745,4756.9881,4757.1027,43,0.38,125,1807,"model",0,NA,"Force a cause de vase ~ 2.1 kts"
"2020-08-03","12",5,"GP007F",1,"12:23:16","12:28:18","        ","        ","12:31:17","12:23:37","12:30:22",NA,NA,-6511.2921,-6511.1488,4755.645,4755.7823,-6511.301,-6511.148,4755.6372,4755.7823,41,0.42,125,1890,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-03","12",6,"GP005F",1,"13:37:35","13:42:36","        ","        ","13:44:22","13:37:37","13:43:06",NA,NA,-6520.8643,-6520.6528,4757.2908,4757.3941,-6520.862,-6520.652,4757.2927,4757.3941,26,1.17,75,2600,"model",0,NA,"Stable ~ 2.1 kts"
"2020-08-03","12",7,"GP001F",1,"15:32:41","15:37:42","        ","        ","15:39:32","15:32:37","15:38:43",NA,NA,-6537.6739,-6537.6419,4758.4162,4758.5975,-6537.674,-6537.641,4758.4215,4758.5999,25,1.76,75,1850,"model",0,NA,"Force a cause du gravier"
"2020-08-03","12",8,"GP003F",1,"16:49:34","16:54:35","        ","        ","16:56:21","16:49:33","16:54:53",NA,NA,-6529.4366,-6529.2421,4754.7802,4754.8935,-6529.433,-6529.235,4754.7821,4754.8948,30,0.94,100,2331,"model",0,NA,"Stable ~ 2.2 kts"
"2020-08-03","12",9,"GP004F",1,"17:39:07","17:44:15","        ","        ","17:46:41","17:38:59","17:46:23",NA,NA,-6528.8112,-6528.6229,4751.6629,4751.7855,-6528.806,-6528.635,4751.6665,4751.786,32,0.5,100,2353,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-03","12",10,"GP002F",1,"18:44:27","18:49:27","        ","        ","18:51:14","18:44:19","18:51:48",NA,NA,-6532.5298,-6532.34,4747.0763,4747.1981,-6532.525,-6532.34,4747.0798,4747.1981,22,1.06,75,2020,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-03","12",11,"GP006F",1,"20:42:14","20:47:15","        ","        ","20:50:06","20:42:06","20:49:52",NA,NA,-6512.5298,-6512.3346,4753.6691,4753.7884,-6512.52,-6512.331,4753.675,4753.7915,39,0.46,125,2651,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2020-08-04","12",1,"GP008F",1,"06:04:57","06:09:59","        ","        ","06:13:44","06:04:39","06:11:34",NA,NA,NA,-6508.2223,NA,4753.7581,-6508.469,-6508.222,4753.753,4753.7581,42,0.38,125,2622,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
