"date","set.number","experiment","species","size.class","sex","ratio","length","length.unit","comment","cruise"
"2006-07-19",1,1,43,1,9,1,10,"cm","","O637"
"2006-07-19",1,1,43,1,9,1,11,"cm","","O637"
"2006-07-19",1,1,43,1,9,1,13,"cm","","O637"
"2006-07-19",1,1,43,1,9,1,15,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,17,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,17,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,17,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,18,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,21,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,22,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,22,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,22,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,23,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,23,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,24,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,24,"cm","","O637"
"2006-07-19",1,1,62,1,9,1,25,"cm","","O637"
"2006-07-19",1,1,122,1,9,1,12,"cm","","O637"
"2006-07-19",1,1,122,1,9,1,13,"cm","","O637"
"2006-07-19",1,1,122,1,9,1,14,"cm","","O637"
"2006-07-19",1,1,610,1,9,1,12,"cm","","O637"
"2006-07-19",1,1,610,1,9,1,13,"cm","","O637"
"2006-07-19",1,1,610,1,9,1,13,"cm","","O637"
"2006-07-19",1,1,610,1,9,1,13,"cm","","O637"
"2006-07-19",1,1,610,1,9,1,13,"cm","","O637"
"2006-07-19",1,1,610,1,9,1,14,"cm","","O637"
"2006-07-19",1,1,610,1,9,1,14,"cm","","O637"
"2006-07-19",1,1,2550,1,1,1,80,"mm","","O637"
"2006-07-19",1,1,2550,1,1,1,85,"mm","","O637"
"2006-07-19",1,1,2550,1,1,1,86,"mm","","O637"
"2006-07-19",1,1,2550,1,1,1,112,"mm","","O637"
"2006-07-19",1,1,2550,1,1,1,121,"mm","","O637"
"2006-07-19",1,1,2550,1,1,1,129,"mm","","O637"
"2006-07-19",1,1,2550,1,2,1,79,"mm","","O637"
"2006-07-19",1,1,2550,1,2,1,80,"mm","","O637"
"2006-07-19",1,1,2550,1,2,1,85,"mm","","O637"
"2006-07-19",1,1,2550,1,2,1,90,"mm","","O637"
"2006-07-20",2,1,42,1,9,1,19,"cm","","O637"
"2006-07-20",2,1,42,1,9,1,22,"cm","","O637"
"2006-07-20",2,1,43,1,9,1,15,"cm","","O637"
"2006-07-20",2,1,43,1,9,1,16,"cm","","O637"
"2006-07-20",2,1,43,1,9,1,16,"cm","","O637"
"2006-07-20",2,1,43,1,9,1,17,"cm","","O637"
"2006-07-20",2,1,43,1,9,1,18,"cm","","O637"
"2006-07-20",2,1,43,1,9,1,18,"cm","","O637"
"2006-07-20",2,1,43,1,9,1,19,"cm","","O637"
"2006-07-20",2,1,43,1,9,1,19,"cm","","O637"
"2006-07-20",2,1,43,1,9,1,20,"cm","","O637"
"2006-07-20",2,1,43,1,9,1,21,"cm","","O637"
"2006-07-20",2,1,43,1,9,1,21,"cm","","O637"
"2006-07-20",2,1,300,1,9,1,14,"cm","","O637"
"2006-07-20",2,1,300,1,9,1,15,"cm","","O637"
"2006-07-20",2,1,301,1,9,1,28,"cm","","O637"
"2006-07-20",2,1,301,1,9,1,28,"cm","","O637"
"2006-07-20",2,1,301,1,9,1,30,"cm","","O637"
"2006-07-20",2,1,311,1,9,1,8,"cm","","O637"
"2006-07-20",2,1,311,1,9,1,9,"cm","","O637"
"2006-07-20",2,1,311,1,9,1,9,"cm","","O637"
"2006-07-20",3,1,10,1,9,1,10,"cm","","O637"
"2006-07-20",3,1,10,1,9,1,12,"cm","","O637"
"2006-07-20",3,1,10,1,9,1,14,"cm","","O637"
"2006-07-20",3,1,10,1,9,1,19,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,14,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,14,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,16,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,16,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,17,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,17,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,17,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,17,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,17,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,17,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,18,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,19,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,19,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,20,"cm","","O637"
"2006-07-20",3,1,42,1,9,1,20,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,11,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,12,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,13,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,13,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,13,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,13,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,13,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,13,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,13,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,13,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,13,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,13,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,13,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,14,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,14,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,14,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,14,"cm","","O637"
"2006-07-20",3,1,43,1,9,1,14,"cm","","O637"
